Orthogroup	Erysimum_linariifolium	Capsella_rubella
OG0010615	El003G169540	XP_006284270.1
OG0010616	El002G116000	XP_006303619.1
OG0010617	El006G299160	XP_006296512.1
OG0010618	El001G072850	XP_006288995.1
OG0010620	El002G104060, El037G374590, El006G308170, El006G308180, El002G103410, El002G128050	XP_006281503.1
OG0010621	El001G067760	XP_006288357.1
OG0010623	El001G048260	XP_006287384.1
OG0010624	El003G153790, El003G154060, El003G153950	XP_006286015.1
OG0010625	El001G012140	XP_023639032.1
OG0010626	El001G058240	XP_006288125.1
OG0010628	El001G052310	XP_006290207.1
OG0010629	El001G055130	XP_006287682.1
OG0010630	El007G328340	XP_006281048.1
OG0010632	El002G097460	XP_006306757.2
OG0010633	El002G109440	XP_023644866.1
OG0010634	El002G127990	XP_006306152.1
OG0010636	El007G347390, El007G347330, El007G349230, El007G347120	XP_006292642.2
OG0010637	El002G135570	XP_006306545.1
OG0010638	El004G225280	XP_006301499.1
OG0010639	El005G267100	XP_006299000.1
OG0010640	El005G272080	XP_006299240.1
OG0010644	El001G047280	XP_006287842.1
OG0010645	El003G169840	XP_006285661.1
OG0010660	El003G155740	XP_006285673.1
OG0010661	El003G155620	XP_006284665.1
OG0010662	El003G155260	XP_023635658.1
OG0010664	El003G152830	XP_006285065.1
OG0010665	El003G152280	XP_006285932.1
OG0010666	El003G141650	XP_006282906.1
OG0010667	El003G151900	XP_006282610.1
OG0010668	El003G151710	XP_006285357.1
OG0010669	El003G151480	XP_006284519.1
OG0010670	El003G151160	XP_006285419.1
OG0010671	El003G150700	XP_006283875.1
OG0010672	El003G150160	XP_006283708.1
OG0010673	El003G149970	XP_006284230.1
OG0010674	El003G149480	XP_006282997.1
OG0010675	El003G149620	XP_006282588.1
OG0010676	El001G058270	XP_006289308.1
OG0010677	El003G148730	XP_006284244.1
OG0010678	El006G292780	XP_006294479.1
OG0010679	El003G148310, El005G264840	XP_023634723.1
OG0010680	El008G370570, El003G148460	XP_023635444.1
OG0010681	El006G308660, El003G148040	XP_006284640.1
OG0010682	El004G217420	XP_006302246.1
OG0010683	El003G147530	XP_006283323.1
OG0010685	El001G067860	XP_006287629.1
OG0010686	El002G118920	XP_006306542.1
OG0010687	El002G119380	XP_006305591.2
OG0010688	El003G169980	XP_006285815.1
OG0010689	El003G170030	XP_006283753.1
OG0010690	El003G170070	XP_006284207.1
OG0010691	El003G170800	XP_023634932.1
OG0010692	El003G171040	XP_006284408.1
OG0010693	El006G295270	XP_006295379.1
OG0010694	El003G171160	XP_006286131.1
OG0010695	El003G171240	XP_006285376.1
OG0010696	El003G171280	XP_006285923.1
OG0010697	El004G208670, El004G208430, El004G208620, El004G208520	XP_006302958.1
OG0010698	El001G027850	XP_006291598.2
OG0010699	El004G208370, El004G208530	XP_023643052.1
OG0010700	El004G206430	XP_006301656.1
OG0010701	El004G206290	XP_023644186.1
OG0010702	El004G204760	XP_006301353.1
OG0010703	El004G204640	XP_023643204.1
OG0010704	El004G203310	XP_023643620.1
OG0010705	El004G202170	XP_006302972.2
OG0010706	El004G202320	XP_006302153.1
OG0010707	El004G201770	XP_023644094.1
OG0010708	El004G201700	XP_006301626.1
OG0010709	El005G253550, El004G201630	XP_006300514.1
OG0010710	El004G201510	XP_006300335.1
OG0010711	El004G201400	XP_006300393.1
OG0010712	El004G201360	XP_006300742.1
OG0010713	El004G201330	XP_023643409.1
OG0010714	El004G201150	XP_006300871.1
OG0010715	El004G201080	XP_006301870.1
OG0010716	El004G200610, El001G076090	XP_006300926.1
OG0010717	El004G200100	XP_006300844.1
OG0010718	El004G199740	XP_006301321.1
OG0010719	El004G199230	XP_006302869.2
OG0010720	El004G199130	XP_006302554.2
OG0010722	El001G036050	XP_023638294.1
OG0010723	El001G036750	XP_006293282.1
OG0010725	El001G037620	XP_006291510.1
OG0010726	El001G037670	XP_023637910.1
OG0010727	El001G037760	XP_006291472.2
OG0010728	El001G037820	XP_006290425.1
OG0010729	El001G037920	XP_006291006.1
OG0010730	El001G038480	XP_023639035.1
OG0010731	El001G039580, El004G200350	XP_006290881.1
OG0010732	El002G097030	XP_006303355.2, XP_006291891.1
OG0010733	El001G040250	XP_006290405.1
OG0010734	El002G096800	XP_006307110.1
OG0010735	El001G040380	XP_006292727.1
OG0010736	El001G040490	XP_006293198.1
OG0010737	El001G040720	XP_006292610.1
OG0010738	El001G042530	XP_006291293.1
OG0010739	El001G042610	XP_006290874.2
OG0010740	El007G367000, El007G321870	XP_023638187.1
OG0010741	El001G043380	XP_006292731.2
OG0010742	El001G045980	XP_006291010.2
OG0010743	El004G216080	XP_006302368.2
OG0010744	El004G213250	XP_006301983.1
OG0010745	El004G211180	XP_006301061.1
OG0010746	El005G238830	XP_023642768.1
OG0010747	El003G181570	XP_006283298.2
OG0010748	El004G193790	XP_006301683.1
OG0010749	El004G193810	XP_006301742.2
OG0010750	El004G193950	XP_006302082.2
OG0010751	El004G194160	XP_006303010.1
OG0010752	El004G194200	XP_006300830.1
OG0010753	El004G194490, El004G194330	XP_006300967.2
OG0010754	El004G194680	XP_006302019.1
OG0010755	El004G195150	XP_006302177.1
OG0010756	El004G195680	XP_006300713.1
OG0010757	El004G197360	XP_006301625.1
OG0010758	El005G248280	XP_006296626.1
OG0010759	El003G158270	XP_006285008.1
OG0010760	El006G288130	XP_006294675.2
OG0010761	El006G288510	XP_023639474.1
OG0010762	El006G288440	XP_006293783.1
OG0010763	El006G288890	XP_006296036.1
OG0010764	El005G244170	XP_006297864.1
OG0010765	El005G244290	XP_006299823.1
OG0010766	El005G244610	XP_023642240.1
OG0010767	El005G245480	XP_023642110.1
OG0010768	El005G245540	XP_006298444.1
OG0010769	El005G245550	XP_006298430.1
OG0010770	El003G165560	XP_006285330.1
OG0010772	El004G195480	XP_006300927.1
OG0010773	El005G246490	XP_006297068.2
OG0010774	El003G149500	XP_023633733.1
OG0010775	El005G247070	XP_006297789.1
OG0010776	El005G247670	XP_006299943.1
OG0010777	El005G247890	XP_006298272.1
OG0010778	El005G248030	XP_006298753.1
OG0010779	El005G248050	XP_006297316.1
OG0010780	El005G248180	XP_006299207.1
OG0010781	El005G248190	XP_006297041.2
OG0010782	El001G011540	XP_023636407.1
OG0010783	El006G318540	XP_023639571.1
OG0010784	El007G344860	XP_023636433.1
OG0010785	El007G344820, El007G344810	XP_006279960.1
OG0010786	El007G343870	XP_006281706.1
OG0010787	El007G344110	XP_023639983.1
OG0010788	El007G344060	XP_006281470.1
OG0010789	El007G343850	XP_006280983.1
OG0010790	El007G343450	XP_023633380.1, XP_006280042.1, XP_023633326.1
OG0010791	El007G343120	XP_006280951.1
OG0010792	El007G342880	XP_006280700.1
OG0010793	El007G342630	XP_006281814.1
OG0010794	El007G342540	XP_006281208.1
OG0010795	El007G342170	XP_006282172.1
OG0010796	El007G341930	XP_006280994.1
OG0010797	El007G341400	XP_006281075.1
OG0010798	El007G339850	XP_006281093.1
OG0010799	El007G340020	XP_023645995.1, XP_023640900.1
OG0010800	El007G339650	XP_006279555.1
OG0010801	El007G339080	XP_006280651.1
OG0010802	El007G338430	XP_006280352.1
OG0010803	El007G338630, El007G338800	XP_006279801.1
OG0010804	El007G338920	XP_006279886.1
OG0010805	El007G337690	XP_006281668.1
OG0010806	El003G157240	XP_006285402.1
OG0010807	El007G337380	XP_023638337.1
OG0010808	El007G336600	XP_023639392.1
OG0010809	El007G336360, El004G207620	XP_023645816.1
OG0010810	El007G336180	XP_006280160.1
OG0010811	El007G335930	XP_023641740.1
OG0010812	El007G334810	XP_006281140.1
OG0010813	El007G334610	XP_023637192.1
OG0010815	El007G334030	XP_006280009.1
OG0010816	El007G333750	XP_023639711.1
OG0010817	El007G333540	XP_006281337.1
OG0010818	El001G068590	XP_006288301.2
OG0010819	El001G069050	XP_006289580.1
OG0010820	El001G069420, El006G316330	XP_006287082.2
OG0010821	El001G069720	XP_006289727.1
OG0010822	El001G069890	XP_023636303.1
OG0010823	El001G069950	XP_006288522.2
OG0010824	El001G070050	XP_006289586.1
OG0010825	El001G070100	XP_006289615.1
OG0010826	El001G070500	XP_006288722.1
OG0010827	El001G070530	XP_006289990.1
OG0010828	El001G070900	XP_006289029.1
OG0010829	El001G070950	XP_006288135.1
OG0010830	El001G071260	XP_023637301.1
OG0010831	El007G324570	XP_006280200.1
OG0010832	El001G071430	XP_006287662.1
OG0010833	El001G071940	XP_006289107.1
OG0010834	El001G071950	XP_006289093.2
OG0010835	El001G072310	XP_006290209.2
OG0010836	El001G072450	XP_006297121.1
OG0010837	El007G326290	XP_006279670.1
OG0010838	El001G073310	XP_006287409.1
OG0010839	El006G279650	XP_006295015.1
OG0010840	El001G074380	XP_023635931.1
OG0010841	El003G169860	XP_006284054.1
OG0010842	El003G169150	XP_006283759.1
OG0010843	El003G168790	XP_006282929.2
OG0010844	El003G168180	XP_006284810.1
OG0010845	El003G167980	XP_006283342.1
OG0010846	El003G167930	XP_006285408.1
OG0010847	El003G167860	XP_006283652.1
OG0010848	El003G167360	XP_006282471.1
OG0010849	El003G167060	XP_006285425.1
OG0010850	El003G166740	XP_006284622.1
OG0010851	El003G166380	XP_006285958.2
OG0010852	El003G166060	XP_006282708.1
OG0010853	El003G165310	XP_006285387.1
OG0010854	El003G165220	XP_006283006.1
OG0010855	El003G164770	XP_006285265.1
OG0010856	El003G164520	XP_006285753.1
OG0010857	El003G164460	XP_023635224.1
OG0010858	El003G164180	XP_006284724.1
OG0010859	El003G155750	XP_006282569.1
OG0010860	El003G161510	XP_006284006.1
OG0010861	El003G160740	XP_006282677.1
OG0010862	El002G121060	XP_006303712.1
OG0010863	El002G121370, El002G121290	XP_023632687.1
OG0010864	El002G121550	XP_006306698.2
OG0010865	El002G121720	XP_006305306.1
OG0010866	El002G123450	XP_006305413.1
OG0010867	El002G124390	XP_006304169.1
OG0010868	El002G125550	XP_006306184.1
OG0010869	El002G128020	XP_006307209.1
OG0010870	El002G127400	XP_006303418.2
OG0010871	El002G127180	XP_006305293.1
OG0010872	El002G129430	XP_006303444.2
OG0010873	El002G113700	XP_006305956.2
OG0010874	El002G113890	XP_006305796.1
OG0010875	El002G114280	XP_023646001.1
OG0010876	El002G114300	XP_006303410.1
OG0010877	El002G114350	XP_006304922.1
OG0010878	El002G114730, El002G114720	XP_023632909.1
OG0010879	El002G116430	XP_006303201.1
OG0010880	El002G117110	XP_006305071.1
OG0010881	El002G117270, El002G116820	XP_006303892.1
OG0010882	El002G117440	XP_006304418.1
OG0010883	El002G117680	XP_023633241.1
OG0010885	El003G146080	XP_006285497.1
OG0010886	El003G145860	XP_006283101.1
OG0010887	El005G276620	XP_006297853.1
OG0010889	El003G145480	XP_006283643.1
OG0010890	El003G144420	XP_006283655.1
OG0010891	El003G144500	XP_006283495.1
OG0010892	El003G144120, El003G143930	XP_023634103.1
OG0010893	El003G143600	XP_006284174.1
OG0010894	El003G143380	XP_006284748.1
OG0010895	El003G142830	XP_006285220.1
OG0010896	El003G142530	XP_006284449.1
OG0010897	El002G113420	XP_006283462.1
OG0010898	El003G142030	XP_006282751.1
OG0010899	El006G321720	XP_006295233.1
OG0010900	El006G321750	XP_006294735.1
OG0010901	El003G141740	XP_006285345.1
OG0010902	El003G141810	XP_006286047.1
OG0010903	El006G320190	XP_023634625.1
OG0010904	El006G320180, El001G060420	XP_023635208.1
OG0010905	El003G141620, El004G196130	XP_023634557.1
OG0010906	El003G184080	XP_006283199.1
OG0010907	El003G184540	XP_006283923.2
OG0010908	El003G185210	XP_006283389.1
OG0010909	El005G261660, El005G261720, El005G261610, El005G261650, El005G261710	XP_023641586.1
OG0010910	El003G186240	XP_023635185.1
OG0010911	El003G188210	XP_023635360.1
OG0010912	El003G188060	XP_006282941.1
OG0010913	El003G188480	XP_006282712.1
OG0010914	El003G188720	XP_023634118.1
OG0010915	El003G189550	XP_006283563.2
OG0010916	El006G296090	XP_006294438.1
OG0010917	El006G296040	XP_023640136.1
OG0010918	El006G295790	XP_006295968.1
OG0010919	El002G120130	XP_006304295.1
OG0010920	El001G009970, El006G305340	XP_006288652.1
OG0010921	El004G212650	XP_006302035.1
OG0010922	El001G010930	XP_006286649.1
OG0010923	El001G011390	XP_006288921.1
OG0010924	El001G011200	XP_006286815.1
OG0010925	El006G297050	XP_006294491.1
OG0010926	El006G297690, El006G297640	XP_006296429.2
OG0010927	El006G297920	XP_006295076.1
OG0010928	El006G298020	XP_006294552.2
OG0010929	El007G358730	XP_023645569.1
OG0010930	El007G357610	XP_006281101.1
OG0010931	El007G357500	XP_006280516.1
OG0010932	El007G357490	XP_006280013.1
OG0010933	El007G357280	XP_006280425.1
OG0010934	El007G352180, El007G356920	XP_006280629.1
OG0010935	El001G009210	XP_006288744.1
OG0010936	El001G008230	XP_006289826.1
OG0010937	El001G007690	XP_006287590.1
OG0010938	El001G006930	XP_023637012.1
OG0010939	El001G005600	XP_006289487.1
OG0010940	El001G005120	XP_023636989.1
OG0010941	El001G005070	XP_006286915.1
OG0010942	El001G005020, El005G255030	XP_023637313.1
OG0010943	El001G004970	XP_006287054.1
OG0010944	El007G361050	XP_023642815.1
OG0010945	El004G218730	XP_006302227.1
OG0010946	El007G363680, El007G363660	XP_006280029.1
OG0010947	El007G363930	XP_006280755.1
OG0010948	El007G364030	XP_006281809.1
OG0010949	El007G365040	XP_006281678.1
OG0010950	El007G365610	XP_006280777.1
OG0010951	El007G366250	XP_023640198.1
OG0010952	El007G366960	XP_006282273.1
OG0010953	El007G366500	XP_006279493.1
OG0010954	El005G269430	XP_006297824.1
OG0010955	El005G269410	XP_006299002.1
OG0010956	El003G183580	XP_006286046.2
OG0010957	El005G269320	XP_006299727.1
OG0010958	El003G179760	XP_006283038.1
OG0010959	El006G290040	XP_006294824.1
OG0010960	El003G177700	XP_023634797.1
OG0010961	El003G176610, El003G176490, El003G176360	XP_006283805.1
OG0010962	El003G176270, El003G176300, El003G176250	XP_006284237.1
OG0010963	El003G176110	XP_006283161.1
OG0010964	El003G176030, El003G176000	XP_006284718.2
OG0010965	El006G312210, El004G211060	XP_023643562.1
OG0010966	El003G174720	XP_006285434.1
OG0010967	El003G172880	XP_006284243.2
OG0010968	El003G190290	XP_006285085.1
OG0010969	El003G190360	XP_006285970.1
OG0010970	El003G160260, El005G269600	XP_006297038.1
OG0010971	El005G269670	XP_006298542.1
OG0010972	El005G269690	XP_006298752.1
OG0010973	El003G190660	XP_006283472.1
OG0010974	El003G191240	XP_006285841.1
OG0010975	El003G191380	XP_006286079.1
OG0010976	El003G191550	XP_006285188.2
OG0010977	El003G191640	XP_006283397.1
OG0010978	El003G193240	XP_006284439.2
OG0010979	El003G193620	XP_006285513.1
OG0010980	El006G279920	XP_006294564.1
OG0010981	El006G279990	XP_023639718.1
OG0010982	El006G280000	XP_006296212.1
OG0010983	El006G280350	XP_023639433.1
OG0010984	El006G280450	XP_023639390.1
OG0010985	El006G280540	XP_006293686.1
OG0010986	El006G280720	XP_006296514.1
OG0010987	El006G281180	XP_006295989.2
OG0010988	El006G281960	XP_006294966.1
OG0010989	El006G282620	XP_006293423.1
OG0010990	El006G282730	XP_006294857.1
OG0010991	El006G282740	XP_006295168.1
OG0010992	El006G283140	XP_006295175.2
OG0010993	El006G283440	XP_006293736.1
OG0010994	El006G284040	XP_006293394.1
OG0010995	El006G284050	XP_006294190.1
OG0010996	El006G284150	XP_006293481.1
OG0010997	El006G284300	XP_006294518.1
OG0010998	El001G031020	XP_006290903.2
OG0010999	El004G219230	XP_006302249.1
OG0011000	El006G285990	XP_006294542.1
OG0011001	El006G286180	XP_006295152.1
OG0011002	El006G286380	XP_006296114.1
OG0011003	El006G286830	XP_006293794.1
OG0011004	El006G287400	XP_006293443.1
OG0011005	El006G287530	XP_006296319.1
OG0011006	El006G287570, El006G287600, El006G287690	XP_023640748.1
OG0011007	El006G287700	XP_006293996.1
OG0011008	El006G287770	XP_006294996.1
OG0011009	El006G287810	XP_006294170.1
OG0011010	El001G082020	XP_006289888.1
OG0011011	El001G081940	XP_006289569.1
OG0011012	El001G081930	XP_006286518.2
OG0011013	El001G081870	XP_006286631.1
OG0011014	El001G081850	XP_006287739.1
OG0011015	El001G081810	XP_006287499.1
OG0011016	El006G304350, El003G189390	XP_006286979.1, XP_023633490.1
OG0011017	El001G080890	XP_006289002.1
OG0011018	El001G080580	XP_023635849.1
OG0011019	El001G080280	XP_006289860.2
OG0011020	El001G080250	XP_006288815.1
OG0011021	El001G080050, El004G217450	XP_006287800.1
OG0011022	El001G079570	XP_006290074.1
OG0011023	El006G317020	XP_006290989.1
OG0011024	El001G078670	XP_006287801.2
OG0011025	El001G078610	XP_023636192.1
OG0011026	El001G051540	XP_006288626.1
OG0011028	El003G192450	XP_006279624.1
OG0011029	El001G059440	XP_006289532.1
OG0011030	El001G059290	XP_023636474.1
OG0011031	El001G059110	XP_023636167.1
OG0011032	El001G058890	XP_006287498.1
OG0011033	El001G058620	XP_006287741.1
OG0011034	El001G058570	XP_023635834.1
OG0011035	El001G057990	XP_023637036.1
OG0011036	El001G057970	XP_006287277.1
OG0011037	El007G330290	XP_006282019.1
OG0011038	El007G330340	XP_006282065.1
OG0011039	El007G330460	XP_006279682.1
OG0011040	El007G330510	XP_006280031.1
OG0011041	El007G331810	XP_006282087.1
OG0011042	El007G331670	XP_006280925.1
OG0011043	El007G332370	XP_006279615.1
OG0011044	El007G326940	XP_006281879.1
OG0011045	El007G326690	XP_023637913.1
OG0011046	El007G326330	XP_023639980.1
OG0011047	El007G326320	XP_006280193.1
OG0011048	El007G326250	XP_006280766.1
OG0011049	El007G325790	XP_006280417.1
OG0011050	El001G020670	XP_023639317.1
OG0011051	El007G322880	XP_006280658.1
OG0011052	El007G322870	XP_006280348.1
OG0011053	El007G322560	XP_023640843.1
OG0011054	El007G322240	XP_006282144.1
OG0011055	El007G322080	XP_006281922.2
OG0011056	El007G321880	XP_006281859.1
OG0011057	El001G000670	XP_023636516.1
OG0011058	El001G000660	XP_006287654.1
OG0011059	El001G000470, El001G043240	XP_006288404.2
OG0011060	El001G000350	XP_006289182.1
OG0011061	El001G001380	XP_023635898.1
OG0011062	El001G001660	XP_006288230.1
OG0011063	El001G001740	XP_006288081.1
OG0011064	El001G001750	XP_006289934.1
OG0011065	El001G001790	XP_006288567.2
OG0011066	El001G001850	XP_006287275.1
OG0011067	El001G001900	XP_006287456.1
OG0011068	El001G002090	XP_006289995.1
OG0011069	El001G002030	XP_023635908.1
OG0011070	El001G002310	XP_006287099.1
OG0011071	El001G002740	XP_006289855.1
OG0011072	El001G002960	XP_023637006.1
OG0011073	El001G003000	XP_006287017.1
OG0011074	El001G003080	XP_006288287.1
OG0011075	El001G003500	XP_006289771.1
OG0011076	El001G003440	XP_006287974.1
OG0011077	El001G004140	XP_006287333.1
OG0011078	El007G359780	XP_006279983.1
OG0011079	El006G299050	XP_006293986.1
OG0011080	El003G151920	XP_006283851.1
OG0011081	El006G299250	XP_006296364.2
OG0011082	El006G299100	XP_023640946.1
OG0011083	El006G299090	XP_023640041.1
OG0011084	El006G300120	XP_006294903.1
OG0011085	El006G301290	XP_023640558.1
OG0011086	El006G301600	XP_006296398.2
OG0011087	El006G302130	XP_006294422.1
OG0011088	El006G303040	XP_006293749.1
OG0011089	El006G303320	XP_006294130.1
OG0011090	El006G303640	XP_023640181.1
OG0011091	El006G304380	XP_006295178.1
OG0011092	El006G304960	XP_006296151.1
OG0011093	El006G305410, El006G305400	XP_006295095.2
OG0011094	El006G305500	XP_006293792.1
OG0011095	El006G305790	XP_006296363.1
OG0011096	El006G306550	XP_006294344.2
OG0011097	El006G308640, El006G309310	XP_006294946.1
OG0011098	El006G307300	XP_006295039.1
OG0011099	El006G308710	XP_006295470.1
OG0011100	El006G309200	XP_006294304.1
OG0011101	El007G349150, El007G349200, El007G349140	XP_006280311.1
OG0011102	El001G072150	XP_006287528.1
OG0011103	El002G112180	XP_006303530.1
OG0011104	El006G313880	XP_006295232.1
OG0011105	El003G157370	XP_006283068.1
OG0011106	El005G235680	XP_006296902.1
OG0011107	El005G235570	XP_006297690.1
OG0011108	El005G235300	XP_023642158.1
OG0011109	El006G302690	XP_006294657.2
OG0011110	El005G234860	XP_006300144.1
OG0011111	El006G287970	XP_006294798.1
OG0011112	El006G287980	XP_006294095.1
OG0011113	El003G157540	XP_023635133.1
OG0011114	El003G157590	XP_006285912.1
OG0011115	El003G157600	XP_006284468.1
OG0011116	El003G157690	XP_023642148.1
OG0011117	El005G236920	XP_006299365.1
OG0011118	El005G236990	XP_006297515.1
OG0011119	El005G237230	XP_006300198.1
OG0011120	El001G060620	XP_006289269.1
OG0011121	El005G238210	XP_006299263.1
OG0011122	El005G239020	XP_006297858.1
OG0011123	El005G239940	XP_006300259.1
OG0011124	El005G239830	XP_023641755.1
OG0011125	El005G240030	XP_023641720.1
OG0011127	El005G240850	XP_006297028.1
OG0011128	El005G241170	XP_006298588.1
OG0011129	El005G241260	XP_006299499.1
OG0011130	El005G270170	XP_006298810.1
OG0011131	El005G241600	XP_006298681.2
OG0011132	El005G242730	XP_006298397.1
OG0011133	El005G243430	XP_006299494.1
OG0011134	El005G243600	XP_006297406.1
OG0011135	El005G244090	XP_023641192.1
OG0011136	El005G244100	XP_006299578.1
OG0011137	El006G289050	XP_006294357.1
OG0011138	El006G289760	XP_006296013.1
OG0011139	El006G290100	XP_023639404.1
OG0011140	El001G036940, El006G291090	XP_023640749.1
OG0011141	El006G291350	XP_006294252.2
OG0011142	El006G294870	XP_023640776.1
OG0011143	El006G294610	XP_006296070.1
OG0011144	El006G293550	XP_006293947.1
OG0011145	El006G293150	XP_006294030.2
OG0011146	El006G293030	XP_006293610.1
OG0011147	El006G292670	XP_006296472.1
OG0011148	El007G344970	XP_006294644.1
OG0011149	El006G292360	XP_006295177.1
OG0011150	El006G291980	XP_006294718.1
OG0011151	El006G291670	XP_006295452.1
OG0011152	El006G291680	XP_006294494.1
OG0011153	El002G100020	XP_006305257.1
OG0011155	El002G100120	XP_023645597.1
OG0011156	El002G100370	XP_006303674.1
OG0011157	El002G101290	XP_006305598.1
OG0011158	El002G101310	XP_006304706.1
OG0011159	El002G101800	XP_023644816.1
OG0011160	El002G101840	XP_023632855.1
OG0011161	El002G102040	XP_006306921.1
OG0011162	El002G103900	XP_006305402.1
OG0011164	El002G104430	XP_006305478.1
OG0011165	El002G104660	XP_006307113.1
OG0011166	El002G105790	XP_006304181.1
OG0011167	El002G106310	XP_006304141.1
OG0011168	El002G108050	XP_006306928.1
OG0011169	El002G109150	XP_006303405.1
OG0011170	El002G109600	XP_023644859.1
OG0011171	El002G109820	XP_006307259.1
OG0011172	El002G110620, El002G110710	XP_006305588.1
OG0011173	El002G111200	XP_023645658.1
OG0011174	El005G248590	XP_023641302.1
OG0011175	El002G112030	XP_006305809.1
OG0011176	El002G112110	XP_023645138.1
OG0011177	El002G112310	XP_006304358.1
OG0011178	El002G112460	XP_006305624.1
OG0011179	El002G112500	XP_006306298.1, XP_023644427.1
OG0011180	El002G112770, El003G170590	XP_006303162.1, XP_006282862.1
OG0011181	El002G113020, El006G296170	XP_023645454.1
OG0011182	El004G217490	XP_006300543.1
OG0011183	El004G222080, El002G083150	XP_006304123.1
OG0011184	El002G113120	XP_006306224.1
OG0011185	El003G181870	XP_006283172.1
OG0011186	El003G159450	XP_006285532.1
OG0011187	El003G158890	XP_006283737.1
OG0011190	El003G190620, El003G191090, El003G190470	XP_006283555.1
OG0011191	El006G317560	XP_006296083.1
OG0011192	El006G318150	XP_006293805.1
OG0011193	El006G318210	XP_006293798.1
OG0011194	El006G319260	XP_006294685.1
OG0011195	El006G320240	XP_006294603.1
OG0011196	El006G320450	XP_023640229.1
OG0011197	El006G320690	XP_006296197.1
OG0011198	El006G321540	XP_006294839.1
OG0011199	El002G098240	XP_006304142.1
OG0011200	El002G098160	XP_006306327.1
OG0011201	El002G098020	XP_006305655.1
OG0011202	El002G097760, El002G097580	XP_023633155.1
OG0011203	El002G097370	XP_006304110.1
OG0011206	El002G096000	XP_006303696.1
OG0011207	El002G095370	XP_006304678.1
OG0011208	El002G095170	XP_023645951.1
OG0011209	El002G094790	XP_006304310.1
OG0011210	El002G093960	XP_023644713.1
OG0011211	El002G093490	XP_006306484.2
OG0011212	El002G093280	XP_023644870.1
OG0011213	El002G093020	XP_023645735.1
OG0011214	El002G091800	XP_006304670.2
OG0011215	El003G170610	XP_006284614.1
OG0011216	El003G178190, El002G091620	XP_006305667.1
OG0011217	El002G091400	XP_006307415.1
OG0011218	El002G130950	XP_006307600.1
OG0011219	El002G090810	XP_023632808.1
OG0011220	El002G089840	XP_006307319.1
OG0011221	El002G089740	XP_006307398.1
OG0011222	El002G089280	XP_006305908.1
OG0011223	El002G088750	XP_006306227.1
OG0011224	El002G088440	XP_023645256.1
OG0011226	El002G088330	XP_006303307.2
OG0011227	El002G088280	XP_006303884.1
OG0011228	El002G087800	XP_006306148.1
OG0011229	El005G270840, El002G087700	XP_023645813.1
OG0011230	El002G087620	XP_006304374.1
OG0011231	El002G086760	XP_006303648.1
OG0011232	El002G086600	XP_006305933.1
OG0011233	El002G085810	XP_006305614.1
OG0011234	El002G085370	XP_006306794.1
OG0011235	El002G085430	XP_006306452.1
OG0011236	El002G085590	XP_006303911.1
OG0011237	El002G085200	XP_006305361.1
OG0011238	El002G085120	XP_006307162.1
OG0011239	El002G085030	XP_023632817.1
OG0011240	El002G084980	XP_006303362.1
OG0011241	El002G084670	XP_006307484.1
OG0011242	El002G084450	XP_006305589.1
OG0011243	El002G084310	XP_006303577.1
OG0011244	El002G084230	XP_006305466.1
OG0011245	El002G083630	XP_006303379.1
OG0011246	El002G082630	XP_006306995.2
OG0011247	El001G067620	XP_006289410.1
OG0011248	El001G067200	XP_006287745.1
OG0011249	El001G067350	XP_006286780.1
OG0011250	El001G067550	XP_006287422.1
OG0011251	El001G066780	XP_006287978.1
OG0011252	El001G066160	XP_006289591.1
OG0011253	El001G064760, El001G064920	XP_006288706.1
OG0011254	El001G064540	XP_006288667.1
OG0011255	El001G064280, El001G044850	XP_006287135.1
OG0011256	El001G063560	XP_006288298.1
OG0011257	El001G063590	XP_006287600.1
OG0011258	El001G062960	XP_006288731.2
OG0011259	El004G218940	XP_006301618.1
OG0011260	El001G062300	XP_006280872.1, XP_023636577.1
OG0011261	El001G062200	XP_006287560.1
OG0011262	El001G062030	XP_006287535.1
OG0011263	El001G061380	XP_006287946.1
OG0011264	El001G051320	XP_006288933.1
OG0011265	El001G051010	XP_023636718.1
OG0011266	El001G050690	XP_006286994.1
OG0011267	El001G050740	XP_006288239.1
OG0011269	El001G049060, El007G349610	XP_006289445.1
OG0011270	El001G047590	XP_006288166.1
OG0011271	El001G047270	XP_023633581.1
OG0011272	El007G345240	XP_023642506.1
OG0011273	El007G345460	XP_006281215.2
OG0011274	El007G346210	XP_006280346.1
OG0011275	El007G346010	XP_006281794.1
OG0011276	El007G348700	XP_006280504.2
OG0011277	El001G068140	XP_006287291.1
OG0011278	El001G074920	XP_006279168.1, XP_006289309.1
OG0011279	El001G075950	XP_006288811.1
OG0011280	El005G264090, El001G076300	XP_006289292.1
OG0011281	El001G076710	XP_023636172.1
OG0011282	El001G076780	XP_006289713.1
OG0011283	El001G076830	XP_006287194.1
OG0011284	El001G076890	XP_023637208.1
OG0011285	El005G248060	XP_006298544.1
OG0011286	El001G078080	XP_006288505.1
OG0011287	El001G051790	XP_023637650.1
OG0011288	El001G052580	XP_006287849.1
OG0011289	El001G052570	XP_006287097.1
OG0011290	El001G052940	XP_006288730.1
OG0011291	El001G053460	XP_006286820.1
OG0011292	El001G054490, El001G064850	XP_006287385.1
OG0011293	El001G054860, El001G054790, El001G054870, El001G054800	XP_006287790.2
OG0011294	El001G055690	XP_006289236.1
