Orthogroup	Erysimum_linariifolium	Arabidopsis_thaliana
OG0005992	El004G219070	AT1G68330.1
OG0005993	El004G226690	AT1G74130.1
OG0005995	El005G279240	AT2G20720.1
OG0005996	El005G251310	AT3G14950.1
OG0005997	El005G247270	AT3G11600.1
OG0005998	El001G074650	AT5G07160.1
OG0005999	El006G305080	AT2G28480.1
OG0006000	El001G066480	AT5G15000.1, AT5G14995.1
OG0006001	El003G191730	AT5G40700.2
OG0006002	El007G325360	AT5G64920.1
OG0006003	El004G204470, El001G020990	AT1G37000.1
OG0006007	El003G170870, El003G171010	AT4G16550.1, AT4G16560.1
OG0006009	El007G342560	AT5G51490.1
OG0006016	El003G154920	AT4G28910.1
OG0006017	El005G277580	AT2G19180.1
OG0006018	El003G152660	AT4G30400.1
OG0006019	El006G318040	AT2G23820.2
OG0006020	El003G152270	AT4G30710.1, AT4G30740.1
OG0006021	El006G305740	AT2G27120.2
OG0006021	El002G090980	AT1G08260.1
OG0006022	El003G151830	AT4G31120.1
OG0006023	El003G151740	AT4G31210.1
OG0006024	El006G316690	AT2G24640.1
OG0006025	El002G116470	AT1G30240.2
OG0006026	El003G149120	AT4G33550.1
OG0006027	El003G149040	AT4G33625.1
OG0006028	El003G149030, El001G002500	AT4G33630.1
OG0006029	El005G272540	AT2G14890.1
OG0006030	El003G147730	AT4G34680.1
OG0006031	El003G147640	AT4G34790.1
OG0006032	El003G147590	AT4G34850.1
OG0006033	El007G330320	AT5G60620.1
OG0006034	El002G118480	AT1G31350.2
OG0006036	El002G119970	AT1G32540.1
OG0006037	El002G120240	AT1G32750.1
OG0006038	El003G170090	AT4G17030.1
OG0006039	El003G171170	AT4G16450.1
OG0006040	El004G209560	AT1G54850.1
OG0006041	El004G204730	AT1G58110.1
OG0006042	El004G201350	AT1G60170.1
OG0006043	El004G201110	AT1G60420.1
OG0006044	El002G093840	AT1G10770.1
OG0006045	El001G036040	AT2G01120.2
OG0006046	El005G270810	AT2G05990.1
OG0006047	El001G036300	AT2G01450.1
OG0006048	El003G175490, El003G175410	AT4G14226.1
OG0006048	El001G036410	AT2G01554.1
OG0006049	El001G037060	AT2G02050.1
OG0006050	El004G223290	AT1G71430.1
OG0006051	El001G037800	AT2G02730.1
OG0006052	El001G038440	AT2G03350.1
OG0006053	El001G038960	AT2G03800.2
OG0006054	El002G096560	AT1G12990.1
OG0006055	El001G040060	AT3G25910.1
OG0006056	El001G040970	AT3G26590.1
OG0006057	El001G041750	AT3G27060.1
OG0006058	El001G042020	AT3G27250.1
OG0006059	El001G042260	AT3G27350.2
OG0006060	El001G042300	AT3G27390.1
OG0006061	El001G043030	AT3G28007.1
OG0006062	El001G043050	AT3G28050.1
OG0006063	El001G043430	AT3G28370.5
OG0006064	El001G043960	AT3G28690.2
OG0006065	El001G044470	AT3G28960.1
OG0006066	El001G044570	AT3G29034.1
OG0006067	El001G046170	AT3G30260.1
OG0006068	El004G216240	AT1G66760.2
OG0006069	El004G214910	AT1G65930.1
OG0006070	El004G213770	AT1G65570.1
OG0006071	El004G194070	AT1G64510.2
OG0006072	El004G194100	AT1G64490.1
OG0006073	El004G195730	AT1G63670.1
OG0006074	El004G195990	AT1G63440.1
OG0006075	El004G197040	AT1G62990.1
OG0006076	El006G288100	AT2G41290.1
OG0006077	El006G288300	AT2G41130.1
OG0006078	El005G244510	AT3G09350.1
OG0006079	El005G245720	AT3G10380.1
OG0006080	El005G246340	AT3G10920.1
OG0006081	El001G075560	AT5G06360.1
OG0006082	El005G248260	AT3G12490.2
OG0006084	El007G343920	AT5G50375.2
OG0006085	El007G342940	AT5G51130.1
OG0006086	El007G342070	AT5G51740.2
OG0006087	El003G158900	AT4G25610.1
OG0006088	El007G340330	AT5G52980.1
OG0006089	El003G156170	AT4G27870.2
OG0006090	El007G339480	AT5G53560.1
OG0006091	El001G036020	AT2G01100.1
OG0006092	El007G339020, El007G338990	AT5G53730.1
OG0006093	El007G338310	AT5G54250.1
OG0006094	El007G337880	AT5G54540.1
OG0006095	El007G337730	AT5G54650.1
OG0006096	El007G337680	AT5G54730.1
OG0006097	El007G337220	AT5G55090.2
OG0006098	El007G336400	AT5G55710.1
OG0006099	El007G335150	AT5G56790.1
OG0006100	El007G334150	AT5G57520.1
OG0006101	El007G333990	AT5G57620.1
OG0006102	El002G099510	AT1G15420.1
OG0006103	El007G333560	AT5G58000.2
OG0006104	El002G097450	AT1G13790.1
OG0006106	El001G069040, El001G069020	AT5G12440.10
OG0006107	El001G069130	AT5G12370.1
OG0006108	El001G070160	AT5G11500.1
OG0006109	El001G071670	AT5G10310.2
OG0006110	El001G071890	AT5G10130.1
OG0006111	El001G072480	AT5G09550.1
OG0006112	El001G072990	AT5G08660.1
OG0006113	El001G073410	AT5G08370.1
OG0006114	El001G073680	AT5G08130.8
OG0006115	El001G073710	AT5G08100.1
OG0006116	El001G074100	AT5G07690.1
OG0006117	El007G328750	AT5G61980.1
OG0006118	El003G169780	AT4G17330.1
OG0006119	El003G169380	AT4G17570.2
OG0006120	El003G168920	AT4G17895.1
OG0006121	El003G168860	AT4G17920.1
OG0006122	El003G168210	AT4G18390.1
OG0006123	El003G168130	AT4G18425.1
OG0006124	El003G167950	AT4G18550.2
OG0006125	El003G166400	AT4G19540.1
OG0006126	El006G308650	AT2G26960.1, AT2G26950.1
OG0006127	El003G165510	AT4G20320.1
OG0006128	El003G164920	AT4G21150.1
OG0006129	El003G164750	AT4G21330.1
OG0006130	El003G164320	AT4G21620.1
OG0006131	El003G163710	AT4G21970.1
OG0006132	El003G162760	AT4G22755.1
OG0006134	El003G161750	AT4G23440.1
OG0006135	El003G161410	AT4G23650.1
OG0006136	El003G161160	AT4G23810.1
OG0006137	El003G160790	AT4G24050.1
OG0006138	El001G008220	AT4G10790.1
OG0006139	El002G122190	AT1G34010.2
OG0006140	El002G128270	AT1G44835.2
OG0006141	El002G127520	AT1G43890.1
OG0006142	El003G160640	AT4G24160.1
OG0006143	El006G284850	AT2G43950.1
OG0006144	El002G113480	AT1G27850.1
OG0006145	El002G113670	AT1G28050.1
OG0006146	El002G129090	AT1G45976.1
OG0006147	El002G114150	AT1G28380.1
OG0006148	El002G114170	AT1G28395.1
OG0006150	El002G115180	AT1G29290.1
OG0006151	El002G115230	AT1G29320.2
OG0006152	El002G115330	AT1G29380.1
OG0006153	El002G116170	AT1G30050.1
OG0006154	El002G116410, El002G116390	AT1G30190.1
OG0006155	El006G296610	AT1G30380.1
OG0006156	El002G116740	AT1G30440.1
OG0006157	El003G146470	AT4G35750.1
OG0006158	El003G145470	AT4G36720.1
OG0006159	El003G145120	AT4G37050.1
OG0006160	El003G144710, El001G045610	AT4G37400.1
OG0006161	El003G143640	AT4G39990.1
OG0006162	El003G142770	AT4G39300.1
OG0006163	El003G142090, El007G339920	AT4G38630.1
OG0006164	El003G185580, El003G180900	AT5G37510.2
OG0006165	El003G187520	AT5G38530.1
OG0006166	El003G188070	AT5G38720.2
OG0006167	El005G240200	AT3G05320.1
OG0006168	El002G118450	AT1G31330.1
OG0006169	El002G118900	AT1G31730.1
OG0006170	El006G294730	AT2G36120.1
OG0006171	El001G009850, El001G009860	AT4G09670.1
OG0006172	El001G011110	AT4G08460.1
OG0006173	El006G297800	AT2G34000.1
OG0006174	El006G297990	AT2G33810.1
OG0006175	El007G356550, El007G356540	AT5G42360.1, AT5G42350.1
OG0006176	El001G009550	AT4G09960.4
OG0006177	El001G009030	AT4G10340.1
OG0006178	El001G008270	AT4G10720.1
OG0006179	El001G007460	AT4G11560.1
OG0006180	El001G007130	AT4G11780.1
OG0006181	El001G007080	AT4G11830.2, AT4G11840.1, AT4G11850.1
OG0006182	El001G006490, El001G006660	AT4G12120.1
OG0006183	El001G005830	AT4G05530.1
OG0006184	El001G005580	AT4G04460.1
OG0006185	El001G005370	AT4G04640.1
OG0006186	El001G004880	AT4G05090.1
OG0006187	El005G261910, El007G362560	AT5G45140.1
OG0006188	El007G363280	AT5G45320.1
OG0006189	El007G364500	AT5G46240.1
OG0006190	El007G364490	AT5G46250.1
OG0006191	El050G375490, El007G365150, El007G365060	AT5G46460.1
OG0006192	El007G366990	AT5G47780.1
OG0006193	El003G182700	AT5G35360.3
OG0006194	El001G005440, El004G201730	AT1G06220.1, AT5G25230.1
OG0006195	El003G179180	AT4G13010.1
OG0006196	El003G177760	AT4G13350.1
OG0006197	El003G176710	AT4G13720.2
OG0006198	El003G175130	AT4G14365.1
OG0006199	El003G175090	AT4G14410.1
OG0006200	El003G173810	AT4G15130.1
OG0006201	El003G172560	AT4G15650.1
OG0006202	El003G192440	AT5G41270.1
OG0006203	El005G270740, El003G192750	AT5G41480.1
OG0006204	El006G280960	AT2G46940.1
OG0006205	El006G281100	AT2G46810.1
OG0006206	El006G281130	AT2G46780.1
OG0006207	El006G281290	AT2G46600.1
OG0006208	El006G281380	AT2G46535.1
OG0006209	El001G033860	AT3G61710.1
OG0006210	El006G316140, El006G281920	AT2G46200.1
OG0006211	El006G283010	AT2G45410.1
OG0006212	El006G283080	AT2G45340.1
OG0006213	El006G283410	AT2G45060.1
OG0006214	El006G283510	AT2G44950.1
OG0006215	El006G283900	AT2G44745.1
OG0006217	El006G285100	AT2G43710.1
OG0006218	El006G285530	AT2G43360.1
OG0006219	El006G286430	AT2G42580.1
OG0006220	El001G029030	AT3G57560.1
OG0006221	El001G028740	AT3G57290.1
OG0006222	El006G287840	AT2G41510.2
OG0006223	El001G081570	AT5G01380.1
OG0006224	El001G080780	AT5G02370.1
OG0006225	El001G080090	AT5G02810.1
OG0006226	El001G067880	AT5G13780.1
OG0006227	El001G079160	AT5G03560.2
OG0006228	El001G078590	AT5G04040.1
OG0006229	El001G060370	AT5G19790.1
OG0006230	El001G059520	AT5G20540.1
OG0006231	El001G059390	AT5G20650.1
OG0006232	El001G058630	AT5G21960.1
OG0006233	El001G058500	AT5G22070.1
OG0006234	El001G058420	AT5G22110.1
OG0006235	El007G330380	AT5G60580.2
OG0006236	El007G330750	AT5G60170.2
OG0006237	El001G015790	AT3G46560.1
OG0006238	El007G332090	AT5G59180.1
OG0006239	El007G332470	AT5G58880.1
OG0006240	El007G327460	AT5G63135.1
OG0006241	El007G327030	AT5G63520.1
OG0006242	El007G327000	AT5G63550.2
OG0006243	El007G326570	AT5G63970.1
OG0006244	El005G273430, El004G232810	AT2G16190.1
OG0006245	El007G325730	AT5G64680.3
OG0006246	El007G325700	AT5G64700.1
OG0006247	El007G324850	AT5G65310.1
OG0006248	El007G324650	AT5G65470.1
OG0006249	El007G324580	AT5G65530.1
OG0006250	El007G324470	AT5G65640.1
OG0006251	El007G322670	AT5G66600.1
OG0006253	El001G000280	AT4G00220.1
OG0006254	El001G000970	AT4G01290.1
OG0006255	El001G001690	AT4G01500.1
OG0006256	El001G002190	AT4G01950.2
OG0006257	El001G002880	AT4G02370.1
OG0006258	El001G003130	AT4G02580.1
OG0006259	El001G003170	AT4G02600.1
OG0006260	El001G003190	AT4G02620.1
OG0006261	El007G359890	AT5G43960.1
OG0006262	El006G298500	AT2G33435.1
OG0006263	El006G298900	AT2G33160.1
OG0006264	El006G299080	AT2G32960.1
OG0006265	El006G299820	AT2G32400.1
OG0006266	El006G300470	AT2G31865.2
OG0006267	El006G300600	AT2G31750.2
OG0006268	El006G301320	AT2G31160.1
OG0006269	El006G301500	AT2G31035.1
OG0006270	El006G302280	AT2G30395.1
OG0006271	El006G303160	AT2G29670.1
OG0006272	El006G303170	AT2G29660.1
OG0006274	El006G303350	AT2G29530.3
OG0006275	El006G305110	AT2G28440.1
OG0006276	El006G306240	AT2G27775.2
OG0006277	El003G156840	AT4G27420.1
OG0006278	El005G235620	AT3G01435.2
OG0006279	El001G082300	AT5G01990.1
OG0006280	El005G243660	AT3G08610.1
OG0006281	El001G082160	AT5G01860.1
OG0006282	El003G157910	AT4G26520.1
OG0006283	El005G235960	AT3G01190.1
OG0006284	El005G236120	AT3G01070.1
OG0006285	El001G065610	AT5G15770.1
OG0006286	El005G237690	AT3G03380.1
OG0006287	El005G237870	AT3G03540.1
OG0006287	El005G237860	AT3G03530.1
OG0006288	El005G238150	AT3G03720.1
OG0006289	El005G238420	AT3G03860.1
OG0006290	El005G238910	AT3G04300.1
OG0006291	El005G240270	AT3G05380.2
OG0006293	El005G242330	AT3G07070.1
OG0006294	El005G242530	AT3G07255.1
OG0006295	El006G289080	AT2G40470.1
OG0006296	El006G289090	AT2G40460.1
OG0006297	El006G290070, El006G306370	AT2G39750.1
OG0006298	El006G290300	AT2G39560.1
OG0006299	El006G290920	AT2G39110.1
OG0006300	El006G291370	AT2G38760.1
OG0006301	El006G295030	AT2G35910.1
OG0006302	El006G294510	AT2G36310.1
OG0006303	El006G294220	AT2G36490.1
OG0006304	El001G024270	AT3G53630.2
OG0006305	El006G292820	AT2G37540.1
OG0006306	El006G292520	AT2G37750.1
OG0006307	El006G291810	AT2G38400.2
OG0006308	El002G099890	AT1G15820.1
OG0006309	El002G100190	AT1G16180.1
OG0006310	El002G100550	AT1G16560.1
OG0006311	El002G100560	AT1G16570.2
OG0006312	El002G100790	AT1G16810.1
OG0006313	El002G101000	AT1G16950.1
OG0006314	El002G101180	AT1G17100.1
OG0006315	El002G101850	AT1G17710.1
OG0006316	El002G102420	AT1G18290.1
OG0006317	El002G102290	AT1G18150.1
OG0006318	El002G103390	AT1G19140.2
OG0006319	El002G104590	AT1G20270.1
OG0006320	El003G177420	AT1G20410.1
OG0006321	El004G229150	AT1G76310.3
OG0006322	El002G105100	AT1G20760.1
OG0006323	El002G105180	AT1G20823.1
OG0006324	El002G106030	AT1G21580.1
OG0006325	El002G107980	AT1G22810.1
OG0006326	El002G111340	AT1G26670.1
OG0006327	El002G111210	AT1G26560.1
OG0006328	El004G217940	AT1G67570.1
OG0006329	El002G112890	AT1G24260.2
OG0006330	El002G113200	AT1G27595.1
OG0006331	El002G113170	AT1G27530.1
OG0006332	El002G113110	AT1G27461.1
OG0006333	El003G160560	AT4G24220.1
OG0006334	El003G160550	AT4G24230.6
OG0006335	El003G160100	AT4G24620.1
OG0006336	El005G276130, El005G275810, El005G275850, El005G276000, El003G159830	AT4G24880.1
OG0006337	El003G159340	AT4G25260.1
OG0006338	El001G044080	AT3G28740.1
OG0006339	El006G319870	AT2G22400.1
OG0006340	El006G321270	AT2G21340.1
OG0006341	El002G099210	AT1G15140.1
OG0006343	El002G098860	AT1G14810.1
OG0006344	El002G098350	AT1G14420.1
OG0006345	El004G227050	AT1G74490.1
OG0006346	El002G096070	AT1G12580.1
OG0006347	El002G095950	AT1G12470.1
OG0006348	El007G349620	AT5G48210.1
OG0006349	El002G094490	AT1G11260.1
OG0006350	El002G090780	AT1G08080.1
OG0006351	El002G092830	AT1G09870.1
OG0006352	El002G093110	AT1G10140.1
OG0006353	El002G091650	AT1G08910.1
OG0006354	El002G091100	AT1G08370.1
OG0006355	El003G181880, El002G090500	AT1G07840.1
OG0006356	El002G089680	AT1G07210.1
OG0006357	El002G089410	AT1G06980.1
OG0006358	El002G089240	AT1G06850.1
OG0006359	El001G021510	AT3G51270.1
OG0006360	El002G088650	AT1G06260.1
OG0006361	El002G088560	AT1G06160.1
OG0006362	El002G087230	AT1G05090.1, AT4G20720.1
OG0006363	El002G085910	AT1G04040.1
OG0006364	El002G085160	AT1G03330.1
OG0006365	El002G085190	AT1G03350.1
OG0006366	El002G084250	AT1G02580.1
OG0006367	El002G083960	AT1G02280.1
OG0006368	El001G067360	AT5G14170.1
OG0006369	El001G066390	AT5G15090.1
OG0006370	El001G066130	AT5G15310.1
OG0006371	El001G066290	AT5G15190.1
OG0006372	El001G064980	AT5G16310.1
OG0006373	El001G064130	AT5G16820.1
OG0006374	El001G063310	AT5G17560.1
OG0006375	El004G218100	AT1G67650.1, AT1G67680.1
OG0006376	El001G063170	AT5G17690.3
OG0006377	El001G062980	AT5G17820.2
OG0006378	El001G062060	AT5G18580.1
OG0006379	El007G348990	AT5G48385.1
OG0006380	El001G022550	AT3G52180.1
OG0006381	El001G075220	AT5G06700.1
OG0006382	El001G076050	AT5G06150.1
OG0006383	El001G076100	AT5G06120.1
OG0006384	El001G076230	AT5G05980.1
OG0006385	El001G000330	AT4G00231.1
OG0006386	El001G052650	AT5G25510.1
OG0006387	El001G052980	AT5G25350.1
OG0006388	El001G025540	AT3G54750.3
OG0006389	El001G055300	AT5G24470.1
OG0006390	El001G055700	AT5G24230.1
OG0006391	El001G056080, El003G175460, El003G175510	AT5G23950.2
OG0006392	El001G056170	AT5G23870.3
OG0006393	El001G056200, El005G262400	AT5G23810.1
OG0006394	El007G329850	AT5G61030.1
OG0006395	El007G329160	AT5G61620.1
OG0006396	El007G328790	AT5G61960.1
OG0006397	El007G328580	AT5G62150.1
OG0006398	El007G328450	AT5G62240.1
OG0006399	El007G328350	AT5G62350.1
OG0006400	El007G328040	AT5G62600.1
OG0006401	El007G327810	AT5G62810.1
OG0006402	El007G327800	AT5G62820.1
OG0006403	El007G332710	AT5G58720.1
OG0006404	El007G333090	AT5G58390.1
OG0006405	El001G021390	AT3G51130.1
OG0006406	El001G021330	AT5G33210.1, AT3G51060.1
OG0006407	El001G021270	AT3G51010.1
OG0006408	El001G019720	AT3G49790.1
OG0006409	El001G018430	AT3G48750.1
OG0006410	El001G017470	AT3G47940.1
OG0006412	El004G219170	AT1G68430.1
OG0006413	El001G013850	AT3G45020.1
OG0006414	El004G218220	AT1G67785.1
OG0006415	El002G112650	AT1G24460.1
OG0006416	El004G218270	AT1G67810.1
OG0006417	El004G219770	AT1G68850.1
OG0006418	El004G220190	AT1G69160.1
OG0006419	El004G220780	AT1G69588.1
OG0006420	El004G221050	AT1G69780.1
OG0006421	El004G221300	AT1G69930.1
OG0006422	El002G098850	AT1G14790.1
OG0006423	El004G223340	AT1G71480.1
OG0006424	El004G223740	AT1G71920.2, AT5G10330.1
OG0006425	El004G223880	AT1G72010.1
OG0006426	El001G071300	AT5G10610.1, AT5G10600.1
OG0006427	El004G224140	AT1G72200.1
OG0006428	El004G231490	AT1G78160.2
OG0006429	El004G230870	AT1G77750.1
OG0006430	El004G230810	AT1G77710.1
OG0006431	El004G230200	AT1G77180.1
OG0006432	El004G228180	AT1G75580.1
OG0006433	El004G227900	AT1G75350.1
OG0006434	El004G227360	AT1G74830.1
OG0006435	El004G226110	AT1G73730.1
OG0006436	El004G225330	AT1G73200.1
OG0006437	El004G224620	AT1G72540.1
OG0006438	El004G232470	AT1G79020.1
OG0006439	El004G232640	AT1G79180.2
OG0006440	El004G232890, El008G369670	AT1G79390.1
OG0006441	El004G233800	AT1G80600.1
OG0006442	El005G248660	AT3G12870.1
OG0006443	El005G250280, El005G250170	AT3G14120.1
OG0006444	El002G138340	AT1G53300.1
OG0006445	El005G252000	AT3G15430.1
OG0006446	El005G252200	AT3G15570.1
OG0006447	El005G252520	AT3G15850.1
OG0006448	El005G252920	AT3G16180.1
OG0006449	El005G253970	AT3G17100.1
OG0006450	El001G019060	AT3G49180.1
OG0006451	El005G254350	AT3G17420.1
OG0006452	El005G254400	AT3G17465.1
OG0006453	El005G254440	AT3G17520.1
OG0006454	El005G254530	AT3G17611.1
OG0006455	El005G254670	AT3G17720.1, AT3G17760.1
OG0006456	El005G254760	AT3G17840.1
OG0006457	El005G254780	AT3G17860.1
OG0006458	El005G254840	AT3G17900.1
OG0006459	El005G255050	AT3G18010.1
OG0006460	El003G173890	AT4G15093.1
OG0006461	El005G255380	AT3G18215.1
OG0006462	El005G255730	AT3G18430.1
OG0006463	El005G256120	AT3G18800.1
OG0006464	El005G256150, El005G256160, El005G256170	AT3G18830.1
OG0006465	El005G257060	AT3G19553.1
OG0006466	El005G257660	AT3G20020.3
OG0006467	El005G258080	AT3G20340.1
OG0006468	El005G258710	AT3G20750.1
OG0006469	El005G258790	AT3G20820.1
OG0006470	El005G258910	AT3G20910.1
OG0006471	El005G259830	AT3G21560.1
OG0006472	El005G261090	AT3G22260.2
OG0006473	El005G261180	AT3G22370.1
OG0006474	El005G261840	AT3G22800.1
OG0006475	El005G263800	AT3G22880.1
OG0006476	El005G264390	AT3G23200.1
OG0006477	El005G264420	AT3G23230.1
OG0006478	El005G265030	AT3G23540.1
OG0006479	El005G267210	AT3G23980.1
OG0006480	El005G269550	AT2G04550.1
OG0006481	El005G272880	AT2G15440.1
OG0006482	El005G274560	AT2G17240.1
OG0006483	El005G275050	AT2G17570.1
OG0006484	El005G275390	AT2G17840.1
OG0006485	El005G277070	AT2G18660.1
OG0006486	El005G276740	AT2G18400.1
OG0006487	El005G276610, El005G275880	AT2G18260.1
OG0006488	El005G277900	AT2G19450.1
OG0006489	El005G277950	AT2G19490.1
OG0006490	El005G278930	AT2G20490.1
OG0006491	El005G279110	AT2G20585.6
OG0006492	El002G140840	AT1G55770.1
OG0006493	El006G319760, El002G140800	AT1G55750.1
OG0006494	El002G140350	AT1G55340.1
OG0006495	El002G139890	AT1G54217.2
OG0006496	El002G139780	AT1G54140.1
OG0006497	El002G139760	AT1G54120.1
OG0006498	El002G138170	AT1G53400.1
OG0006499	El002G138300	AT1G53320.1
OG0006500	El002G136740	AT1G52140.1
OG0006501	El002G138670, El002G136580	AT1G51950.1
OG0006502	El002G135630	AT1G51260.1
OG0006503	El002G135740	AT1G51410.1
OG0006504	El002G134630	AT1G50420.1
OG0006505	El002G134040	AT1G49850.1
OG0006506	El002G133860	AT1G49670.2
OG0006507	El002G131400	AT1G48020.1
OG0006508	El003G171550	AT4G16146.1
OG0006509	El007G343240, El006G296640	AT2G34630.2
OG0006510	El006G296660	AT2G34610.1
OG0006511	El006G296730	AT2G34560.2
OG0006512	El006G296740	AT2G34555.1
OG0006513	El001G022460	AT3G52110.1
OG0006514	El001G022500	AT3G52140.4
OG0006515	El001G025630	AT3G54826.1
OG0006516	El001G026440	AT3G55440.1
OG0006517	El001G026450	AT3G55450.2
OG0006518	El001G027130, El007G355670	AT3G55890.1
OG0006519	El001G027690	AT3G56360.1
OG0006520	El001G027910	AT3G56590.2
OG0006521	El001G028730	AT3G57280.1
OG0006522	El001G030380	AT3G58730.1
OG0006523	El001G031700	AT3G60140.1
OG0006524	El001G032430	AT3G60670.1
OG0006525	El001G032950	AT3G61070.1
OG0006526	El001G033900	AT5G36000.1, AT3G61730.1
OG0006527	El001G034240	AT3G61970.1
OG0006528	El001G035290	AT3G62980.1
OG0006529	El001G035560	AT3G63210.1
OG0006530	El001G035590	AT3G63220.2
OG0006531	El001G035850	AT3G63460.1
OG0006532	El001G022450	AT3G52105.2
OG0006535	El001G012560, El001G012550	AT3G44240.1
OG0006536	El005G253370	AT3G16600.1
OG0006538	El004G230900	AT1G77765.4
OG0006539	El003G154780	AT4G29030.1
OG0006540	El002G090260	AT1G07640.3
OG0006541	El002G105410	AT1G21050.2
OG0006542	El004G218970	AT1G68320.1
OG0006543	El001G002320	AT4G02040.1
OG0006544	El005G261800	AT3G22760.1
OG0006545	El005G256860	AT3G19350.1
OG0006549	El003G162840	AT4G22680.1
OG0006550	El002G112710	AT1G24405.1
OG0006552	El001G047550, El001G047540	AT1G43040.2
OG0006552	El007G356790	AT5G42410.1
OG0006553	El005G269460	AT2G04450.1
OG0006553	El005G269450	AT2G04430.1
OG0006554	El001G036070	AT2G01150.2
OG0006556	El003G168020	AT4G18501.1
OG0006557	El007G358240	AT5G43064.1
OG0006559	El003G153070	AT4G30074.1
OG0006570	El003G155360	AT4G28520.1
OG0006571	El003G155250	AT4G28610.1
OG0006572	El003G155170	AT4G28700.1
OG0006573	El003G155110	AT4G28730.1
OG0006574	El003G154470	AT4G29210.1
OG0006575	El003G154440	AT4G29230.1
OG0006576	El003G153650	AT4G29670.2
OG0006577	El003G153230	AT4G29930.3
OG0006578	El007G349650	AT5G48180.1
OG0006579	El003G152600	AT4G30460.1
OG0006580	El003G151780	AT4G31160.1
OG0006581	El003G151640	AT4G31330.1
OG0006582	El003G151510	AT4G31430.2
OG0006583	El003G150880	AT4G31990.3
OG0006584	El003G150630	AT4G32250.1
OG0006585	El003G150180	AT4G32570.1
OG0006586	El002G102940	AT1G18740.1
OG0006587	El003G150070	AT4G32680.1
OG0006589	El003G148890	AT4G33740.1
OG0006590	El003G148710	AT4G33920.1
OG0006591	El004G210000, El003G148470	AT4G34060.3
OG0006592	El003G147750	AT4G34660.1
OG0006593	El003G147580	AT4G34860.1
OG0006594	El003G147470	AT4G34980.1
OG0006595	El003G147450	AT4G34990.1
OG0006596	El003G147300	AT4G35110.3
OG0006597	El003G147150	AT4G35240.1
OG0006598	El002G118040	AT1G31040.1
OG0006599	El002G119860	AT1G32450.1
OG0006600	El003G169990	AT4G17090.1
OG0006601	El003G170410	AT4G16830.1
OG0006602	El003G170420	AT4G16820.1
OG0006603	El003G170720	AT4G16640.1
OG0006604	El006G295240	AT2G35760.1
OG0006605	El007G350630, El007G352410	AT5G30495.1
OG0006606	El002G092470	AT1G09660.1
OG0006607	El004G202690	AT1G59590.1
OG0006608	El002G093480	AT1G10510.1
OG0006609	El004G200040	AT1G61080.5
OG0006610	El002G094660	AT1G11390.1
OG0006611	El002G094710	AT1G11430.1
OG0006612	El002G095110	AT1G11755.1
OG0006613	El002G099160	AT1G15100.1
OG0006615	El001G036280	AT2G01430.1
OG0006616	El001G036660	AT2G01720.1
OG0006617	El001G038050	AT2G02990.1
OG0006618	El002G097510	AT1G13870.1
OG0006619	El002G097410	AT1G13740.1
OG0006620	El001G039120	AT2G04030.1
OG0006621	El001G039550	AT3G25640.2
OG0006622	El001G039960	AT3G25860.1
OG0006623	El001G040730	AT3G26360.1
OG0006624	El001G040800	AT3G26410.1
OG0006625	El001G041170	AT3G26710.1
OG0006626	El001G041210	AT3G26740.1
OG0006627	El001G041610	AT3G26980.1
OG0006628	El001G041680	AT3G27025.1
OG0006629	El001G042490	AT3G27530.1
OG0006630	El001G042510	AT3G27550.2
OG0006631	El001G043040	AT3G28040.1
OG0006632	El001G043870	AT3G28580.1
OG0006633	El001G044070	AT3G28730.1
OG0006634	El001G044940	AT3G29060.1
OG0006635	El007G337820	AT5G54590.2
OG0006636	El004G211660	AT1G65030.1
OG0006637	El004G211640	AT1G65020.1
OG0006638	El003G190890	AT1G64980.2
OG0006639	El004G210960	AT1G64760.1
OG0006639	El005G277880	AT2G19440.1
OG0006640	El007G329860	AT5G61020.1
OG0006641	El004G203690, El004G205040	AT1G58030.1
OG0006642	El003G193640	AT5G42090.1
OG0006643	El003G193440	AT5G41940.1
OG0006644	El004G195120	AT1G63970.1
OG0006645	El004G196360	AT1G63220.1
OG0006647	El006G288860	AT2G40650.1
OG0006648	El005G244250	AT3G09050.1
OG0006649	El005G244300	AT3G09090.1
OG0006650	El003G146800	AT4G35490.1
OG0006651	El005G244460	AT3G09290.1
OG0006652	El001G079790	AT5G03160.1
OG0006653	El005G245320	AT3G10040.1
OG0006654	El005G245970	AT3G10572.1
OG0006655	El005G246160	AT3G10760.1
OG0006656	El005G246330	AT3G10915.7
OG0006657	El005G246470	AT3G11020.1
OG0006658	El005G246450	AT3G11000.2
OG0006659	El005G246980	AT3G11440.1
OG0006660	El005G247330	AT3G11650.1
OG0006661	El005G247410	AT3G11720.3
OG0006662	El005G247570	AT3G11820.1
OG0006663	El005G247870	AT3G12060.1
OG0006664	El005G247960	AT3G12140.3
OG0006665	El005G248250	AT3G12480.1
OG0006666	El007G344740	AT5G49940.1
OG0006667	El001G060120	AT5G20040.3
OG0006668	El003G159700	AT4G24990.1
OG0006669	El007G343020	AT4G00650.1
OG0006670	El007G342720	AT5G51330.1
OG0006671	El007G341160	AT5G52420.1
OG0006672	El007G341010	AT5G52540.1
OG0006673	El007G340050	AT5G53120.6
OG0006674	El007G340060	AT5G53110.1
OG0006675	El007G339730	AT5G53390.1
