Orthogroup	Erysimum_linariifolium	Raphanus_sativus
OG0008762	El002G115130	XP_018442510.1
OG0008763	El002G115170	XP_018465829.1, XP_018479188.1
OG0008764	El002G115780	XP_018449439.1, XP_018434497.1
OG0008765	El002G117310	XP_018491946.1, XP_018490768.1
OG0008766	El002G117580	XP_018442661.1, XP_018491733.1
OG0008767	El002G117630	XP_018459609.1, XP_018449967.1
OG0008768	El002G118000	XP_018451743.1, XP_018458994.1
OG0008769	El003G146510	XP_018448051.1, XP_018448029.1
OG0008770	El003G146460	XP_018450399.1, XP_018450397.1, XP_018471957.1, XP_018467834.1
OG0008771	El003G146170	XP_018451496.1, XP_018467205.1, XP_018470634.1
OG0008772	El003G145710	XP_018470392.1, XP_018471426.1
OG0008773	El003G145440	XP_018459222.1, XP_018471401.1
OG0008774	El003G145140	XP_018470837.1, XP_018449008.1, XP_018449022.1
OG0008775	El003G145010	XP_018449992.1, XP_018484536.1
OG0008776	El003G144950	XP_018449123.1, XP_018477329.1
OG0008777	El003G144900	XP_018449607.1, XP_018449596.1, XP_018468644.1
OG0008778	El003G144280	XP_018469587.1, XP_018449698.1
OG0008779	El003G144240	XP_018468926.1, XP_018451760.1, XP_018449475.1
OG0008780	El003G143960	XP_018471431.1, XP_018451318.1
OG0008781	El003G143780	XP_018449517.1, XP_018459829.1, XP_018469094.1
OG0008782	El003G143760	XP_018459823.1, XP_018448365.1, XP_018449727.1
OG0008783	El003G143470	XP_018471773.1
OG0008784	El003G142740	XP_018444443.1, XP_018450461.1
OG0008785	El003G156510	XP_018484478.1, XP_018470302.1
OG0008786	El003G184150	XP_018458160.1
OG0008787	El003G184610, El003G180800	XP_018485186.1
OG0008788	El003G186850	XP_018459887.1, XP_018463825.1, XP_018483878.1
OG0008789	El002G122840, El006G285290	XP_018483085.1
OG0008790	El003G188960	XP_018481193.1, XP_018481881.1
OG0008791	El002G117990	XP_018458970.1
OG0008792	El001G076600	XP_018445048.1
OG0008793	El002G119480	XP_018435025.1
OG0008794	El006G295370	XP_018478133.1, XP_018463148.1
OG0008795	El001G009980	XP_018475455.1
OG0008796	El006G297860	XP_018475538.1, XP_018438234.1
OG0008797	El007G355240	XP_018455514.1, XP_018464688.1
OG0008798	El007G358070	XP_018460394.1, XP_018477607.1
OG0008799	El007G358000	XP_018454159.1, XP_018480696.1
OG0008800	El006G282610	XP_018475671.1, XP_018440977.1
OG0008801	El007G355410, El007G355490	XP_018441442.1, XP_018444253.1
OG0008802	El001G008990	XP_018443968.1
OG0008803	El001G007860	XP_018475333.1, XP_018458961.1
OG0008804	El001G006880, El001G006820	XP_018459076.1, XP_018456874.1
OG0008805	El001G006460	XP_018461046.1, XP_018452946.1, XP_018476922.1
OG0008806	El001G006220	XP_018455008.1, XP_018454962.1
OG0008807	El001G006180	XP_018458657.1, XP_018476769.1
OG0008808	El001G006010	XP_018457020.1, XP_018468812.1, XP_018476930.1
OG0008809	El001G005150	XP_018452278.1
OG0008810	El001G004780	XP_018471502.1, XP_018451973.1
OG0008811	El001G004720	XP_018455637.1
OG0008812	El007G360990	XP_018455641.1, XP_018481166.1
OG0008813	El007G361080	XP_018436947.1, XP_018480685.1
OG0008814	El007G361560	XP_018457976.1, XP_018483842.1
OG0008815	El007G362050	XP_018433172.1
OG0008816	El007G363290	XP_018434460.1, XP_018452879.1
OG0008817	El007G364100	XP_018459606.1, XP_018433547.1
OG0008818	El007G364160	XP_018433160.1
OG0008819	El007G365670	XP_018464424.1
OG0008820	El007G365730	XP_018477801.1, XP_018459929.1
OG0008821	El007G366000	XP_018483064.1, XP_018456254.1
OG0008822	El007G366870	XP_018456259.1
OG0008823	El007G366880	XP_018464925.1, XP_018439838.1
OG0008824	El003G183350	XP_018458121.1, XP_018451685.1
OG0008825	El003G179660	XP_018485266.1, XP_018447607.1
OG0008826	El003G178340	XP_018447073.1
OG0008827	El003G178180	XP_018448166.1
OG0008828	El008G368830, El003G177530	XP_018463917.1, XP_018472129.1
OG0008829	El005G267320	XP_018492550.1
OG0008830	El003G175670	XP_018451282.1
OG0008831	El003G175260	XP_018451004.1, XP_018484121.1
OG0008832	El003G175170	XP_018451370.1, XP_018466294.1, XP_018483527.1
OG0008833	El003G174390	XP_018450386.1, XP_018469303.1
OG0008834	El003G173800, El003G173470	XP_018449312.1
OG0008835	El003G173620	XP_018467662.1, XP_018481917.1, XP_018479583.1
OG0008836	El003G172870	XP_018477331.1, XP_018477344.1
OG0008837	El003G172790	XP_018477495.1, XP_018471239.1
OG0008838	El003G190790	XP_018481251.1, XP_018442856.1
OG0008839	El003G192120, El001G011300	XP_018484875.1
OG0008840	El003G191600	XP_018482029.1, XP_018442944.1
OG0008841	El003G192210	XP_018479686.1, XP_018442334.1
OG0008842	El003G192180	XP_018478399.1
OG0008843	El003G193040	XP_018446650.1, XP_018484292.1
OG0008844	El003G193390	XP_018480390.1
OG0008845	El003G193470	XP_018484442.1, XP_018465030.1, XP_018463841.1
OG0008846	El006G279800	XP_018441624.1, XP_018440110.1, XP_018439245.1
OG0008847	El006G279850	XP_018484094.1, XP_018484148.1
OG0008848	El006G279900	XP_018484471.1, XP_018484451.1
OG0008849	El006G281190	XP_018484924.1, XP_018440365.1
OG0008850	El006G281270	XP_018433263.1, XP_018485199.1
OG0008851	El006G281460	XP_018485202.1, XP_018439865.1
OG0008852	El006G281950	XP_018437470.1, XP_018481707.1
OG0008853	El006G282040	XP_018464999.1, XP_018485232.1
OG0008854	El006G282590	XP_018478853.1, XP_018433754.1
OG0008855	El006G283000	XP_018440274.1, XP_018481520.1
OG0008856	El006G283200	XP_018478089.1
OG0008857	El006G283350	XP_018481625.1, XP_018466162.1
OG0008858	El006G283420	XP_018436974.1
OG0008859	El001G031920	XP_018446669.1, XP_018491415.1
OG0008860	El006G284590	XP_018474748.1, XP_018439869.1
OG0008861	El006G284760	XP_018484375.1, XP_018484030.1, XP_018475948.1
OG0008862	El006G284800	XP_018440929.1
OG0008863	El006G284810	XP_018475202.1
OG0008864	El006G285010	XP_018440107.1, XP_018473177.1
OG0008865	El006G285570	XP_018472888.1, XP_018485134.1
OG0008866	El006G285830	XP_018477906.1, XP_018463279.1
OG0008867	El001G030680	XP_018486274.1, XP_018459986.1
OG0008868	El001G045560, El006G286320	XP_018484203.1
OG0008869	El006G286680	XP_018484080.1
OG0008870	El006G286720	XP_018436967.1
OG0008871	El006G286750	XP_018435062.1, XP_018484079.1
OG0008872	El001G069880	XP_018476209.1
OG0008873	El006G287370	XP_018481943.1, XP_018438181.1
OG0008874	El006G287660	XP_018433278.1
OG0008875	El006G287890	XP_018439306.1, XP_018477900.1
OG0008876	El006G287910	XP_018478899.1
OG0008877	El001G081520	XP_018475242.1, XP_018473142.1
OG0008878	El001G081420, El001G044610	XP_018462426.1, XP_018475236.1
OG0008879	El001G081340	XP_018462425.1, XP_018475233.1
OG0008880	El001G081220	XP_018442316.1, XP_018469887.1
OG0008881	El001G080710	XP_018472878.1, XP_018468768.1
OG0008882	El001G080180	XP_018444120.1
OG0008883	El001G079780	XP_018458101.1, XP_018473444.1
OG0008884	El001G079020	XP_018472951.1, XP_018442854.1
OG0008885	El001G078910	XP_018446344.1, XP_018476689.1
OG0008886	El001G078740	XP_018456175.1, XP_018442640.1
OG0008887	El001G078410	XP_018451412.1, XP_018454718.1, XP_018442441.1
OG0008888	El001G060950	XP_018470752.1, XP_018470753.1, XP_018443952.1
OG0008889	El001G060580	XP_018472075.1, XP_018472675.1
OG0008890	El001G060520	XP_018444723.1, XP_018468837.1
OG0008891	El001G060450	XP_018445418.1, XP_018470146.1
OG0008892	El001G060020	XP_018456754.1, XP_018470185.1
OG0008893	El001G059990	XP_018473479.1, XP_018473485.1, XP_018473483.1
OG0008894	El001G060410	XP_018445416.1, XP_018465862.1, XP_018475097.1
OG0008895	El001G059530	XP_018445732.1, XP_018471548.1
OG0008896	El007G330060	XP_018477341.1
OG0008897	El001G059100	XP_018471864.1, XP_018470599.1
OG0008898	El001G059080	XP_018445024.1, XP_018465518.1, XP_018471862.1
OG0008899	El001G058840	XP_018471653.1, XP_018446257.1
OG0008900	El001G058770	XP_018453795.1, XP_018444109.1
OG0008901	El001G058710	XP_018456861.1, XP_018476488.1
OG0008902	El001G058550	XP_018476770.1, XP_018445220.1
OG0008903	El001G058170	XP_018471141.1, XP_018447001.1, XP_018447010.1
OG0008904	El001G058120	XP_018444164.1, XP_018468330.1
OG0008905	El001G057460	XP_018449762.1, XP_018442414.1
OG0008906	El001G057160	XP_018445032.1, XP_018468741.1
OG0008907	El007G330220	XP_018445383.1, XP_018469248.1
OG0008908	El007G330720	XP_018472844.1, XP_018446138.1, XP_018438671.1, XP_018438668.1
OG0008909	El007G326670	XP_018493305.1, XP_018454214.1, XP_018452249.1
OG0008910	El007G331000	XP_018462616.1, XP_018457486.1
OG0008911	El007G331010	XP_018462617.1, XP_018457487.1
OG0008913	El007G331170	XP_018468195.1, XP_018452857.1
OG0008914	El007G331210	XP_018469073.1, XP_018454805.1
OG0008915	El007G332030	XP_018453314.1
OG0008916	El007G332130	XP_018452985.1
OG0008917	El007G331550	XP_018450224.1
OG0008919	El007G332230	XP_018469410.1, XP_018452673.1, XP_018452132.1
OG0008920	El007G332340	XP_018469411.1, XP_018457305.1
OG0008921	El007G332390	XP_018457933.1
OG0008922	El007G326780	XP_018452912.1, XP_018491029.1
OG0008923	El007G326720	XP_018491789.1
OG0008924	El002G090940	XP_018447169.1
OG0008925	El007G326600	XP_018440153.1, XP_018493330.1
OG0008926	El007G326280	XP_018453153.1
OG0008927	El007G326130	XP_018456186.1, XP_018486094.1
OG0008928	El007G325780	XP_018492866.1, XP_018457903.1
OG0008929	El007G325610	XP_018437668.1, XP_018489494.1
OG0008930	El007G325260	XP_018439353.1, XP_018432836.1
OG0008931	El007G325150	XP_018486537.1, XP_018455440.1, XP_018455438.1
OG0008932	El007G325130	XP_018487173.1, XP_018434519.1
OG0008933	El007G324070	XP_018489567.1, XP_018438004.1
OG0008934	El007G323910	XP_018464316.1, XP_018436762.1
OG0008935	El007G323720	XP_018441340.1, XP_018439243.1
OG0008936	El007G323560	XP_018440392.1
OG0008937	El007G323160	XP_018454481.1, XP_018434420.1
OG0008938	El007G322960	XP_018437710.1, XP_018455406.1
OG0008939	El007G322940	XP_018438310.1
OG0008940	El007G322810	XP_018456771.1, XP_018433311.1
OG0008941	El007G322590	XP_018434892.1, XP_018437265.1, XP_018452382.1
OG0008942	El007G322510	XP_018441000.1, XP_018457965.1
OG0008943	El007G322490	XP_018455608.1, XP_018437090.1
OG0008944	El007G322360	XP_018433264.1
OG0008945	El007G322180	XP_018438940.1
OG0008946	El007G321950	XP_018455326.1, XP_018438935.1
OG0008947	El001G000750	XP_018456211.1, XP_018476565.1
OG0008948	El002G082950	XP_018487758.1, XP_018486480.1
OG0008949	El001G000500	XP_018456699.1
OG0008950	El001G000400	XP_018468998.1, XP_018460265.1
OG0008951	El001G000360	XP_018455294.1
OG0008952	El001G000960	XP_018456206.1
OG0008953	El001G001300	XP_018456564.1
OG0008954	El001G001570	XP_018454610.1, XP_018463166.1, XP_018476075.1
OG0008955	El001G002340	XP_018475957.1
OG0008956	El006G313510	XP_018472529.1, XP_018474923.1
OG0008957	El001G002790	XP_018472159.1, XP_018475463.1
OG0008959	El001G003430	XP_018460629.1, XP_018454879.1
OG0008960	El001G003770	XP_018469648.1, XP_018464582.1, XP_018464452.1
OG0008961	El001G003790	XP_018453018.1, XP_018457564.1
OG0008962	El006G298600	XP_018482114.1, XP_018436339.1, XP_018436340.1
OG0008963	El007G359760	XP_018434402.1
OG0008964	El007G359740	XP_018457639.1
OG0008965	El007G359220, El003G162370	XP_018477380.1, XP_018478454.1
OG0008966	El007G359190	XP_018482183.1, XP_018455078.1
OG0008967	El006G298670	XP_018433896.1, XP_018473333.1
OG0008968	El006G298880, El006G297470, El006G297280	XP_018485333.1, XP_018480781.1
OG0008969	El006G298760	XP_018477108.1, XP_018476898.1
OG0008970	El006G299210	XP_018476581.1
OG0008971	El006G299150	XP_018472900.1, XP_018467287.1, XP_018439256.1
OG0008972	El006G299550	XP_018434266.1
OG0008973	El006G299590	XP_018436327.1, XP_018475570.1, XP_018475588.1
OG0008974	El006G299620	XP_018480813.1, XP_018434837.1
OG0008975	El002G121760, El002G141570	XP_018440103.1
OG0008976	El006G300340	XP_018448756.1, XP_018464549.1
OG0008977	El006G301010	XP_018476196.1, XP_018480398.1
OG0008978	El006G301160	XP_018439028.1, XP_018483903.1
OG0008979	El006G301390	XP_018478693.1, XP_018472978.1, XP_018463675.1
OG0008980	El006G301700	XP_018480453.1
OG0008981	El006G301940	XP_018437491.1, XP_018478969.1
OG0008982	El006G302410, El002G090440	XP_018434506.1
OG0008983	El006G302450, El006G302480	XP_018475325.1, XP_018482241.1
OG0008984	El006G303650	XP_018476483.1, XP_018433075.1
OG0008985	El006G304170	XP_018434838.1, XP_018477386.1
OG0008986	El006G304190	XP_018481723.1, XP_018438055.1
OG0008987	El006G304370	XP_018460858.1, XP_018436856.1
OG0008988	El006G304400	XP_018479834.1, XP_018436847.1
OG0008989	El006G304900	XP_018480655.1, XP_018439012.1
OG0008990	El006G304940	XP_018481988.1, XP_018466212.1
OG0008991	El006G305300	XP_018484410.1, XP_018441101.1
OG0008992	El006G305450	XP_018484544.1, XP_018440677.1
OG0008993	El006G305720	XP_018441946.1, XP_018477058.1
OG0008995	El006G306300	XP_018465505.1, XP_018433207.1, XP_018478886.1
OG0008996	El006G307450	XP_018440097.1, XP_018440098.1, XP_018477389.1
OG0008997	El006G307090, El006G307290	XP_018439067.1
OG0008998	El006G307210	XP_018475315.1, XP_018444681.1
OG0008999	El006G306680	XP_018441816.1
OG0009000	El006G307520	XP_018483314.1
OG0009001	El006G311510	XP_018490160.1, XP_018479797.1
OG0009002	El006G313790	XP_018434160.1, XP_018475712.1, XP_018463278.1
OG0009003	El006G313820	XP_018480417.1
OG0009004	El003G156710	XP_018481697.1, XP_018449584.1
OG0009005	El003G156760	XP_018468985.1, XP_018451092.1
OG0009006	El003G157270	XP_018484612.1, XP_018447516.1, XP_018450909.1
OG0009007	El005G235610	XP_018465434.1, XP_018461471.1
OG0009008	El005G235590	XP_018439170.1
OG0009009	El005G235580	XP_018439172.1, XP_018453925.1, XP_018436452.1, XP_018461474.1, XP_018488766.1
OG0009010	El005G235330	XP_018441952.1, XP_018491898.1
OG0009011	El005G235340	XP_018491985.1, XP_018492019.1
OG0009012	El005G235170	XP_018438894.1, XP_018491628.1
OG0009013	El003G158100	XP_018472263.1
OG0009014	El003G157380	XP_018449380.1, XP_018445987.1
OG0009015	El003G157510	XP_018449683.1, XP_018467853.1
OG0009016	El005G236060	XP_018432675.1, XP_018488829.1
OG0009017	El005G236340	XP_018491348.1, XP_018485688.1
OG0009018	El005G236720	XP_018492744.1, XP_018433202.1
OG0009019	El005G236840	XP_018492609.1, XP_018485932.1
OG0009020	El005G237100	XP_018493541.1, XP_018491798.1, XP_018491797.1
OG0009021	El005G237200	XP_018434565.1, XP_018488972.1
OG0009022	El005G237350	XP_018485726.1, XP_018490660.1, XP_018436799.1
OG0009023	El005G237420	XP_018433592.1, XP_018492089.1
OG0009024	El005G237430	XP_018492091.1
OG0009025	El005G237750	XP_018487356.1, XP_018434907.1
OG0009026	El005G238050	XP_018489179.1
OG0009027	El005G238560	XP_018438965.1, XP_018493483.1
OG0009028	El005G238660	XP_018438968.1, XP_018489808.1
OG0009029	El005G238670	XP_018490471.1, XP_018434651.1
OG0009030	El005G238900	XP_018486540.1, XP_018488525.1
OG0009031	El005G239040	XP_018432630.1, XP_018493053.1
OG0009032	El005G239240	XP_018486450.1, XP_018486261.1
OG0009033	El005G239350	XP_018486727.1, XP_018493093.1
OG0009034	El005G239440	XP_018490637.1, XP_018434539.1
OG0009036	El005G240010	XP_018489610.1, XP_018490037.1
OG0009037	El005G240060	XP_018432927.1
OG0009038	El005G240620	XP_018493311.1, XP_018485487.1
OG0009039	El005G240640	XP_018490938.1, XP_018490806.1, XP_018488280.1, XP_018490802.1
OG0009040	El005G241230	XP_018485888.1, XP_018485978.1
OG0009041	El005G241460	XP_018492040.1, XP_018492054.1
OG0009042	El005G241760	XP_018493314.1, XP_018440180.1
OG0009043	El005G241920	XP_018492196.1, XP_018490181.1
OG0009044	El005G242180	XP_018491720.1, XP_018489647.1
OG0009045	El005G242360	XP_018439559.1, XP_018491119.1
OG0009046	El007G347060	XP_018480421.1, XP_018454929.1
OG0009047	El005G242570	XP_018441876.1, XP_018438906.1
OG0009048	El005G242610	XP_018492977.1
OG0009049	El005G242640	XP_018487165.1, XP_018434768.1
OG0009050	El005G243390	XP_018443680.1, XP_018489027.1, XP_018466438.1
OG0009051	El006G312150	XP_018485640.1
OG0009052	El005G265950, El005G266070	XP_018470923.1
OG0009053	El005G243490	XP_018433365.1
OG0009054	El005G243550	XP_018437876.1, XP_018485412.1
OG0009055	El002G129290	XP_018458292.1, XP_018447566.1
OG0009056	El006G288990	XP_018477554.1, XP_018461162.1, XP_018440528.1
OG0009057	El006G289060	XP_018476455.1, XP_018478750.1
OG0009058	El006G289110	XP_018434535.1
OG0009059	El006G289210	XP_018464840.1, XP_018458718.1
OG0009060	El006G289250	XP_018478227.1, XP_018458716.1
OG0009061	El006G289380	XP_018475565.1, XP_018458714.1
OG0009062	El006G290120	XP_018478726.1, XP_018436776.1
OG0009063	El006G290130	XP_018439036.1, XP_018461422.1
OG0009064	El006G290380	XP_018438285.1, XP_018480962.1
OG0009065	El006G290800	XP_018441188.1, XP_018476212.1
OG0009066	El006G290500	XP_018434921.1
OG0009067	El006G290900	XP_018442039.1, XP_018478441.1
OG0009068	El006G291400	XP_018439226.1, XP_018478311.1
OG0009069	El004G218740	XP_018468726.1, XP_018452801.1
OG0009070	El006G291420	XP_018476908.1, XP_018476902.1, XP_018484791.1
OG0009071	El006G294720	XP_018477538.1, XP_018434994.1
OG0009072	El006G294650	XP_018475384.1, XP_018438141.1
OG0009073	El006G294620	XP_018473052.1, XP_018441528.1
OG0009074	El001G023180	XP_018447765.1, XP_018488776.1
OG0009075	El006G294250	XP_018475528.1
OG0009076	El006G294090	XP_018455657.1, XP_018482246.1
OG0009077	El006G293610	XP_018475933.1, XP_018483616.1
OG0009078	El006G293480	XP_018476384.1, XP_018439716.1
OG0009079	El006G293110	XP_018433295.1, XP_018480701.1
OG0009081	El006G292410	XP_018481646.1, XP_018463997.1, XP_018437391.1
OG0009082	El006G291580	XP_018476761.1, XP_018433090.1
OG0009083	El006G291590	XP_018476765.1, XP_018476763.1, XP_018433092.1
OG0009084	El006G292230	XP_018476683.1, XP_018440192.1
OG0009085	El006G291710	XP_018485141.1, XP_018476019.1
OG0009086	El006G291870	XP_018473239.1
OG0009087	El006G291880	XP_018474863.1, XP_018465020.1
OG0009088	El006G295170	XP_018484530.1, XP_018476035.1
OG0009089	El002G099310	XP_018479785.1, XP_018472471.1
OG0009090	El002G099330	XP_018440612.1, XP_018479809.1
OG0009091	El002G099460	XP_018433139.1, XP_018438080.1
OG0009092	El002G099530	XP_018451694.1, XP_018438957.1
OG0009093	El002G099640	XP_018438498.1, XP_018479445.1
OG0009094	El002G099710	XP_018469716.1, XP_018439370.1
OG0009095	El002G100040	XP_018447314.1, XP_018438760.1
OG0009097	El002G100400	XP_018437585.1, XP_018449854.1
OG0009098	El002G100490	XP_018439237.1
OG0009099	El002G100520	XP_018463606.1
OG0009100	El002G100870	XP_018438686.1
OG0009101	El002G101320	XP_018436036.1
OG0009102	El002G101460	XP_018489778.1, XP_018489787.1, XP_018448032.1
OG0009103	El002G101490	XP_018448243.1
OG0009104	El002G101780	XP_018468555.1, XP_018490948.1
OG0009105	El002G102330	XP_018433242.1
OG0009106	El002G102760	XP_018447099.1, XP_018449165.1, XP_018468257.1
OG0009107	El003G158280	XP_018449156.1, XP_018449154.1
OG0009108	El002G102810	XP_018449171.1, XP_018449301.1, XP_018439972.1
OG0009109	El002G102830	XP_018449170.1, XP_018447107.1, XP_018439960.1
OG0009110	El002G103270	XP_018455308.1, XP_018447576.1
OG0009111	El002G104240	XP_018449496.1, XP_018442616.1
OG0009112	El002G104250	XP_018439173.1, XP_018455740.1, XP_018442603.1
OG0009113	El002G104530	XP_018449679.1, XP_018435364.1, XP_018439312.1
OG0009114	El002G105350	XP_018433286.1
OG0009115	El002G105490	XP_018437516.1, XP_018467286.1
OG0009116	El001G024930	XP_018442495.1, XP_018491308.1
OG0009117	El002G106370	XP_018450520.1, XP_018450519.1, XP_018449210.1
OG0009118	El002G106490	XP_018450347.1, XP_018468587.1
OG0009119	El002G106500	XP_018437369.1, XP_018442571.1, XP_018483669.1
OG0009120	El002G107810	XP_018433922.1, XP_018441265.1
OG0009121	El002G107840	XP_018434057.1, XP_018441704.1
OG0009122	El002G108360	XP_018435771.1, XP_018433798.1
OG0009123	El002G108670	XP_018438561.1, XP_018449669.1, XP_018448286.1, XP_018438793.1
OG0009125	El002G109120, El002G109130, El003G188910	XP_018437617.1
OG0009126	El002G109960, El002G136990	XP_018450979.1, XP_018492834.1
OG0009127	El002G110190	XP_018436860.1, XP_018448160.1
OG0009128	El002G111420	XP_018435047.1, XP_018472912.1
OG0009129	El002G111320	XP_018436875.1, XP_018462802.1, XP_018432554.1, XP_018493449.1
OG0009130	El004G220410	XP_018451974.1, XP_018444653.1
OG0009131	El002G111150	XP_018484274.1, XP_018434906.1
OG0009132	El002G110890	XP_018436795.1, XP_018447299.1, XP_018451391.1, XP_018462662.1
OG0009133	El002G110820, El002G110690	XP_018448547.1, XP_018449216.1
OG0009134	El002G111680	XP_018447325.1
OG0009135	El002G112020	XP_018466779.1
OG0009136	El002G112040	XP_018480014.1, XP_018462297.1, XP_018489577.1
OG0009137	El002G112360	XP_018485090.1, XP_018490216.1
OG0009138	El003G179110, El002G112410	XP_018448306.1
OG0009139	El002G112640	XP_018490324.1
OG0009140	El002G112960	XP_018437366.1
OG0009141	El003G160490	XP_018468862.1, XP_018482360.1
OG0009142	El007G345110	XP_018454288.1
OG0009143	El003G160220	XP_018472309.1
OG0009144	El003G159900	XP_018484845.1, XP_018435480.1
OG0009145	El003G159800	XP_018482304.1, XP_018450321.1
OG0009146	El006G315070	XP_018478627.1, XP_018441562.1
OG0009148	El006G315820	XP_018441469.1, XP_018484086.1
OG0009149	El006G315740	XP_018477385.1, XP_018434891.1
OG0009150	El006G316850	XP_018438789.1, XP_018477126.1
OG0009151	El006G317150	XP_018477151.1
OG0009152	El006G317770	XP_018438231.1, XP_018482316.1
OG0009153	El006G318090	XP_018437600.1, XP_018433016.1
OG0009154	El006G318580	XP_018461523.1, XP_018480334.1, XP_018440587.1, XP_018467333.1
OG0009155	El006G318880	XP_018482671.1, XP_018482668.1, XP_018462926.1, XP_018440828.1
OG0009156	El001G021750	XP_018468737.1, XP_018463826.1
OG0009157	El006G319640	XP_018484698.1, XP_018485053.1, XP_018436202.1
OG0009158	El006G319790	XP_018439594.1, XP_018480725.1, XP_018480720.1
OG0009159	El006G320470	XP_018477286.1
OG0009160	El006G321220	XP_018434328.1
OG0009161	El006G321580	XP_018433326.1, XP_018478452.1
OG0009162	El002G099080	XP_018472427.1, XP_018447860.1
OG0009163	El002G098820	XP_018438496.1, XP_018486302.1
OG0009164	El002G098650	XP_018436897.1, XP_018435307.1, XP_018483526.1
OG0009165	El002G098090	XP_018433842.1, XP_018442097.1
OG0009166	El002G098060	XP_018463763.1, XP_018442088.1, XP_018435162.1, XP_018488228.1
OG0009167	El002G097820	XP_018438785.1, XP_018433070.1
OG0009168	El002G096930	XP_018447874.1, XP_018447873.1
OG0009169	El002G096960	XP_018449911.1
OG0009170	El002G096550	XP_018489120.1, XP_018489384.1
OG0009171	El002G095830	XP_018480039.1
OG0009172	El002G095160	XP_018449112.1, XP_018490207.1
OG0009173	El002G095040	XP_018451317.1
OG0009174	El002G094670	XP_018435144.1, XP_018448149.1
OG0009175	El002G093830	XP_018440005.1, XP_018491981.1
OG0009176	El002G093810	XP_018435082.1, XP_018487085.1
OG0009177	El002G093710	XP_018437525.1, XP_018467759.1, XP_018442073.1
OG0009178	El002G093230	XP_018439021.1, XP_018434202.1
OG0009179	El002G092670	XP_018488446.1, XP_018433084.1
OG0009180	El002G092880	XP_018437259.1, XP_018435006.1
OG0009181	El002G092330	XP_018485406.1, XP_018443444.1
OG0009182	El002G092100	XP_018485729.1, XP_018489014.1
OG0009184	El002G091840	XP_018447598.1, XP_018464819.1, XP_018466892.1
OG0009185	El002G091720	XP_018491076.1, XP_018465802.1
OG0009186	El001G060260	XP_018444093.1, XP_018468335.1
OG0009187	El002G091580	XP_018435956.1, XP_018486007.1
OG0009188	El002G091530	XP_018433657.1, XP_018433666.1
OG0009189	El002G091300	XP_018493424.1, XP_018491799.1
OG0009190	El002G091310	XP_018493425.1, XP_018481414.1
OG0009191	El002G091330	XP_018436323.1, XP_018487959.1
OG0009192	El002G091350	XP_018433339.1, XP_018451127.1
OG0009193	El002G091230	XP_018489785.1, XP_018449614.1
OG0009194	El002G091170	XP_018447162.1, XP_018491497.1
OG0009195	El002G090690	XP_018491719.1, XP_018471672.1, XP_018448201.1
OG0009196	El002G091050	XP_018462878.1, XP_018490143.1
OG0009197	El002G090280	XP_018463194.1, XP_018489362.1
OG0009198	El002G089970	XP_018490395.1, XP_018467352.1, XP_018487337.1, XP_018487333.1
OG0009200	El002G088840	XP_018433183.1, XP_018449070.1
OG0009201	El002G088780	XP_018449063.1, XP_018492898.1
OG0009202	El002G088670	XP_018449852.1, XP_018490366.1
OG0009203	El002G088640	XP_018461807.1, XP_018435582.1, XP_018447158.1
OG0009204	El002G088340	XP_018490055.1, XP_018450032.1
OG0009205	El002G088070	XP_018448187.1, XP_018447290.1, XP_018486679.1
OG0009206	El002G087590	XP_018472809.1, XP_018487310.1
OG0009207	El002G087570	XP_018471238.1, XP_018468752.1, XP_018486757.1
OG0009208	El002G087440	XP_018479338.1
OG0009209	El004G234320	XP_018444296.1, XP_018442341.1
OG0009210	El002G087050	XP_018451320.1, XP_018440686.1
OG0009211	El002G086900	XP_018450937.1
OG0009212	El002G086850	XP_018450935.1, XP_018490781.1
OG0009213	El002G086550	XP_018489866.1, XP_018471106.1
OG0009214	El002G086260	XP_018479593.1, XP_018447750.1
OG0009215	El002G085880	XP_018447427.1, XP_018451878.1, XP_018487361.1
OG0009216	El002G085310	XP_018479553.1, XP_018470395.1
OG0009217	El002G084880	XP_018490842.1, XP_018433553.1
OG0009218	El002G084810	XP_018489649.1, XP_018485380.1
OG0009219	El002G084510	XP_018470147.1, XP_018487162.1
OG0009220	El002G084240	XP_018487488.1
OG0009221	El002G084160	XP_018489052.1, XP_018443120.1
OG0009222	El002G083930	XP_018489210.1, XP_018455109.1, XP_018492211.1
OG0009223	El002G083860	XP_018492258.1
OG0009224	El002G083810	XP_018492291.1
OG0009225	El002G083680	XP_018486716.1
OG0009226	El002G083600	XP_018467237.1, XP_018489012.1
OG0009227	El002G083530	XP_018489466.1, XP_018433008.1
OG0009228	El002G083200	XP_018489689.1, XP_018488634.1
OG0009229	El001G000630	XP_018434887.1
OG0009230	El002G082570	XP_018489258.1, XP_018439145.1
OG0009231	El002G082460	XP_018486752.1, XP_018433689.1
OG0009233	El001G067580	XP_018444738.1, XP_018477025.1
OG0009234	El001G067310	XP_018473680.1, XP_018446188.1, XP_018443192.1
OG0009235	El001G067460	XP_018473715.1, XP_018443937.1, XP_018469425.1, XP_018471003.1
OG0009236	El001G066580	XP_018474476.1, XP_018465110.1, XP_018470824.1
OG0009237	El001G066530	XP_018476470.1, XP_018474298.1, XP_018470790.1
OG0009238	El001G066450	XP_018476625.1, XP_018476267.1, XP_018470606.1
