Orthogroup	Erysimum_linariifolium	Brassica_oleracea
OG0006499	El002G138300	XP_013587905.1, XP_013621821.1
OG0006500	El002G136740	XP_013626158.1, XP_013590381.1
OG0006501	El002G138670, El002G136580	XP_013625343.1, XP_013615101.1, XP_013589820.1
OG0006502	El002G135630	XP_013587287.1
OG0006503	El002G135740	XP_013627026.1, XP_013584737.1
OG0006504	El002G134630	XP_013588129.1, XP_013638736.1, XP_013621804.1
OG0006505	El002G134040	XP_013602682.1, XP_013587396.1
OG0006506	El002G133860	XP_013599649.1, XP_013587920.1
OG0006507	El002G131400	XP_013603721.1, XP_013585074.1
OG0006508	El003G171550	XP_013602658.1, XP_013597249.1, XP_013594351.1
OG0006509	El007G343240, El006G296640	XP_013636448.1, XP_013622956.1
OG0006510	El006G296660	XP_013635400.1, XP_013635326.1
OG0006511	El006G296730	XP_013631841.1, XP_013622440.1
OG0006512	El006G296740	XP_013627493.1, XP_013635203.1, XP_013632563.1
OG0006513	El001G022460	XP_013633786.1, XP_013600832.1
OG0006514	El001G022500	XP_013636374.1, XP_013604501.1
OG0006515	El001G025630	XP_013590500.1, XP_013602319.1
OG0006516	El001G026440	XP_013636629.1, XP_013636628.1
OG0006517	El001G026450	XP_013599947.1
OG0006518	El001G027130, El007G355670	XP_013603395.1, XP_013590978.1
OG0006519	El001G027690	XP_013602192.1, XP_013631267.1
OG0006520	El001G027910	XP_013637301.1, XP_013601969.1
OG0006521	El001G028730	XP_013591519.1, XP_013605195.1
OG0006522	El001G030380	XP_013631584.1, XP_013592769.1, XP_013604795.1
OG0006523	El006G312010, El006G311900, El001G031700	XP_013631857.1, XP_013600411.1
OG0006524	El001G032430	XP_013603725.1, XP_013634960.1
OG0006525	El001G032950	XP_013591977.1
OG0006526	El001G033900	XP_013588932.1
OG0006527	El001G034240	XP_013600770.1, XP_013633974.1
OG0006528	El001G035290	XP_013636967.1, XP_013588006.1, XP_013604619.1
OG0006529	El001G035560	XP_013633639.1, XP_013602149.1
OG0006530	El001G035590	XP_013630241.1, XP_013587694.1, XP_013617385.1
OG0006531	El001G035850	XP_013636172.1, XP_013591687.1, XP_013604674.1
OG0006532	El001G022450	XP_013600833.1, XP_013633788.1
OG0006536	El003G179170	XP_013632464.1, XP_013596563.1
OG0006537	El006G285080	XP_013633464.1, XP_013627676.1, XP_013633463.1
OG0006538	El004G230900	XP_013590617.1, XP_013618916.1, XP_013619066.1
OG0006539	El003G154780	XP_013603834.1, XP_013587945.1
OG0006540	El002G090260	XP_013586803.1, XP_013605817.1, XP_013602469.1
OG0006541	El002G105410	XP_013596067.1, XP_013602778.1, XP_013584538.1
OG0006542	El004G218970	XP_013619583.1, XP_013590572.1, XP_013590797.1
OG0006543	El001G002320	XP_013622538.1, XP_013606153.1
OG0006544	El005G261800	XP_013607437.1, XP_013584927.1, XP_013627046.1
OG0006545	El005G256830, El005G256860	XP_013624249.1, XP_013628006.1, XP_013624248.1
OG0006549	El003G162840	XP_013586436.1, XP_013627209.1, XP_013596589.1
OG0006550	El002G112710	XP_013624709.1, XP_013585227.1
OG0006552	El001G047550, El001G047540	XP_013600558.1
OG0006552	El007G356790	XP_013610203.1
OG0006554	El001G036070	XP_013609457.1, XP_013618561.1, XP_013595636.1
OG0006555	El005G261850, El003G157970	XP_013603646.1
OG0006556	El003G168020	XP_013592942.1, XP_013628164.1, XP_013594175.1
OG0006559	El003G153070	XP_013597357.1, XP_013597285.1, XP_013591209.1, XP_013624941.1
OG0006570	El003G155360	XP_013603560.1, XP_013585447.1
OG0006571	El003G155250	XP_013605899.1, XP_013596780.1, XP_013593488.1
OG0006572	El003G155170	XP_013594246.1, XP_013588990.1
OG0006573	El003G155110	XP_013605670.1, XP_013608200.1, XP_013599172.1
OG0006574	El003G154470	XP_013598929.1, XP_013598242.1
OG0006575	El003G154440	XP_013609760.1, XP_013594184.1
OG0006576	El003G153650	XP_013637426.1, XP_013595346.1
OG0006578	El007G349650	XP_013593056.1, XP_013620038.1
OG0006579	El003G152600	XP_013638424.1, XP_013596109.1
OG0006580	El003G151780	XP_013597445.1, XP_013628165.1
OG0006581	El003G151640	XP_013596528.1, XP_013589951.1
OG0006582	El003G151510	XP_013628979.1, XP_013600963.1
OG0006583	El003G150880	XP_013593962.1, XP_013602656.1
OG0006584	El003G150630	XP_013602033.1
OG0006585	El003G150180	XP_013622645.1, XP_013633188.1, XP_013595912.1
OG0006586	El002G102940	XP_013586304.1, XP_013600504.1, XP_013605838.1
OG0006587	El003G150070	XP_013630052.1, XP_013589404.1
OG0006589	El003G148890	XP_013607695.1, XP_013599357.1
OG0006590	El003G148710	XP_013599343.1, XP_013630579.1
OG0006591	El004G210000, El003G148470	XP_013595261.1
OG0006592	El003G147750	XP_013625344.1, XP_013601184.1
OG0006594	El003G147470	XP_013597951.1
OG0006595	El003G147450	XP_013636375.1, XP_013598160.1
OG0006596	El003G147300	XP_013625424.1, XP_013616383.1
OG0006597	El003G147150	XP_013630207.1
OG0006598	El002G118040	XP_013619285.1, XP_013596776.1
OG0006599	El002G119860	XP_013586299.1, XP_013586227.1
OG0006600	El003G169990	XP_013601248.1, XP_013598485.1
OG0006601	El003G170410	XP_013592428.1, XP_013632765.1, XP_013603976.1
OG0006602	El003G170420	XP_013596625.1, XP_013593481.1
OG0006603	El003G170720	XP_013596617.1, XP_013589261.1
OG0006604	El006G295240	XP_013625754.1, XP_013633730.1
OG0006605	El007G350630, El007G352410	XP_013609285.1
OG0006606	El002G092470	XP_013604450.1, XP_013638154.1
OG0006607	El004G202690	XP_013586469.1, XP_013613192.1
OG0006608	El002G093480	XP_013638094.1, XP_013600366.1
OG0006609	El004G200040	XP_013609456.1, XP_013586239.1
OG0006610	El002G094660	XP_013583498.1, XP_013599665.1
OG0006611	El002G094710	XP_013587164.1, XP_013605513.1
OG0006612	El002G095110	XP_013605104.1, XP_013583840.1
OG0006613	El002G099160	XP_013585093.1, XP_013602400.1
OG0006615	El001G036280	XP_013614549.1, XP_013619403.1
OG0006616	El001G036660	XP_013599372.1, XP_013621679.1
OG0006617	El001G038050	XP_013596609.1, XP_013618767.1
OG0006618	El002G097510	XP_013599717.1, XP_013600157.1
OG0006619	El002G097410	XP_013583643.1, XP_013605499.1
OG0006620	El001G039120	XP_013598451.1, XP_013617777.1, XP_013612297.1
OG0006621	El001G039550	XP_013619125.1, XP_013596100.1
OG0006622	El001G039960	XP_013610880.1, XP_013614746.1, XP_013598276.1
OG0006623	El001G040730	XP_013596002.1, XP_013618578.1
OG0006624	El001G040800	XP_013613398.1, XP_013597546.1
OG0006625	El001G041170	XP_013613395.1, XP_013597304.1
OG0006626	El001G041210	XP_013606378.1, XP_013613426.1
OG0006627	El001G041610	XP_013595477.1
OG0006628	El001G041680	XP_013619555.1, XP_013596665.1
OG0006629	El001G042490	XP_013598305.1, XP_013614466.1, XP_013621350.1
OG0006630	El001G042510	XP_013616584.1, XP_013593221.1
OG0006631	El001G043040	XP_013612057.1, XP_013597996.1
OG0006632	El001G043870	XP_013593649.1, XP_013612962.1
OG0006633	El001G044070	XP_013598237.1, XP_013618114.1
OG0006634	El001G044940	XP_013610068.1, XP_013618782.1
OG0006635	El007G337820	XP_013614974.1, XP_013619365.1, XP_013623101.1
OG0006636	El004G211660	XP_013616208.1, XP_013592350.1
OG0006637	El004G211640	XP_013589940.1, XP_013620345.1
OG0006638	El003G190890	XP_013588270.1, XP_013614528.1
OG0006639	El005G277880	XP_013605955.1
OG0006640	El007G329860	XP_013587785.1, XP_013621299.1
OG0006641	El004G203690, El004G205040	XP_013612746.1, XP_013611832.1
OG0006642	El003G193640	XP_013592244.1, XP_013592344.1
OG0006643	El003G193440	XP_013636892.1, XP_013592519.1
OG0006644	El004G195120	XP_013608881.1, XP_013608952.1
OG0006645	El004G196360	XP_013613904.1, XP_013612882.1
OG0006646	El004G196950	XP_013609898.1
OG0006647	El006G288860	XP_013622413.1
OG0006648	El005G244250	XP_013586118.1, XP_013634920.1
OG0006649	El005G244300	XP_013616699.1, XP_013586116.1
OG0006650	El003G146800	XP_013595554.1, XP_013597276.1
OG0006651	El005G244460	XP_013594322.1, XP_013627627.1
OG0006652	El005G244950, El001G079790	XP_013606397.1
OG0006653	El005G245320	XP_013625871.1, XP_013583548.1
OG0006654	El005G245970	XP_013626657.1, XP_013637893.1
OG0006655	El005G246160	XP_013617928.1, XP_013583855.1
OG0006656	El005G246330	XP_013583911.1, XP_013637291.1
OG0006657	El005G246470	XP_013587545.1, XP_013587237.1
OG0006658	El005G246450	XP_013585417.1, XP_013584563.1
OG0006659	El005G246980	XP_013585870.1, XP_013616281.1
OG0006660	El005G247330	XP_013594801.1, XP_013585712.1
OG0006661	El005G247410	XP_013639028.1, XP_013626950.1
OG0006662	El005G247570	XP_013628468.1, XP_013637969.1
OG0006663	El005G247870	XP_013591696.1, XP_013585008.1
OG0006664	El005G247960	XP_013628864.1, XP_013583800.1
OG0006665	El005G248250	XP_013611468.1, XP_013623357.1
OG0006666	El007G344740	XP_013607046.1, XP_013614301.1
OG0006667	El001G060120	XP_013623282.1, XP_013616099.1
OG0006668	El003G159700	XP_013602044.1, XP_013605225.1
OG0006669	El007G343020	XP_013629499.1, XP_013606319.1
OG0006670	El007G342720	XP_013618744.1
OG0006671	El007G341160	XP_013612390.1, XP_013620515.1
OG0006672	El007G341010	XP_013614676.1
OG0006673	El007G340050	XP_013606576.1, XP_013620484.1
OG0006674	El007G340060	XP_013620751.1, XP_013611178.1
OG0006675	El007G339730	XP_013616312.1, XP_013627785.1
OG0006676	El007G338440	XP_013623452.1, XP_013606070.1
OG0006677	El007G338880	XP_013611313.1
OG0006678	El007G337980	XP_013612054.1, XP_013620914.1
OG0006679	El001G004330, El007G337940, El007G338280	XP_013608172.1
OG0006680	El007G337840	XP_013609202.1, XP_013625756.1
OG0006681	El007G337720	XP_013609873.1, XP_013618411.1
OG0006682	El007G337280	XP_013608183.1, XP_013628926.1
OG0006684	El004G208230	XP_013623870.1
OG0006685	El007G335870	XP_013611485.1, XP_013623034.1
OG0006686	El007G335410	XP_013621215.1, XP_013606659.1
OG0006687	El007G334640	XP_013613139.1, XP_013627238.1
OG0006688	El007G334440	XP_013606186.1, XP_013622584.1
OG0006689	El007G334180	XP_013627315.1
OG0006690	El007G333970	XP_013607545.1, XP_013611796.1
OG0006691	El007G351570	XP_013597667.1, XP_013594375.1, XP_013609577.1
OG0006693	El001G068820	XP_013618606.1, XP_013626675.1
OG0006694	El001G068940	XP_013611223.1, XP_013622452.1
OG0006695	El001G069090	XP_013608967.1, XP_013625712.1
OG0006696	El001G071340	XP_013610431.1, XP_013619001.1
OG0006697	El001G071460	XP_013629128.1, XP_013612838.1
OG0006698	El001G071860	XP_013618729.1, XP_013625193.1
OG0006699	El001G071930	XP_013609078.1
OG0006700	El001G072210	XP_013606513.1, XP_013621919.1
OG0006701	El007G326360	XP_013611319.1, XP_013625867.1
OG0006702	El001G072800	XP_013611568.1
OG0006703	El001G073180	XP_013629987.1, XP_013612086.1
OG0006704	El001G073400	XP_013625256.1
OG0006705	El001G073510	XP_013625742.1, XP_013608791.1
OG0006706	El001G073740	XP_013611325.1
OG0006707	El001G074120	XP_013607217.1, XP_013612313.1
OG0006708	El003G169870	XP_013604917.1, XP_013602599.1
OG0006709	El003G169800	XP_013599719.1, XP_013621274.1
OG0006710	El003G169280	XP_013638807.1, XP_013597719.1
OG0006711	El003G169240	XP_013595578.1, XP_013584554.1
OG0006712	El003G168720	XP_013593155.1, XP_013597562.1
OG0006713	El003G168680	XP_013602062.1, XP_013615453.1
OG0006714	El003G168480	XP_013593051.1, XP_013615757.1
OG0006716	El003G167280	XP_013596610.1, XP_013597255.1
OG0006717	El003G166890	XP_013629673.1, XP_013611771.1
OG0006718	El003G166290	XP_013626102.1, XP_013597538.1
OG0006719	El003G166230	XP_013627547.1, XP_013589315.1, XP_013596704.1
OG0006720	El007G361670	XP_013612888.1, XP_013597842.1
OG0006721	El003G165580	XP_013599379.1, XP_013602975.1
OG0006722	El003G165500	XP_013599144.1, XP_013598148.1
OG0006723	El003G169830	XP_013595446.1, XP_013589447.1
OG0006724	El003G164610	XP_013638797.1, XP_013615438.1, XP_013595929.1
OG0006725	El003G164170	XP_013598219.1, XP_013596355.1
OG0006726	El003G163960	XP_013627428.1, XP_013611449.1
OG0006727	El003G162850	XP_013622301.1
OG0006728	El003G161720	XP_013603310.1, XP_013598847.1
OG0006729	El003G161620	XP_013593310.1, XP_013609190.1
OG0006730	El003G161420	XP_013599073.1
OG0006731	El003G161200	XP_013595112.1
OG0006732	El003G161140	XP_013597883.1, XP_013599207.1
OG0006733	El003G160930	XP_013619833.1, XP_013595232.1
OG0006734	El003G160860	XP_013639493.1, XP_013595238.1
OG0006735	El003G160820	XP_013595230.1, XP_013599767.1
OG0006736	El003G160690	XP_013595566.1, XP_013583606.1
OG0006737	El003G160650	XP_013596094.1, XP_013591827.1
OG0006738	El002G121710	XP_013638495.1, XP_013592230.1
OG0006739	El002G124790	XP_013600252.1, XP_013586788.1
OG0006740	El002G102480	XP_013583795.1
OG0006741	El002G127700	XP_013586703.1, XP_013616674.1
OG0006742	El007G354930, El002G127350	XP_013591625.1
OG0006743	El002G099290	XP_013638344.1, XP_013602799.1
OG0006744	El002G130290, El002G130390, El002G130380, El002G130410	XP_013638284.1
OG0006745	El002G129410	XP_013600097.1, XP_013587947.1
OG0006746	El002G113540	XP_013629612.1
OG0006747	El002G090220	XP_013600447.1
OG0006748	El003G160590	XP_013598449.1
OG0006749	El002G113340	XP_013637901.1, XP_013593953.1
OG0006750	El002G129060	XP_013592811.1, XP_013605542.1
OG0006751	El002G113410	XP_013592923.1, XP_013586491.1
OG0006752	El005G278500	XP_013614009.1, XP_013600448.1
OG0006753	El002G114320	XP_013596774.1, XP_013625812.1
OG0006754	El002G114970	XP_013622168.1
OG0006755	El002G114990	XP_013587349.1, XP_013629954.1
OG0006756	El002G115050	XP_013626487.1
OG0006757	El002G115240	XP_013621726.1, XP_013638611.1
OG0006758	El002G115790	XP_013585513.1, XP_013622169.1
OG0006759	El002G116190	XP_013626369.1, XP_013584963.1
OG0006760	El002G116580	XP_013623067.1, XP_013638733.1
OG0006761	El002G116770	XP_013630279.1, XP_013598469.1
OG0006762	El002G117370	XP_013638891.1
OG0006763	El002G117640	XP_013584839.1, XP_013619901.1, XP_013596862.1
OG0006764	El003G146530	XP_013626126.1, XP_013597329.1
OG0006765	El003G145950	XP_013599286.1, XP_013599016.1
OG0006766	El003G145600	XP_013596463.1, XP_013589725.1
OG0006767	El003G145460	XP_013601841.1, XP_013630448.1
OG0006768	El003G145040	XP_013618504.1
OG0006769	El003G144960	XP_013628222.1, XP_013583356.1
OG0006770	El003G144580	XP_013619798.1, XP_013592941.1
OG0006771	El003G144630	XP_013627453.1, XP_013606443.1, XP_013599299.1
OG0006772	El003G144220	XP_013593134.1
OG0006773	El006G319600	XP_013599635.1
OG0006774	El006G320220	XP_013603735.1, XP_013635794.1
OG0006775	El006G321390	XP_013600222.1
OG0006776	El003G142350	XP_013592919.1, XP_013622401.1
OG0006777	El003G142080	XP_013629672.1, XP_013596010.1
OG0006778	El003G141910	XP_013630517.1, XP_013604089.1
OG0006779	El002G133210	XP_013603121.1
OG0006780	El003G187460	XP_013588046.1, XP_013631168.1
OG0006781	El006G295630	XP_013633720.1, XP_013637232.1
OG0006782	El001G010560	XP_013622543.1
OG0006783	El002G127490	XP_013585962.1, XP_013591697.1, XP_013615557.1
OG0006784	El006G297140	XP_013625935.1, XP_013637501.1, XP_013637499.1
OG0006785	El006G298030	XP_013634638.1
OG0006786	El007G357990	XP_013608968.1
OG0006787	El007G357770, El007G357900, El007G357860, El007G357890	XP_013632156.1, XP_013616642.1
OG0006788	El007G356960	XP_013587903.1
OG0006789	El005G237130	XP_013584985.1, XP_013626422.1
OG0006790	El001G009560	XP_013612517.1
OG0006791	El001G007710	XP_013611961.1, XP_013630140.1
OG0006792	El001G007390	XP_013606168.1, XP_013615284.1
OG0006793	El001G007290	XP_013607146.1
OG0006794	El001G007230	XP_013610332.1
OG0006795	El001G007090	XP_013606454.1, XP_013612501.1
OG0006796	El001G006750	XP_013620346.1, XP_013609582.1
OG0006797	El001G005560, El001G006150	XP_013627626.1, XP_013610839.1
OG0006799	El001G004360	XP_013611389.1, XP_013626601.1
OG0006800	El007G360750	XP_013609339.1, XP_013596573.1
OG0006801	El007G361070	XP_013594047.1, XP_013607131.1
OG0006802	El003G156550	XP_013600823.1, XP_013599142.1
OG0006803	El007G364090	XP_013614853.1, XP_013610819.1
OG0006804	El007G364660	XP_013621455.1, XP_013598689.1
OG0006805	El007G365470, El007G365510, El007G365490	XP_013618438.1, XP_013595514.1
OG0006806	El007G365640	XP_013619500.1, XP_013608774.1
OG0006807	El007G365680	XP_013598766.1, XP_013616391.1
OG0006808	El007G365750	XP_013619855.1, XP_013593362.1, XP_013610757.1
OG0006809	El007G365850	XP_013597690.1, XP_013618167.1
OG0006810	El007G366170	XP_013596020.1, XP_013618876.1
OG0006811	El006G292280	XP_013629047.1, XP_013633599.1
OG0006812	El007G366780	XP_013621054.1, XP_013598578.1
OG0006813	El007G366930	XP_013617710.1, XP_013596660.1
OG0006814	El005G277050	XP_013610565.1
OG0006815	El005G269340	XP_013598047.1
OG0006816	El005G268620	XP_013597795.1, XP_013629493.1
OG0006817	El005G268130	XP_013630547.1
OG0006818	El003G178110	XP_013599490.1, XP_013636027.1
OG0006821	El003G174340	XP_013601979.1
OG0006822	El003G174220, El003G173430	XP_013603608.1, XP_013594293.1
OG0006823	El003G172970	XP_013619594.1, XP_013605779.1
OG0006824	El003G172860	XP_013593841.1
OG0006825	El003G172610	XP_013609770.1, XP_013606038.1
OG0006826	El003G191780	XP_013592884.1, XP_013630889.1
OG0006827	El003G191890	XP_013636747.1, XP_013587888.1
OG0006828	El003G193610	XP_013636926.1, XP_013591494.1
OG0006829	El003G193630	XP_013591493.1, XP_013637016.1
OG0006830	El006G279710	XP_013603787.1, XP_013632056.1, XP_013634694.1
OG0006831	El006G279750	XP_013635938.1, XP_013635988.1
OG0006832	El002G121140	XP_013620282.1
OG0006833	El006G280410	XP_013625761.1, XP_013637153.1
OG0006834	El006G296770	XP_013634242.1, YP_004927495.1
OG0006835	El006G281090	XP_013631260.1, XP_013636158.1
OG0006836	El006G281230	XP_013633906.1, XP_013631726.1
OG0006837	El006G281670	XP_013637136.1
OG0006838	El006G281770	XP_013634948.1, XP_013627004.1
OG0006839	El006G282080	XP_013631094.1, XP_013633715.1
OG0006840	El006G282130	XP_013631890.1, XP_013633593.1
OG0006841	El006G282460, El008G369370	XP_013635972.1, XP_013634710.1
OG0006842	El006G282660	XP_013632041.1, XP_013628909.1
OG0006843	El006G282710	XP_013622463.1, XP_013631253.1, XP_013596105.1
OG0006844	El006G282990	XP_013634379.1
OG0006845	El006G283820	XP_013636618.1, XP_013631318.1
OG0006846	El006G285520	XP_013633459.1
OG0006847	El006G285740	XP_013626201.1
OG0006848	El006G286140	XP_013631687.1
OG0006849	El006G286190	XP_013631497.1
OG0006850	El006G286700, El006G316130	XP_013636082.1, XP_013631093.1
OG0006851	El006G286870	XP_013632174.1, XP_013633734.1
OG0006852	El006G287480	XP_013635176.1, XP_013635075.1
OG0006853	El006G287940	XP_013637379.1, XP_013629510.1
OG0006854	El001G081000	XP_013610686.1, XP_013627559.1
OG0006855	El001G080820	XP_013609799.1
OG0006856	El001G080670	XP_013609578.1, XP_013625612.1, XP_013618455.1
OG0006857	El001G080660	XP_013609001.1, XP_013625919.1
OG0006858	El002G127650	XP_013612436.1
OG0006858	El001G079900	XP_013621313.1
OG0006859	El001G079800	XP_013618949.1, XP_013623652.1, XP_013606415.1
OG0006860	El001G079660	XP_013625253.1, XP_013611498.1
OG0006861	El001G079550	XP_013618629.1, XP_013608819.1, XP_013628235.1
OG0006862	El001G078770	XP_013614445.1, XP_013623803.1, XP_013606314.1
OG0006863	El001G078730	XP_013613137.1, XP_013611683.1
OG0006864	El002G114580	XP_013627923.1, XP_013585289.1
OG0006865	El001G060490	XP_013621099.1, XP_013611112.1
OG0006866	El001G060270	XP_013619610.1, XP_013609922.1
OG0006867	El001G060180	XP_013618292.1, XP_013625452.1
OG0006868	El001G059950	XP_013623705.1, XP_013614933.1
OG0006869	El001G059830	XP_013623828.1, XP_013611495.1
OG0006870	El001G059210	XP_013626669.1, XP_013609806.1
OG0006871	El001G059150	XP_013609198.1, XP_013620480.1
OG0006872	El001G059060	XP_013620291.1, XP_013620289.1, XP_013611093.1
OG0006873	El001G058690	XP_013611155.1, XP_013628212.1
OG0006874	El001G058490	XP_013618505.1, XP_013608737.1, XP_013630047.1
OG0006875	El001G057270	XP_013614224.1, XP_013630609.1
OG0006876	El007G330280	XP_013609470.1, XP_013618778.1, XP_013630122.1
OG0006877	El007G330600	XP_013590067.1, XP_013622208.1, XP_013609003.1
OG0006878	El007G330980	XP_013616152.1, XP_013606977.1
OG0006879	El007G331160	XP_013626246.1, XP_013610522.1
OG0006880	El007G327420	XP_013616062.1, XP_013622048.1
OG0006881	El007G326770	XP_013630002.1, XP_013620870.1
OG0006882	El007G326760	XP_013621401.1, XP_013622505.1
OG0006883	El007G326540	XP_013621303.1, XP_013629768.1
OG0006884	El007G326410	XP_013622668.1, XP_013618321.1
OG0006885	El007G326240	XP_013618815.1
OG0006886	El007G326160	XP_013629636.1, XP_013612678.1
OG0006887	El007G325970	XP_013630305.1, XP_013616061.1
OG0006888	El007G325960	XP_013618795.1, XP_013630734.1
OG0006889	El007G325590	XP_013619577.1, XP_013609911.1
OG0006890	El004G212220, El007G325380	XP_013619857.1
OG0006891	El007G325280	XP_013608938.1, XP_013623003.1
OG0006892	El007G325190	XP_013623621.1
OG0006893	El007G324800	XP_013613631.1, XP_013610367.1, XP_013624399.1
OG0006894	El007G324610	XP_013612082.1, XP_013628398.1
OG0006895	El008G369050	XP_013628302.1
OG0006896	El007G323800, El002G126070	XP_013612677.1, XP_013593021.1
OG0006897	El007G323680	XP_013597621.1, XP_013615073.1, XP_013609606.1
OG0006898	El004G218680, El007G324710	XP_013616248.1, XP_013588001.1
OG0006899	El007G322440	XP_013618617.1, XP_013609020.1
OG0006900	El001G063690	XP_013612091.1, XP_013616386.1
OG0006901	El002G129380, El007G322370	XP_013613588.1, XP_013607034.1
OG0006902	El001G000060	XP_013611182.1, XP_013603412.1
OG0006903	El001G000320	XP_013606689.1
OG0006904	El001G000790	XP_013620120.1, XP_013628269.1
OG0006905	El001G000560	XP_013628085.1, XP_013611050.1
OG0006906	El001G001150	XP_013626331.1, XP_013619800.1
OG0006907	El001G001480	XP_013612362.1, XP_013629931.1
OG0006908	El002G083760	XP_013605204.1, XP_013585622.1
OG0006909	El001G002540, El001G002590, El001G002410, El001G002470	XP_013630645.1
OG0006910	El001G003550	XP_013630651.1, XP_013616132.1
OG0006911	El001G003660	XP_013625849.1, XP_013607400.1
OG0006912	El001G003780	XP_013623316.1
OG0006913	El001G003980	XP_013608628.1, XP_013629034.1
OG0006914	El002G085540	XP_013602831.1
OG0006915	El007G359920	XP_013621479.1, XP_013597936.1
OG0006916	El007G359860	XP_013599345.1, XP_013608575.1
OG0006917	El007G359750	XP_013607336.1, XP_013616670.1
OG0006918	El006G298590	XP_013629861.1
OG0006919	El006G298950	XP_013636696.1, XP_013634537.1
OG0006920	El006G300030	XP_013635289.1
OG0006921	El006G299410	XP_013636959.1, XP_013629164.1
OG0006922	El006G299350	XP_013621935.1, XP_013635431.1
OG0006923	El006G299340	XP_013631594.1, XP_013621936.1
OG0006924	El006G299190	XP_013631103.1, XP_013636127.1
OG0006925	El006G299610	XP_013633562.1
OG0006926	El006G299750	XP_013626947.1, XP_013634909.1, XP_013634644.1
OG0006927	El006G300070	XP_013631994.1
OG0006928	El006G300230	XP_013635225.1, XP_013633345.1
OG0006929	El006G300530	XP_013622377.1, XP_013631425.1
OG0006930	El006G300550	XP_013637460.1, XP_013637126.1
OG0006931	El006G300790	XP_013628158.1, XP_013633579.1
OG0006932	El006G301530	XP_013630700.1, XP_013636723.1
OG0006933	El006G301920	XP_013637522.1, XP_013629100.1
OG0006934	El006G302150	XP_013636512.1
OG0006935	El006G302340	XP_013622472.1, XP_013632182.1
OG0006936	El002G089350	XP_013604592.1, XP_013586185.1
OG0006937	El006G302670	XP_013635070.1, XP_013635178.1
OG0006938	El006G302790	XP_013636380.1, XP_013634417.1
OG0006939	El006G303200	XP_013632677.1
OG0006940	El006G304200	XP_013633834.1, XP_013633853.1
OG0006941	El006G304420	XP_013634779.1, XP_013614503.1, XP_013626159.1
OG0006942	El006G304730	XP_013635319.1, XP_013635190.1
OG0006943	El006G305010	XP_013631232.1, XP_013623273.1
OG0006944	El006G305290	XP_013631578.1, XP_013630559.1
OG0006945	El006G308370	XP_013622343.1, XP_013630913.1
OG0006946	El006G308190	XP_013631351.1, XP_013626245.1
OG0006947	El006G308050	XP_013614417.1, XP_013635055.1
OG0006948	El006G307270	XP_013632009.1, XP_013625896.1
OG0006949	El006G306720	XP_013637637.1, XP_013636787.1
OG0006950	El006G312830	XP_013636649.1, XP_013604286.1
OG0006951	El006G313390	XP_013636805.1, XP_013604828.1
OG0006952	El006G313650	XP_013635908.1, XP_013625362.1
OG0006953	El005G235710	XP_013587130.1
OG0006954	El003G158070	XP_013593587.1, XP_013635834.1
OG0006955	El003G157410	XP_013597510.1, XP_013599554.1
OG0006956	El005G235840	XP_013584051.1, XP_013583877.1, XP_013629480.1
OG0006957	El005G236070	XP_013585999.1, XP_013628531.1
OG0006958	El005G236100	XP_013638723.1, XP_013588911.1
OG0006959	El005G236300	XP_013638773.1, XP_013623501.1
OG0006960	El005G236750	XP_013587530.1, XP_013633623.1
OG0006961	El005G236900	XP_013633294.1, XP_013630062.1
OG0006962	El005G237110	XP_013622559.1
OG0006963	El005G237260	XP_013584996.1, XP_013627603.1, XP_013635384.1
OG0006964	El005G237340	XP_013637681.1, XP_013631651.1
OG0006965	El005G237990	XP_013637778.1, XP_013625244.1
OG0006966	El005G238140	XP_013630191.1
OG0006967	El005G238290	XP_013612246.1, XP_013622859.1
OG0006968	El005G238600, El003G179570	XP_013621348.1, XP_013638142.1
OG0006969	El005G238880	XP_013627750.1, XP_013585250.1
OG0006970	El005G238990	XP_013622086.1, XP_013587401.1
OG0006971	El005G239160	XP_013584434.1, XP_013586458.1
OG0006972	El005G239560	XP_013627359.1, XP_013638232.1
OG0006973	El005G239720	XP_013585909.1, XP_013622586.1
OG0006974	El005G240220	XP_013584377.1, XP_013586202.1
OG0006975	El005G240410	XP_013608639.1, XP_013584404.1
OG0006976	El005G241080	XP_013584710.1, XP_013635131.1
OG0006977	El005G241090	XP_013583351.1, XP_013638755.1
OG0006978	El005G241210	XP_013625926.1, XP_013588968.1, XP_013583853.1
OG0006979	El005G241410	XP_013623103.1
OG0006980	El005G241450	XP_013622384.1, XP_013638516.1
OG0006981	El001G062150	XP_013612655.1, XP_013621868.1
OG0006982	El005G242080	XP_013590246.1, XP_013627030.1
OG0006983	El005G242100	XP_013622976.1, XP_013636973.1
OG0006984	El005G242290	XP_013587321.1, XP_013623367.1, XP_013620188.1
OG0006985	El005G242430	XP_013620857.1, XP_013585743.1, XP_013624145.1
OG0006986	El005G242700	XP_013585387.1, XP_013624148.1, XP_013623017.1
OG0006987	El005G243250	XP_013618780.1, XP_013587146.1
OG0006988	El005G244120	XP_013584078.1, XP_013617701.1, XP_013615519.1
OG0006989	El006G289400	XP_013633919.1, XP_013626148.1
OG0006990	El006G289550	XP_013633782.1, XP_013633753.1
OG0006991	El006G289690	XP_013629120.1, XP_013636865.1
OG0006992	El006G289990	XP_013623700.1, XP_013633688.1
