Orthogroup	Erysimum_linariifolium	Euclidium_syriacum
OG0008513	El003G153090	ESY4_g24486_DN3_SP6_c0.t1
OG0008514	El003G152870	ESY4_g24564_DN3_SP0_c0.t1
OG0008515	El003G152750	ESY4_g24601_DN3_SP0_c0.t1
OG0008516	El003G152650	ESY4_g24618_DN2_SP0_c0.t1
OG0008517	El003G152620	ESY4_g24625_DN3_SP0_c0.t1
OG0008518	El001G060300	ESY6_g49288_DN3_SP0_c0.t1
OG0008519	El003G152200	ESY4_g24733_DN3_SP0_c0.t1
OG0008520	El003G152170	ESY4_g24751_DN3_SP4_c0.t1
OG0008521	El003G151560	ESY4_g24890_DN3_SP0_c0.t1
OG0008522	El003G151400	ESY4_g24923_DN3_SP0_c0.t1
OG0008523	El003G151180	ESY4_g24995_DN3_SP8_c0.t1
OG0008524	El003G151080	ESY4_g25017_DN3_SP0_c0.t1
OG0008525	El003G151020	ESY4_g25023_DN3_SP0_c0.t1
OG0008526	El003G150680	ESY4_g25080_DN3_SP4_c0.t1
OG0008527	El003G150600	ESY4_g25099_DN2_SP8_c7.t1
OG0008528	El003G150570	ESY4_g25273_DN3_SP0_c0.t1
OG0008529	El003G150100	ESY4_g25178_DN3_SP0_c0.t1
OG0008530	El003G149720	ESY4_g25109_DN3_SP0_c0.t1
OG0008531	El003G149750	ESY4_g25113_DN3_SP8_c0.t1
OG0008532	El003G149740	ESY4_g25111_DN3_SP8_c0.t1
OG0008533	El003G149490	ESY4_g25970_DN3_SP3_c0.t1
OG0008534	El003G150050	ESY4_g25172_DN3_SP1_c0.t1
OG0008535	El003G149360	ESY4_g25943_DN3_SP4_c0.t1
OG0008536	El003G149350	ESY4_g25942_DN3_SP8_c0.t1
OG0008537	El003G149340	ESY4_g25911_DN3_SP0_c0.t1
OG0008538	El003G149280	ESY4_g25904_DN3_SP1_c0.t1
OG0008539	El003G161850	ESY22_g40902_DN2_SP0_c0.t1
OG0008540	El003G148240	ESY4_g25712_DN2_SP0_c0.t1
OG0008541	El003G148450	ESY4_g25769_DN3_SP8_c0.t1
OG0008542	El003G148620	ESY4_g25676_DN3_SP8_c0.t1
OG0008543	El003G148030	ESY4_g25633_DN3_SP0_c0.t1
OG0008544	El003G148010	ESY4_g25627_DN3_SP0_c0.t1
OG0008545	El003G147910	ESY4_g25587_DN3_SP0_c0.t1
OG0008546	El003G147690	ESY4_g25560_DN3_SP4_c0.t1
OG0008547	El003G147510	ESY4_g25518_DN3_SP0_c0.t1
OG0008548	El002G118410	ESY16_g61956_DN3_SP8_c0.t1
OG0008549	El002G118940	ESY16_g61839_DN3_SP8_c0.t1
OG0008550	El002G119020	ESY16_g61828_DN3_SP0_c0.t1
OG0008551	El002G124560, El002G119190	ESY16_g61792_DN3_SP7_c0.t1
OG0008552	El002G119550	ESY16_g61750_DN3_SP7_c0.t1
OG0008553	El002G119790	ESY16_g61703_DN3_SP7_c0.t1
OG0008554	El003G170020	ESY16_g61625_DN3_SP0_c0.t1
OG0008555	El003G170080	ESY16_g61616_DN3_SP8_c0.t1
OG0008556	El003G170700	ESY16_g61505_DN3_SP8_c0.t1
OG0008557	El002G095630	ESY5_g3770_DN3_SP7_c0.t1
OG0008558	El006G299130	ESY2_g34270_DN3_SP0_c0.t1
OG0008559	El004G210060	ESY2_g34268_DN3_SP0_c0.t1
OG0008560	El004G207570, El004G207590	ESY2_g34203_DN3_SP0_c0.t1
OG0008561	El003G149650	ESY4_g25997_DN3_SP8_c0.t1
OG0008562	El004G204600	ESY2_g34107_DN1_SP0_c0.t1
OG0008563	El004G204500, El002G092840	ESY5_g3379_DN3_SP0_c0.t1
OG0008564	El004G203060	ESY2_g34087_DN3_SP0_c0.t1
OG0008565	El004G201490	ESY2_g34023_DN3_SP0_c0.t1
OG0008566	El004G201450	ESY2_g34018_DN3_SP8_c0.t1
OG0008567	El004G200510	ESY2_g33945_DN3_SP0_c0.t1
OG0008568	El004G200600	ESY2_g33956_DN3_SP0_c0.t1
OG0008569	El005G266920	ESY3_g28150_DN3_SP0_c0.t1
OG0008570	El004G199840	ESY2_g33888_DN3_SP8_c0.t1
OG0008571	El004G199710	ESY2_g33869_DN3_SP0_c0.t1
OG0008572	El004G199610	ESY2_g33864_DN3_SP0_c0.t1
OG0008573	El004G199320	ESY2_g33834_DN3_SP8_c0.t1, ESY5_g3661_DN3_SP0_c0.t1
OG0008574	El004G199280	ESY2_g33829_DN3_SP0_c0.t1
OG0008575	El004G199250	ESY2_g33826_DN3_SP3_c0.t1
OG0008576	El004G198990	ESY2_g33787_DN3_SP8_c0.t1, ESY5_g3698_DN3_SP2_c0.t1
OG0008577	El002G095180	ESY5_g3724_DN3_SP7_c0.t1
OG0008578	El002G099250	ESY5_g2888_DN3_SP0_c0.t1
OG0008579	El001G036550	ESY10_g14597_DN3_SP0_c0.t1
OG0008580	El001G036770	ESY10_g14551_DN3_SP0_c0.t1, ESY18_g63747_DN2_SP0_c0.t1
OG0008581	El001G036890	ESY10_g14519_DN3_SP0_c0.t1
OG0008582	El001G037540	ESY10_g14399_DN3_SP8_c0.t1
OG0008583	El001G037940	ESY10_g14336_DN3_SP0_c0.t1
OG0008584	El001G038570	ESY10_g14201_DN3_SP7_c0.t1
OG0008585	El001G038870	ESY10_g14146_DN3_SP8_c0.t1
OG0008586	El001G039420	ESY10_g14053_DN2_SP0_c0.t1
OG0008587	El001G039970	ESY10_g14017_DN3_SP0_c0.t1
OG0008588	El001G040070	ESY10_g14001_DN3_SP4_c0.t1
OG0008589	El001G040340	ESY10_g13977_DN3_SP1_c0.t1
OG0008590	El001G040880	ESY10_g13914_DN2_SP0_c0.t1
OG0008591	El001G041130	ESY10_g13838_DN3_SP8_c0.t1
OG0008592	El001G041450	ESY10_g13819_DN3_SP4_c0.t1
OG0008593	El001G041470	ESY10_g13816_DN3_SP1_c0.t1
OG0008594	El001G041840	ESY10_g13763_DN3_SP7_c0.t1
OG0008595	El001G042060	ESY10_g13724_DN3_SP1_c0.t1
OG0008596	El001G042180	ESY10_g13715_DN3_SP1_c0.t1
OG0008597	El001G042740	ESY21_g55722_DN3_SP8_c0.t1
OG0008598	El001G042750	ESY21_g55717_DN3_SP8_c0.t1
OG0008599	El001G043590	ESY21_g55425_DN2_SP0_c0.t1
OG0008600	El001G043640	ESY21_g55411_DN3_SP0_c0.t1
OG0008601	El001G044140	ESY21_g55255_DN3_SP0_c0.t1
OG0008602	El001G044250	ESY21_g55236_DN2_SP0_c0.t1
OG0008603	El001G044300	ESY21_g55193_DN3_SP8_c20.t1
OG0008604	El001G045440, El001G045400, El001G045430	ESY2_g34584_DN2_SP0_c0.t1
OG0008605	El001G045470	ESY2_g34587_DN3_SP0_c0.t1
OG0008606	El004G215520	ESY2_g35251_DN3_SP8_c0.t1
OG0008607	El001G038980	ESY2_g35276_DN2_SP0_c0.t1
OG0008608	El004G214210	ESY2_g35316_DN3_SP8_c0.t1
OG0008609	El004G212840	ESY2_g34383_DN3_SP8_c0.t1
OG0008610	El004G193830	ESY2_g33311_DN3_SP7_c0.t1
OG0008612	El004G194220	ESY2_g33292_DN3_SP8_c0.t1
OG0008613	El004G194290	ESY2_g33297_DN3_SP0_c0.t1
OG0008614	El004G194770	ESY2_g33346_DN3_SP3_c0.t1
OG0008615	El004G195090	ESY2_g33358_DN3_SP6_c0.t1
OG0008616	El004G195280, El004G195410	ESY4_g24091_DN3_SP1_c0.t1, ESY2_g33392_DN2_SP0_c0.t1
OG0008617	El004G196270, El004G196300	ESY2_g33531_DN3_SP8_c0.t1
OG0008618	El004G196280, El004G196290, El001G051770	ESY2_g33527_DN3_SP0_c0.t1
OG0008619	El004G196970	ESY2_g33589_DN3_SP0_c0.t1
OG0008620	El004G197760	ESY2_g33645_DN3_SP8_c0.t1
OG0008621	El005G248450	ESY3_g30097_DN3_SP0_c0.t1
OG0008622	El007G334220	ESY6_g48437_DN3_SP0_c0.t1
OG0008624	El006G288430	ESY12_g51027_DN3_SP0_c0.t1
OG0008625	El006G288340	ESY12_g51042_DN1_SP0_c0.t1, ESY12_g51041_DN3_SP1_c0.t1
OG0008626	El005G244490	ESY3_g30913_DN3_SP8_c0.t1
OG0008627	El001G079070	ESY8_g59210_DN3_SP0_c0.t1
OG0008628	El005G245590	ESY3_g31059_DN3_SP7_c0.t1
OG0008629	El005G246070	ESY3_g31140_DN3_SP0_c0.t1
OG0008630	El005G246270	ESY3_g31172_DN3_SP0_c0.t1
OG0008631	El005G246380	ESY3_g31183_DN3_SP0_c30.t1
OG0008632	El005G247040	ESY3_g31262_DN3_SP8_c0.t1
OG0008633	El005G247110	ESY3_g31270_DN3_SP8_c0.t1
OG0008634	El005G247640	ESY3_g31303_DN3_SP0_c0.t1
OG0008635	El005G247740	ESY3_g31293_DN3_SP8_c0.t1
OG0008636	El005G247750	ESY3_g31329_DN3_SP0_c0.t1
OG0008637	El005G248000	ESY3_g31336_DN3_SP8_c0.t1
OG0008638	El005G248170	ESY3_g30066_DN3_SP8_c0.t1
OG0008639	El007G344780	ESY15_g65188_DN3_SP1_c0.t1
OG0008640	El007G344140	ESY24_g33080_DN3_SP2_c0.t1
OG0008641	El007G343900	ESY9_g42980_DN3_SP0_c0.t1, ESY24_g33019_DN3_SP0_c0.t1
OG0008643	El007G343310	ESY24_g33237_DN3_SP8_c0.t1
OG0008644	El007G343280	ESY24_g33228_DN3_SP0_c0.t1
OG0008645	El007G343100	ESY11_g52348_DN3_SP0_c0.t1
OG0008646	El007G342130	ESY6_g46489_DN3_SP0_c0.t1
OG0008647	El007G341990	ESY6_g49410_DN3_SP0_c0.t1
OG0008648	El007G340850	ESY6_g46871_DN3_SP8_c0.t1
OG0008649	El007G340500	ESY6_g47169_DN3_SP8_c0.t1
OG0008650	El007G340000	ESY6_g47230_DN3_SP8_c0.t1
OG0008651	El007G340150	ESY6_g47202_DN3_SP5_c0.t1
OG0008652	El007G340200	ESY6_g47188_DN3_SP0_c0.t1
OG0008653	El007G339620	ESY6_g47416_DN2_SP0_c0.t1
OG0008654	El007G339600	ESY6_g47419_DN3_SP0_c0.t1
OG0008655	El007G339470	ESY6_g47461_DN3_SP7_c0.t1
OG0008656	El007G339450	ESY6_g47481_DN1_SP0_c0.t1
OG0008657	El007G338560	ESY6_g47601_DN3_SP7_c0.t1
OG0008658	El007G338950	ESY6_g47506_DN3_SP0_c0.t1
OG0008659	El007G338370	ESY6_g47616_DN3_SP7_c0.t1
OG0008660	El007G338110	ESY6_g47628_DN3_SP7_c0.t1
OG0008662	El007G337340	ESY6_g47972_DN3_SP0_c0.t1
OG0008663	El007G337130, El007G337150	ESY6_g47987_DN3_SP8_c0.t1
OG0008664	El007G337020	ESY6_g48003_DN3_SP3_c0.t1
OG0008665	El007G336610	ESY6_g48056_DN3_SP0_c0.t1
OG0008666	El007G336500	ESY6_g48068_DN3_SP0_c0.t1
OG0008667	El007G336490	ESY6_g48069_DN1_SP0_c0.t1
OG0008668	El007G336040	ESY6_g48161_DN3_SP7_c0.t1
OG0008669	El007G335770	ESY6_g48210_DN3_SP0_c0.t1
OG0008670	El007G335750	ESY6_g48212_DN3_SP0_c0.t1
OG0008671	El007G335390	ESY6_g48271_DN3_SP0_c0.t1
OG0008672	El007G335200	ESY6_g48294_DN3_SP1_c0.t1
OG0008673	El007G335180	ESY6_g48296_DN3_SP8_c0.t1
OG0008674	El007G334910	ESY6_g48359_DN3_SP0_c0.t1
OG0008675	El007G334710	ESY6_g48381_DN3_SP8_c0.t1
OG0008676	El007G334600	ESY6_g48402_DN2_SP0_c0.t1
OG0008677	El007G334400	ESY6_g48423_DN3_SP8_c0.t1
OG0008678	El007G333980	ESY6_g48473_DN3_SP0_c0.t1
OG0008679	El007G333690	ESY6_g48523_DN3_SP0_c0.t1
OG0008680	El007G333520	ESY6_g48543_DN3_SP8_c0.t1
OG0008681	El007G333510	ESY6_g48544_DN3_SP0_c0.t1
OG0008682	El007G351680	ESY15_g65080_DN3_SP6_c0.t1
OG0008683	El007G351280	ESY15_g64844_DN3_SP8_c0.t1
OG0008684	El007G351260	ESY15_g64860_DN3_SP0_c0.t1
OG0008685	El001G068400	ESY7_g18428_DN3_SP8_c0.t1
OG0008686	El001G068420	ESY7_g18426_DN3_SP8_c0.t1
OG0008687	El001G068630	ESY7_g18403_DN3_SP8_c0.t1
OG0008688	El001G068670	ESY7_g18397_DN3_SP8_c0.t1
OG0008689	El001G068690	ESY7_g18395_DN3_SP0_c0.t1
OG0008690	El001G068750	ESY7_g18390_DN3_SP7_c0.t1
OG0008691	El001G069160	ESY7_g18338_DN3_SP0_c0.t1
OG0008692	El001G069180	ESY7_g18337_DN3_SP5_c0.t1
OG0008693	El001G069330	ESY7_g18317_DN3_SP0_c0.t1
OG0008694	El001G069560	ESY7_g18281_DN3_SP8_c0.t1
OG0008695	El001G069700	ESY7_g18257_DN3_SP8_c0.t1
OG0008696	El002G131760, El001G069730	ESY7_g18252_DN3_SP0_c0.t1
OG0008697	El001G069840	ESY4_g25767_DN2_SP0_c0.t1
OG0008698	El001G070360	ESY7_g18165_DN3_SP3_c0.t1
OG0008699	El001G071190	ESY7_g18077_DN3_SP8_c0.t1
OG0008700	El001G071470	ESY7_g18043_DN3_SP0_c0.t1
OG0008701	El001G071620	ESY7_g18020_DN3_SP0_c0.t1
OG0008702	El001G071870	ESY7_g17981_DN3_SP0_c0.t1
OG0008703	El001G072160	ESY7_g17931_DN3_SP1_c0.t1
OG0008704	El001G072360	ESY7_g17896_DN3_SP0_c0.t1
OG0008705	El001G072440	ESY7_g17877_DN3_SP2_c0.t1
OG0008706	El001G072740	ESY7_g17821_DN3_SP2_c0.t1
OG0008707	El001G073050	ESY7_g17779_DN3_SP0_c0.t1
OG0008708	El001G073100	ESY7_g17771_DN3_SP8_c0.t1
OG0008709	El001G073330	ESY7_g18688_DN3_SP8_c0.t1
OG0008710	El001G073560	ESY7_g18659_DN3_SP0_c0.t1
OG0008711	El001G073850	ESY7_g18616_DN3_SP0_c0.t1
OG0008712	El001G073890	ESY7_g18613_DN3_SP8_c0.t1
OG0008713	El001G074000	ESY7_g18603_DN2_SP0_c0.t1
OG0008714	El001G074180	ESY7_g18563_DN3_SP0_c0.t1
OG0008715	El003G169880	ESY9_g42422_DN3_SP4_c0.t1
OG0008716	El003G169260	ESY9_g42478_DN3_SP6_c0.t1
OG0008717	El003G169210	ESY9_g42485_DN3_SP2_c0.t1
OG0008718	El003G169090	ESY9_g42499_DN3_SP0_c0.t1
OG0008719	El003G169020	ESY9_g42501_DN3_SP0_c0.t1
OG0008720	El003G169010	ESY9_g42502_DN3_SP0_c0.t1
OG0008721	El003G168840	ESY9_g42530_DN3_SP0_c0.t1
OG0008722	El003G168580	ESY9_g42590_DN3_SP0_c6.t1, ESY9_g42589_DN3_SP0_c5.t1, ESY3_g28676_DN3_SP0_c0.t1, ESY3_g28675_DN3_SP0_c0.t1
OG0008724	El007G363380	ESY9_g42885_DN3_SP0_c0.t1
OG0008725	El003G167010	ESY9_g42887_DN3_SP0_c0.t1
OG0008726	El003G166960	ESY9_g42897_DN3_SP0_c0.t1
OG0008728	El003G166500	ESY9_g42983_DN3_SP7_c0.t1
OG0008729	El003G166390	ESY9_g43006_DN3_SP0_c0.t1
OG0008730	El003G165850	ESY9_g43222_DN3_SP0_c0.t1, ESY9_g43227_DN3_SP0_c0.t1
OG0008731	El003G165800	ESY9_g43232_DN3_SP6_c0.t1
OG0008732	El003G165620	ESY9_g43260_DN3_SP0_c0.t1
OG0008733	El003G165350	ESY7_g16587_DN3_SP0_c0.t1, ESY9_g43316_DN3_SP0_c0.t1
OG0008734	El003G165040	ESY9_g43401_DN3_SP0_c0.t1
OG0008735	El003G164870	ESY9_g43442_DN3_SP8_c0.t1
OG0008736	El003G164600	ESY1_g10904_DN1_SP0_c0.t1, ESY9_g43538_DN3_SP8_c0.t1
OG0008737	El003G164090	ESY9_g43571_DN3_SP1_c0.t1
OG0008738	El003G162900	ESY9_g43798_DN2_SP0_c0.t1
OG0008739	El001G006360	ESY18_g62995_DN3_SP0_c0.t1
OG0008740	El003G162770	ESY26_g42245_DN3_SP5_c0.t1
OG0008741	El003G162610	ESY26_g42323_DN3_SP0_c0.t1
OG0008742	El003G162470	ESY26_g42359_DN3_SP0_c0.t1
OG0008743	El003G162440	ESY26_g42366_DN3_SP8_c0.t1
OG0008744	El003G162240	ESY23_g32_DN3_SP8_c0.t1
OG0008746	El004G222110	ESY2_g35566_DN3_SP0_c0.t1
OG0008747	El003G161070	ESY23_g296_DN3_SP2_c0.t1
OG0008748	El001G009010	ESY25_g62577_DN3_SP2_c0.t1
OG0008749	El002G121400	ESY14_g20388_DN2_SP0_c0.t1
OG0008750	El002G122290	ESY14_g19990_DN2_SP0_c0.t1, ESY14_g19991_DN2_SP0_c0.t1
OG0008751	El002G122620, El002G122630	ESY14_g20548_DN3_SP1_c0.t1
OG0008752	El002G122930	ESY9_g43269_DN3_SP0_c6.t1
OG0008753	El002G123410	ESY14_g20621_DN3_SP8_c0.t1
OG0008754	El002G123860	ESY14_g20738_DN3_SP0_c0.t1
OG0008755	El002G128110	ESY14_g21525_DN3_SP1_c0.t1
OG0008756	El002G128070	ESY14_g20874_DN3_SP8_c0.t1
OG0008757	El002G113240	ESY4_g22494_DN3_SP0_c0.t1
OG0008759	El002G113560	ESY10_g14902_DN3_SP0_c0.t1
OG0008760	El002G113920	ESY4_g22858_DN3_SP0_c0.t1
OG0008761	El004G225630	ESY2_g35926_DN3_SP8_c0.t1
OG0008762	El002G115130	ESY4_g23098_DN3_SP0_c0.t1
OG0008763	El002G115170	ESY4_g23126_DN2_SP3_c0.t1
OG0008764	El002G115780	ESY4_g23300_DN3_SP0_c0.t1
OG0008765	El002G117310	ESY4_g23691_DN3_SP2_c0.t1
OG0008766	El002G117580	ESY16_g62067_DN3_SP8_c0.t1
OG0008767	El002G117630	ESY16_g62046_DN3_SP0_c0.t1
OG0008768	El002G118000	ESY16_g62020_DN3_SP5_c0.t1
OG0008769	El003G146510	ESY4_g25295_DN3_SP1_c0.t1
OG0008770	El003G146460	ESY4_g26015_DN3_SP0_c0.t1
OG0008771	El003G146170	ESY4_g26125_DN3_SP0_c0.t1
OG0008772	El001G002700, El003G145710	ESY4_g26246_DN3_SP0_c0.t1
OG0008773	El003G145440	ESY4_g26307_DN3_SP7_c0.t1
OG0008774	El003G145140	ESY4_g26405_DN3_SP8_c0.t1
OG0008775	El003G145010	ESY4_g26426_DN3_SP0_c0.t1
OG0008776	El003G144950	ESY4_g26460_DN3_SP8_c0.t1
OG0008777	El003G144900	ESY4_g26468_DN3_SP0_c0.t1
OG0008778	El003G144280	ESY4_g26582_DN2_SP1_c0.t1
OG0008779	El003G144240	ESY4_g26584_DN3_SP5_c0.t1
OG0008780	El003G143960	ESY4_g26612_DN3_SP8_c0.t1
OG0008782	El003G143760	ESY4_g26643_DN3_SP0_c0.t1
OG0008783	El003G143470	ESY4_g26704_DN2_SP0_c0.t1
OG0008784	El003G142740	ESY4_g26792_DN3_SP0_c0.t1
OG0008785	El003G156510	ESY16_g62147_DN3_SP8_c0.t1
OG0008786	El003G184150	ESY17_g40003_DN3_SP1_c0.t1
OG0008788	El003G186850	ESY8_g61155_DN3_SP8_c0.t1
OG0008790	El003G188960	ESY8_g60891_DN3_SP7_c0.t1
OG0008791	El002G117990	ESY16_g62022_DN3_SP4_c0.t1
OG0008792	El001G076600	ESY7_g18886_DN3_SP0_c0.t1
OG0008793	El002G119480	ESY16_g61763_DN3_SP7_c0.t1
OG0008794	El006G295370	ESY3_g30061_DN3_SP0_c0.t1
OG0008795	El001G009980	ESY19_g41581_DN2_SP0_c0.t1
OG0008796	El006G297860	ESY1_g5917_DN3_SP4_c0.t1
OG0008798	El007G358070	ESY1_g6178_DN3_SP8_c0.t1
OG0008799	El007G358000	ESY3_g31170_DN3_SP0_c0.t1
OG0008800	El006G282610	ESY12_g51831_DN3_SP0_c0.t1
OG0008801	El007G355410, El007G355490	ESY1_g12075_DN3_SP0_c0.t1
OG0008802	El001G008990	ESY18_g64192_DN3_SP8_c0.t1
OG0008803	El001G007860	ESY4_g22498_DN3_SP8_c0.t1
OG0008805	El001G006460	ESY18_g63000_DN3_SP2_c0.t1
OG0008806	El001G006220	ESY18_g62972_DN3_SP0_c0.t1
OG0008807	El001G006180	ESY18_g62938_DN3_SP8_c0.t1
OG0008808	El001G006010	ESY7_g16087_DN3_SP0_c0.t1
OG0008809	El001G005150	ESY7_g16358_DN3_SP8_c0.t1
OG0008810	El001G004780	ESY7_g16454_DN2_SP5_c0.t1
OG0008811	El001G004720, El003G164820	ESY7_g16478_DN3_SP2_c0.t1
OG0008812	El007G360990	ESY7_g16588_DN3_SP8_c0.t1
OG0008813	El007G361080	ESY7_g16603_DN3_SP1_c0.t1
OG0008814	El007G361560	ESY7_g16663_DN3_SP8_c0.t1
OG0008815	El007G362050	ESY7_g16722_DN3_SP5_c0.t1
OG0008816	El007G363290	ESY7_g16779_DN3_SP0_c0.t1
OG0008817	El007G364100	ESY7_g16855_DN3_SP0_c0.t1
OG0008818	El007G364160	ESY7_g16862_DN3_SP3_c0.t1
OG0008819	El007G365670	ESY10_g14982_DN3_SP0_c0.t1
OG0008820	El007G365730	ESY10_g14969_DN2_SP0_c0.t1
OG0008821	El007G366000	ESY10_g14912_DN3_SP8_c0.t1
OG0008822	El007G366870	ESY10_g14755_DN3_SP2_c0.t1
OG0008823	El007G366880	ESY10_g14754_DN3_SP0_c1.t1
OG0008824	El003G183350	ESY6_g50505_DN3_SP8_c28.t1
OG0008825	El003G179660	ESY17_g39774_DN2_SP6_c0.t1
OG0008826	El003G178340	ESY17_g39141_DN2_SP0_c0.t1, ESY3_g30550_DN2_SP0_c0.t1
OG0008827	El003G178180	ESY17_g39948_DN3_SP1_c0.t1
OG0008828	El008G368830, El003G177530	ESY5_g2772_DN3_SP0_c0.t1
OG0008829	El005G267320	ESY3_g28058_DN3_SP8_c0.t1
OG0008830	El003G175670	ESY15_g65512_DN3_SP0_c0.t1
OG0008831	El003G175260	ESY15_g65453_DN3_SP8_c0.t1
OG0008832	El003G175170	ESY28_g55052_DN3_SP8_c0.t1
OG0008833	El003G174390	ESY22_g40824_DN3_SP2_c0.t1
OG0008834	El003G173800, El003G173470	ESY22_g41064_DN3_SP0_c0.t1
OG0008835	El003G173620	ESY22_g41123_DN2_SP0_c0.t1
OG0008836	El003G172870	ESY2_g38853_DN3_SP0_c0.t1
OG0008837	El003G172790	ESY2_g38803_DN3_SP8_c0.t1
OG0008838	El003G190790	ESY8_g60349_DN3_SP0_c0.t1
OG0008839	El003G192120, El001G011300	ESY8_g60154_DN3_SP0_c0.t1
OG0008840	El003G191600	ESY8_g60273_DN3_SP8_c0.t1
OG0008841	El003G192210	ESY8_g60143_DN3_SP0_c0.t1
OG0008842	El003G192180	ESY8_g60144_DN3_SP2_c0.t1
OG0008843	El003G193040	ESY8_g60066_DN3_SP0_c0.t1
OG0008844	El003G193390	ESY8_g58370_DN3_SP1_c0.t1
OG0008845	El003G193470	ESY8_g59993_DN3_SP8_c0.t1
OG0008846	El006G279800	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1
OG0008847	El006G279850	ESY12_g52308_DN3_SP7_c0.t1
OG0008848	El004G198820, El006G279900	ESY12_g52304_DN3_SP8_c0.t1
OG0008849	El006G281190	ESY12_g51636_DN3_SP4_c0.t1
OG0008850	El006G281270	ESY12_g51658_DN3_SP0_c0.t1
OG0008851	El006G281460	ESY12_g51676_DN3_SP0_c0.t1
OG0008852	El006G281950	ESY12_g51740_DN3_SP0_c0.t1
OG0008853	El006G282040	ESY12_g51754_DN1_SP0_c0.t1
OG0008854	El006G282590	ESY12_g51829_DN3_SP3_c0.t1
OG0008855	El006G283000	ESY12_g51890_DN3_SP1_c0.t1
OG0008856	El006G283200	ESY12_g51933_DN3_SP8_c0.t1
OG0008857	El006G283350	ESY12_g51941_DN3_SP7_c0.t1
OG0008858	El006G283420	ESY12_g51974_DN3_SP3_c0.t1
OG0008859	El001G031920	ESY1_g12015_DN2_SP0_c0.t1
OG0008860	El006G284590	ESY12_g52113_DN3_SP0_c0.t1
OG0008861	El006G284760	ESY12_g52130_DN1_SP0_c0.t1, ESY12_g52133_DN3_SP0_c7.t1
OG0008862	El006G284800	ESY12_g52138_DN2_SP0_c0.t1
OG0008863	El006G284810	ESY12_g52140_DN1_SP0_c0.t1
OG0008864	El006G285010	ESY12_g52168_DN3_SP0_c0.t1
OG0008865	El006G285570	ESY12_g51488_DN3_SP8_c0.t1
OG0008866	El006G285830	ESY12_g51532_DN3_SP0_c0.t1
OG0008867	El001G030680	ESY1_g11294_DN3_SP6_c0.t1
OG0008868	El001G045560, El006G286320	ESY12_g51585_DN3_SP2_c6.t1
OG0008869	El006G286680	ESY12_g51332_DN2_SP0_c0.t1
OG0008870	El006G286720	ESY12_g51323_DN3_SP0_c0.t1
OG0008871	El006G286750	ESY12_g51310_DN3_SP0_c0.t1
OG0008872	El001G069880	ESY7_g18231_DN3_SP0_c0.t1
OG0008873	El006G287370	ESY12_g51241_DN3_SP0_c0.t1
OG0008874	El006G287660	ESY12_g51210_DN3_SP8_c0.t1
OG0008875	El006G287890	ESY12_g51153_DN3_SP5_c0.t1
OG0008876	El006G287910	ESY12_g51148_DN3_SP0_c0.t1
OG0008877	El001G081520	ESY7_g19593_DN3_SP8_c0.t1
OG0008878	El001G081420, El001G044610	ESY7_g19581_DN3_SP0_c0.t1
OG0008879	El001G081340	ESY7_g19576_DN3_SP8_c0.t1
OG0008880	El001G081220	ESY7_g19559_DN3_SP2_c0.t1, ESY1_g11192_DN2_SP0_c0.t1
OG0008881	El001G080710	ESY7_g19489_DN3_SP5_c0.t1
OG0008882	El001G080180	ESY7_g19446_DN2_SP0_c0.t1
OG0008883	El001G079780	ESY7_g19376_DN3_SP0_c0.t1
OG0008884	El001G079020	ESY7_g19239_DN3_SP0_c0.t1
OG0008885	El001G078910	ESY7_g19223_DN3_SP8_c8.t1
OG0008886	El001G078740	ESY7_g19203_DN3_SP5_c0.t1
OG0008887	El001G078410, El001G078400	ESY7_g19150_DN3_SP0_c0.t1
OG0008888	El001G060950	ESY6_g49873_DN3_SP8_c0.t1
OG0008889	El001G060580	ESY6_g49854_DN3_SP0_c0.t1
OG0008890	El001G060520	ESY6_g49857_DN2_SP0_c0.t1
OG0008891	El001G060450	ESY6_g49303_DN3_SP8_c14.t1
OG0008892	El001G060020	ESY6_g49246_DN3_SP0_c0.t1
OG0008893	El001G059990	ESY6_g49243_DN3_SP7_c0.t1
OG0008895	El001G059530	ESY6_g49194_DN3_SP8_c0.t1
OG0008896	El006G312340, El007G330060	ESY6_g49591_DN3_SP6_c0.t1
OG0008897	El001G059100	ESY6_g49152_DN3_SP4_c0.t1
OG0008898	El001G059080	ESY6_g49149_DN3_SP8_c0.t1
OG0008899	El001G058840	ESY6_g49126_DN3_SP0_c0.t1
OG0008900	El001G058770	ESY6_g49116_DN3_SP3_c0.t1
OG0008901	El001G058710	ESY6_g49110_DN2_SP4_c0.t1
OG0008902	El001G058550	ESY6_g49082_DN3_SP8_c0.t1
OG0008903	El001G058170	ESY6_g49033_DN3_SP8_c0.t1
OG0008904	El001G058120	ESY6_g49030_DN3_SP0_c0.t1
OG0008905	El001G057460	ESY6_g48985_DN3_SP8_c0.t1
OG0008906	El001G057160	ESY6_g48964_DN3_SP2_c0.t1
OG0008907	El007G330220	ESY6_g48950_DN3_SP8_c0.t1
OG0008908	El007G330720	ESY6_g48896_DN3_SP1_c0.t1
OG0008909	El007G326670	ESY6_g49607_DN3_SP8_c0.t1
OG0008910	El007G331000	ESY6_g48854_DN3_SP8_c0.t1
