Orthogroup	Erysimum_linariifolium	Arabis_alpina
OG0011040	El007G330510	Aa_G338290.h1.t1
OG0011041	El007G331810	Aa_G27930.h1.t1
OG0011042	El007G331670	Aa_G28110.h1.t1
OG0011043	El007G332370	Aa_G345670.h1.t1
OG0011044	El007G326940	Aa_G75930.h1.t1
OG0011045	El003G143750, El007G326690	Aa_G76130.h1.t1
OG0011046	El007G326330	Aa_G268400.h1.t1
OG0011047	El007G326320	Aa_G268410.h1.t1
OG0011048	El007G326250	Aa_G51690.h1.t1
OG0011049	El007G325790	Aa_G21060.h1.t1
OG0011050	El001G020670	Aa_G555490.h1.t1
OG0011051	El007G322880	Aa_G147060.h1.t1
OG0011052	El007G322870	Aa_G147050.h1.t1
OG0011053	El007G322560	Aa_G43780.h1.t1
OG0011054	El007G322240	Aa_G113960.h1.t1
OG0011055	El007G322080	Aa_G113810.h1.t1
OG0011056	El007G321880	Aa_G113650.h1.t1
OG0011057	El001G000670	Aa_G425570.h1.t1
OG0011058	El001G000660	Aa_G425580.h1.t1
OG0011059	El001G000470, El001G043240	Aa_G299930.h1.t1
OG0011060	El001G000350	Aa_G242260.h1.t1, Aa_G242300.h1.t1
OG0011061	El001G001380	Aa_G67750.h1.t1
OG0011062	El001G001660	Aa_G347460.h1.t1
OG0011063	El001G001740, El004G212590	Aa_G347390.h1.t1
OG0011064	El001G001750, El004G229960	Aa_G563090.h1.t1, Aa_G347380.h1.t1
OG0011066	El001G001850	Aa_G46820.h1.t1
OG0011067	El001G001900	Aa_G46790.h1.t1
OG0011068	El001G002090	Aa_G46680.h1.t1
OG0011069	El001G002030	Aa_G46610.h1.t1
OG0011070	El001G002310	Aa_G191400.h1.t1
OG0011071	El001G002740	Aa_G191620.h1.t1
OG0011072	El001G002960	Aa_G99610.h1.t1
OG0011073	El001G003000	Aa_G588700.h1.t1
OG0011074	El001G003080	Aa_G179940.h1.t1
OG0011075	El001G003500	Aa_G188920.h1.t1
OG0011076	El001G003440	Aa_G188880.h1.t1
OG0011077	El001G004140	Aa_G384410.h1.t1
OG0011078	El007G359780	Aa_G89770.h1.t1
OG0011079	El006G299050	Aa_G404590.h1.t1
OG0011080	El003G151920	Aa_G242340.h1.t1
OG0011081	El006G299250	Aa_G148540.h1.t1
OG0011082	El006G299100	Aa_G148690.h1.t1
OG0011083	El006G299090	Aa_G148700.h1.t1
OG0011084	El006G300120	Aa_G346370.h1.t1
OG0011085	El006G301290	Aa_G359460.h1.t1
OG0011086	El006G301600, El006G279760	Aa_G555090.h1.t1
OG0011087	El006G302130	Aa_G159360.h1.t1
OG0011088	El006G303040	Aa_G477900.h1.t1
OG0011089	El006G303320	Aa_G199770.h1.t1, Aa_G142670.h1.t1
OG0011090	El006G303640	Aa_G465370.h1.t1
OG0011091	El006G304380	Aa_G243180.h1.t1, Aa_G243160.h1.t1
OG0011092	El006G304960	Aa_G60070.h1.t1
OG0011093	El006G305410, El006G305400	Aa_G18070.h1.t1
OG0011094	El006G305500	Aa_G502960.h1.t1
OG0011095	El006G305790	Aa_G326580.h1.t1
OG0011096	El006G306550	Aa_G393060.h1.t1
OG0011097	El006G308640, El006G309310	Aa_G432300.h1.t1
OG0011098	El006G307300	Aa_G342500.h1.t1
OG0011099	El006G308710	Aa_G236360.h1.t1
OG0011100	El006G309200	Aa_G594390.h1.t1
OG0011101	El007G349150, El007G349200, El007G349140	Aa_G102170.h1.t1
OG0011102	El001G072150	Aa_G36220.h1.t1
OG0011103	El002G112180	Aa_G233540.h1.t1
OG0011105	El003G157370	Aa_G363770.h1.t1
OG0011106	El005G235680	Aa_G326900.h1.t1
OG0011107	El005G235570	Aa_G593130.h1.t1, Aa_G491180.h1.t1, Aa_G253420.h1.t1
OG0011108	El005G235300	Aa_G52680.h1.t1
OG0011109	El006G302690	Aa_G597510.h1.t1
OG0011110	El005G234860	Aa_G52300.h1.t1
OG0011111	El006G287970	Aa_G188520.h1.t1
OG0011112	El006G287980	Aa_G124090.h1.t1
OG0011114	El003G157590	Aa_G86650.h1.t1
OG0011115	El003G157600	Aa_G86660.h1.t1
OG0011116	El003G157690	Aa_G618300.h1.t1
OG0011117	El005G236920	Aa_G42220.h1.t1
OG0011118	El005G236990	Aa_G250410.h1.t1
OG0011120	El001G060620	Aa_G181180.h1.t1
OG0011121	El005G238210	Aa_G45080.h1.t1
OG0011122	El005G239020	Aa_G304920.h1.t1
OG0011123	El005G239940	Aa_G719860.h1.t1, Aa_G4850.h1.t1
OG0011124	El005G239830	Aa_G4730.h1.t1
OG0011125	El005G240030	Aa_G4940.h1.t1, Aa_G4930.h1.t1
OG0011127	El005G240850	Aa_G269330.h1.t1
OG0011128	El005G241170	Aa_G163180.h1.t1
OG0011129	El005G241260	Aa_G163120.h1.t1
OG0011130	El005G270170	Aa_G196690.h1.t1
OG0011131	El005G241600	Aa_G49790.h1.t1
OG0011132	El005G242730	Aa_G28510.h1.t1
OG0011133	El005G243430	Aa_G258660.h1.t1
OG0011134	El005G243600	Aa_G302080.h1.t1
OG0011135	El005G244090	Aa_G24150.h1.t1
OG0011136	El005G244100	Aa_G24140.h1.t1
OG0011137	El006G289050	Aa_G717050.h2.t1, Aa_G717050.h1.t1
OG0011138	El006G289760	Aa_G292260.h1.t1
OG0011139	El006G290100	Aa_G451110.h1.t1
OG0011140	El001G036940, El006G291090	Aa_G216860.h1.t1
OG0011141	El006G291350	Aa_G594370.h1.t1
OG0011142	El006G294870	Aa_G354190.h1.t1
OG0011143	El006G294610	Aa_G282180.h1.t1
OG0011144	El006G293550	Aa_G135680.h1.t1
OG0011145	El006G293150	Aa_G30070.h1.t1
OG0011146	El006G293030	Aa_G249290.h1.t1
OG0011147	El006G292670	Aa_G487710.h1.t1
OG0011148	El007G344970	Aa_G619750.h1.t1
OG0011149	El006G292360	Aa_G150930.h1.t1
OG0011150	El006G291980	Aa_G66260.h1.t1
OG0011155	El002G100120	Aa_G179820.h1.t1
OG0011157	El002G101290	Aa_G349090.h1.t1, Aa_G319330.h1.t1
OG0011158	El002G101310	Aa_G349070.h1.t1
OG0011159	El002G101800	Aa_G278330.h1.t1
OG0011160	El002G101840	Aa_G278300.h1.t1
OG0011161	El002G102040	Aa_G557370.h1.t1
OG0011162	El002G103900	Aa_G655360.h1.t1
OG0011164	El002G104430	Aa_G266380.h1.t1
OG0011165	El002G104660	Aa_G612220.h1.t1
OG0011167	El002G106310	Aa_G532570.h1.t1
OG0011168	El002G108050	Aa_G121910.h1.t1
OG0011169	El002G109150	Aa_G487240.h1.t1
OG0011170	El002G109600	Aa_G281120.h1.t1
OG0011171	El002G109820	Aa_G126610.h1.t1
OG0011172	El002G110620, El002G110710	Aa_G254990.h1.t1
OG0011173	El002G111200	Aa_G814390.h1.t1
OG0011175	El002G112030	Aa_G442250.h1.t1
OG0011176	El002G112110	Aa_G442210.h1.t1
OG0011177	El002G112310	Aa_G233480.h1.t1
OG0011178	El002G112460	Aa_G431820.h1.t1
OG0011179	El002G112500	Aa_G474460.h1.t1
OG0011180	El002G112770, El003G170590	Aa_G61790.h1.t1
OG0011181	El002G113020, El006G296170	Aa_G181360.h1.t1
OG0011182	El004G217490	Aa_G29160.h1.t1
OG0011183	El004G222080, El002G083150	Aa_G130220.h1.t1, Aa_G130230.h1.t1, Aa_G291130.h1.t1
OG0011184	El002G113120	Aa_G415720.h1.t1
OG0011185	El003G181870	Aa_G205330.h1.t1
OG0011186	El003G159450	Aa_G7900.h1.t1, Aa_G166570.h1.t1, Aa_G353780.h1.t1
OG0011187	El003G158890	Aa_G29680.h1.t1
OG0011190	El003G190620, El003G191090, El003G190470	Aa_G151430.h1.t1, Aa_G151460.h1.t1
OG0011191	El006G317560	Aa_G162580.h1.t1
OG0011192	El006G318150	Aa_G11920.h1.t1
OG0011193	El006G318210	Aa_G11860.h1.t1
OG0011194	El006G319260	Aa_G428720.h1.t1
OG0011195	El006G320240	Aa_G100230.h1.t1
OG0011196	El006G320450	Aa_G651760.h1.t1
OG0011197	El006G320690	Aa_G77590.h1.t1
OG0011198	El006G321540	Aa_G10130.h1.t1
OG0011199	El002G098240	Aa_G93090.h1.t1
OG0011200	El002G098160	Aa_G92990.h1.t1
OG0011202	El002G097760, El002G097580	Aa_G569580.h1.t1
OG0011203	El002G097370	Aa_G118570.h1.t1
OG0011204	El002G096520	Aa_G26580.h1.t1
OG0011207	El002G095370	Aa_G298990.h1.t1
OG0011208	El002G095170	Aa_G338910.h1.t1
OG0011209	El002G094790	Aa_G469900.h1.t1
OG0011210	El002G093960	Aa_G43400.h1.t1
OG0011211	El002G093490	Aa_G564000.h1.t1
OG0011212	El002G093280	Aa_G446470.h1.t1
OG0011213	El002G093020	Aa_G171330.h1.t1, Aa_G491470.h1.t1
OG0011214	El002G091800	Aa_G19250.h1.t1
OG0011215	El003G170610	Aa_G406640.h1.t1
OG0011216	El003G178190, El002G091620	Aa_G80670.h1.t1
OG0011217	El002G091400	Aa_G488160.h1.t1, Aa_G488160.h2.t1
OG0011218	El002G130950	Aa_G29490.h1.t1
OG0011219	El002G090810	Aa_G369450.h1.t1
OG0011220	El002G089840	Aa_G275800.h1.t1
OG0011221	El002G089740	Aa_G275910.h1.t1, Aa_G275900.h1.t1, Aa_G275920.h1.t1
OG0011222	El002G089280	Aa_G22320.h1.t1
OG0011223	El002G088750	Aa_G22880.h1.t1
OG0011224	El002G088440	Aa_G140120.h1.t1
OG0011226	El002G088330	Aa_G140040.h1.t1
OG0011227	El002G088280	Aa_G139990.h1.t1
OG0011228	El002G087800	Aa_G79410.h1.t1
OG0011230	El002G087620	Aa_G767980.h1.t1
OG0011231	El002G086760	Aa_G477720.h1.t1
OG0011232	El002G086600	Aa_G38900.h1.t1
OG0011233	El002G085810	Aa_G655370.h1.t1
OG0011234	El002G085370	Aa_G134880.h1.t1
OG0011235	El002G085430	Aa_G134820.h1.t1
OG0011236	El002G085590	Aa_G134650.h1.t1
OG0011237	El002G085200	Aa_G135030.h1.t1
OG0011238	El002G085120	Aa_G135110.h1.t1
OG0011239	El002G085030	Aa_G358000.h1.t1, Aa_G741770.h1.t1
OG0011240	El002G084980	Aa_G358050.h1.t1
OG0011241	El002G084670	Aa_G6860.h1.t1
OG0011242	El002G084450	Aa_G6620.h1.t1
OG0011243	El002G084310	Aa_G6540.h1.t1
OG0011244	El002G084230	Aa_G6460.h1.t1
OG0011245	El002G083630	Aa_G290750.h1.t1
OG0011246	El002G082630	Aa_G106100.h1.t1
OG0011247	El001G067620	Aa_G354750.h1.t1
OG0011248	El001G067200	Aa_G72680.h1.t1
OG0011249	El001G067350	Aa_G72810.h1.t1
OG0011250	El001G067550	Aa_G354690.h1.t1
OG0011251	El001G066780	Aa_G7860.h1.t1
OG0011252	El001G062790, El001G066160	Aa_G321080.h1.t1
OG0011253	El001G064760, El001G064920	Aa_G539790.h1.t1
OG0011255	El001G064280, El001G044850	Aa_G728830.h1.t1
OG0011256	El001G063560	Aa_G264880.h1.t1
OG0011257	El001G063590	Aa_G264840.h1.t1
OG0011258	El001G062960	Aa_G106480.h1.t1
OG0011259	El004G218940	Aa_G286660.h1.t1
OG0011260	El001G062300	Aa_G416080.h1.t1
OG0011261	El001G062200	Aa_G449380.h1.t1
OG0011262	El001G062030	Aa_G372460.h1.t1
OG0011263	El001G061380	Aa_G120330.h1.t1
OG0011265	El001G051010	Aa_G189830.h1.t1
OG0011266	El001G050690	Aa_G146580.h1.t1
OG0011267	El001G050740	Aa_G146620.h1.t1
OG0011268	El001G050320	Aa_G120170.h1.t1
OG0011269	El001G049060, El007G349610	Aa_G251120.h1.t1
OG0011270	El001G047590	Aa_G458310.h1.t1, Aa_G565260.h1.t1
OG0011271	El001G047270	Aa_G577950.h1.t1
OG0011272	El007G345240	Aa_G296710.h1.t1
OG0011273	El007G345460	Aa_G619000.h1.t1
OG0011274	El007G346210	Aa_G9430.h1.t1
OG0011275	El007G346010	Aa_G589230.h1.t1
OG0011276	El007G348700, El001G044420	Aa_G28560.h1.t1
OG0011277	El001G068140	Aa_G717970.h1.t1
OG0011279	El001G075950	Aa_G209790.h1.t1
OG0011280	El005G264090	Aa_G195170.h1.t1
OG0011281	El001G076710	Aa_G464260.h1.t1
OG0011283	El001G076830	Aa_G170410.h1.t1
OG0011284	El001G076890	Aa_G170470.h1.t1, Aa_G243020.h1.t1
OG0011285	El005G248060	Aa_G40630.h1.t1
OG0011286	El001G078080	Aa_G73110.h1.t1
OG0011288	El001G052580	Aa_G539210.h1.t1
OG0011289	El001G052570	Aa_G539220.h1.t1
OG0011290	El001G052940	Aa_G70660.h1.t1
OG0011291	El001G053460	Aa_G267320.h1.t1
OG0011292	El001G054490, El001G064850	Aa_G169050.h1.t1
OG0011293	El001G054860, El001G054790, El001G054870, El001G054800	Aa_G392330.h1.t1
OG0011294	El001G055690	Aa_G46100.h1.t1
OG0011295	El001G055860	Aa_G46250.h1.t1
OG0011296	El001G056130	Aa_G475020.h1.t1
OG0011298	El007G329770	Aa_G94950.h1.t1
OG0011299	El007G329190	Aa_G401140.h1.t1
OG0011300	El007G327920	Aa_G621030.h1.t1
OG0011301	El007G332600	Aa_G148080.h1.t1
OG0011302	El007G332940, El007G332670, El007G332680	Aa_G147980.h1.t1
OG0011303	El007G333110	Aa_G344340.h1.t1
OG0011304	El007G333130	Aa_G344320.h1.t1
OG0011305	El007G333290	Aa_G344200.h1.t1
OG0011306	El001G021370	Aa_G451320.h1.t1
OG0011307	El001G020700	Aa_G473090.h1.t1
OG0011308	El001G020680	Aa_G555500.h1.t1
OG0011311	El001G020520	Aa_G109760.h1.t1
OG0011312	El001G019780	Aa_G52870.h1.t1
OG0011313	El001G018760	Aa_G712080.h1.t1, Aa_G411730.h1.t1
OG0011314	El001G018260	Aa_G737480.h1.t1
OG0011315	El001G018240	Aa_G523000.h1.t1
OG0011316	El001G017760	Aa_G343900.h1.t1
OG0011317	El002G097630	Aa_G30180.h1.t1
OG0011319	El001G015350	Aa_G318730.h1.t1
OG0011321	El001G013890	Aa_G208430.h1.t1
OG0011322	El001G012720	Aa_G115910.h1.t1
OG0011323	El002G123100	Aa_G490440.h1.t1
OG0011324	El001G049660, El001G012070	Aa_G490400.h1.t1
OG0011325	El003G191900	Aa_G924840.h1.t1, Aa_G427080.h1.t1
OG0011326	El004G218840	Aa_G218630.h1.t1
OG0011327	El004G218780	Aa_G218560.h1.t1
OG0011328	El004G218470	Aa_G285650.h1.t1
OG0011329	El004G219420	Aa_G423730.h1.t1
OG0011330	El004G219490	Aa_G159510.h1.t1
OG0011331	El004G220790	Aa_G540900.h1.t1
OG0011332	El004G220900	Aa_G585170.h1.t1
OG0011333	El004G223920	Aa_G259620.h1.t1, Aa_G697920.h1.t1
OG0011334	El004G222040	Aa_G101690.h1.t1
OG0011335	El004G222140	Aa_G17610.h1.t1
OG0011336	El004G222200	Aa_G17670.h1.t1
OG0011337	El004G222430	Aa_G163380.h1.t1
OG0011338	El004G222790	Aa_G214040.h1.t1
OG0011340	El004G223460	Aa_G149340.h1.t1
OG0011341	El004G223590	Aa_G245830.h1.t1
OG0011342	El004G223980	Aa_G1093280.h1.t1, Aa_G721800.h2.t1, Aa_G721800.h3.t1, Aa_G721800.h1.t1
OG0011344	El004G231560	Aa_G604310.h1.t1
OG0011346	El004G230480	Aa_G129250.h1.t1
OG0011348	El004G229230	Aa_G111220.h1.t1
OG0011349	El004G228360	Aa_G64940.h1.t1
OG0011350	El004G228330	Aa_G64910.h1.t1, Aa_G822040.h1.t1
OG0011351	El003G153320	Aa_G301250.h1.t1
OG0011352	El002G128960	Aa_G128390.h1.t1
OG0011353	El007G355370	Aa_G375650.h1.t1
OG0011354	El004G227890	Aa_G348760.h1.t1
OG0011355	El004G227690	Aa_G259380.h1.t1
OG0011356	El004G227380	Aa_G64430.h1.t1
OG0011358	El004G226930	Aa_G283720.h1.t1
OG0011359	El004G226400	Aa_G30510.h1.t1
OG0011361	El004G224810	Aa_G187320.h1.t1
OG0011363	El004G233840	Aa_G21460.h1.t1
OG0011364	El004G234080	Aa_G312060.h1.t1
OG0011365	El004G234390	Aa_G385760.h1.t1
OG0011366	El005G248740	Aa_G720260.h1.t1
OG0011367	El005G248850	Aa_G290300.h1.t1
OG0011369	El005G249100	Aa_G374020.h1.t1
OG0011371	El005G249430	Aa_G176180.h1.t1
OG0011372	El005G249730	Aa_G3720.h1.t1
OG0011373	El005G249860	Aa_G614370.h1.t1, Aa_G643060.h1.t1
OG0011374	El005G249890	Aa_G237650.h1.t1
OG0011375	El005G250230	Aa_G237590.h1.t1
OG0011376	El005G250470	Aa_G76680.h1.t1, Aa_G76650.h1.t1
OG0011377	El005G250790	Aa_G317690.h1.t1
OG0011378	El002G139030	Aa_G74290.h1.t1, Aa_G74280.h1.t1
OG0011379	El005G251270	Aa_G1430.h1.t1
OG0011380	El005G251340	Aa_G1350.h1.t1
OG0011381	El005G251520	Aa_G1190.h1.t1
OG0011382	El005G251740	Aa_G1030.h1.t1
OG0011383	El005G251810	Aa_G443930.h1.t1
OG0011384	El005G251920	Aa_G234970.h1.t1
OG0011385	El005G252030	Aa_G471370.h1.t1
OG0011386	El005G252970	Aa_G223440.h1.t1
OG0011387	El005G253060	Aa_G223540.h1.t1
OG0011388	El005G253080	Aa_G565940.h1.t1
OG0011389	El005G253120	Aa_G532820.h1.t1
OG0011390	El005G254290	Aa_G53640.h1.t1
OG0011392	El005G254860	Aa_G176930.h1.t1
OG0011393	El005G255400	Aa_G549440.h1.t1
OG0011394	El005G255880	Aa_G104720.h1.t1
OG0011395	El005G256050	Aa_G669750.h1.t1
OG0011396	El005G256420	Aa_G108100.h1.t1
OG0011397	El005G256600	Aa_G240040.h1.t1
OG0011398	El005G256740	Aa_G371370.h1.t1
OG0011399	El005G256750	Aa_G371380.h1.t1
OG0011400	El005G256900, El004G217040	Aa_G371420.h1.t1
OG0011401	El005G257260	Aa_G164580.h1.t1
OG0011402	El005G257980	Aa_G152540.h1.t1
OG0011403	El005G258210	Aa_G254480.h1.t1, Aa_G242990.h1.t1
OG0011404	El005G258300	Aa_G250550.h1.t1
OG0011405	El005G258690	Aa_G133320.h1.t1
OG0011406	El005G259310	Aa_G430410.h1.t1
OG0011407	El005G260160	Aa_G399640.h1.t1
OG0011408	El005G260240	Aa_G455820.h1.t1
OG0011409	El005G260910	Aa_G384930.h1.t1
OG0011410	El005G261000	Aa_G603110.h1.t1
OG0011411	El005G261420	Aa_G212400.h1.t1
OG0011412	El005G261460	Aa_G212350.h1.t1
OG0011413	El005G265110	Aa_G391650.h1.t1
OG0011414	El006G318870	Aa_G504320.h1.t1
OG0011415	El005G266880	Aa_G358490.h1.t1
OG0011416	El005G270570	Aa_G26860.h1.t1
OG0011417	El005G267890	Aa_G400000.h1.t1
OG0011418	El005G268450	Aa_G76870.h1.t1
OG0011419	El005G268750, El005G268710	Aa_G77070.h1.t1
OG0011421	El005G269780	Aa_G330.h1.t1
OG0011422	El005G271470	Aa_G194540.h1.t1
OG0011423	El005G271130	Aa_G378690.h1.t1, Aa_G890940.h1.t1
OG0011424	El005G271100	Aa_G116400.h1.t1
OG0011425	El005G270910	Aa_G116350.h1.t1
OG0011426	El005G270720	Aa_G579490.h1.t1, Aa_G326200.h1.t1
OG0011427	El005G270530	Aa_G196610.h1.t1
OG0011429	El005G272940	Aa_G384580.h1.t1
OG0011430	El005G273400	Aa_G81630.h1.t1
OG0011431	El005G273460	Aa_G110350.h1.t1
OG0011432	El005G275070	Aa_G344750.h1.t1
OG0011433	El005G275600	Aa_G197400.h1.t1
OG0011434	El005G276840	Aa_G325950.h1.t1
OG0011435	El005G276680	Aa_G415520.h1.t1
OG0011436	El005G277330	Aa_G185810.h1.t1
OG0011438	El005G277960	Aa_G143490.h1.t1
OG0011439	El005G278250	Aa_G64090.h1.t1
OG0011441	El005G278640	Aa_G212220.h1.t1
OG0011442	El005G278910	Aa_G194830.h1.t1
OG0011443	El005G279500	Aa_G505070.h1.t1
OG0011444	El005G279450	Aa_G344700.h1.t1, Aa_G440820.h1.t1
OG0011445	El002G139670	Aa_G610360.h1.t1
OG0011447	El002G138850	Aa_G74200.h1.t1
OG0011448	El002G138240	Aa_G74110.h1.t1
OG0011449	El002G136590	Aa_G677560.h1.t1
OG0011451	El002G136350	Aa_G166380.h1.t1
OG0011452	El005G258070	Aa_G152420.h1.t1
OG0011453	El002G133530	Aa_G513240.h1.t1
OG0011454	El002G132270	Aa_G110630.h1.t1
OG0011455	El002G131420	Aa_G57520.h1.t1
OG0011456	El003G171500	Aa_G461400.h1.t1
OG0011457	El003G171590	Aa_G139260.h1.t1
OG0011458	El006G296450	Aa_G562830.h1.t1
OG0011459	El006G296460	Aa_G406510.h1.t1
OG0011460	El006G296650	Aa_G281350.h1.t1
OG0011461	El006G296840	Aa_G12130.h1.t1
OG0011462	El001G022470	Aa_G300340.h1.t1
OG0011463	El001G022560	Aa_G339210.h1.t1
OG0011464	El002G115990	Aa_G248910.h1.t1
OG0011465	El001G023380	Aa_G111400.h1.t1
OG0011466	El001G023400	Aa_G111360.h1.t1
OG0011467	El001G023530	Aa_G395680.h1.t1
OG0011468	El001G023740, El005G262550	Aa_G211620.h1.t1
OG0011469	El003G155930	Aa_G200880.h1.t1
OG0011471	El001G025450	Aa_G511060.h1.t1
OG0011472	El001G025660	Aa_G381350.h1.t1
OG0011473	El001G026070	Aa_G601470.h1.t1
OG0011474	El001G026920	Aa_G494910.h1.t1
OG0011475	El001G027090	Aa_G591590.h1.t1, Aa_G591520.h1.t1, Aa_G591550.h1.t1
OG0011476	El001G028250	Aa_G483470.h1.t1
OG0011477	El001G028440	Aa_G238690.h1.t1
OG0011478	El001G028470	Aa_G238660.h1.t1
OG0011479	El001G028930	Aa_G114920.h1.t1
OG0011481	El001G029740	Aa_G98510.h1.t1
OG0011482	El002G091460	Aa_G80820.h1.t1
OG0011483	El001G031060	Aa_G367910.h1.t1, Aa_G686890.h1.t1
OG0011485	El001G032170	Aa_G77260.h1.t1
OG0011486	El001G032420	Aa_G353950.h1.t1
OG0011487	El001G032940	Aa_G58000.h1.t1, Aa_G53680.h1.t1
OG0011488	El006G282420	Aa_G17120.h1.t1
OG0011489	El001G034040, El001G033720	Aa_G128100.h1.t1
OG0011490	El001G033910	Aa_G33510.h1.t1
OG0011492	El001G033960	Aa_G33560.h1.t1
OG0011493	El001G034220	Aa_G2300.h1.t1
OG0011494	El001G034560	Aa_G775390.h1.t1
OG0011495	El001G034660	Aa_G167710.h1.t1
OG0011496	El001G034750	Aa_G167790.h1.t1
OG0011497	El001G034910	Aa_G236540.h1.t1
OG0011499	El001G035460	Aa_G163700.h1.t1
OG0011500	El001G035700	Aa_G273030.h1.t1
OG0011501	El001G035960	Aa_G273260.h1.t1
OG0011503	El001G021350	Aa_G451300.h1.t1
OG0011504	El001G020970	Aa_G620600.h1.t1
OG0011505	El001G021110	Aa_G11470.h1.t1
OG0011507	El003G189060	Aa_G178560.h1.t1
OG0011508	El001G026570	Aa_G213560.h1.t1
OG0011510	El001G034020	Aa_G2150.h1.t1
OG0011514	El006G298240	Aa_G113450.h1.t1
OG0011515	El001G011920, El001G011910	Aa_G337550.h1.t1
OG0011516	El004G228730	Aa_G281660.h1.t1
OG0011517	El004G225790	Aa_G577510.h1.t1
OG0011518	El004G225780	Aa_G577500.h1.t1
OG0011519	El003G156970	Aa_G107290.h1.t1
OG0011520	El003G155480	Aa_G44670.h1.t1
OG0011521	El003G153270	Aa_G828630.h1.t1
OG0011522	El003G152140	Aa_G190600.h1.t1
OG0011523	El002G087960	Aa_G219930.h1.t1
OG0011525	El002G090950	Aa_G151800.h1.t1, Aa_G151810.h1.t1
OG0011526	El002G094380	Aa_G432840.h1.t1, Aa_G232710.h1.t1, Aa_G432850.h1.t1
OG0011527	El004G198660	Aa_G548740.h1.t1
OG0011527	El002G095080	Aa_G339010.h1.t1
OG0011528	El002G097210	Aa_G109530.h1.t1, Aa_G109530.h2.t1
OG0011530	El002G100250	Aa_G205020.h1.t1
OG0011532	El002G101530	Aa_G188700.h1.t1
OG0011533	El002G105220	Aa_G334110.h1.t1
OG0011534	El002G106170	Aa_G454190.h1.t1
OG0011535	El002G106630, El002G107050	Aa_G166090.h1.t1
OG0011536	El003G183710	Aa_G280780.h1.t1
OG0011537	El004G219210	Aa_G81870.h1.t1
OG0011538	El004G218440	Aa_G285630.h1.t1
OG0011539	El004G217280	Aa_G303710.h1.t1
OG0011544	El005G278710	Aa_G576230.h1.t1
OG0011545	El005G279190	Aa_G627450.h1.t1
OG0011546	El005G277840	Aa_G244970.h1.t1
OG0011547	El001G042590	Aa_G326740.h1.t1
OG0011548	El005G249580, El005G249590	Aa_G535000.h1.t1
OG0011549	El005G245160	Aa_G324470.h1.t1
OG0011550	El001G082050	Aa_G264650.h1.t1
OG0011551	El001G078750	Aa_G337150.h1.t1
OG0011552	El001G078230	Aa_G181590.h1.t1
OG0011553	El001G003400	Aa_G188840.h1.t1
OG0011554	El003G161030	Aa_G613230.h1.t1, Aa_G748470.h1.t1
OG0011555	El003G162430	Aa_G171510.h1.t1
OG0011556	El002G116670	Aa_G389860.h1.t1
OG0011557	El002G113330	Aa_G130890.h1.t1
OG0011558	El006G301400	Aa_G589110.h1.t1
OG0011559	El001G070910	Aa_G486100.h1.t1
OG0011560	El007G337180	Aa_G441940.h1.t1
OG0011561	El001G068900	Aa_G155030.h1.t1
OG0011563	El007G339530	Aa_G372270.h1.t1
OG0011565	El002G119670	Aa_G308000.h1.t1
OG0011566	El007G333350	Aa_G31470.h1.t1
OG0011567	El001G060100	Aa_G68290.h1.t1
OG0011568	El001G060430	Aa_G478100.h1.t1
OG0011569	El001G060570	Aa_G181230.h1.t1
OG0011570	El001G060830	Aa_G181450.h1.t1
OG0011571	El007G326430	Aa_G268300.h1.t1
OG0011572	El002G088000	Aa_G219960.h1.t1
OG0011573	El002G098890	Aa_G284070.h1.t1
OG0011574	El007G354850, El007G355050, El007G352130, El002G099930	Aa_G322230.h1.t1
OG0011578	El004G218900	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1
OG0011579	El005G263610	Aa_G446610.h1.t1, Aa_G391600.h1.t1, Aa_G575080.h1.t1, Aa_G626880.h1.t1
OG0011581	El006G313910	Aa_G35780.h1.t1
OG0011584	El006G280940	Aa_G177960.h1.t1
OG0011586	El003G148390	Aa_G97290.h1.t1, Aa_G97280.h1.t1
OG0011588	El003G160540	Aa_G92270.h1.t1
OG0011590	El007G346050	Aa_G9500.h1.t1
OG0011603	El003G155140	Aa_G187490.h1.t1
OG0011604	El003G155130	Aa_G187480.h1.t1
OG0011605	El003G154690	Aa_G450000.h1.t1
OG0011606	El003G154970	Aa_G23810.h1.t1
OG0011608	El003G154280	Aa_G158730.h1.t1
OG0011609	El003G153390	Aa_G301330.h1.t1
OG0011610	El005G277080	Aa_G426600.h1.t1
OG0011611	El003G152670	Aa_G659200.h1.t1
OG0011612	El003G152570	Aa_G489450.h1.t1
OG0011613	El003G152540	Aa_G489420.h1.t1
OG0011614	El003G152500	Aa_G432040.h1.t1
OG0011615	El003G152440	Aa_G432060.h1.t1
OG0011616	El003G152260	Aa_G632590.h1.t1
OG0011617	El003G152090	Aa_G190680.h1.t1
OG0011618	El003G151430	Aa_G431990.h1.t1, Aa_G351760.h1.t1, Aa_G59810.h1.t1
OG0011619	El002G091510	Aa_G80770.h1.t1
OG0011620	El003G151100	Aa_G74850.h1.t1
OG0011621	El003G150190	Aa_G596820.h1.t1, Aa_G424860.h1.t1
OG0011622	El003G150150	Aa_G153880.h1.t1
OG0011623	El006G296630, El007G343250	Aa_G713010.h1.t1
OG0011624	El003G149850	Aa_G26500.h1.t1
