Orthogroup	Erysimum_linariifolium	Eutrema_salsugineum
OG0009672	El002G119980	XP_006415175.1
OG0009673	El003G162540	XP_006413600.1
OG0009674	El002G120150	XP_006415166.1
OG0009675	El002G120190	XP_006415160.1
OG0009676	El002G120200	XP_006415159.1
OG0009677	El002G120220	XP_006415156.1
OG0009678	El003G170120	XP_006414286.1
OG0009679	El003G170180	XP_006414288.1
OG0009680	El003G171230	XP_024004378.1
OG0009681	El003G171340	XP_006414366.1
OG0009682	El004G208770, El004G208600	XP_006392451.1
OG0009683	El004G206370	XP_006404044.1
OG0009684	El004G206310	XP_006392395.1
OG0009685	El004G206280	XP_006392393.1
OG0009687	El004G203460	XP_006392311.1
OG0009688	El004G202140	XP_006392242.1
OG0009689	El004G202150	XP_006392243.1
OG0009690	El004G201600	XP_006392209.1
OG0009691	El004G200140	XP_006392070.1
OG0009692	El004G200120	XP_024016034.1
OG0009693	El004G199090	XP_006391962.1
OG0009695	El001G036240	XP_006398525.1
OG0009696	El001G036260	XP_006398527.2
OG0009697	El001G036290	XP_006398533.1
OG0009698	El002G099060	XP_006416953.2
OG0009699	El001G036350	XP_006398541.1
OG0009700	El001G036560	XP_006395871.1
OG0009701	El002G098580	XP_006416998.1
OG0009702	El001G037250	XP_006395804.1
OG0009703	El001G038110	XP_006395739.1
OG0009704	El001G038850	XP_006395680.2
OG0009705	El001G038950	XP_006395673.1
OG0009706	El001G038970	XP_006395670.1
OG0009707	El001G039670	XP_006395632.1
OG0009708	El001G039700	XP_006395631.1
OG0009709	El001G040080	XP_024006879.1
OG0009710	El001G040830	XP_024007066.1
OG0009711	El001G040950	XP_024006784.1
OG0009712	El001G041240	XP_006395525.1
OG0009713	El001G041250	XP_006395524.1
OG0009714	El001G042330	XP_006395446.1
OG0009715	El001G042630	XP_024007352.1
OG0009716	El001G044390	XP_024007461.1
OG0009717	El001G044430	XP_006395325.1
OG0009718	El001G044480	XP_024007011.1
OG0009719	El001G045190	XP_006395290.1
OG0009720	El001G045890	XP_024014351.1, XP_006395266.1
OG0009721	El001G045900	XP_006395265.1
OG0009722	El003G188460	XP_006405686.1
OG0009723	El004G217220	XP_006391480.1
OG0009724	El004G217210	XP_024010876.1
OG0009725	El004G215810	XP_024008570.1
OG0009726	El004G215130	XP_006391345.1
OG0009727	El004G214980	XP_006391332.1
OG0009728	El004G213630	XP_006391548.1
OG0009729	El004G213210	XP_024006352.1, XP_024012020.1
OG0009730	El004G213050	XP_006391561.1
OG0009731	El004G211790	XP_024010595.1
OG0009732	El004G211680	XP_024011957.1
OG0009733	El004G211500	XP_006391579.1
OG0009734	El004G193880	XP_024016278.1
OG0009735	El004G193940	XP_024015350.1
OG0009736	El004G194120	XP_006391615.1
OG0009737	El004G194280	XP_006391624.1
OG0009738	El004G194790	XP_006391674.1
OG0009739	El004G195170	XP_006391694.1
OG0009740	El004G195660	XP_006391717.1
OG0009741	El004G196630	XP_006391778.1
OG0009742	El004G197060	XP_006391800.1
OG0009743	El002G095980	XP_006417226.1
OG0009744	El004G198320	XP_006391908.1
OG0009745	El006G321170	XP_006391860.2
OG0009746	El003G158570	XP_006413259.1
OG0009747	El003G158470, El004G209660	XP_006413243.1
OG0009748	El006G288140	XP_006411389.1
OG0009749	El006G288170	XP_024003952.1
OG0009750	El006G288590	XP_006411355.1
OG0009751	El006G288610	XP_006411354.1
OG0009752	El006G288640	XP_006411351.1
OG0009753	El006G288660	XP_006411349.1
OG0009754	El006G288710	XP_006411345.1
OG0009755	El006G288720	XP_006411344.1
OG0009756	El005G244450	XP_006407693.1
OG0009757	El005G244830	XP_024015806.1
OG0009759	El004G215420	XP_006407534.1
OG0009760	El005G246480	XP_006407479.1
OG0009761	El005G246570	XP_006407471.1
OG0009762	El005G246860	XP_024015082.1
OG0009763	El005G247650	XP_006407401.1
OG0009764	El005G248090	XP_006407349.2
OG0009765	El005G274510	XP_006402248.1
OG0009767	El007G344370	XP_006402165.1
OG0009768	El007G344330, El007G344310	XP_006402157.2
OG0009769	El007G344150	XP_006402140.1
OG0009770	El007G344070	XP_006402127.1
OG0009771	El007G343230	XP_006402039.1
OG0009772	El007G342930, El007G342970	XP_006402011.1
OG0009773	El007G342920	XP_006402008.1
OG0009774	El007G342660	XP_006401983.1
OG0009775	El007G342580	XP_024012298.1
OG0009776	El001G067850	XP_006399879.1
OG0009777	El007G341980	XP_006401907.1
OG0009778	El007G341590	XP_006401868.1
OG0009779	El007G341430	XP_024011159.1
OG0009780	El007G341350	XP_006401841.1
OG0009781	El007G341210	XP_006401833.1
OG0009782	El007G341080	XP_006401816.1
OG0009783	El007G340590, El007G340660	XP_006401768.2
OG0009784	El007G340510	XP_006401764.1, XP_024009650.1
OG0009785	El007G340390, El007G340440	XP_006401762.1
OG0009786	El007G339820	XP_006401718.1
OG0009787	El007G339880, El003G187590	XP_006401724.1
OG0009788	El007G339980	XP_006401731.1
OG0009789	El007G339760	XP_006401715.1
OG0009790	El007G339500	XP_006401691.1
OG0009791	El007G338680	XP_006401633.1
OG0009792	El007G338840	XP_006401649.1
OG0009793	El007G338890	XP_006401657.1
OG0009794	El007G338970	XP_006401667.1
OG0009795	El007G338120	XP_006401590.1
OG0009796	El007G337800	XP_006401555.1
OG0009797	El007G337630	XP_006391507.1
OG0009798	El007G337240	XP_006401498.1
OG0009799	El007G337140, El007G337110	XP_006401490.1
OG0009800	El007G336510	XP_006401434.1
OG0009801	El007G336410	XP_006401422.1
OG0009802	El007G336300	XP_024011160.1
OG0009803	El007G335850	XP_006401353.1
OG0009804	El007G335480	XP_006401315.2
OG0009805	El007G335350	XP_006401306.1
OG0009806	El007G335190	XP_006401289.1
OG0009807	El007G335090	XP_006401279.2
OG0009808	El007G334890	XP_006401260.1
OG0009809	El007G334120	XP_006401195.2
OG0009810	El007G333870	XP_006401177.1
OG0009811	El007G333830	XP_006401171.1
OG0009812	El007G333800	XP_024012307.1
OG0009813	El007G333530	XP_006401138.1
OG0009814	El007G333430	XP_006401129.1
OG0009815	El007G333410	XP_024011649.1
OG0009816	El001G030570	XP_006402738.1
OG0009817	El002G128390	XP_006393696.1
OG0009819	El001G068570	XP_006399804.1
OG0009820	El001G069230	XP_024012339.1
OG0009821	El001G069250	XP_006399741.1
OG0009822	El001G069270	XP_024012243.1
OG0009823	El001G069280	XP_006399739.1
OG0009824	El001G069390	XP_006399730.1
OG0009826	El001G069540	XP_006399718.1
OG0009827	El001G069620	XP_006399708.1
OG0009828	El001G070090	XP_006399663.1
OG0009829	El001G070150	XP_006399657.1
OG0009830	El001G070790, El001G070830, El001G070730	XP_006399603.1
OG0009831	El001G070940	XP_006399590.1
OG0009832	El001G071030	XP_024012497.1
OG0009833	El001G071090	XP_006399578.1
OG0009834	El001G071570	XP_006399535.1
OG0009835	El001G071840	XP_006399511.1
OG0009836	El001G072560	XP_006399427.1
OG0009837	El007G326110	XP_006394163.1
OG0009838	El001G072770	XP_006399405.1
OG0009839	El001G073270	XP_006399345.1
OG0009840	El001G073370	XP_006399332.1
OG0009842	El001G073840	XP_006399281.1
OG0009843	El001G074110	XP_006399249.1
OG0009844	El001G074290	XP_006399230.1
OG0009845	El001G017170	XP_006404355.1
OG0009846	El003G169470	XP_006414221.1
OG0009847	El003G169030	XP_006414186.1
OG0009848	El003G168310	XP_024005551.1
OG0009849	El003G168290	XP_006414115.1
OG0009850	El003G168080	XP_006414101.1
OG0009851	El003G167650	XP_006414068.1
OG0009852	El003G167340	XP_006414036.1
OG0009853	El003G166930	XP_006413998.1
OG0009854	El003G166660	XP_024004698.1
OG0009855	El004G222530, El003G166000	XP_006413925.1
OG0009856	El003G165000	XP_024005686.1
OG0009857	El003G164880	XP_006413807.1
OG0009858	El003G164130	XP_006413737.1
OG0009859	El003G163830	XP_006413711.1
OG0009860	El003G162330	XP_006413585.1
OG0009861	El003G162310	XP_006413582.1
OG0009862	El003G161780	XP_006413558.1
OG0009863	El003G161640	XP_006413550.1
OG0009864	El003G161590	XP_024004508.1
OG0009865	El003G160730	XP_006413474.2
OG0009866	El002G120260	XP_006415151.1
OG0009867	El002G121800	XP_006415056.1
OG0009868	El002G122350	XP_006415033.1
OG0009869	El002G122880	XP_006396072.1
OG0009870	El002G122900, El002G123160, El002G122890, El002G123170	XP_006396071.1
OG0009871	El002G122950	XP_024009120.1
OG0009872	El002G123690	XP_006397465.1
OG0009873	El002G127260	XP_006393774.1
OG0009874	El002G130250	XP_006393572.1
OG0009875	El002G125980	XP_006409815.2
OG0009876	El002G129370	XP_006393611.1
OG0009877	El002G113770	XP_006415690.1
OG0009878	El002G114370	XP_024008416.1
OG0009879	El002G115190	XP_006415589.1
OG0009880	El002G115650	XP_006396086.1, XP_006415557.1
OG0009881	El002G115670	XP_006415554.1
OG0009882	El002G115900	XP_006415540.1
OG0009883	El002G116060	XP_006415524.1
OG0009884	El002G116070	XP_006415522.1
OG0009885	El002G116510, El002G116490	XP_006415496.1
OG0009886	El002G116560	XP_006415488.1
OG0009887	El002G116600	XP_006415485.1
OG0009888	El002G117100	XP_006415467.1
OG0009889	El002G117420, El002G117430	XP_006415428.1
OG0009890	El002G117620	XP_024008733.1
OG0009891	El003G146870	XP_006412106.1
OG0009892	El003G146830	XP_006412099.1
OG0009893	El003G145990	XP_006412021.1
OG0009894	El003G145840	XP_006412009.1
OG0009895	El003G145510	XP_006411973.1
OG0009896	El003G145490	XP_006411971.1
OG0009897	El003G145410	XP_006411962.1
OG0009898	El003G145320	XP_006411954.1
OG0009899	El003G145170	XP_006411940.1
OG0009900	El003G145150	XP_006411938.1
OG0009901	El006G318660	XP_006404814.2
OG0009902	El003G144830	XP_006411904.1
OG0009903	El006G318860	XP_006404784.1
OG0009904	El003G144490	XP_006411880.1
OG0009905	El003G144560	XP_006411871.1
OG0009906	El003G144320	XP_006411853.1
OG0009907	El003G144230	XP_006411846.1
OG0009908	El003G144140	XP_006411838.1, XP_006401204.1
OG0009909	El003G144270, El003G143980, El003G143990	XP_006411825.1
OG0009910	El003G143900	XP_006411820.1
OG0009911	El003G143630	XP_006411801.1
OG0009912	El003G143290	XP_006411770.1
OG0009913	El003G143220	XP_006411762.1
OG0009914	El003G142890	XP_006411742.1
OG0009915	El003G142520	XP_006411702.1
OG0009916	El003G142410	XP_006411690.1
OG0009918	El003G183600	XP_006395927.1
OG0009919	El003G181650	XP_024013082.1
OG0009920	El003G187500	XP_006405764.1
OG0009921	El003G189200	XP_006405632.1
OG0009922	El003G189260	XP_006405626.1
OG0009923	El003G189580	XP_006405604.1
OG0009924	El006G296050	XP_006410660.1
OG0009925	El006G295410	XP_006410727.1
OG0009926	El004G199360	XP_006391990.1
OG0009927	El001G033270	XP_006402489.1
OG0009928	El006G295570	XP_006410711.1
OG0009929	El006G295590	XP_024016800.1
OG0009930	El006G295690	XP_024003733.1
OG0009931	El006G295750	XP_006410693.1
OG0009932	El006G295800	XP_006410688.1
OG0009933	El001G009700	XP_006397139.1
OG0009934	El001G009780	XP_024009820.1
OG0009935	El001G010070	XP_006397186.1
OG0009936	El007G340960	XP_024014176.1
OG0009937	El006G297660	XP_024004134.1
OG0009938	El006G298250	XP_006410513.1
OG0009940	El006G298350	XP_006410501.1
OG0009941	El007G357510	XP_006403358.1
OG0009942	El007G357250	XP_006403367.1
OG0009943	El007G355460	XP_006405271.1
OG0009944	El001G009360	XP_006397110.1
OG0009945	El001G009270	XP_024010201.1
OG0009946	El001G009200	XP_006397093.1
OG0009947	El001G008540	XP_006397031.2
OG0009948	El001G008320	XP_006397026.1
OG0009949	El001G007120	XP_006396851.1
OG0009951	El001G006060	XP_024010113.1
OG0009952	El001G005690	XP_006396709.1
OG0009953	El001G005610	XP_024009830.1
OG0009954	El001G005380	XP_006396678.1
OG0009955	El001G005360	XP_006396676.1
OG0009957	El001G004890	XP_006396635.1
OG0009958	El007G360980	XP_006398057.1
OG0009959	El007G362600	XP_006398170.1
OG0009960	El007G363160	XP_006398191.1
OG0009961	El007G363330	XP_006398211.1
OG0009962	El007G363340	XP_006398212.1
OG0009963	El007G364670	XP_006398290.1
OG0009965	El007G365400	XP_024011001.1
OG0009967	El007G365980	XP_006398395.1
OG0009968	El006G279830	XP_006397994.1
OG0009969	El007G366810	XP_006398462.1
OG0009970	El007G366850	XP_006398465.1
OG0009971	El007G366590	XP_006398444.1
OG0009972	El003G179770	XP_024005034.1
OG0009973	El005G264670	XP_006406051.1
OG0009974	El003G145110	XP_006411933.1
OG0009975	El003G177840, El003G177870	XP_006414933.1
OG0009976	El001G024960	XP_006403603.1, XP_024015846.1
OG0009977	El003G177240	XP_024005878.1
OG0009978	El003G176740	XP_006414863.2
OG0009979	El003G175660	XP_006414767.1
OG0009980	El003G174820	XP_024005091.1, XP_006410619.1
OG0009981	El003G174330	XP_006414642.1
OG0009982	El005G259720	XP_006406264.1
OG0009983	El003G189910	XP_024014575.1
OG0009984	El003G190020	XP_024014606.1
OG0009985	El003G189920	XP_006405577.1
OG0009986	El003G190710	XP_006405537.1
OG0009987	El003G190740, El003G190730	XP_006405533.1
OG0009988	El006G291140	XP_024004197.1
OG0009989	El003G192620	XP_006405360.1
OG0009990	El003G193140	XP_006405321.1
OG0009991	El003G193460	XP_024014678.1
OG0009992	El001G009710	XP_024009789.1
OG0009993	El006G279770	XP_006397995.1
OG0009994	El006G280180	XP_006397958.1
OG0009995	El006G280480	XP_006397929.2
OG0009996	El006G280510	XP_006397925.1
OG0009997	El006G281140	XP_006397867.1
OG0009999	El006G281250	XP_006397857.1
OG0010000	El006G281850	XP_006397811.1
OG0010001	El006G281880	XP_024010821.1
OG0010002	El006G282530	XP_006397776.1
OG0010003	El006G282920	XP_006397732.1
OG0010004	El006G283060	XP_006397717.1
OG0010005	El006G283150	XP_006397705.1
OG0010006	El006G283160	XP_006397703.1
OG0010007	El006G283570	XP_006397673.2
OG0010008	El006G283610	XP_006397669.1
OG0010009	El005G279550	XP_006409024.1
OG0010010	El006G284840, El004G217630	XP_006397570.1
OG0010011	El006G285060	XP_024010783.1
OG0010012	El006G285070	XP_006397550.1
OG0010013	El006G285160	XP_006397541.1
OG0010014	El006G285320	XP_006397525.1, XP_006397526.1
OG0010015	El006G285750	XP_006411587.1
OG0010016	El006G285790	XP_006411583.1
OG0010017	El006G285820	XP_006411581.1
OG0010018	El006G285840	XP_006411579.1
OG0010019	El006G287120	XP_006411472.1
OG0010020	El006G287040	XP_024003748.1
OG0010021	El001G029100	XP_024012805.1
OG0010022	El006G287410	XP_006411451.1
OG0010023	El006G287650	XP_006411439.1
OG0010024	El006G287820	XP_006411420.1
OG0010025	El006G287870	XP_006411414.1
OG0010026	El001G080980	XP_006398676.1
OG0010027	El001G080970	XP_006398679.1
OG0010028	El001G080740	XP_006398701.1
OG0010029	El001G080450	XP_006398715.1
OG0010030	El001G080220	XP_006398724.1
OG0010031	El001G080020	XP_006398746.1
OG0010032	El001G079620	XP_006398771.1
OG0010033	El001G079560	XP_006398776.1
OG0010034	El001G079440	XP_006398784.1, XP_024013271.1
OG0010035	El001G079370	XP_006398790.1
OG0010036	El001G079250	XP_006398804.1
OG0010038	El001G078780	XP_006398847.1
OG0010039	El001G078690	XP_006398854.1
OG0010040	El001G060970	XP_006400493.1
OG0010041	El001G060600	XP_006400520.1
OG0010042	El001G060710	XP_006400516.2
OG0010043	El001G060050	XP_006400577.1
OG0010044	El001G060040	XP_006400578.1
OG0010045	El001G059890	XP_006400592.2
OG0010046	El001G059930	XP_024012184.1
OG0010047	El001G059570	XP_006400612.1
OG0010048	El001G059560	XP_006400614.1
OG0010049	El001G065350	XP_006400129.1
OG0010050	El001G059320	XP_006400639.1
OG0010051	El001G059190	XP_006400652.1
OG0010052	El001G058960	XP_006400677.1
OG0010053	El001G058910	XP_006400680.1
OG0010054	El003G192050	XP_006405412.1
OG0010055	El001G057800	XP_006400764.1
OG0010056	El007G330160	XP_006400815.1
OG0010057	El007G330370	XP_006400832.1
OG0010058	El007G330490	XP_006400846.1
OG0010059	El007G330890	XP_006400886.1
OG0010060	El007G331460	XP_024011839.1
OG0010061	El002G113620	XP_024008692.1
OG0010062	El007G332460, El004G208030, El004G208170	XP_006401028.1
OG0010063	El007G327360	XP_006394300.1
OG0010064	El007G327270	XP_006394290.1
OG0010065	El007G327260	XP_006394287.2
OG0010066	El007G327190	XP_006394282.1
OG0010067	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420	XP_006401423.1
OG0010068	El007G326580	XP_024006762.1
OG0010069	El007G326310	XP_006394188.1
OG0010070	El007G326180	XP_006394170.1
OG0010071	El007G326090	XP_006394159.1
OG0010072	El007G325350	XP_006394095.1
OG0010073	El007G325170	XP_006394077.1
OG0010074	El007G325140	XP_006394075.2
OG0010075	El007G324440	XP_006394001.1
OG0010076	El007G324400	XP_006393997.1
OG0010077	El007G323470	XP_006393917.1
OG0010078	El007G323270	XP_006393901.1
OG0010079	El007G323200	XP_006393897.2
OG0010080	El007G323180	XP_006393894.1
OG0010081	El007G323170	XP_006393893.1
OG0010082	El007G322910	XP_006393870.1
OG0010083	El001G017360	XP_006393838.2
OG0010084	El007G322430	XP_006393821.1
OG0010085	El001G021650	XP_006403920.1
OG0010086	El007G321930	XP_006393786.1
OG0010087	El001G000110	XP_006396206.1
OG0010088	El001G000760	XP_006396263.1
OG0010089	El001G000700	XP_006396259.1
OG0010090	El002G102460	XP_006416617.1
OG0010091	El001G001010	XP_006396285.1
OG0010093	El001G002100	XP_006396378.1, XP_006396383.1
OG0010094	El001G002670	XP_006396422.1
OG0010095	El001G002720	XP_006396414.1
OG0010096	El001G002860	XP_006396442.2
OG0010097	El001G003100	XP_006396467.1
OG0010098	El001G003290	XP_024009867.1
OG0010099	El001G003800	XP_006396540.1
OG0010100	El001G003870	XP_006396547.1
OG0010101	El001G003910	XP_006396552.1
OG0010102	El001G003960	XP_006396554.1
OG0010103	El001G004000	XP_006396557.1
OG0010104	El001G004320	XP_024009864.1
OG0010105	El007G359250	XP_006403210.1
OG0010106	El006G298550	XP_024003828.1
OG0010107	El006G298640	XP_006410470.1
OG0010108	El006G299830	XP_024003846.1
OG0010109	El006G299560, El003G154010	XP_006410390.1
OG0010110	El006G300350	XP_006410330.2
OG0010111	El006G300540	XP_006410307.1
OG0010112	El006G301260	XP_006410252.1
OG0010113	El006G301470	XP_024003825.1
OG0010114	El006G301910	XP_006410173.1
OG0010115	El006G302310	XP_006410104.1, XP_006410117.1
OG0010116	El006G302880	XP_006410052.1
OG0010118	El006G304320	XP_006409928.1
OG0010119	El006G304950	XP_006409890.1
OG0010120	El006G305120	XP_006409868.1
OG0010121	El006G305600	XP_024004277.1
OG0010122	El006G305650	XP_024003950.1, XP_024003935.1
OG0010123	El006G305760	XP_006409832.1
OG0010124	El006G306190	XP_006409791.1
OG0010125	El006G306210	XP_024016846.1
OG0010126	El006G306220	XP_006409787.1
OG0010127	El006G307240	XP_024016047.1
OG0010128	El006G309440	XP_024010558.1
OG0010129	El002G086950	XP_006401579.1
OG0010130	El006G310310	XP_006408724.1
OG0010131	El006G312510	XP_006408785.1
OG0010132	El003G156780	XP_006413075.1
OG0010133	El005G235060	XP_006408556.2
OG0010134	El005G243670	XP_006407758.1
OG0010135	El001G082210	XP_024012297.1
OG0010136	El006G287960	XP_006411405.1
OG0010137	El006G288000	XP_006411401.1
OG0010138	El003G158080	XP_006413189.1
OG0010139	El003G158020	XP_006413181.1
OG0010140	El005G235900	XP_006408479.1
OG0010141	El005G237060	XP_006408381.1
OG0010142	El005G237490	XP_024016592.1, XP_006408330.1
OG0010143	El005G237510	XP_006408328.1
OG0010144	El005G238000	XP_006408286.1
OG0010146	El005G238180	XP_006408271.1
OG0010147	El005G238280	XP_024015573.1
OG0010148	El005G238950	XP_006408153.1, XP_024014975.1, XP_006408196.1
OG0010149	El005G239050	XP_024015132.1
OG0010150	El005G239550	XP_006408149.1
OG0010151	El005G240700	XP_006408036.1
OG0010152	El005G241960	XP_006407917.1
OG0010153	El005G241970	XP_006407916.2
OG0010154	El005G242200	XP_006407890.1
OG0010155	El005G242260	XP_006399825.1, XP_006407883.1
OG0010156	El005G242350	XP_006407872.1
OG0010157	El005G243230	XP_006407799.1
OG0010158	El005G243420	XP_024015375.1
OG0010159	El007G328660	XP_006394440.1
OG0010160	El005G243850	XP_006407745.1
OG0010161	El006G289790	XP_006411241.1
OG0010162	El006G289980	XP_006411223.1
OG0010163	El006G290010	XP_006411218.1
OG0010164	El006G290460	XP_006411176.1
OG0010165	El001G025810	XP_006403514.1
OG0010166	El006G291040	XP_006411125.1
OG0010167	El006G291360	XP_006411102.1
OG0010168	El006G294350	XP_006410816.1
OG0010169	El006G294070, El006G294080	XP_006410838.2
OG0010170	El003G170880, El006G293690	XP_006410857.1
OG0010171	El006G293400	XP_006410893.1
OG0010172	El006G293380	XP_006410894.1
OG0010173	El006G293210	XP_024003890.1
OG0010174	El006G292480	XP_006410970.1
OG0010175	El006G292100	XP_024003875.1
OG0010176	El006G292180	XP_006411009.1
OG0010178	El002G088960	XP_006417899.1
OG0010179	El006G291490	XP_006411091.1
OG0010180	El002G099500	XP_006416908.1
OG0010181	El002G099550	XP_006416902.1
OG0010182	El002G100780	XP_024007882.1
OG0010183	El002G101670	XP_006416691.1
OG0010184	El002G101830	XP_024016191.1, XP_006416676.1
OG0010185	El001G060090	XP_006400572.1
OG0010186	El002G102250	XP_006416640.1
OG0010187	El002G102860	XP_006416580.1
OG0010188	El002G102930	XP_006416571.1
OG0010189	El002G103510	XP_024008920.1
OG0010190	El002G103720	XP_006416506.1
OG0010191	El002G103810	XP_006416496.1
OG0010192	El002G104260	XP_006416448.1
OG0010193	El002G104300	XP_006416445.1
OG0010194	El002G104310	XP_006416444.1
OG0010195	El002G104350	XP_006416443.1
OG0010196	El002G104410	XP_024008893.1
OG0010197	El002G104790	XP_024009148.1
OG0010198	El002G105110	XP_024008601.1
OG0010199	El002G105120	XP_024007857.1
OG0010200	El002G105210	XP_006416356.1
OG0010201	El002G105460	XP_024008128.1
OG0010202	El002G106160	XP_006416276.1
OG0010203	El002G106180	XP_006416274.1
OG0010204	El004G230830, El008G368320	XP_006390063.1
OG0010205	El002G107770	XP_006416175.1
OG0010206	El002G108010	XP_006416150.1
OG0010207	El002G108080	XP_024008460.1
OG0010208	El002G108400	XP_006416122.1
OG0010209	El002G108540	XP_024007851.1
OG0010210	El004G222130	XP_006390875.1
OG0010211	El002G109290	XP_006416045.1
OG0010212	El002G111640, El002G110200	XP_006415980.1
OG0010213	El002G111270	XP_006415939.1
OG0010214	El004G220270	XP_006391041.1
OG0010215	El002G110990, El002G111020, El002G110960, El002G111510	XP_006415913.1
OG0010216	El002G111770	XP_006415895.1
OG0010217	El002G111920	XP_006415882.1
OG0010218	El004G218850	XP_006391172.2
OG0010219	El002G112350	XP_024008661.1
OG0010220	El002G112540	XP_024008004.1
OG0010222	El002G113010	XP_006415768.1
OG0010223	El003G160060	XP_006413402.1
OG0010224	El003G159550	XP_006413345.1
OG0010225	El003G159530	XP_006413341.1
OG0010226	El003G159430	XP_024004503.1
OG0010227	El003G159420	XP_006413330.1
OG0010228	El003G158770	XP_006413279.1
OG0010229	El006G314880	XP_006405211.1
OG0010230	El006G316780	XP_006397301.1, XP_006404988.1
OG0010231	El006G316870	XP_006404980.1
OG0010232	El006G317260	XP_006404923.2
OG0010233	El006G317540	XP_006404918.1
OG0010235	El006G318140	XP_006404860.1
OG0010236	El006G318180	XP_024013874.1
OG0010237	El006G318190	XP_006404857.1
OG0010238	El006G318230	XP_006404855.1
OG0010239	El006G319250	XP_006404754.1
OG0010240	El006G320660	XP_024013876.1
OG0010241	El006G321530	XP_006404556.1
OG0010242	El002G099200	XP_006416940.1
OG0010243	El002G099110	XP_006416948.1
OG0010244	El002G098780	XP_006416978.1
OG0010245	El002G098370	XP_006417011.1
OG0010246	El002G098170	XP_024008553.1
OG0010247	El002G097770	XP_006417075.1
OG0010248	El002G096990	XP_006417130.1
OG0010249	El002G097000	XP_006417129.1
OG0010250	El002G096790	XP_006417147.1
OG0010251	El002G095810	XP_006417245.1
OG0010252	El002G094560, El002G094590	XP_006417367.1
OG0010253	El002G094220	XP_024008334.1
OG0010254	El002G094070	XP_006417397.1
OG0010255	El002G093970	XP_024008999.1
OG0010256	El002G093700	XP_006417439.1
OG0010257	El002G093450	XP_006417462.1
OG0010258	El002G092370	XP_006417561.1
OG0010259	El002G092270	XP_006417569.1
OG0010260	El002G091860	XP_006417605.1
OG0010261	El002G091730	XP_024009076.1
OG0010262	El002G091560	XP_006417645.1
OG0010263	El002G090230	XP_006417785.1
OG0010264	El002G089190	XP_006396961.1
OG0010265	El002G088830	XP_006417917.1
OG0010266	El006G279640	XP_006398011.1
OG0010267	El002G088010	XP_006417992.1
OG0010268	El002G087660	XP_006418025.2
OG0010269	El002G087630	XP_024008242.1
OG0010270	El002G087360	XP_006418052.1
OG0010271	El002G087350	XP_006418053.1
OG0010272	El002G086930	XP_006418089.1
OG0010273	El002G086860	XP_006418093.2
OG0010274	El002G086510	XP_024008771.1
OG0010275	El002G086300	XP_006418137.1
OG0010276	El002G085870	XP_006418178.1
OG0010277	El002G085830	XP_006418183.1
OG0010278	El002G085440	XP_024008886.1
OG0010279	El002G085600	XP_006418203.1
OG0010280	El002G085650	XP_006418198.1
OG0010281	El002G085140	XP_006418247.1
OG0010282	El002G084790	XP_006418279.1
OG0010283	El002G084330	XP_006418318.1
OG0010284	El002G084130	XP_006418341.1
OG0010285	El002G084170	XP_006418336.1
OG0010286	El002G083360	XP_006418424.1
OG0010287	El001G067650	XP_006399898.1
OG0010288	El001G067280	XP_006399937.1
OG0010289	El001G066750	XP_006399987.1
OG0010290	El001G065780	XP_006400083.1
OG0010291	El001G066000	XP_024012337.1
OG0010292	El001G064510	XP_006400188.1
OG0010293	El001G064290	XP_024011764.1
OG0010294	El001G064300	XP_006400204.1
OG0010295	El001G064210	XP_006400217.1
OG0010296	El001G063770	XP_006400252.1
OG0010297	El001G063680	XP_006400261.1
OG0010298	El001G063210	XP_006400307.1
OG0010299	El005G238520	XP_006408239.1
OG0010300	El001G062360	XP_006400380.1
OG0010301	El001G061480	XP_006400455.1
OG0010302	El001G061140	XP_006400482.1
OG0010303	El003G149290	XP_006412362.1
OG0010304	El001G048810	XP_006394997.1
OG0010305	El001G048240	XP_006395013.1
OG0010306	El001G047910	XP_006395021.1
OG0010307	El001G047660	XP_006395029.1
OG0010308	El001G047620	XP_006395031.1
OG0010309	El007G345450	XP_006395063.1
OG0010310	El007G345470	XP_006395067.1
OG0010311	El007G346260	XP_006395095.1
OG0010312	El007G345560, El007G345730, El007G345840, El007G345600	XP_006395073.1
OG0010313	El007G348360	XP_006395172.1
OG0010314	El005G242660	XP_006407843.1
OG0010315	El001G067990	XP_006399861.1
OG0010316	El001G074810	XP_006399180.1
OG0010317	El003G151450	XP_006396006.1
OG0010318	El001G075460	XP_006399117.1
OG0010319	El001G075540	XP_006399109.1
OG0010320	El001G075870	XP_006399098.1
OG0010322	El001G076550	XP_006399027.1
OG0010323	El001G076730	XP_006399016.1
OG0010324	El001G076880	XP_006399003.1
OG0010325	El001G076950	XP_006398995.2
OG0010326	El001G076990	XP_006398992.1
OG0010327	El001G077090	XP_006398982.1
OG0010328	El001G077100	XP_006398981.1
OG0010329	El001G077360	XP_006398955.1
OG0010330	El001G077350	XP_006398956.1
OG0010331	El001G052250	XP_006394838.2
OG0010332	El001G053570	XP_006394766.1
OG0010333	El001G055170	XP_024007506.1
OG0010334	El001G055310	XP_006394702.1
OG0010335	El001G055250	XP_006394708.1
OG0010336	El001G055840	XP_024007193.1
OG0010337	El001G055910	XP_006394661.1
OG0010338	El001G056150	XP_006394648.1
OG0010339	El001G056480	XP_006394619.1
