Orthogroup	Erysimum_linariifolium	Brassica_napus
OG0006502	El002G135630	XP_048612893.1, XP_013648815.2, XP_048636965.1
OG0006503	El002G135740	XP_013685942.2, XP_013740894.2, XP_013740258.1, XP_013740358.1, XP_048631128.1, XP_048636957.1, XP_013714164.2
OG0006504	El002G134630	XP_048637801.1, XP_013703057.1, XP_013735826.1, XP_013714885.2
OG0006505	El002G134040	XP_013695275.1, XP_013740905.2, XP_013749104.1, XP_048637026.1, XP_013721180.1
OG0006506	El002G133860	XP_013735863.2, XP_013715143.1, XP_022569600.2, XP_013702614.2
OG0006507	El002G131400	XP_013640186.1, XP_013725595.1, XP_022576045.1, XP_013639868.2
OG0006508	El003G171550	XP_048621441.1, XP_013706056.1, XP_013741349.1, XP_013671756.1, XP_013701207.1
OG0006509	El007G343240, El006G296640	XP_013691975.2, XP_013744870.1, XP_048636639.1, XP_013729059.1, XP_013734269.1, XP_013702419.2
OG0006510	El006G296660	XP_013729077.3, XP_022556366.1, XP_013746199.2, XP_048636642.1, XP_013733289.2
OG0006511	El006G296730	XP_013692342.1, XP_013744877.2, XP_048636645.1, XP_013703064.2, XP_013734266.1
OG0006512	El006G296740	XP_013700383.1, XP_013739022.2, XP_013729076.2, XP_048610965.1, XP_013747386.2, XP_048630445.1, XP_013691484.1
OG0006513	El001G022460	XP_013742711.1, XP_013687482.1, XP_013698860.2, XP_013663161.1
OG0006514	El001G022500	XP_048610184.1, XP_048633987.1, XP_013663157.1, XP_048597030.1
OG0006515	El001G025630	XP_048592976.1, XP_013706232.2, XP_013700694.1, XP_013708402.2
OG0006516	El001G026440	XP_048633911.1, XP_013742343.1, XP_048627925.1, XP_048610605.1, XP_013652725.1
OG0006517	El001G026450	XP_013710399.2, XP_013692890.2
OG0006518	El001G027130, El007G355670	XP_013659884.2, XP_048629201.1, XP_022563280.1, XP_013648007.2, XP_048592985.1
OG0006519	El001G027690	XP_013663426.2, XP_013663291.2, XP_013742314.2, XP_013697524.1
OG0006520	El001G027910	XP_013742196.1, XP_048633896.1, XP_013663309.2, XP_013663407.2
OG0006521	El001G028730	XP_013706320.1, XP_013712601.1, XP_013748983.2
OG0006522	El001G030380	XP_013712509.1, XP_013724453.1, XP_013648334.1, XP_013692460.1, XP_048620744.1
OG0006523	El006G312010, El006G311900, El001G031700	XP_013670630.2, XP_013742069.1, XP_048620806.1, XP_048597277.1
OG0006524	El001G032430	XP_048620817.1, XP_013710688.2, XP_022556625.1, XP_048634260.1
OG0006525	El001G032950	XP_022570668.1, XP_013648424.2
OG0006526	El001G033900	XP_022567803.2, XP_048616253.1, XP_013648478.2, XP_022544662.1, XP_013746319.2
OG0006527	El001G034240	XP_022563398.2, XP_013663925.2, XP_013648492.1, XP_013740548.2, XP_013690509.2
OG0006528	El001G035290	XP_022569406.1, XP_048634218.1, XP_013686311.1, XP_013648526.1, XP_013709616.3, XP_048597349.1
OG0006529	El001G035560	XP_013741832.1, XP_013687205.1, XP_013709986.2, XP_048597363.1
OG0006530	El001G035590	XP_013686136.2, XP_013736451.2, XP_013658481.1, XP_022543037.2
OG0006531	El001G035850	XP_048609777.1, XP_013648531.1, XP_022567395.1, XP_048597370.1, XP_048597371.1, XP_013711393.2
OG0006532	El001G022450	XP_048620261.1, XP_013745770.1, XP_048620534.1, XP_013698869.1, XP_013742713.1, XP_013687484.1
OG0006536	El003G179170	XP_022556855.2, XP_013650358.1
OG0006537	El006G285080	XP_022572921.2, XP_013681507.1
OG0006538	El004G230900	XP_048627439.1, XP_048615940.1, XP_048617495.1, XP_048591587.1, XP_048631271.1, XP_013708658.1, XP_013718931.1
OG0006539	El003G154780	XP_013681447.1, XP_048621760.1, XP_013670951.1, XP_048637625.1
OG0006540	El002G090260	XP_013708448.2, XP_013657566.2, XP_048621609.1, XP_013716265.2
OG0006541	El002G105410	XP_013669937.2, XP_013651632.2, XP_013708420.2, XP_013722085.1, XP_013642270.2, XP_048612718.1
OG0006542	El004G218970	XP_013658803.1, XP_013705685.2, XP_013701292.2, XP_013652287.1, XP_013652245.2, XP_013731631.1
OG0006543	El001G002320	XP_013679621.1, XP_013739202.2, XP_013722773.2, XP_013731949.2
OG0006544	El005G261800	XP_022559640.1, XP_013751683.1, XP_048635201.1, XP_048632524.1, XP_048609210.1
OG0006545	El005G256830, El005G256860	XP_022554432.1, XP_013720663.1
OG0006549	El003G162840	XP_048596775.1, XP_013740433.1, XP_013701026.1, XP_048618624.1, XP_013741428.2
OG0006550	El002G112710	XP_013659653.1, XP_013695965.1
OG0006552	El001G047550, El001G047540	XP_048593614.1
OG0006552	El007G356790	XP_013682331.1, XP_048623478.1
OG0006554	El001G036070	XP_048624459.1, XP_013728317.1, XP_013674482.2, XP_022552699.2, XP_013644859.1, XP_013693373.1
OG0006555	El005G261850, El003G157970	XP_048608319.1, XP_048635426.1, XP_048600217.1, XP_013742216.2
OG0006556	El003G168020	XP_013668878.1, XP_013655380.2, XP_022571120.1, XP_013703783.2, XP_013737234.1
OG0006557	El007G358250, El007G358240	XP_022551366.2, XP_048595932.1, XP_048610799.1
OG0006559	El003G153070	XP_013741626.2, XP_013741619.1, XP_048619192.1, XP_013701509.1, XP_013654889.2
OG0006570	El003G155360	XP_048593675.1, XP_022554684.1, XP_013734582.1, XP_013696793.2
OG0006571	El003G155250	XP_048593671.1, XP_013712050.1, XP_022559011.2, NP_001302600.1, XP_013707714.2
OG0006572	El003G155170	XP_013703370.2, XP_013685578.1, XP_048601381.1, XP_013668247.2
OG0006573	El003G155110	XP_013711504.1, XP_013656352.1, XP_013670978.2, XP_013670979.2, XP_013706840.1, XP_013685579.1
OG0006574	El003G154470	XP_013681545.2, XP_013661493.2, XP_013676611.1, XP_048637503.1
OG0006575	El003G154440	XP_013692396.2, XP_013670819.2, XP_013661494.2, XP_013681554.2
OG0006576	El003G153650	XP_048637298.1, XP_013696961.1, XP_013681637.2, XP_048620474.1
OG0006578	El007G349650	XP_013644278.2, XP_022543520.2, XP_022552859.2, XP_048630525.1, XP_013725169.2
OG0006579	El003G152600	XP_013706456.2, XP_013668574.2, XP_013706457.1, XP_013741634.1
OG0006580	El003G151780	XP_013705427.2, XP_022562147.2, XP_022555894.2, XP_022545736.2
OG0006581	El003G151640	XP_022561645.2, XP_013716728.1, XP_013652518.2, XP_013669766.1
OG0006582	El003G151510	XP_022555893.2, XP_048594865.1, XP_022569279.2, XP_013670772.2
OG0006583	El003G150880	XP_022572748.1, XP_013751272.1, XP_048636387.1, XP_013667479.2
OG0006584	El003G150630	XP_013697474.1, XP_013665316.2
OG0006585	El003G150180	XP_013685812.1, XP_048594847.1, XP_013670680.2, XP_013703474.2
OG0006586	El002G102940	XP_048614201.1, XP_013641845.2, XP_013664408.1, XP_013664627.1
OG0006587	El003G150070	XP_013656287.2, XP_022555852.1, XP_048601164.1, XP_013661552.2
OG0006589	El003G148890	XP_013735205.2, XP_013656012.2, XP_048619293.1, XP_022572765.2
OG0006590	El003G148710	XP_013738410.2, XP_022562683.1, XP_013656208.1, XP_013656237.1
OG0006591	El004G210000, El003G148470	XP_013657703.1, XP_013735221.2
OG0006592	El003G147750	XP_013656174.2, XP_013666765.1, XP_048628412.1, XP_022569991.1, XP_013648908.1
OG0006594	El003G147470	XP_013724983.2, XP_022562711.1
OG0006595	El003G147450	XP_013670604.2, XP_013731020.2, XP_013724995.2, XP_022572803.1
OG0006596	El003G147300	XP_013717993.2, XP_013732491.1, XP_013670595.1, XP_013750351.1
OG0006597	El003G147150	XP_013718079.2, XP_013718078.2
OG0006598	El002G118040	XP_013644569.1, XP_048594561.1, XP_013691232.2, XP_048592544.1, XP_013722674.1
OG0006599	El002G119860	XP_048635490.1, XP_048614479.1, XP_048635157.1, XP_013656878.1, XP_013662293.1
OG0006600	El003G169990	XP_013671340.1, XP_013733804.1, XP_013741991.2, XP_013737190.1
OG0006601	El003G170410	XP_048626204.1, XP_048623484.1, XP_013671361.1, XP_013655783.2
OG0006602	El003G170420	XP_013741300.2, XP_013737342.2, XP_013721599.2, XP_013669899.2
OG0006603	El003G170720	XP_013705506.1, XP_048632755.1, XP_013646639.1, XP_013731302.2
OG0006604	El006G295240	XP_013683547.2, XP_013740514.1, XP_013680528.1, XP_013662092.2
OG0006605	El007G350630, El007G352410	XP_022568423.1, XP_022548025.2
OG0006606	El002G092470	XP_013657705.1, XP_013750851.1, XP_013693437.1, XP_013640982.2
OG0006607	El004G202690	XP_013670174.1, XP_013748752.2, XP_048610621.1, XP_048595850.1, XP_013651543.1
OG0006608	El002G093480	XP_048638077.1, XP_013653087.2, XP_013657763.1, XP_013750783.2
OG0006609	El004G200040	XP_013672279.3, XP_013670394.1, XP_048601761.1
OG0006610	El002G094660	XP_048638121.1, XP_048613946.1, XP_013712449.2, XP_013712364.2
OG0006611	El002G094710	XP_048613951.1, XP_048638132.1, XP_013657437.1, XP_013662136.2
OG0006612	El002G095110	XP_048594203.1, XP_013711553.1, XP_013641203.2, XP_013675412.2
OG0006613	El002G099160	XP_013669455.2, XP_048614063.1, XP_048597676.1, XP_013712182.2
OG0006615	El001G036280	XP_013712923.1, XP_013699324.2, XP_013714105.1, XP_013670183.1
OG0006616	El001G036660	XP_048619760.1, XP_013684754.1, XP_013729244.1, XP_013729222.2
OG0006617	El001G038050	XP_048637226.1, XP_013705517.2, XP_013647320.1, XP_013740626.2, XP_022552738.1
OG0006618	El002G097510	XP_013657358.1, XP_013677812.2, XP_013664668.2, XP_013712420.1
OG0006619	El002G097410	XP_013641372.2, XP_013676299.1, XP_048627118.1, XP_013712286.2, XP_048621253.1, XP_013664661.2
OG0006620	El001G039120	XP_013644800.2, XP_013750556.1, XP_013714527.2
OG0006621	El001G039550	XP_048600321.1, XP_048602866.1, XP_013705352.1, XP_013647531.2
OG0006622	El001G039960	XP_048624658.1, XP_022570852.1, XP_013677407.2, XP_013644822.1
OG0006623	El001G040730	XP_013644745.1, XP_013705136.2, XP_013677529.1, XP_013721036.1
OG0006624	El001G040800	XP_048631557.1, XP_048600486.1, XP_022560354.1, XP_013644741.2, XP_013706614.2, XP_048602883.1
OG0006625	El001G041170	XP_013698472.1, XP_048631551.1, XP_013662306.1, XP_013644716.2, XP_013705708.2
OG0006626	El001G041210	XP_013655410.2, XP_013711141.2, XP_013662305.1, XP_013698461.1, XP_048631552.1
OG0006627	El001G041610	XP_013644698.2, XP_013672571.1
OG0006628	El001G041680	XP_013681198.2, XP_048628346.1, XP_048600635.1, XP_048618049.1, XP_048591351.1
OG0006629	El001G042490	XP_048591332.1, XP_048618058.1, XP_013677548.2, XP_013697844.2
OG0006630	El001G042510	XP_048600877.1, XP_048602932.1, XP_013703554.2, XP_048618060.1
OG0006631	El001G043040	XP_013697623.2, XP_013692197.2, XP_048618094.1, XP_013711222.2
OG0006632	El001G043870	XP_013690116.1, XP_048591295.1, XP_013698075.2, XP_013692437.1
OG0006633	El001G044070	XP_013644537.2, XP_022565631.1, XP_048631470.1, XP_013717889.2, XP_048627528.1
OG0006634	El001G044940	XP_013659103.2, XP_022564926.2, XP_048630508.1, XP_048627525.1, XP_013675257.2
OG0006635	El007G337820	XP_013719411.1, XP_048598784.1, XP_048607487.1, XP_013733641.1, XP_013640714.1
OG0006636	El004G211660	XP_013685957.1, XP_013688306.1, XP_013751812.1, XP_048616489.1, XP_048616493.1
OG0006637	El004G211640	XP_013722379.2, XP_048616147.1, XP_013698526.1, XP_022559682.1
OG0006638	El003G190890	XP_013722374.1, XP_048591901.1, XP_013641942.2, XP_013703058.2
OG0006639	El005G277880	XP_013744444.1, XP_013670908.1
OG0006640	El007G329860	XP_013706946.1, XP_013722458.1, XP_013686316.2, XP_048630979.1, XP_013683660.2
OG0006641	El004G203690, El004G205040	XP_048595684.1, XP_013664522.1, XP_013661508.2, XP_022568896.1
OG0006642	El003G193640	XP_022569485.2, XP_013649298.2, XP_013648978.2, XP_013696853.1
OG0006643	El003G193440	XP_013743483.2, XP_013672019.1, XP_048592934.1, XP_022567643.1
OG0006644	El004G195120	XP_013686114.1, XP_013747682.1, XP_013661551.2, XP_013688462.1
OG0006645	El004G196360	XP_013659334.1, XP_013673443.1
OG0006646	El004G196950	XP_013716597.1, XP_013726431.1, XP_013673463.1, XP_048625913.1
OG0006647	El006G288860	XP_013683634.2
OG0006648	El005G244250	XP_048635995.1, XP_022575603.2, XP_013724076.3, XP_048612497.1
OG0006649	El005G244300	XP_048600758.1, XP_013724134.2, XP_022575599.1, XP_048615288.1
OG0006650	El003G146800	XP_013643267.1, XP_022561138.1, XP_048619344.1
OG0006651	El005G244460	XP_048611859.1, XP_013724138.2, XP_048606145.1, XP_013736062.2
OG0006652	El005G244950, El001G079790	XP_013707500.1, XP_013668322.1
OG0006653	El005G245320	XP_013736019.2, XP_013684607.1, XP_048635968.1, XP_013703757.1
OG0006654	El005G245970	XP_048632326.1, XP_013672776.1, XP_013750225.2
OG0006655	El005G246160	XP_013714647.1, XP_048613330.1, XP_013750329.1, XP_013750237.2
OG0006656	El005G246330	XP_013750247.2, XP_013750344.1, XP_013714572.1, XP_013730876.2
OG0006657	El005G246470	XP_048635933.1, XP_013750157.1, XP_013675196.1, XP_048609224.1
OG0006658	El005G246450	XP_013647549.2, XP_013640204.2, XP_013640177.1
OG0006659	El005G246980	XP_013750130.1, XP_022575517.2, XP_013719061.1, XP_013732104.2
OG0006660	El005G247330	XP_048607921.1, XP_013673265.2, XP_022575496.2, XP_013750085.1
OG0006661	El005G247410	XP_013708022.2, XP_013750092.1, XP_013644764.1, XP_013651954.1
OG0006662	El005G247570	XP_013644776.1, XP_013648194.2, XP_013712477.1, XP_013750097.1
OG0006663	El005G247870	XP_013676669.1, XP_013714074.2, XP_013640164.1, XP_013710444.1
OG0006664	El005G247960	XP_013697708.2, XP_013648206.1, XP_013714909.1, XP_013646963.1
OG0006665	El005G248250	XP_013646822.2, XP_022567038.2, XP_013648221.1, XP_013693309.1
OG0006666	El007G344740	XP_013712308.1, XP_013730738.1, XP_022571835.1, XP_013684025.1
OG0006667	El001G060120	XP_013730861.2, NP_001302619.1, XP_048605604.1, XP_013675995.1
OG0006668	El003G159700	XP_013656503.1, XP_013735585.1, XP_013739604.2, XP_013671264.1
OG0006669	El007G343020	XP_013682859.1, XP_013683307.1, XP_013671079.1, XP_013702961.2
OG0006670	El007G342720	XP_013708231.2, XP_048604064.1, XP_048598178.1
OG0006671	El007G341160	XP_013702696.1, XP_013688309.1, XP_013714930.2, XP_013687506.2
OG0006672	El007G341010	XP_013714262.1, XP_013687550.2, XP_013702352.1
OG0006673	El007G340050	XP_013710479.1, XP_013687878.2, XP_013662781.1
OG0006674	El007G340060	XP_013715613.2, XP_022551722.2, XP_013710116.1, XP_013726797.2
OG0006675	El007G339730	XP_013715030.2, XP_048604525.1, XP_013682790.2, XP_022570427.2
OG0006676	El007G338440	XP_013733529.1, XP_013733892.2, XP_048624710.1, XP_013730839.2
OG0006677	El007G338880	XP_013714574.1, XP_013666774.1
OG0006678	El007G337980	XP_048598771.1, XP_013719409.1, XP_048607516.1, XP_048603132.1
OG0006679	El001G004330, El007G337940, El007G338280	XP_022548713.1, XP_022566733.1
OG0006680	El007G337840	XP_022548976.1, XP_013719358.1, XP_013640715.1, XP_013733631.1
OG0006681	El007G337720	XP_013719363.1, XP_048598789.1, XP_013675665.1, XP_013717134.1
OG0006682	El007G337280	XP_048624588.1, XP_048598799.1, XP_048607407.1, XP_048608293.1, XP_013646825.1
OG0006684	El004G208230	XP_048621019.1
OG0006685	El007G335870	XP_048624670.1, XP_048598841.1, XP_048608262.1, XP_022569866.2
OG0006686	El007G335410	XP_048603088.1, XP_013685206.2, XP_013677517.1, XP_013666989.2
OG0006687	El007G334640	XP_013667042.1, XP_013712703.1, XP_013684566.2, XP_048608214.1, XP_048628815.1
OG0006688	El007G334440	XP_013667054.1, XP_013698109.1, XP_013732972.1, XP_013682605.2
OG0006689	El007G334180	XP_013740321.1, XP_022566625.1
OG0006690	El007G333970	XP_013693855.1, XP_013656868.1
OG0006691	El007G351570	XP_013707033.2, XP_013644252.1, XP_022547388.2, XP_048625604.1
OG0006693	El001G068820	XP_022554484.1, XP_022566397.2, XP_013728218.1, XP_013674556.2
OG0006694	El001G068940	XP_013668031.2, XP_013667992.1, XP_013752219.1, XP_013728244.1
OG0006695	El001G069090	XP_013668020.1, XP_013720806.2, XP_013716135.2, XP_013752193.1
OG0006696	El001G071340	XP_013666123.2, XP_013731649.2, XP_048602758.1, XP_013712410.2
OG0006697	El001G071460	XP_013726515.2, XP_048598387.1, XP_013701925.1
OG0006698	El001G071860	XP_048603629.1, XP_013712370.1, XP_048602766.1, XP_013680285.1, XP_048607842.1
OG0006699	El001G071930	XP_013653520.1, XP_048598406.1
OG0006700	El001G072210	XP_013715557.2, XP_013722876.1, XP_048625230.1, XP_013726807.2, XP_013680300.1
OG0006701	El007G326360	XP_013659214.2, XP_013647087.1, XP_013642913.1, XP_048616570.1, XP_013701025.2
OG0006702	El001G072800	XP_022549482.2, XP_022569883.2
OG0006703	El001G073180	XP_013680340.1, XP_048625081.1, XP_048623104.1, XP_013715539.1
OG0006704	El001G073400	XP_048602690.1, XP_013692801.2, XP_013680354.1, XP_022566585.2
OG0006705	El001G073510	XP_013680479.1, XP_048625018.1, XP_013715472.1, XP_048623117.1
OG0006706	El001G073740	XP_048623133.1, XP_013715721.1, XP_048603228.1, XP_048602682.1, XP_013680374.1, XP_013680414.2
OG0006707	El001G074120	XP_013715745.2, XP_048623161.1, XP_013718994.1, XP_048603174.1
OG0006708	El003G169870	XP_048622101.1, XP_013655804.1, XP_013721644.1, XP_013671329.1
OG0006709	El003G169800	XP_013655815.2, XP_013733315.1, XP_013676834.1, XP_013721654.2
OG0006710	El003G169280	XP_048637988.1, XP_048601400.1, XP_013737296.2, XP_022572492.2
OG0006711	El003G169240	XP_022561926.1, XP_013737295.2, XP_013725815.2, XP_013711203.1
OG0006712	El003G168720	XP_013737266.2, XP_013707592.2, XP_013723453.2, XP_022574246.2
OG0006713	El003G168680	XP_013655970.2, XP_013726864.1, XP_048618889.1, XP_013718927.1, XP_013655995.2
OG0006714	El003G168480	XP_013737244.2, XP_048618893.1, XP_022574234.1, XP_013719829.1
OG0006716	El003G167280	XP_022561692.2, XP_048627625.1, XP_013741350.2, XP_048601462.1, XP_013727873.1
OG0006717	El003G166890	XP_013678617.1, XP_048629697.1, XP_013672684.1, XP_013730083.1
OG0006718	El003G166290	XP_013680796.2, XP_013718491.3, XP_048629932.1, XP_013740528.1, XP_013669110.1, XP_013670310.1
OG0006719	El003G166230	XP_013718500.1, XP_022549922.1, XP_022546535.1, XP_013746929.2, XP_013715964.1
OG0006720	El007G361670	XP_013640524.1, XP_013661806.2, XP_013687235.2, XP_022576168.1
OG0006721	El003G165580	XP_048631600.1, XP_013717493.2, XP_048632907.1, XP_013672014.1, XP_013660923.2
OG0006722	El003G165500	XP_048595941.1, XP_013668718.1, XP_013717434.1, XP_013741398.2, XP_048631605.1
OG0006723	El003G169830	XP_013742006.1, XP_013737313.1, XP_013721563.2, XP_013676836.1
OG0006724	El003G164610	XP_013669699.3, XP_022546601.1, XP_022572589.2, XP_013717210.1
OG0006725	El003G164170	XP_013647043.1, XP_048601566.1, XP_013695688.2, XP_022561681.2
OG0006726	El003G163960	XP_013654831.1, XP_013685753.1, XP_013642962.1, XP_013664729.1
OG0006727	El003G162850	XP_013702616.2, XP_013682678.3, XP_013672082.1
OG0006728	El003G161720	XP_013697315.2, XP_013738530.1, XP_013694106.1, XP_048618845.1
OG0006729	El003G161620	XP_048618874.1, XP_013731006.1, XP_013738557.1, XP_013655491.1
OG0006730	El003G161420	XP_048597189.1, XP_048600056.1
OG0006731	El003G161200	XP_048619019.1, XP_013739158.2
OG0006732	El003G161140	XP_048619039.1, XP_022571853.2, XP_013738749.2, XP_013671476.2
OG0006733	El003G160930	XP_013671492.2, XP_013710272.2, XP_013737711.2, XP_048619049.1
OG0006734	El003G160860	XP_013710277.2, XP_013671495.2, XP_022561948.1, XP_013737713.2
OG0006735	El003G160820	XP_013737714.2, XP_022561439.2, XP_013671496.2, XP_013710263.2
OG0006736	El003G160690	XP_013738031.1, XP_013644244.1, XP_013669928.2, XP_048597375.1
OG0006737	El003G160650	XP_048619051.1, XP_013738028.2, XP_013671506.2, XP_048597387.1
OG0006738	El002G121710	XP_013663765.1, XP_048637025.1, XP_013639904.1, XP_013717441.1, XP_013717442.1
OG0006739	El002G124790	XP_013715149.2, XP_013712169.1, XP_048596195.1, NP_001303102.1, XP_048615450.1
OG0006740	El002G102480	XP_022566521.1, XP_013657272.1, XP_013723275.2, XP_013646686.2
OG0006741	El002G127700	XP_013693701.2, XP_013703985.1, XP_048627982.1, XP_048604965.1, XP_022571218.2
OG0006742	El007G354930, El002G127350	XP_013640831.2, XP_013701953.1
OG0006743	El002G099290	XP_013641532.2, XP_013749582.1, XP_013675203.2, XP_013659346.1
OG0006744	El002G130290, El002G130390, El002G130380, El002G130410	XP_022575198.1, XP_048615081.1
OG0006745	El002G129410	XP_048593584.1, XP_013698719.1, XP_048599491.1, XP_013698411.3
OG0006746	El002G113540	XP_048606845.1, XP_013656968.1
OG0006747	El002G090220	XP_013716260.2
OG0006748	El003G160590	XP_048619254.1, XP_013738000.2, XP_013644226.2
OG0006749	El002G113340	XP_022559120.2, XP_048596090.1, XP_013653229.2, XP_022570682.1
OG0006750	El002G129060	XP_013718811.2, XP_048599498.1, XP_013667425.2, XP_022559156.1
OG0006751	El002G113410	XP_013685419.1, XP_013662503.1, XP_013727915.1
OG0006752	El005G278500	XP_013653137.1, XP_048593082.1, XP_013732475.2
OG0006753	El002G114320	XP_013651563.2, XP_013690796.1, XP_048593906.1, XP_013685405.1
OG0006754	El002G114970	XP_048626639.1, XP_048593895.1, XP_022555673.1
OG0006755	El002G114990	XP_013662630.1, XP_013697720.1, XP_022555674.1, XP_013656905.1, XP_048593896.1
OG0006756	El002G115050	XP_013695501.1, XP_013655100.2
OG0006757	El002G115240	XP_013656897.1, XP_022570509.1, XP_022548380.1, XP_013693508.1
OG0006758	El002G115790	XP_013662604.2, XP_022548377.1, XP_013656853.1, XP_013656838.1
OG0006759	El002G116190	XP_022555538.1, XP_013655073.1, XP_013708355.1, XP_048596582.1
OG0006760	El002G116580	XP_013656812.2, XP_013712940.1, XP_013662476.1, XP_048614693.1
OG0006761	El002G116770	XP_013739530.2, XP_013656805.2, XP_013732822.1, XP_048592566.1
OG0006762	El002G117370	XP_013703849.2, XP_013703725.1
OG0006763	El002G117640	XP_013659419.1, XP_013644576.1, XP_013689314.2, XP_048618740.1, XP_013718327.2
OG0006764	El003G146530	XP_013733033.1, XP_013654945.2, XP_022561475.1, XP_048622909.1
OG0006765	El003G145950	NP_001302785.1, NP_001303112.1, XP_022575255.2, XP_013704798.2
OG0006766	El003G145600	XP_013681456.2, XP_048607539.1, XP_013655026.2, XP_013705350.1, XP_048634241.1, XP_013665385.2
OG0006767	El003G145460	XP_048634204.1, XP_048601005.1, XP_013685616.2, XP_013656627.1
OG0006768	El003G145040	XP_022550138.2
OG0006769	El003G144960	XP_048593794.1, XP_022575350.1, XP_022550134.2, XP_013723018.2
OG0006770	El003G144580	XP_048600964.1, XP_013682869.2, XP_013728989.2, XP_013703201.1
OG0006771	El003G144630	XP_013706857.1, XP_013656588.1, XP_013723044.1, XP_048630499.1, XP_013707614.1, XP_013728998.1
OG0006772	El003G144220	XP_048631043.1, XP_022555726.1, XP_048593802.1, XP_013723016.2, XP_048633874.1
OG0006773	El006G319600	XP_022563698.2, XP_013664153.1
OG0006774	El006G320220	XP_048621022.1, XP_022548125.2, XP_013671394.2, XP_048633563.1
OG0006775	El006G321390	XP_013712646.2
OG0006776	El003G142350	XP_013644909.1, XP_013707485.2, XP_022555695.1, XP_013656671.2
OG0006777	El003G142080	XP_048626719.1, XP_048606271.1, XP_013652821.2, XP_013656744.2, XP_013705104.2, XP_013644896.1
OG0006778	El003G141910	XP_013656761.2, XP_048606265.1, XP_022553321.2, NP_001302568.1
OG0006779	El002G133210	XP_013716038.1, XP_013731126.2
OG0006780	El003G187460	XP_048592861.1, XP_048616553.1, XP_048633360.1, XP_013725646.1
OG0006781	El006G295630	XP_022556123.2, XP_048629645.1, XP_048610512.1, XP_013659520.2, XP_013747305.1
OG0006782	El001G010560	XP_013712255.1, XP_048631943.1
OG0006783	El002G127490	XP_013696653.1, XP_013706390.2, XP_013711231.2, XP_048617179.1
OG0006784	El006G297140	XP_048631198.1, XP_048608430.1, XP_013744904.2, XP_013730198.1, XP_013730200.1
OG0006785	El006G298030	XP_013719916.2, XP_013719261.1
OG0006786	El007G357990	XP_013698621.1, XP_013744376.1
OG0006787	El007G357770, El007G357900, El007G357860, El007G357890	XP_013686058.2, XP_022552045.1, XP_013726647.1
OG0006788	El007G356960	XP_022568972.2, XP_013742058.1, XP_013648260.1, XP_022559665.2
OG0006789	El005G237130	XP_013750918.2, XP_048614240.1, XP_048632188.1, XP_022559413.1
OG0006790	El001G009560	XP_048596820.1, XP_013686579.1, XP_013693260.2, XP_048624315.1
OG0006791	El001G007710	XP_013742143.2, XP_013718626.1, XP_048632000.1, XP_013661261.2
OG0006792	El001G007390	XP_013743435.1, XP_013718628.2, XP_013697709.2, XP_013675698.1
OG0006793	El001G007290	XP_013713049.1, XP_013718554.2
OG0006794	El001G007230	XP_048624302.1, XP_048596785.1
OG0006795	El001G007090	XP_048596777.1, XP_013714912.1, XP_048612748.1, XP_048630801.1, XP_013675814.1
OG0006796	El001G006750	XP_013744451.1, XP_048630803.1, XP_048612721.1, XP_048596763.1, XP_013713995.2
OG0006797	El001G005560, El001G006150	XP_013740826.2, XP_022571889.2, XP_013670284.2, XP_013659501.1
OG0006799	El001G004360	XP_048595224.1, XP_013731428.1, XP_048632042.1
OG0006800	El007G360750	XP_013730313.1, XP_013713935.1, XP_022548401.2, XP_013723716.2, XP_048619712.1
OG0006801	El007G361070	XP_048637400.1, XP_013675678.1, XP_013730315.1, XP_013659414.2, XP_013714251.1
OG0006802	El003G156550	XP_013743142.1, XP_013728710.1, XP_013706783.1, XP_013738195.2
OG0006803	El007G364090	XP_013677923.2, XP_013677922.1, XP_022571437.1, XP_013705546.1
OG0006804	El007G364660	XP_013677162.1, XP_013706597.1, XP_048616104.1, XP_022563881.1, XP_048637368.1
OG0006805	El007G365470, El007G365510, El007G365490	XP_048628978.1, XP_013718656.1, XP_013732823.2, XP_013695246.2, XP_013703717.1
OG0006806	El007G365640	XP_013718727.1, XP_048616336.1, XP_013743295.1, XP_013661940.1
OG0006807	El007G365680	XP_013707405.1, XP_013695984.2, XP_013677231.2, XP_013695822.3
OG0006808	El007G365750	XP_048616376.1, XP_013675597.1, XP_048637353.1, XP_013707420.1, XP_048624423.1
OG0006809	El007G365850	XP_013695898.1, XP_048628843.1, XP_013706369.1, XP_013698213.1, XP_013677289.2
OG0006810	El007G366170	XP_013705197.1, XP_013695432.2, XP_013675045.2, XP_048615024.1
OG0006811	El006G292280	XP_013723881.1, XP_013734708.1, XP_013698513.1, XP_013744798.2
OG0006812	El007G366780	XP_013697027.1, XP_013705158.2, XP_013695423.2
OG0006813	El007G366930	XP_048604222.1, XP_013660262.1, XP_013697419.2, XP_013704045.1
OG0006814	El005G277050	XP_048625851.1, XP_013670135.2
OG0006815	El005G269340	XP_013691019.2, XP_013661786.1, XP_013701856.1
OG0006816	El005G268620	XP_013727280.1, XP_013689239.2, XP_048632562.1, XP_013744778.1
OG0006817	El005G268130	XP_048607052.1, XP_048632559.1
OG0006818	El003G178110	XP_013711591.2, XP_013719847.1, XP_013742938.2, XP_013664126.2
OG0006821	El003G174340	XP_013668469.1, XP_013664765.1
