Orthogroup	Erysimum_linariifolium	Camelina_sativa
OG0008480	El007G324170	XP_010484441.1, XP_010444609.1, XP_019094440.1
OG0008481	El001G000290	XP_010507199.1, XP_019101860.1
OG0008482	El002G111240	XP_010477843.1, XP_010499023.1, XP_010460291.1
OG0008483	El002G125440, El003G175580	XP_019083135.1
OG0008486	El007G343770	XP_010442538.1, XP_010482362.1, XP_010442179.1
OG0008486	El007G343720	XP_010442539.1, XP_010472782.1, XP_010485032.1
OG0008487	El006G295480	XP_019102103.1, XP_019101087.1, XP_019099937.1
OG0008489	El003G183170	XP_010449126.1, XP_010434050.1, XP_010448896.1
OG0008491	El007G349500	XP_010493639.1, XP_010442245.1, XP_010482071.1
OG0008492	El006G317760	XP_010472396.1, XP_010417140.1, XP_010429353.1
OG0008496	El007G348070, El007G348060	XP_010451301.1, XP_010513200.1, XP_010463002.1, XP_010468452.1, XP_010451516.1, XP_019087561.1, XP_010484893.1, XP_010445974.1, XP_010422563.1, XP_019095581.1, XP_019086351.1, XP_010418396.1, XP_010419091.1, XP_010451590.1, XP_010424417.1, XP_019092265.1, XP_010496566.1, XP_010456762.1, XP_010484886.1, XP_010485154.1, XP_010445553.1, XP_019091094.1, XP_019094463.1, XP_010424669.1, XP_019086344.1, XP_010513193.1, XP_010474203.1, XP_010424094.1, XP_010446078.1
OG0008504	El003G155680	XP_010438489.1, XP_010433245.1
OG0008505	El003G155230	XP_010447947.1, XP_010433190.1, XP_010438415.2
OG0008506	El003G154980	XP_010447912.1, XP_010438377.1
OG0008507	El003G154810	XP_010438363.1, XP_010433149.1, XP_010447903.1
OG0008508	El003G154670	XP_010447894.1, XP_010433140.1, XP_010438352.1
OG0008509	El003G153280	XP_019087312.1, XP_010447795.1, XP_019086695.1
OG0008510	El001G013720, El001G027240, El003G153260	XP_010438243.1, XP_010433048.1
OG0008511	El003G153250	XP_010438242.1, XP_010447791.1, XP_010436338.1
OG0008512	El003G153220	XP_010447789.1, XP_010438239.1, XP_010433046.1
OG0008513	El003G153090	XP_010433033.1, XP_010438226.1, XP_010447776.1
OG0008514	El003G152870	XP_010438201.2, XP_010433012.1, XP_010447748.1
OG0008515	El003G152750	XP_010433001.1, XP_010438193.1, XP_010447736.1
OG0008516	El003G152650	XP_010432989.1, XP_010438182.1, XP_010447721.1
OG0008517	El003G152620	XP_010438178.1, XP_010447717.1, XP_010432987.1
OG0008518	El001G060300	XP_010454276.1, XP_010424188.1, XP_010493067.1, XP_010495308.2
OG0008519	El003G152200	XP_019086666.1, XP_010447658.1, XP_010438124.1
OG0008520	El003G152170	XP_010438121.1, XP_010447656.1, XP_010432936.1
OG0008521	El003G151560	XP_019086664.1, XP_010438045.1, XP_010447562.1
OG0008522	El003G151400	XP_010438022.1, XP_010432847.1, XP_010447512.1
OG0008523	El003G151180	XP_010437999.1, XP_010432821.1
OG0008524	El003G151080	XP_010447548.1, XP_010437987.1, XP_010432810.1
OG0008525	El003G151020	XP_010432803.1, XP_010437983.1, XP_010447475.1
OG0008526	El003G150680	XP_010432765.1, XP_010447433.1, XP_019088740.1
OG0008527	El003G150600	XP_010447417.1, XP_010437933.1, XP_010432748.1
OG0008528	El003G150570	XP_010447411.1, XP_019086662.1, XP_010437927.1
OG0008529	El003G150100	XP_010437876.1, XP_010447360.1, XP_010432685.1
OG0008530	El003G149720	XP_010432632.1, XP_010447315.1, XP_010437828.1
OG0008531	El003G149750	XP_010432636.1, XP_010447318.1, XP_010437832.1
OG0008532	El003G149740	XP_010432635.1, XP_010447317.1, XP_010437830.1
OG0008533	El003G149490	XP_010432599.1, XP_010447271.1, XP_010447272.1, XP_010437790.1
OG0008534	El003G150050	XP_010432676.1, XP_010447355.1
OG0008535	El003G149360	XP_010447256.1, XP_010437776.1, XP_010432577.1
OG0008536	El003G149350	XP_010437775.1, XP_010447254.1, XP_010432576.1
OG0008537	El003G149340	XP_010447248.1, XP_010437771.1, XP_010432572.1
OG0008538	El003G149280	XP_010437765.1, XP_010432567.1, XP_010447244.1
OG0008540	El003G148240	XP_010447115.1, XP_010437646.1
OG0008541	El003G148450	XP_010447146.1, XP_010437670.1, XP_019086546.1
OG0008542	El003G148620	XP_010447170.1, XP_010437694.1, XP_010432490.1
OG0008543	El003G148030	XP_010447082.1, XP_010432417.1, XP_010437620.1
OG0008544	El003G148010	XP_010432414.1, XP_010447081.1, XP_010437616.1
OG0008545	El003G147910	XP_010432403.1, XP_010447065.1, XP_010437601.1
OG0008546	El003G147690	XP_010432380.1, XP_010437570.1, XP_010447038.1
OG0008547	El003G147510	XP_010432364.1, XP_010437549.1, XP_010447018.1
OG0008548	El002G118410	XP_010499679.1, XP_010478577.1, XP_010460955.1
OG0008549	El002G118940	XP_010478591.1, XP_010499718.1
OG0008550	El002G119020	XP_010461002.1, XP_010499728.1, XP_010478599.1
OG0008551	El002G124560, El002G119190	XP_010478619.1, XP_010461023.1, XP_010499748.1
OG0008552	El002G119550	XP_010478641.1, XP_010499764.1, XP_010461035.1
OG0008553	El002G119790	XP_010499788.1, XP_010461064.1, XP_010478663.1
OG0008554	El003G170020	XP_010434725.1, XP_010440061.1, XP_010449673.1
OG0008555	El003G170080	XP_019086784.1, XP_010440068.1, XP_010449684.1
OG0008556	El003G170700	XP_010440120.1, XP_010449736.1, XP_019086261.1
OG0008557	El002G095630	XP_010476172.1, XP_010493775.1, XP_019090984.1
OG0008558	El006G299130	XP_010469534.1, XP_010509951.1, XP_010413929.1, XP_010413930.1
OG0008559	El004G210060	XP_019083181.1, XP_010511580.1, XP_010470367.1
OG0008560	El004G207570, El004G207590	XP_010480252.1, XP_010511283.1, XP_010414987.1
OG0008561	El003G149650	XP_010432625.1, XP_010437815.1, XP_010447298.1
OG0008562	El004G204600	XP_010474050.2, XP_019100875.1, XP_010414756.1
OG0008563	El002G092840	XP_010490407.1, XP_010475840.1, XP_010458296.1
OG0008564	El004G203060	XP_010470255.1, XP_010414732.1, XP_010511071.1
OG0008565	El004G201490	XP_010414611.1, XP_010470162.1, XP_010510980.1
OG0008566	El004G201450	XP_010418833.1, XP_010474015.1, XP_010510976.1
OG0008567	El004G200510	XP_010510912.1, XP_010473256.1, XP_019082745.1
OG0008568	El004G200600	XP_010473248.1, XP_010510925.1, XP_010418013.1
OG0008569	El005G266920	XP_010466779.1, XP_010488492.1, XP_010513150.1
OG0008570	El004G199840	XP_010430106.1, XP_010418067.1, XP_010473317.1
OG0008571	El004G199710	XP_010473336.1, XP_010418097.1, XP_010419437.1, XP_010430141.1
OG0008572	El004G199610	XP_010418105.1, XP_010473341.1, XP_010430148.1
OG0008573	El004G199320	XP_010418130.1, XP_010473370.1, XP_010430175.1
OG0008574	El004G199280	XP_019093159.1, XP_010418132.1, XP_019085797.1
OG0008575	El004G199250	XP_010430180.1, XP_010418134.1, XP_010473379.1
OG0008576	El004G198990	XP_010430209.1, XP_010473405.1
OG0008577	El002G095180	XP_010476119.1, XP_010458588.1, XP_010493346.1
OG0008578	El002G099250	XP_010496902.1, XP_010459037.1, XP_010476599.1
OG0008579	El001G036550	XP_010513891.1, XP_010502142.1, XP_010424933.1
OG0008580	El001G036770	XP_010424952.1, XP_010502170.1, XP_010513908.1
OG0008581	El001G036890	XP_010502199.1, XP_010502192.1, XP_010513930.1
OG0008582	El001G037540	XP_010502250.1, XP_010514009.1, XP_010425013.1
OG0008583	El001G037940	XP_010425055.1, XP_010514055.1, XP_010502294.1
OG0008584	El001G038570	XP_010425142.1, XP_019100039.1, XP_010518594.1
OG0008585	El001G038870	XP_010514143.1, XP_010502395.1
OG0008586	El001G039420	XP_010425206.1, XP_010514178.1
OG0008587	El001G039970	XP_010425246.1, XP_010514214.1, XP_010502473.1
OG0008588	El001G040070	XP_010502483.1, XP_010514221.1, XP_010425252.1
OG0008589	El001G040340	XP_019102182.1, XP_019085288.1, XP_010502507.1
OG0008590	El001G040880	XP_010425367.1, XP_010502578.1, XP_010514296.1
OG0008591	El001G041130	XP_010514324.1, XP_010425383.1, XP_010502603.1
OG0008592	El001G041450	XP_010497369.1, XP_010425417.1, XP_010497450.1, XP_010514356.1
OG0008593	El001G041470	XP_010425423.1, XP_010502635.1, XP_010514359.1
OG0008594	El001G041840	XP_010502676.1, XP_010425453.1, XP_010514403.1
OG0008595	El001G042060	XP_010502691.1, XP_010425469.1, XP_010514420.1
OG0008596	El001G042180	XP_010425480.1, XP_010502702.1, XP_010514427.1
OG0008597	El001G042740	XP_010514490.1, XP_010425556.1, XP_010502785.1
OG0008598	El001G042750	XP_019085997.1, XP_010514491.1, XP_010502786.1
OG0008599	El001G043590	XP_010425622.1, XP_010514544.1, XP_010502835.1
OG0008600	El001G043640	XP_010514548.1, XP_010502845.1, XP_010425626.1
OG0008601	El001G044140	XP_010514589.1, XP_010502945.2, XP_010425655.1
OG0008602	El001G044250	XP_010425665.1, XP_010502884.1, XP_010514601.1
OG0008603	El001G044300	XP_010425667.1, XP_010514603.1, XP_010502886.1
OG0008604	El001G045440, El001G045400, El001G045430	XP_019099629.1, XP_010514648.1, XP_019085439.1
OG0008605	El001G045470	XP_019085823.1, XP_010507137.1, XP_010412466.1
OG0008606	El004G215520	XP_010415173.1, XP_010511558.1, XP_010470504.1
OG0008607	El001G038980	XP_010514150.1, XP_010502402.1
OG0008608	El004G214210	XP_010511118.1, XP_010415113.1, XP_010470447.1
OG0008609	El004G212840	XP_010415075.1, XP_010511432.1, XP_010470425.1
OG0008610	El004G193830	XP_010473733.1, XP_010496629.1, XP_010430616.1
OG0008611	El004G193870	XP_010430610.1, XP_010496626.1, XP_010497234.1
OG0008612	El004G194220	XP_010473704.1, XP_010418504.1, XP_010430574.1
OG0008613	El004G194290	XP_019098738.1, XP_010473698.1, XP_010430571.1, XP_010418500.1
OG0008614	El004G194770	XP_010418453.1, XP_010473658.1, XP_010430525.1
OG0008615	El004G195090	XP_010473645.1, XP_010430513.1, XP_010418439.1
OG0008616	El004G195280, El004G195410	XP_010418425.1, XP_010430502.1, XP_010473632.1
OG0008617	El004G196270, El004G196300	XP_010430423.1, XP_010418342.1, XP_010473565.1
OG0008618	El004G196280, El004G196290, El001G051770	XP_010430420.1, XP_010452280.1, XP_010418340.1
OG0008619	El004G196970	XP_010430379.1, XP_010418307.1, XP_019094155.1
OG0008620	El004G197760	XP_010418263.1, XP_010430325.1, XP_010473487.1
OG0008621	El005G248450	XP_010486986.1, XP_010499275.1, XP_010418906.1, XP_010465040.1
OG0008622	El007G334220	XP_010483266.1, XP_010443433.1, XP_010452134.1
OG0008623	El006G288150	XP_019100557.1, XP_019102026.1, XP_019101225.1
OG0008624	El006G288430	XP_010517579.1, XP_010505862.1, XP_010508781.1
OG0008625	El006G288340	XP_010517591.1, XP_010508770.1, XP_010505871.1
OG0008626	El005G244490	XP_010471590.1, XP_010486496.1, XP_010464573.1
OG0008627	El001G079070	XP_010452242.1, XP_010490854.1, XP_010423685.1
OG0008628	El005G245590	XP_010464699.1, XP_010482050.1, XP_010486627.1
OG0008629	El005G246070	XP_010493783.1, XP_010464748.1, XP_010486683.1, XP_019092849.1
OG0008630	El005G246270	XP_010486708.1, XP_010491291.1, XP_010464778.1
OG0008631	El005G246380	XP_010486718.1, XP_010490154.1
OG0008632	El005G247040	XP_010464860.1, XP_010496221.1
OG0008633	El005G247110	XP_010486817.1, XP_010464868.1, XP_010496861.1
OG0008634	El005G247640	XP_010486854.1, XP_010498187.1, XP_010464917.1
OG0008635	El005G247740	XP_010498325.1, XP_010464941.1, XP_010486871.1
OG0008636	El005G247750	XP_010489787.1, XP_010498340.1
OG0008637	El005G248000	XP_010498659.1, XP_010464967.1, XP_010486909.1
OG0008638	El005G248170	XP_010498952.1, XP_010486937.1, XP_010465006.1
OG0008639	El007G344780	XP_010482289.1, XP_010442467.1, XP_010441261.1
OG0008640	El007G344140	XP_010442515.1, XP_010482343.1, XP_010441960.1
OG0008641	El007G343900	XP_010442524.1, XP_010442071.1
OG0008642	El007G343560	XP_010442225.1, XP_010442543.1, XP_010482367.1
OG0008643	El007G343310	XP_010482395.1, XP_010442568.1, XP_010442427.1
OG0008644	El007G343280	XP_010482402.1, XP_010446014.1
OG0008645	El007G343100	XP_010482431.1
OG0008646	El007G342130	XP_010442674.1, XP_010443574.1, XP_010482507.1
OG0008647	El007G341990	XP_010482523.1, XP_010473511.2
OG0008648	El007G340850	XP_010442806.1, XP_010482638.1, XP_019091275.1
OG0008649	El007G340500	XP_010445402.1, XP_010442845.1, XP_010482673.1
OG0008650	El007G340000	XP_010445592.1, XP_010442872.1, XP_010482703.1
OG0008651	El007G340150	XP_010482690.1, XP_010445514.1, XP_010442862.1
OG0008652	El007G340200	XP_010442857.1, XP_010482686.1, XP_010445479.1
OG0008653	El007G339620	XP_010445849.1, XP_010482747.1, XP_010442913.1
OG0008654	El007G339600	XP_010445864.1, XP_010442916.1, XP_010482750.1
OG0008655	El007G339470	XP_010482758.1, XP_010442928.1, XP_010496582.1
OG0008656	El007G339450	XP_010482760.1, XP_010442933.1, XP_010496585.1
OG0008657	El007G338560	XP_010446471.1, XP_010442985.1, XP_010482819.1
OG0008658	El007G338950	XP_010482781.1, XP_010446035.1, XP_010442950.1
OG0008659	El007G338370	XP_010482829.1, XP_010446663.1, XP_010442997.1
OG0008660	El007G338110	XP_010446745.1, XP_010443003.1, XP_010482837.1
OG0008661	El007G338020	XP_010443015.1, XP_010482846.1, XP_010446855.1
OG0008662	El007G337340	XP_010482912.1, XP_010443098.1, XP_010448898.1
OG0008663	El007G337130, El007G337150	XP_010482934.1, XP_010443121.1, XP_010449124.1
OG0008664	El007G337020	XP_010449262.1, XP_010443141.1, XP_010482953.1
OG0008665	El007G336610	XP_010449741.1, XP_010443189.1, XP_010483001.1
OG0008666	El007G336500	XP_010483013.1, XP_010443200.1, XP_010449946.1
OG0008667	El007G336490	XP_010483015.1, XP_010449954.1, XP_010443201.1
OG0008668	El007G336040	XP_010483078.1, XP_010443249.1, XP_010450666.1
OG0008669	El007G335770	XP_019092318.1, XP_010483111.1, XP_010443291.1
OG0008670	El007G335750	XP_010483113.1, XP_010443293.1, XP_010451052.1
OG0008671	El007G335390	XP_010451263.1, XP_010483132.1, XP_010443308.1
OG0008672	El007G335200	XP_010483153.1, XP_010483152.2, XP_019087042.1, XP_010451430.1
OG0008673	El007G335180	XP_010443327.1, XP_010483156.1, XP_010451444.1
OG0008674	El007G334910	XP_010485196.1, XP_010451653.1, XP_010443356.1
OG0008675	El007G334710	XP_010483208.1, XP_010443383.1, XP_010451807.1
OG0008676	El007G334600	XP_019088457.1, XP_010451861.1, XP_010483220.1
OG0008677	El007G334400	XP_010451940.1, XP_010443411.1, XP_010483235.1
OG0008678	El007G333980	XP_010483291.1, XP_010452554.1, XP_010443455.1
OG0008679	El007G333690	XP_010452894.1, XP_010483346.1, XP_010443500.1
OG0008680	El007G333520	XP_010453097.1, XP_010443516.1, XP_010483367.1
OG0008681	El007G333510	XP_010453107.1, XP_010443517.1, XP_010483368.1
OG0008682	El007G351680	XP_010439034.1, XP_010445932.1, XP_010482035.1
OG0008683	El007G351280	XP_010482026.1, XP_010438870.1
OG0008684	El007G351260	XP_010442208.1, XP_010482040.1, XP_010439067.1
OG0008685	El001G068400	XP_010492078.1, XP_010453391.1, XP_010419904.1
OG0008686	El001G068420	XP_010453390.1, XP_010492075.1, XP_010419903.1
OG0008687	El001G068630	XP_010492054.1, XP_010492052.1, XP_010419875.1, XP_010453366.1
OG0008688	El001G068670	XP_010419870.1, XP_010453362.1, XP_010492048.1
OG0008689	El001G068690	XP_010492047.1, XP_010456512.2, XP_010419869.1, XP_010456513.1
OG0008690	El001G068750	XP_010419861.1, XP_010453351.1, XP_019097849.1
OG0008691	El001G069160	XP_010419823.1, XP_010491994.1, XP_010453300.1
OG0008692	El001G069180	XP_010491993.1, XP_010453299.1, XP_010419822.1
OG0008693	El001G069330	XP_010491974.1, XP_010453281.1, XP_010419807.1
OG0008694	El001G069560	XP_010491950.1, XP_010419780.1
OG0008695	El001G069700	XP_010419767.1, XP_010491934.1, XP_010453242.1
OG0008696	El002G131760, El001G069730	XP_010491932.2, XP_010453238.2, XP_010419763.2
OG0008697	El001G069840	XP_010491922.1, XP_010453227.1, XP_019084179.1
OG0008698	El001G070360	XP_010419689.1, XP_010491852.1, XP_010453176.1
OG0008699	El001G071190	XP_010422816.1, XP_010453105.1, XP_010491750.1
OG0008700	El001G071470	XP_010491719.1, XP_010453074.1, XP_010422838.1
OG0008701	El001G071620	XP_010491706.1, XP_010422848.1, XP_010456466.1
OG0008702	El001G071870	XP_010491669.1, XP_010422884.1, XP_010453039.1
OG0008703	El001G072160	XP_010491632.1, XP_010422929.1, XP_010452992.1
OG0008704	El001G072360	XP_010491607.1, XP_010422954.1, XP_010452968.1
OG0008705	El001G072440	XP_010452952.1, XP_010422966.1, XP_010491595.1
OG0008706	El001G072740	XP_010452910.1, XP_010423012.1, XP_010491550.1
OG0008707	El001G073050	XP_010423044.1, XP_010452875.1, XP_010491509.1
OG0008708	El001G073100	XP_010491505.1, XP_010423050.1, XP_010452869.1
OG0008709	El001G073330	XP_010452831.1, XP_010424725.1, XP_010495114.1
OG0008710	El001G073560	XP_010452804.1, XP_010491449.1, XP_010423122.1
OG0008711	El001G073850	XP_010452766.1, XP_010491412.1
OG0008712	El001G073890	XP_010423157.1, XP_010452760.1, XP_010491411.1
OG0008713	El001G074000	XP_010452748.1, XP_010423169.1, XP_010491399.1
OG0008714	El001G074180	XP_010491377.1, XP_010423192.1, XP_010452727.1
OG0008715	El003G169880	XP_010449651.1, XP_010434704.1, XP_010440039.1
OG0008716	El003G169260	XP_010434634.1, XP_010439969.1, XP_010449582.1
OG0008717	El003G169210	XP_010434628.1, XP_019087402.1, XP_010449573.1
OG0008718	El003G169090	XP_010449556.1, XP_010434618.1, XP_010439942.1
OG0008719	El003G169020	XP_010439938.1, XP_019089116.1, XP_010434615.1
OG0008720	El003G169010	XP_010434614.1, XP_010449554.1, XP_010439937.1
OG0008721	El003G168840	XP_010434598.1, XP_010449532.1, XP_010439922.1
OG0008722	El003G168580	XP_010439897.1, XP_010449498.1, XP_010434569.1
OG0008723	El003G167600	XP_010449471.1
OG0008724	El007G363380	XP_010481589.1, XP_010494644.1
OG0008725	El003G167010	XP_010439754.1, XP_010449388.1, XP_010434445.1
OG0008726	El003G166960	XP_010439748.1, XP_010434441.1, XP_010449385.1
OG0008727	El003G166610	XP_010439718.1, XP_010434420.1, XP_010449357.1
OG0008728	El003G166500	XP_010449340.1, XP_010439705.1, XP_010434407.1
OG0008729	El003G166390	XP_010434395.1, XP_010439689.1, XP_010449337.1
OG0008730	El003G165850	XP_010434334.1, XP_010439626.1, XP_010449264.1
OG0008731	El003G165800	XP_010449255.1, XP_010449254.2, XP_010434328.1, XP_010449240.1, XP_010439623.1
OG0008732	El003G165620	XP_019089392.1, XP_010434311.1, XP_010439608.1
OG0008733	El003G165350	XP_010434277.1, XP_010439568.1, XP_010449166.1
OG0008734	El003G165040	XP_010439531.1, XP_010449134.1, XP_010434245.1
OG0008735	El003G164870	XP_010439504.1, XP_010434211.1, XP_010449103.1
OG0008736	El003G164600	XP_010434177.1, XP_010439472.1, XP_010449058.1
OG0008737	El003G164090	XP_010434123.1, XP_010449002.1, XP_010439421.1
OG0008738	El003G162900	XP_010445206.1, XP_010448867.1, XP_010434015.1
OG0008739	El001G006360	XP_010422190.1, XP_010455665.1, XP_010433651.1
OG0008740	El003G162770	XP_010448848.1, XP_010433998.1, XP_010439292.1
OG0008741	El003G162610	XP_010448815.1, XP_010433978.1, XP_019086973.1
OG0008742	El003G162470	XP_010433960.1, XP_010439252.1, XP_010448794.1
OG0008743	El003G162440	XP_010439243.1, XP_010433956.1, XP_010448790.1
OG0008744	El003G162240	XP_010439228.1, XP_010433943.1, XP_010448772.1
OG0008745	El003G161710	XP_019088255.1, XP_010433901.1
OG0008746	El004G222110	XP_019093124.1, XP_019085890.1, XP_010415734.1
OG0008747	El003G161070	XP_010433848.1, XP_019097177.1, XP_010448645.1, XP_010439124.1
OG0008748	El001G009010	XP_010421956.1, XP_010437167.1, XP_010455434.1
OG0008749	El002G121400	XP_010499902.1, XP_010461187.1, XP_010478777.1
OG0008750	El002G122290	XP_010461237.1, XP_010499950.1, XP_010478828.2
OG0008751	El002G122620, El002G122630	XP_010499963.1, XP_019091857.1, XP_010478853.1
OG0008752	El002G122930	XP_010499978.1, XP_010478865.1, XP_019090859.1, XP_010461261.1
OG0008753	El002G123410	XP_010478915.1, XP_010461280.1, XP_010500006.1
OG0008754	El002G123860	XP_010500032.1, XP_010478942.1, XP_010461315.1
OG0008755	El002G128110	XP_010479054.1, XP_010500153.1, XP_010461446.2
OG0008756	El002G128070	XP_010461444.1, XP_010479050.1, XP_010500150.1
OG0008757	El002G113240	XP_010499246.1, XP_010478103.1, XP_010460518.1
OG0008758	El002G128750	XP_010500194.1, XP_010479079.1, XP_010461481.1
OG0008759	El002G113560	XP_010460559.1, XP_010478142.1, XP_010499283.1
OG0008760	El002G113920	XP_010499342.1, XP_010478195.1
OG0008761	El004G225630	XP_010416141.1, XP_010428261.2
OG0008762	El002G115130	XP_010478287.1, XP_010460702.1, XP_010499443.1
OG0008763	El002G115170	XP_010460704.1, XP_010478290.1, XP_010499444.1
OG0008764	El002G115780	XP_010478344.1, XP_010499492.1, XP_019091314.1
OG0008765	El002G117310	XP_010460874.1, XP_010478495.1, XP_010499609.1
OG0008766	El002G117580	XP_010460897.1, XP_010478522.1, XP_010499631.1
OG0008767	El002G117630	XP_010478528.1, XP_010460903.1, XP_010499640.1
OG0008768	El002G118000	XP_010478540.1, XP_010460925.1, XP_019099316.1
OG0008769	El003G146510	XP_010446886.1, XP_010432238.1, XP_010437435.1
OG0008770	El003G146460	XP_010446882.1, XP_019088201.1, XP_019086874.1
OG0008771	El003G146170	XP_010437391.1, XP_010432204.1, XP_010446840.1
OG0008772	El003G145710	XP_010446784.1, XP_010437341.1, XP_010432170.1
OG0008773	El003G145440	XP_010446747.1, XP_010432140.1, XP_010437309.1
OG0008774	El003G145140	XP_010432098.1, XP_010446712.1, XP_010437271.1
OG0008775	El003G145010	XP_019086374.1, XP_010437256.1, XP_010446695.1
OG0008776	El003G144950	XP_010437250.1, XP_010436227.1
OG0008777	El003G144900	XP_010437247.1, XP_010446685.1, XP_010432076.1
OG0008778	El003G144280	XP_010437181.1, XP_010432028.1, XP_010446620.1
OG0008779	El003G144240	XP_010446618.1, XP_010437180.1, XP_010432025.1
OG0008780	El003G143960	XP_010437153.1, XP_010446596.1
OG0008781	El003G143780	XP_010431993.1, XP_010437142.1, XP_010446566.1, XP_010431994.1
OG0008782	El003G143760	XP_010437141.1, XP_010446567.1
OG0008783	El003G143470	XP_010431955.1, XP_010437108.1, XP_010446548.1
OG0008784	El003G142740	XP_010431895.1, XP_010446462.1
OG0008785	El003G156510	XP_010433332.1, XP_010438570.1
OG0008786	El003G184150	XP_010450435.1, XP_010435503.1, XP_010440790.1
OG0008787	El003G184610, El003G180800	XP_010467338.1, XP_019084054.1, XP_019092353.1, XP_019086608.1
OG0008788	El003G186850	XP_010450955.1, XP_010435720.1
OG0008789	El002G122840	XP_010478860.1
OG0008789	El006G285290	XP_010508402.1, XP_010517932.1, XP_010506248.1
OG0008790	El003G188960	XP_010450832.1, XP_010435823.1
OG0008791	El002G117990	XP_010499649.1, XP_010478539.1, XP_010460927.1
OG0008792	El001G076600	XP_010491097.1, XP_010452471.1, XP_010423447.1
OG0008793	El002G119480	XP_010478632.1, XP_010499757.1, XP_010461030.1
OG0008794	El006G295370	XP_010505085.1, XP_010516762.1, XP_010509581.1
OG0008795	El001G009980	XP_010455348.1, XP_010421856.1, XP_010421855.1, XP_010455347.1, XP_010438342.1
OG0008796	El006G297860	XP_019082947.1, XP_010509812.1, XP_010473852.1
OG0008797	El007G355240	XP_010481875.1, XP_010494309.1, XP_010442042.1
OG0008798	El007G358070	XP_010481920.1, XP_010494263.1, XP_010442092.1
OG0008799	El007G358000	XP_010481928.1, XP_010494249.1, XP_010442103.1, XP_019087791.1
OG0008800	El006G282610	XP_010518199.1, XP_010508122.1
OG0008801	El007G355410, El007G355490	XP_010442190.1, XP_010494150.1
OG0008802	El001G008990	XP_010455435.1, XP_010421957.1, XP_010437147.1
OG0008803	El001G007860	XP_019084069.1, XP_019090690.1, XP_010435364.1
OG0008804	El001G006880, El001G006820	XP_010455633.1, XP_010433874.1
OG0008805	El001G006460	XP_010422187.1, XP_010455657.1, XP_010433706.1
OG0008806	El001G006220	XP_010455677.1, XP_010422204.1, XP_010433531.1
OG0008807	El001G006180	XP_010422207.1, XP_010455683.1, XP_010433470.1
OG0008808	El001G006010	XP_010433259.1, XP_010455709.1, XP_010422232.1
OG0008809	El001G005150	XP_010422319.1, XP_010432131.1, XP_010455787.1
OG0008810	El001G004780	XP_010431694.1, XP_019090625.1, XP_019084138.1
OG0008811	El003G164820	XP_010439501.1, XP_010434204.1, XP_010449098.1
OG0008812	El007G360990	XP_019087927.1, XP_019095727.1, XP_010494471.1
OG0008813	El007G361080	XP_010481689.1, XP_010494485.1, XP_010441874.1
OG0008814	El007G361560	XP_010494521.1, XP_010441833.1, XP_010481716.1
OG0008815	El007G362050	XP_010494566.1, XP_010441801.1, XP_010481660.1
OG0008816	El007G363290	XP_010441749.1, XP_010481603.1, XP_010494632.1
OG0008817	El007G364100	XP_010481525.1, XP_010494736.1
OG0008818	El007G364160	XP_010494743.1, XP_010441657.1, XP_010481518.1, XP_010481428.1, XP_010441561.1, XP_010445799.1, XP_010494767.1
OG0008819	El007G365670	XP_010494854.1, XP_010481421.1, XP_019086956.1
OG0008820	El007G365730	XP_010441548.1, XP_010481415.1, XP_010494858.1
OG0008821	El007G366000	XP_019095487.1, XP_010445772.1, XP_010494911.1
OG0008822	El007G366870	XP_019098028.1, XP_010497381.1, XP_019098026.1, XP_010441423.1, XP_019095475.1
OG0008823	El007G366880	XP_019095474.1, XP_010495009.1, XP_010441418.1
OG0008824	El003G183350	XP_010450396.1, XP_010435449.1, XP_010440748.1
OG0008825	El003G179660	XP_010435345.1, XP_010440626.1, XP_010450247.1
OG0008826	El003G178340	XP_010435309.1, XP_010440659.1, XP_010450300.1
OG0008827	El003G178180	XP_010440666.1, XP_010450306.1, XP_010435300.1, XP_010480620.1
OG0008828	El008G368830, El003G177530	XP_010440573.1, XP_010435257.1, XP_010450201.1
OG0008829	El005G267320	XP_010513371.1, XP_010488521.1, XP_010466823.1
OG0008830	El003G175670	XP_010450089.1, XP_010435178.1
OG0008831	El003G175260	XP_010440497.1, XP_019087723.1, XP_010435157.1, XP_010450069.1
OG0008832	El003G175170	XP_010440488.1, XP_010450055.1, XP_010435144.1
OG0008833	El003G174390	XP_010449997.1, XP_010440400.1, XP_010435074.1
OG0008834	El003G173800, El003G173470	XP_010495896.1, XP_010435023.1, XP_010440339.1
OG0008835	El003G173620	XP_010449960.1, XP_010440325.1, XP_010435034.1
OG0008836	El003G172870	XP_010434975.1, XP_010440303.1, XP_010434348.1
OG0008837	El003G172790	XP_010434482.1, XP_010434962.1, XP_010440293.1
OG0008838	El003G190790	XP_010450697.1, XP_010441132.1, XP_010436824.1
OG0008839	El003G192120, El001G011300	XP_010436042.1, XP_010450577.1, XP_010441265.1
OG0008840	El003G191600	XP_010450637.1, XP_010441214.1, XP_010435997.1
OG0008841	El003G192210	XP_010450565.1, XP_010436050.1, XP_010441272.1
OG0008842	El003G192180	XP_010441271.1, XP_010450569.1, XP_010436048.1
OG0008843	El003G193040	XP_019086990.1
OG0008844	El003G193390	XP_010448101.1, XP_010436139.1, XP_010441369.1
OG0008845	El003G193470	XP_010446915.1, XP_010436148.1
