Orthogroup	Erysimum_linariifolium	Arabidopsis_arenosa
OG0008525	El003G151020	jg9211
OG0008526	El003G150680	jg9183
OG0008527	El003G150600	jg9168
OG0008528	El003G150570	jg9165
OG0008529	El003G150100	jg9125
OG0008530	El003G149720	jg9092
OG0008531	El003G149750	jg9095
OG0008532	El003G149740	jg9094
OG0008533	El003G149490	jg9065
OG0008534	El003G150050	jg9119
OG0008535	El003G149360	jg9050
OG0008536	El003G149350	jg9049
OG0008537	El003G149340	jg9048
OG0008538	El003G149280	jg9041
OG0008539	El003G161850	jg3831, jg16569, jg7949, jg25257, jg33168, jg6393, jg8333
OG0008540	El003G148240	jg8933
OG0008541	El003G148450	jg8958
OG0008542	El003G148620	jg8970
OG0008543	El003G148030	jg8912
OG0008544	El003G148010	jg8910
OG0008545	El003G147910	jg8900
OG0008546	El003G147690	jg8878
OG0008547	El003G147510	jg8862
OG0008548	El002G118410	jg31744
OG0008549	El002G118940	jg31806
OG0008550	El002G119020	jg31813
OG0008551	El002G124560, El002G119190	jg31832
OG0008552	El002G119550	jg31860
OG0008553	El002G119790	jg31890
OG0008554	El003G170020	jg10911
OG0008555	El003G170080	jg10916
OG0008556	El003G170700	jg10955
OG0008557	El002G095630	jg29658
OG0008558	El006G299130	jg18374
OG0008559	El004G210060	jg1522
OG0008560	El004G207570, El004G207590	jg1409
OG0008561	El003G149650	jg9084
OG0008562	El004G204600	jg1184
OG0008564	El004G203060	jg1139
OG0008565	El004G201490	jg998
OG0008566	El004G201450	jg995
OG0008568	El004G200600	jg922
OG0008569	El005G266920	jg26679
OG0008570	El004G199840	jg856
OG0008571	El004G199710	jg839
OG0008572	El004G199610	jg833
OG0008573	El004G199320	jg794
OG0008574	El004G199280	jg790
OG0008575	El004G199250	jg787
OG0008576	El004G198990	jg759
OG0008577	El002G095180	jg29622
OG0008578	El002G099250	jg30005
OG0008579	El001G036550	jg12962
OG0008580	El001G036770	jg12985
OG0008581	El001G036890	jg12996
OG0008582	El001G037540	jg13049
OG0008583	El001G037940	jg13082
OG0008584	El001G038570	jg13150
OG0008585	El001G038870	jg13176
OG0008586	El001G039420	jg13221
OG0008587	El001G039970	jg13254
OG0008588	El001G040070	jg13267
OG0008589	El001G040340	jg13292
OG0008590	El001G040880	jg13340
OG0008591	El001G041130	jg31431, jg13356
OG0008592	El001G041450	jg13384
OG0008593	El001G041470	jg13386
OG0008594	El001G041840	jg13417
OG0008595	El001G042060	jg13453
OG0008596	El001G042180	jg13464
OG0008597	El001G042740	jg13537
OG0008598	El001G042750	jg13538
OG0008599	El001G043590	jg13610
OG0008600	El001G043640	jg13614
OG0008601	El001G044140	jg13656
OG0008602	El001G044250	jg13665
OG0008603	El001G044300	jg13669
OG0008604	El001G045440, El001G045400	jg13771
OG0008604	El001G045430	jg13769
OG0008605	El001G045470	jg13778
OG0008606	El004G215520	jg2085
OG0008607	El001G038980	jg13184
OG0008608	El004G214210	jg1981
OG0008609	El004G212840	jg1899
OG0008610	El004G193830	jg361
OG0008611	El004G193870	jg366
OG0008612	El004G194220	jg393
OG0008613	El004G194290	jg396
OG0008614	El004G194770	jg445
OG0008615	El004G195090	jg462
OG0008616	El004G195280, El004G195410	jg478
OG0008617	El004G196270, El004G196300	jg545
OG0008618	El004G196280, El004G196290, El001G051770	jg544
OG0008619	El004G196970	jg594
OG0008620	El004G197760	jg648
OG0008621	El005G248450	jg25220
OG0008622	El007G334220	jg22647
OG0008624	El006G288430	jg19375
OG0008625	El006G288340	jg19385
OG0008626	El005G244490	jg24856
OG0008627	El001G079070	jg4107
OG0008628	El005G245590	jg24960
OG0008629	El005G246070	jg25008
OG0008630	El005G246270	jg25031
OG0008631	El005G246380	jg25042
OG0008632	El005G247040	jg25101
OG0008633	El005G247110	jg25106
OG0008634	El005G247640	jg25141
OG0008635	El005G247740	jg25148
OG0008636	El005G247750	jg25149
OG0008637	El005G248000	jg25174
OG0008638	El005G248170	jg25192
OG0008639	El007G344780	jg21642
OG0008640	El007G344140	jg21694
OG0008641	El007G343900	jg21707
OG0008642	El007G343560	jg21727
OG0008643	El007G343310	jg21745
OG0008644	El007G343280	jg21748
OG0008645	El007G343100	jg21762
OG0008646	El007G342130	jg21846
OG0008647	El007G341990	jg21858
OG0008648	El007G340850	jg21971
OG0008649	El007G340500	jg22005
OG0008650	El007G340000	jg22041
OG0008651	El007G340150	jg22031
OG0008652	El007G340200	jg22026
OG0008653	El007G339620	jg22068
OG0008654	El007G339600	jg22072
OG0008655	El007G339470	jg22080
OG0008656	El007G339450	jg22082
OG0008657	El007G338560	jg22191
OG0008658	El007G338950	jg22136
OG0008659	El007G338370	jg22208
OG0008660	El007G338110	jg22221
OG0008661	El007G338020	jg22233
OG0008662	El007G337340	jg22323
OG0008663	El007G337130, El007G337150	jg22338
OG0008664	El007G337020	jg22348
OG0008665	El007G336610	jg22387
OG0008666	El007G336500	jg22397
OG0008667	El007G336490	jg22398
OG0008668	El007G336040	jg22459
OG0008669	El007G335770	jg22490
OG0008670	El007G335750	jg22493
OG0008671	El007G335390	jg22535
OG0008672	El007G335200	jg22557
OG0008673	El007G335180	jg22559
OG0008674	El007G334910	jg22585
OG0008675	El007G334710	jg22605
OG0008676	El007G334600	jg22615
OG0008677	El007G334400	jg22629
OG0008678	El007G333980	jg22665
OG0008679	El007G333690	jg22690
OG0008680	El007G333520	jg22707
OG0008681	El007G333510	jg22708
OG0008682	El007G351680	jg21246
OG0008683	El007G351280	jg21279
OG0008684	El007G351260	jg21280
OG0008685	El001G068400	jg5144
OG0008686	El001G068420	jg5142
OG0008687	El001G068630	jg5124
OG0008688	El001G068670	jg5121
OG0008689	El001G068690	jg5120
OG0008690	El001G068750	jg5111
OG0008691	El001G069160	jg5076
OG0008692	El001G069180	jg5075
OG0008693	El001G069330	jg5059
OG0008694	El001G069560	jg5036
OG0008695	El001G069700	jg5023
OG0008696	El002G131760, El001G069730	jg5017
OG0008697	El001G069840	jg5010
OG0008698	El001G070360	jg4961
OG0008699	El001G071190	jg4902
OG0008700	El001G071470	jg4877
OG0008701	El001G071620	jg4868
OG0008702	El001G071870	jg4844
OG0008703	El001G072160	jg4808
OG0008705	El001G072440	jg4776
OG0008707	El001G073050	jg4719
OG0008708	El001G073100	jg4715
OG0008709	El001G073330	jg4692
OG0008710	El001G073560	jg4669
OG0008711	El001G073850	jg4635, jg14359
OG0008712	El001G073890	jg4632
OG0008713	El001G074000	jg4623
OG0008714	El001G074180	jg4602
OG0008715	El003G169880	jg10897
OG0008716	El003G169260	jg10851
OG0008717	El003G169210	jg10846
OG0008718	El003G169090	jg10835
OG0008719	El003G169020	jg10832
OG0008720	El003G169010	jg10831
OG0008721	El003G168840	jg10814
OG0008722	El003G168580	jg10793
OG0008723	El003G167600	jg10712
OG0008724	El007G363380	jg20546
OG0008725	El003G167010	jg10664
OG0008726	El003G166960	jg10661
OG0008727	El003G166610	jg10641
OG0008728	El003G166500	jg10634
OG0008729	El003G166390	jg10627
OG0008730	El003G165850	jg10567
OG0008731	El003G165800	jg10564
OG0008732	El003G165620	jg10549
OG0008733	El003G165350	jg10501
OG0008734	El003G165040	jg10472
OG0008735	El003G164870	jg10448
OG0008736	El003G164600	jg10419
OG0008737	El003G164090	jg10379
OG0008738	El003G162900	jg10271
OG0008739	El001G006360	jg7629
OG0008740	El003G162770	jg10254
OG0008741	El003G162610	jg10238
OG0008742	El003G162470	jg10227
OG0008743	El003G162440	jg10224
OG0008744	El003G162240	jg10211
OG0008745	El003G161710	jg10154
OG0008746	El004G222110	jg2661
OG0008747	El003G161070	jg10100
OG0008748	El001G009010	jg7382
OG0008749	El002G121400	jg32408, jg32402
OG0008750	El002G122290	jg32088
OG0008751	El002G122620, El002G122630	jg32100
OG0008752	El002G122930	jg32113
OG0008753	El002G123410	jg32161
OG0008754	El002G123860	jg32217
OG0008755	El002G128110	jg32640
OG0008756	El002G128070	jg32626
OG0008758	El002G128750	jg32698
OG0008759	El002G113560	jg31309
OG0008760	El002G113920	jg31350
OG0008761	El004G225630	jg2978
OG0008762	El002G115130	jg31447
OG0008763	El002G115170	jg31452
OG0008764	El002G115780	jg31516
OG0008765	El002G117310	jg31623
OG0008766	El002G117580	jg31654
OG0008767	El002G117630	jg31660
OG0008768	El002G118000	jg31685
OG0008769	El003G146510	jg8769
OG0008770	El003G146460	jg8763
OG0008771	El003G146170	jg8734
OG0008772	El003G145710	jg8685
OG0008773	El003G145440	jg8662
OG0008775	El003G145010	jg8622
OG0008776	El003G144950	jg8616
OG0008777	El003G144900	jg8612
OG0008778	El003G144280	jg8553
OG0008779	El003G144240	jg8551
OG0008780	El003G143960	jg8528
OG0008781	El003G143780	jg8516
OG0008782	El003G143760	jg8514
OG0008783	El003G143470	jg8485
OG0008784	El003G142740	jg8397
OG0008785	El003G156510	jg9681
OG0008786	El003G184150	jg12044
OG0008787	El003G184610, El003G180800	jg12068, jg12063
OG0008788	El003G186850	jg12324
OG0008789	El002G122840, El006G285290	jg19694
OG0008790	El003G188960	jg12482
OG0008791	El002G117990	jg31684
OG0008792	El001G076600	jg4320
OG0008793	El002G119480	jg31849
OG0008794	El006G295370	jg18698
OG0008795	El001G009980	jg7271
OG0008796	El006G297860	jg18498
OG0008797	El007G355240	jg20907
OG0008798	El007G358070	jg20971
OG0008799	El007G358000	jg21002
OG0008800	El006G282610	jg19969
OG0008801	El007G355410, El007G355490	jg21184
OG0008802	El001G008990	jg7383
OG0008803	El001G007860	jg7481
OG0008804	El001G006880, El001G006820	jg7602
OG0008805	El001G006460	jg7622
OG0008806	El001G006220	jg7642
OG0008807	El001G006180	jg7645
OG0008808	El001G006010	jg7661
OG0008809	El001G005150	jg7737
OG0008810	El001G004780	jg7779
OG0008811	El001G004720	jg7785
OG0008811	El003G164820	jg10443
OG0008812	El007G360990	jg20717
OG0008813	El007G361080	jg20703
OG0008814	El007G361560	jg20662
OG0008815	El007G362050	jg20615
OG0008816	El007G363290	jg20558
OG0008817	El007G364100	jg20496
OG0008818	El007G364160	jg20488
OG0008819	El007G365670	jg20389
OG0008820	El007G365730	jg20384
OG0008821	El007G366000	jg20360
OG0008822	El007G366870	jg20268
OG0008823	El007G366880	jg20267
OG0008824	El003G183350	jg11959
OG0008825	El003G179660	jg11673
OG0008826	El003G178340	jg11580
OG0008827	El003G178180	jg11568
OG0008828	El008G368830, El003G177530	jg11506
OG0008829	El005G267320	jg26726
OG0008830	El003G175670	jg11366
OG0008831	El003G175260	jg11351
OG0008832	El003G175170	jg11344
OG0008833	El003G174390	jg11278
OG0008834	El003G173800, El003G173470	jg11214
OG0008835	El003G173620	jg11206
OG0008836	El003G172870	jg11166
OG0008837	El003G172790	jg11157
OG0008838	El003G190790	jg12628
OG0008839	El003G192120, El001G011300	jg12722
OG0008840	El003G191600	jg12676
OG0008841	El003G192210	jg12730
OG0008842	El003G192180	jg12728
OG0008843	El003G193040	jg12782
OG0008844	El003G193390	jg12836
OG0008845	El003G193470	jg12845
OG0008846	El006G279800	jg20217
OG0008847	El006G279850	jg28200, jg20209
OG0008848	El006G279900	jg20206
OG0008849	El006G281190	jg20077
OG0008850	El006G281270	jg20070
OG0008851	El006G281460	jg20058
OG0008852	El006G281950	jg20015
OG0008853	El006G282040	jg20008
OG0008854	El006G282590	jg19971
OG0008855	El006G283000	jg19934
OG0008856	El006G283200	jg19908
OG0008857	El006G283350	jg19899
OG0008858	El006G283420	jg19872
OG0008859	El001G031920	jg16078
OG0008860	El006G284590	jg19770
OG0008861	El006G284760	jg19751
OG0008862	El006G284800	jg19748
OG0008864	El006G285010	jg19728
OG0008865	El006G285570	jg19662
OG0008866	El006G285830	jg19629
OG0008867	El001G030680	jg15950
OG0008868	El001G045560, El006G286320	jg19584
OG0008869	El006G286680	jg19546
OG0008870	El006G286720	jg19543
OG0008871	El006G286750	jg19539
OG0008872	El001G069880	jg5004
OG0008873	El006G287370	jg19479
OG0008874	El006G287660	jg26670, jg19460
OG0008875	El006G287890	jg19433
OG0008876	El006G287910	jg19431
OG0008877	El001G081520	jg3892
OG0008878	El001G081420	jg3901
OG0008879	El001G081340	jg3906
OG0008880	El001G081220	jg3922
OG0008881	El001G080710	jg3979
OG0008882	El001G080180	jg4007
OG0008883	El001G079780	jg4047
OG0008884	El001G079020	jg4111
OG0008885	El001G078910	jg4119
OG0008886	El001G078740	jg4135
OG0008887	El001G078400	jg4167
OG0008888	El001G060950	jg5798
OG0008889	El001G060580	jg5822
OG0008890	El001G060520	jg5827
OG0008891	El001G060450	jg5835
OG0008892	El001G060020	jg5877
OG0008893	El001G059990	jg5879
OG0008895	El001G059530	jg5914
OG0008896	El007G330060	jg23027
OG0008897	El001G059100	jg5959
OG0008898	El001G059080	jg5961
OG0008899	El001G058840	jg5981
OG0008900	El001G058770	jg5987
OG0008901	El001G058710	jg5990
OG0008902	El001G058550	jg6004
OG0008903	El001G058170	jg6043
OG0008904	El001G058120	jg6050
OG0008905	El001G057460	jg6118
OG0008906	El001G057160	jg6135
OG0008907	El007G330220	jg23010
OG0008908	El007G330720	jg22966
OG0008909	El007G326670	jg23374
OG0008910	El007G331000	jg22935
OG0008911	El007G331010	jg22934
OG0008912	El007G331090	jg22924
OG0008913	El007G331170	jg22916
OG0008914	El007G331210	jg22912
OG0008915	El007G332030	jg22844
OG0008916	El007G332130	jg22836
OG0008917	El007G331550	jg22889
OG0008919	El007G332230	jg22827
OG0008920	El007G332340	jg22821
OG0008921	El007G332390	jg22817
OG0008922	El007G326780	jg23355
OG0008923	El007G326720	jg23364, jg23369
OG0008924	El002G090940	jg29184
OG0008925	El007G326600	jg23381
OG0008926	El007G326280	jg23411
OG0008927	El007G326130	jg23424
OG0008928	El007G325780	jg23468
OG0008929	El007G325610	jg23484
OG0008930	El007G325260	jg23509
OG0008931	El007G325150	jg23520
OG0008932	El007G325130	jg23522
OG0008933	El007G324070	jg23614
OG0008935	El007G323720	jg23641
OG0008936	El007G323560	jg23653
OG0008937	El007G323160	jg23695
OG0008938	El007G322960	jg23710
OG0008939	El007G322940	jg23712
OG0008940	El007G322810	jg23722
OG0008941	El007G322590	jg23740
OG0008942	El007G322510	jg23748
OG0008943	El007G322490	jg23751
OG0008944	El007G322360	jg23762
OG0008945	El007G322180	jg23778
OG0008946	El007G321950	jg23798
OG0008947	El001G000750	jg8176
OG0008948	El002G082950	jg28442
OG0008949	El001G000500	jg8205
OG0008950	El001G000400	jg8216
OG0008951	El001G000360	jg8219
OG0008952	El001G000960	jg8105
OG0008953	El001G001300	jg8137
OG0008954	El001G001570	jg8097
OG0008955	El001G002340	jg8028
OG0008956	El006G313510	jg17227
OG0008957	El001G002790	jg7990
OG0008958	El001G003330	jg7850
OG0008959	El001G003430	jg7860
OG0008960	El001G003770	jg7906
OG0008961	El001G003790	jg7908
OG0008962	El006G298600	jg18433
OG0008963	El007G359760	jg20816
OG0008964	El007G359740	jg20818
OG0008965	El003G162370	jg2934
OG0008966	El007G359190	jg20855
OG0008967	El006G298670	jg18429
OG0008968	El006G298880, El006G297470, El006G297280	jg18402
OG0008969	El006G298760	jg18421, jg18419
OG0008970	El006G299210	jg18365
OG0008971	El006G299150	jg32075, jg18371
OG0008972	El006G299550	jg18331
OG0008972	El003G185380, El003G185420	jg12182
OG0008973	El006G299590	jg18326
OG0008974	El006G299620	jg18321
OG0008975	El002G121760, El002G141570	jg33827
OG0008976	El006G300340	jg18261
OG0008977	El006G301010	jg18202
OG0008978	El006G301160	jg18188
OG0008979	El006G301390	jg18164
OG0008980	El006G301700	jg18142
OG0008981	El006G301940	jg18117
OG0008983	El006G302480	jg18065
OG0008984	El006G303650	jg17946
OG0008985	El006G304170	jg17901
OG0008986	El006G304190	jg17899
OG0008987	El006G304370	jg17870
OG0008988	El006G304400	jg17866
OG0008989	El006G304900	jg17834
OG0008990	El006G304940	jg17832
OG0008991	El006G305300	jg17801
OG0008992	El006G305450	jg17790
OG0008993	El006G305720	jg17764
OG0008994	El006G306280	jg17704
OG0008995	El006G306300	jg17703
OG0008996	El006G307450	jg17618
OG0008997	El006G307090, El006G307290	jg17634
OG0008998	El006G307210	jg17642
OG0008999	El006G306680	jg17663
OG0009000	El006G307520	jg17610, jg17609
OG0009001	El006G311510	jg17363
OG0009002	El006G313790	jg17177
OG0009003	El006G313820	jg17175
OG0009004	El003G156710	jg9702
OG0009005	El003G156760	jg9705
OG0009007	El005G235610	jg23953
OG0009008	El005G235590	jg23951
OG0009009	El005G235580	jg23950
OG0009010	El005G235330	jg23927
OG0009011	El005G235340	jg23928
OG0009012	El005G235170	jg23915
OG0009013	El003G158100	jg9818
OG0009014	El003G157380	jg9754
OG0009015	El003G157510	jg9769
OG0009016	El005G236060, El001G066110	jg23994
OG0009017	El005G236340	jg24023
OG0009018	El005G236720	jg24073
OG0009019	El005G236840	jg24080
OG0009020	El005G237100	jg24106
OG0009021	El005G237200	jg24117
OG0009022	El005G237350	jg24135
OG0009023	El005G237420	jg24145
OG0009024	El005G237430	jg24146
OG0009025	El005G237750	jg24184
OG0009026	El005G238050	jg24212
OG0009027	El005G238560	jg24261
OG0009028	El005G238660	jg24268
OG0009029	El005G238670	jg24270
OG0009030	El005G238900	jg24308
OG0009031	El005G239040	jg24321
OG0009032	El005G239240	jg24343
OG0009033	El005G239350	jg24350
OG0009034	El005G239440	jg24354
OG0009036	El005G240010	jg24410
OG0009037	El005G240060	jg24417
OG0009038	El005G240620	jg24481
OG0009039	El005G240640	jg24483
OG0009040	El005G241230	jg24540
OG0009041	El005G241460	jg24560
OG0009042	El005G241760	jg24595
OG0009044	El005G242180	jg24639
OG0009045	El005G242360	jg24660
OG0009046	El007G347060	jg21457
OG0009047	El005G242570	jg24683
OG0009048	El005G242610	jg24687
OG0009049	El005G242640	jg24689
OG0009050	El005G243390	jg24750
OG0009051	El006G312150	jg17335
OG0009052	El005G265950, El005G266070	jg26662
OG0009053	El005G243490	jg24761
OG0009054	El005G243550	jg24766
OG0009055	El002G129290	jg32742
OG0009056	El006G288990	jg19318
OG0009057	El006G289060	jg19312
OG0009058	El006G289110	jg19305
OG0009059	El006G289210	jg19293
OG0009060	El006G289250	jg19284
OG0009061	El006G289380	jg19272
OG0009062	El006G290120	jg19192
OG0009063	El006G290130	jg19191
OG0009064	El006G290380	jg19174
OG0009065	El006G290800	jg19132
OG0009066	El006G290500	jg19162
OG0009067	El006G290900	jg19097
OG0009068	El006G291400	jg19057
OG0009069	El004G218740	jg2358
OG0009070	El006G291420	jg19055
OG0009071	El006G294720	jg18745
OG0009072	El006G294650	jg18752
OG0009073	El006G294620	jg18754
OG0009074	El001G023180	jg15195
OG0009075	El006G294250	jg18783
OG0009076	El006G294090	jg18801
OG0009077	El006G293610	jg18833
OG0009078	El006G293480	jg18850
OG0009079	El006G293110	jg18885
OG0009080	El006G292420	jg18950
OG0009081	El006G292410	jg18951
OG0009082	El006G291580	jg19045
OG0009083	El006G291590	jg19044
OG0009084	El006G292230	jg18972
OG0009085	El006G291710	jg19032
OG0009086	El006G291870	jg19010
OG0009087	El006G291880	jg19009
OG0009088	El006G295170	jg18714
OG0009089	El002G099310	jg30011
OG0009090	El002G099330	jg30013
OG0009091	El002G099460	jg30025
OG0009092	El002G099530	jg30033
OG0009093	El002G099640	jg30042
OG0009094	El002G099710	jg30052
OG0009095	El002G100040	jg30088
OG0009097	El002G100400	jg30127
OG0009098	El002G100490	jg30136
OG0009099	El002G100520	jg30138
OG0009100	El002G100870	jg30194, jg30207
OG0009101	El002G101320	jg30246
OG0009102	El002G101460	jg30261
OG0009103	El002G101490	jg30263
OG0009104	El002G101780	jg30290
OG0009105	El002G102330	jg30341
OG0009106	El002G102760	jg30381
OG0009107	El003G158280	jg9838
OG0009109	El002G102830	jg30387
OG0009110	El002G103270	jg30431
OG0009111	El002G104240	jg30518
OG0009112	El002G104250	jg30519
OG0009113	El002G104530	jg30547
OG0009114	El002G105350	jg30642
OG0009115	El002G105490	jg30652
OG0009116	El001G024930	jg15361
OG0009117	El002G106370	jg30741
OG0009118	El002G106490	jg30761
OG0009119	El002G106500	jg30762
OG0009120	El002G107810	jg30831
OG0009121	El002G107840	jg30832
OG0009122	El002G108360	jg30870
OG0009123	El002G108670	jg30905
OG0009124	El002G108780	jg30918
OG0009125	El002G109120, El002G109130, El003G188910	jg30942
OG0009126	El002G109960, El002G136990	jg31029
OG0009127	El002G110190	jg31046
OG0009128	El002G111420	jg31080
OG0009129	El002G111320	jg31091
OG0009130	El004G220410	jg2516
OG0009131	El002G111150	jg31110
OG0009132	El002G110890	jg31130
OG0009133	El002G110820, El002G110690	jg31138
OG0009134	El002G111680	jg31139
OG0009135	El002G112020	jg31170
OG0009136	El002G112040	jg31172
OG0009137	El002G112360	jg31198
OG0009138	El003G179110, El002G112410	jg31205
OG0009139	El002G112640	jg31230
OG0009140	El002G112960	jg31261
OG0009141	El003G160490	jg10052
OG0009142	El007G345110	jg21613
OG0009143	El003G160220	jg10027
OG0009144	El003G159900	jg9994
OG0009145	El003G159800	jg9982
OG0009146	El006G315070	jg17087
OG0009148	El006G315820	jg17043
OG0009149	El006G315740	jg17051
OG0009150	El006G316850	jg16937
OG0009151	El006G317150	jg16904
OG0009152	El006G317770	jg16862
OG0009153	El006G318090	jg16843
OG0009154	El006G318580	jg16794
OG0009155	El006G318880	jg16762
OG0009156	El001G021750	jg15035
OG0009157	El006G319640	jg16683
OG0009158	El006G319790	jg16673
OG0009159	El006G320470	jg16602
OG0009160	El006G321220	jg16554
OG0009161	El006G321580	jg16515
OG0009162	El002G099080	jg29987
OG0009163	El002G098820	jg29962
OG0009164	El002G098650	jg29944
OG0009165	El002G098090	jg29892
OG0009166	El002G098060	jg29890
OG0009167	El002G097820	jg29868
OG0009168	El002G096930	jg29791
OG0009169	El002G096960	jg29793
OG0009170	El002G096550	jg29756
OG0009171	El002G095830	jg29681
OG0009172	El002G095160	jg29620
OG0009173	El002G095040	jg29612
OG0009174	El002G094670	jg29565
OG0009175	El002G093830	jg29480
OG0009176	El002G093810	jg29477
OG0009178	El002G093230	jg29411
OG0009179	El002G092670	jg29357
OG0009180	El002G092880	jg29366
OG0009181	El002G092330	jg29318
OG0009182	El002G092100	jg29294
OG0009183	El002G092030	jg33380
OG0009184	El002G091840	jg29269
OG0009185	El002G091720	jg29256
OG0009186	El001G060260	jg5853
OG0009187	El002G091580	jg29244
OG0009188	El002G091530	jg29239
OG0009189	El002G091300	jg29220
OG0009190	El002G091310	jg29221
OG0009191	El002G091330	jg29223
OG0009192	El002G091350	jg29225
OG0009193	El002G091230	jg29213
OG0009194	El002G091170	jg29207
OG0009195	El002G090690	jg29162
OG0009196	El002G091050	jg29195
OG0009197	El002G090280	jg29118
OG0009198	El002G089970	jg29096
OG0009200	El002G088840	jg28997
OG0009201	El002G088780	jg28991
OG0009202	El002G088670	jg28981
OG0009203	El002G088640	jg28976
OG0009205	El002G088070	jg28926
OG0009206	El002G087590	jg28875
OG0009207	El002G087570	jg28871
OG0009208	El002G087440	jg28861
OG0009209	El004G234320	jg3750
OG0009210	El002G087050	jg28819
OG0009211	El002G086900	jg28804
OG0009212	El002G086850	jg28800
OG0009213	El002G086550	jg28772
OG0009214	El002G086260	jg28748
OG0009215	El002G085880	jg28721
OG0009216	El002G085310	jg28662
OG0009217	El002G084880	jg28623
OG0009218	El002G084810	jg28616
OG0009219	El002G084510	jg28592
OG0009220	El002G084240	jg28565, jg28564
OG0009221	El002G084160	jg28554
OG0009222	El002G083930	jg28533
OG0009223	El002G083860	jg28525
OG0009224	El002G083810	jg28520
OG0009225	El002G083680	jg28508
OG0009226	El002G083600	jg28502
OG0009227	El002G083530	jg28496
OG0009228	El002G083200	jg28462
OG0009229	El001G000630	jg8190
OG0009230	El002G082570	jg28413
OG0009231	El002G082460	jg28401
OG0009232	El001G067640	jg5210
OG0009233	El001G067580	jg5216
OG0009234	El001G067310	jg5239
OG0009235	El001G067460	jg5225
OG0009236	El001G066580	jg5312
OG0009237	El001G066530	jg5317
OG0009238	El001G066450	jg5326
OG0009240	El001G066040	jg5365
OG0009241	El001G066250	jg5349
OG0009242	El001G065600	jg5401
OG0009243	El001G065190	jg5439
OG0009244	El001G065110	jg5446
OG0009246	El001G064200	jg5506
OG0009247	El001G063890	jg5537
OG0009248	El001G063780	jg5547
OG0009249	El001G063290	jg5591, jg5592
OG0009250	El001G062540	jg5652
OG0009251	El001G061610	jg5742
OG0009252	El001G061520	jg5748
OG0009253	El001G061120	jg5788
OG0009254	El001G061080	jg5789
OG0009255	El001G049420	jg6659
OG0009256	El001G047650	jg6822
OG0009257	El007G346150	jg21533
OG0009258	El007G345290	jg21594
OG0009259	El004G208900, El007G346490, El007G346460	jg21511
OG0009260	El007G346880	jg21478
OG0009261	El007G346930	jg21472
OG0009263	El001G068100	jg5168
OG0009264	El001G075040	jg4504
OG0009265	El001G075020	jg4506
OG0009267	El001G067840	jg5192
OG0009268	El001G075210	jg4491
OG0009270	El001G068360	jg5148
OG0009271	El001G075920	jg4387
OG0009272	El001G075940	jg4386
OG0009273	El001G076150	jg4367
OG0009274	El001G076210	jg4356
OG0009275	El001G076400	jg4339
OG0009276	El001G076920	jg4291
OG0009277	El001G077050	jg4279
OG0009278	El001G077080	jg4276
OG0009279	El001G077340	jg4251
OG0009280	El001G077740	jg4229
OG0009281	El001G052670	jg6434
OG0009283	El001G052630	jg6438
OG0009284	El001G052990	jg6411
OG0009285	El001G053390	jg6399
OG0009286	El001G053600, El002G128900	jg6387
OG0009287	El001G054250	jg6372
OG0009288	El001G054310	jg6367
OG0009289	El001G054760	jg6339
OG0009290	El001G055050	jg6330
OG0009291	El001G025550	jg15411
OG0009292	El001G055150	jg6324
OG0009293	El001G055410, El001G055380	jg6304
OG0009294	El001G056090	jg6243
OG0009295	El001G056540	jg6198
OG0009296	El001G056650	jg6189
OG0009297	El001G056720	jg6182
OG0009298	El001G056750	jg6180
OG0009299	El001G056970	jg6160
OG0009300	El007G329740	jg23057
OG0009301	El007G329060	jg23125
OG0009302	El007G328830	jg23136
OG0009303	El007G327760	jg23243
OG0009304	El001G017700	jg14623
OG0009305	El007G327610	jg23264
OG0009306	El007G332650	jg22792
OG0009308	El001G021530	jg15012
OG0009309	El001G021480	jg15007
OG0009310	El001G021460	jg15005
OG0009311	El001G021300	jg14986
OG0009312	El001G021150	jg14970
OG0009313	El001G020740	jg14935
OG0009314	El001G020620	jg14922
OG0009315	El001G020000	jg14853
OG0009316	El001G019970	jg14850
OG0009317	El001G019950	jg14848
OG0009318	El001G019520	jg14815
OG0009319	El001G019150	jg14767
OG0009320	El001G018850	jg14742
OG0009321	El001G018440	jg14701
OG0009322	El001G018220	jg14673
OG0009323	El001G018110	jg14662
OG0009324	El001G018020	jg14654
OG0009325	El001G017510	jg14601
OG0009326	El001G017410	jg14592
OG0009327	El001G016680	jg14524
OG0009328	El001G012670	jg14151
OG0009329	El001G011680	jg13991
OG0009330	El003G149590	jg9074
OG0009331	El001G046650	jg13898
OG0009332	El004G217410	jg2255
OG0009333	El004G217440	jg2258
OG0009334	El004G219410	jg2430
OG0009335	El004G219690	jg2459
OG0009336	El004G219580	jg2446
OG0009337	El004G220090	jg2485
OG0009338	El004G220300	jg2505
OG0009339	El004G220390	jg2513
OG0009340	El004G220620	jg2533
OG0009341	El006G310330	jg17438
OG0009342	El004G221080	jg2574
OG0009343	El004G221090	jg2575
OG0009344	El004G221380	jg2601
OG0009345	El004G221990	jg2649
OG0009346	El004G222330	jg2683
OG0009347	El004G223080	jg2739
OG0009348	El004G223200	jg2755
OG0009349	El004G223440	jg2787
OG0009350	El004G223680	jg2811
OG0009351	El004G223770	jg2820
OG0009352	El004G224080	jg2849
OG0009353	El004G224170	jg2858
OG0009354	El004G224180	jg2859
