Orthogroup	Erysimum_linariifolium	Cochlearia_excelsa
OG0009536	El001G028450	g36131, g19000
OG0009537	El001G029500	g18968
OG0009538	El001G029710	g18960
OG0009539	El001G029770	g2033
OG0009540	El001G030440	g18927
OG0009541	El001G030600	g2003, g18913
OG0009542	El001G030880	g2013
OG0009543	El001G031040	g2022
OG0009544	El001G056440, El003G188750	g497
OG0009545	El001G032250	g18816
OG0009546	El001G032270	g18809
OG0009547	El001G032450	g18800, g1896
OG0009548	El001G033000	g1878
OG0009549	El001G033140	g1872
OG0009550	El001G033170	g1871
OG0009551	El001G033650	g1836
OG0009554	El001G035430	g18763
OG0009555	El001G035540	g18771
OG0009556	El001G035630	g18776
OG0009557	El001G032710	g1888
OG0009558	El043G374990	g19989
OG0009558	El028G373590	g19782, g20911, g19734, g19776, g19687, g19728
OG0009561	El002G133490	g36397, g54134
OG0009563	El001G028550	g2081
OG0009565	El007G361530	g11036
OG0009566	El036G374460	g19718, g19697, g19766
OG0009567	El003G158240	g23709
OG0009568	El006G292340	g51682
OG0009569	El006G291910	g37264
OG0009570	El006G288210	g51977
OG0009572	El004G224820	g46013
OG0009573	El003G155920	g23581
OG0009574	El003G148690	g23144
OG0009575	El003G149510	g23201, g47837
OG0009577	El002G091640	g27056
OG0009579	El002G092900	g49714
OG0009580	El002G093690	g27124, g31268
OG0009581	El002G095330	g31347
OG0009582	El002G095520	g27183
OG0009583	El002G099880	g31618
OG0009585	El004G223230	g45921
OG0009586	El004G219290	g41530
OG0009587	El005G277440	g13800
OG0009588	El002G130940	g36267
OG0009591	El001G068070	g5261
OG0009594	El001G079110	g50494
OG0009595	El003G169510	g47210
OG0009596	El002G115530, El002G114640	g19608
OG0009597	El002G129360	g28123
OG0009598	El002G130670	g28113
OG0009600	El002G124660, El006G299450	g50527, g35976, g51308
OG0009601	El006G301040	g51245
OG0009603	El001G067600	g5225
OG0009604	El001G066540	g29277
OG0009605	El001G066200	g29262
OG0009606	El001G066020	g5114
OG0009607	El001G064180	g5020, g45740
OG0009609	El003G191680, El007G355550	g16832
OG0009610	El003G193410	g46624
OG0009611	El007G333230	g28698
OG0009612	El001G052620	g605, g10068
OG0009613	El007G329200	g412
OG0009614	El007G329150	g9889, g408
OG0009615	El007G323110	g19654, g9654
OG0009621	El006G301800	g39892
OG0009622	El001G021940	g19295
OG0009625	El007G348190	g1662
OG0009628	El002G113000	g27627
OG0009630	El007G343700, El007G343690, El007G343710	g28275
OG0009635	El005G279410	g13842, g5887
OG0009636	El003G168890, El006G319880	g52221
OG0009637	El003G153430, El003G154260	g23473
OG0009639	El003G153410	g47708
OG0009640	El003G153290	g16995
OG0009641	El003G152980, El008G370520	g47730
OG0009642	El003G152720	g23411
OG0009643	El003G152480	g16981, g48901
OG0009644	El001G060230	g41416
OG0009645	El003G152220	g23378
OG0009646	El003G151880	g16964
OG0009647	El002G130920	g36265
OG0009648	El005G243630, El003G151210	g23310
OG0009649	El003G150270	g23268
OG0009650	El003G149820	g23235
OG0009651	El003G149880	g23239
OG0009652	El003G149540	g23203
OG0009653	El003G149220	g18159
OG0009654	El001G058730	g28898, g41369
OG0009655	El003G148880	g23157
OG0009656	El003G148840	g23154
OG0009657	El003G148520	g23139
OG0009658	El005G273200	g6152
OG0009659	El003G148140	g18206
OG0009660	El003G147490	g23039
OG0009661	El003G147380	g23033
OG0009662	El001G057530, El006G311340	g41351
OG0009663	El003G147170	g47911
OG0009664	El002G118020	g50571, g24905
OG0009665	El002G118890	g32531
OG0009668	El002G119160	g32548, g50618
OG0009669	El002G119720	g32608
OG0009670	El002G119740	g50634
OG0009671	El002G119890	g17521, g50648
OG0009672	El002G119980	g32630
OG0009673	El003G162540	g23928
OG0009674	El002G120150	g32632
OG0009675	El002G120190	g32633
OG0009676	El002G120200	g50659
OG0009677	El002G120220	g27786
OG0009678	El003G170120	g47191
OG0009679	El003G170180	g24306
OG0009680	El003G171230	g2667, g24356
OG0009681	El003G171340	g24363, g24372
OG0009682	El004G208770, El004G208600	g41121
OG0009683	El004G206370	g43998
OG0009684	El004G206310	g44005
OG0009685	El004G206280	g41092
OG0009687	El004G203460	g41061
OG0009688	El004G202140	g44096, g41047
OG0009689	El004G202150	g44094
OG0009690	El004G201600	g41187, g41202
OG0009691	El004G200140	g40984
OG0009692	El004G200120	g44149
OG0009693	El004G199090	g40939
OG0009695	El001G036240	g10804
OG0009696	El001G036260	g10802
OG0009697	El001G036290	g18964
OG0009698	El002G099060	g31568
OG0009699	El001G036350	g10796
OG0009700	El001G036560	g41113
OG0009701	El002G098580	g31535
OG0009702	El001G037250	g10727
OG0009703	El001G038110	g1526
OG0009704	El001G038850	g10655
OG0009705	El001G038950	g10650
OG0009706	El001G038970	g10648
OG0009707	El001G039670	g1572
OG0009708	El001G039700	g10620
OG0009709	El001G040080	g10598
OG0009710	El001G040830	g16640
OG0009711	El001G040950	g1594
OG0009712	El001G041240	g10549
OG0009713	El001G041250	g10548
OG0009714	El001G042330	g10489, g16560
OG0009715	El001G042630	g10465
OG0009716	El001G044390	g10391
OG0009717	El001G044430	g10383
OG0009718	El001G044480	g10381
OG0009719	El001G045190	g10359
OG0009720	El001G045890	g10339
OG0009721	El001G045900	g10337
OG0009722	El003G188460	g46726
OG0009723	El004G217220	g41797
OG0009724	El004G217210	g41798
OG0009725	El004G215810	g44976
OG0009726	El004G215130	g45027
OG0009727	El004G214980	g45039
OG0009729	El004G213210	g45084
OG0009730	El004G213050	g45086
OG0009731	El004G211790	g42004
OG0009732	El004G211680	g44898
OG0009733	El004G211500	g45126
OG0009734	El004G193880	g40741
OG0009735	El004G193940	g40747
OG0009736	El004G194120	g40763
OG0009737	El004G194280	g40774
OG0009738	El004G194790	g40815
OG0009739	El004G195170	g40803
OG0009740	El004G195660	g40793
OG0009741	El004G196630	g40853
OG0009742	El004G197060	g40867
OG0009743	El002G095980	g31389
OG0009744	El004G198320	g44214
OG0009745	El006G321170	g38530
OG0009746	El003G158570	g47562
OG0009747	El003G158470, El004G209660	g47569
OG0009748	El006G288140	g38156
OG0009749	El006G288170	g38155
OG0009750	El006G288590	g51960
OG0009751	El006G288610	g51958
OG0009752	El006G288640	g51956
OG0009753	El006G288660	g51954
OG0009754	El006G288710	g51952
OG0009755	El006G288720	g51951
OG0009756	El005G244450	g13029
OG0009757	El005G244830	g13058, g12396
OG0009758	El005G245430	g12383
OG0009759	El004G215420	g13102, g7423
OG0009760	El005G246480	g12339
OG0009762	El005G246860	g13115, g7387
OG0009763	El005G247650	g7346
OG0009764	El005G248090	g7318
OG0009765	El005G274510	g1502
OG0009767	El007G344370	g41154
OG0009768	El007G344330, El007G344310	g41155
OG0009769	El007G344150	g1409
OG0009770	El007G344070	g28253
OG0009771	El007G343230	g1351
OG0009772	El007G342930, El007G342970	g28320
OG0009773	El007G342920	g28321
OG0009774	El007G342660	g41162
OG0009775	El007G342580	g41164
OG0009776	El001G067850	g29335
OG0009777	El007G341980	g28351
OG0009778	El007G341590	g1301, g28359
OG0009779	El007G341430	g41208
OG0009780	El007G341350	g28364
OG0009781	El007G341210	g880
OG0009782	El007G341080	g28374, g41225
OG0009783	El007G340590, El007G340660	g41242
OG0009784	El007G340510	g41246
OG0009785	El007G340390, El007G340440	g41249
OG0009786	El007G339820	g41281
OG0009787	El007G339880, El003G187590	g41275, g913
OG0009788	El007G339980	g911
OG0009789	El007G339760	g41284
OG0009790	El007G339500	g28430
OG0009791	El007G338680	g28450
OG0009792	El007G338840	g28442
OG0009793	El007G338890	g933
OG0009794	El007G338970	g28440
OG0009795	El007G338120	g39428
OG0009796	El007G337800	g39406
OG0009797	El007G337630	g37054
OG0009798	El007G337240	g992
OG0009799	El007G337140, El007G337110	g39384, g39388
OG0009800	El007G336510	g39366
OG0009801	El007G336410	g39365
OG0009802	El007G336300	g39361
OG0009803	El007G335850	g1061
OG0009806	El007G335190	g28564
OG0009807	El007G335090	g28571
OG0009808	El007G334890	g1093
OG0009809	El007G334120	g1112
OG0009810	El007G333870	g28655
OG0009811	El007G333830	g1134
OG0009812	El007G333800	g1136
OG0009813	El007G333530	g28679
OG0009814	El007G333430	g28685
OG0009815	El007G333410	g39282
OG0009816	El001G030570	g2001
OG0009817	El002G128390	g28143
OG0009819	El001G068570	g29380, g45615
OG0009820	El001G069230	g5314
OG0009821	El001G069250	g5315, g29400
OG0009822	El001G069270	g5317
OG0009824	El001G069390	g29406
OG0009825	El001G069510	g29413
OG0009826	El001G069540	g5333
OG0009827	El001G069620	g5339
OG0009828	El001G070090	g29437
OG0009829	El001G070150	g5369
OG0009830	El001G070790, El001G070830, El001G070730	g29464
OG0009832	El001G071030	g5396, g45555
OG0009833	El001G071090	g5398
OG0009834	El001G071570	g29500
OG0009835	El001G071840	g5424
OG0009836	El001G072560	g29558
OG0009837	El007G326110	g238
OG0009838	El001G072770	g5467
OG0009839	El001G073270	g29582
OG0009840	El001G073370	g45500
OG0009843	El001G074110	g45485, g29614
OG0009844	El001G074290	g29626
OG0009845	El001G017170	g2733, g19505
OG0009846	El003G169470	g47212
OG0009847	El003G169030	g24234
OG0009849	El003G168290	g24191
OG0009850	El003G168080	g47273
OG0009851	El003G167650	g17465
OG0009852	El003G167340	g24154
OG0009853	El003G166930	g24141
OG0009854	El003G166660	g17429
OG0009855	El004G222530, El003G166000	g24085
OG0009856	El003G165000	g24035
OG0009857	El003G164880	g24032
OG0009858	El003G164130	g47400
OG0009859	El003G163830	g17317
OG0009860	El003G162330	g23919
OG0009861	El003G162310	g23917
OG0009862	El003G161780	g23898
OG0009864	El003G161590	g23895
OG0009865	El003G160730	g47487, g23850
OG0009866	El002G120260	g50662
OG0009867	El002G121800	g27804
OG0009868	El002G122350	g32742, g50739
OG0009869	El002G122880	g32766
OG0009870	El002G122900, El002G123160, El002G122890, El002G123170	g50747
OG0009871	El002G122950	g27852
OG0009872	El002G123690	g32973
OG0009873	El002G127260	g53740
OG0009874	El002G130250	g54005
OG0009875	El002G125980	g11667
OG0009876	El002G129370	g36227
OG0009877	El002G113770	g32320
OG0009878	El002G114370	g32358
OG0009879	El002G115190	g50504
OG0009880	El002G115650	g32408
OG0009881	El002G115670	g27688, g32410
OG0009882	El002G115900	g27691
OG0009883	El002G116060	g32429, g27693
OG0009884	El002G116070	g32430
OG0009885	El002G116510, El002G116490	g32451
OG0009886	El002G116560	g27698
OG0009887	El002G116600	g32457
OG0009888	El002G117100	g27703
OG0009890	El002G117620	g50567
OG0009891	El003G146870	g23004
OG0009892	El003G146830	g23000
OG0009893	El003G145990	g22948
OG0009894	El003G145840	g22933
OG0009895	El003G145510	g22911
OG0009896	El003G145490	g22909
OG0009897	El003G145410	g22900
OG0009898	El003G145320	g22892
OG0009899	El003G145170	g22882
OG0009900	El003G145150	g22879
OG0009901	El006G318660	g36912
OG0009902	El003G144830	g22844
OG0009903	El006G318860	g50943
OG0009904	El003G144490	g22829
OG0009905	El003G144560	g47993
OG0009906	El003G144320	g22809
OG0009907	El003G144230	g22802
OG0009909	El003G144270, El003G143980, El003G143990	g22791
OG0009910	El003G143900	g18295, g52911
OG0009911	El003G143630	g22764
OG0009912	El003G143290	g22733
OG0009913	El003G143220	g22724
OG0009914	El003G142890	g22705
OG0009915	El003G142520	g18312
OG0009916	El003G142410	g18321
OG0009917	El003G141580	g18384
OG0009918	El003G183600	g47433, g46857
OG0009919	El003G181650	g46929
OG0009920	El003G187500	g46741
OG0009921	El003G189200	g46702
OG0009922	El003G189260	g46700
OG0009923	El003G189580	g46690
OG0009924	El006G296050	g51494
OG0009925	El006G295410	g38006
OG0009926	El004G199360	g40963
OG0009927	El001G033270	g1867
OG0009928	El006G295570	g51527
OG0009929	El006G295590	g51526
OG0009930	El006G295690	g51519, g37136
OG0009932	El006G295800	g38000
OG0009934	El001G009780	g40271
OG0009935	El001G010070	g40262
OG0009936	El007G340960	g38331
OG0009937	El006G297660	g37089
OG0009938	El006G298250	g51382
OG0009939	El006G298330	g51370
OG0009940	El006G298350	g51368
OG0009941	El007G357510	g37026
OG0009942	El007G357250	g37015
OG0009943	El007G355460	g37137
OG0009944	El001G009360	g25839
OG0009946	El001G009200	g40295
OG0009947	El001G008540	g40321
OG0009948	El001G008320	g40327
OG0009949	El001G007120	g40382
OG0009951	El001G006060	g40410
OG0009952	El001G005690	g40430
OG0009953	El001G005610	g40435, g16067, g25593
OG0009954	El001G005380	g40445, g25585
OG0009955	El001G005360	g40447
OG0009957	El001G004890	g40461
OG0009958	El007G360980	g40492
OG0009959	El007G362600	g40538
OG0009960	El007G363160	g10997
OG0009961	El007G363330	g10985
OG0009962	El007G363340	g10984
OG0009963	El007G364670	g40602
OG0009964	El007G364830, El007G364870, El007G364770	g40627
OG0009965	El007G365400	g40635
OG0009967	El007G365980	g40672, g10908
OG0009968	El006G279830	g37770
OG0009969	El007G366810	g10851, g40717
OG0009970	El007G366850	g40719
OG0009971	El007G366590	g40706, g10865
OG0009972	El003G179770	g46940
OG0009973	El005G264670	g6538
OG0009974	El003G145110	g18267
OG0009975	El003G177840, El003G177870	g24705
OG0009976	El001G024960	g2304
OG0009977	El003G177240	g47004
OG0009978	El003G176740	g47009
OG0009979	El003G175660	g47039
OG0009980	El003G174820	g24522
OG0009981	El003G174330	g47077
OG0009982	El005G259720	g6665
OG0009983	El003G189910	g43419, g43418
OG0009984	El003G190020	g16872, g16873
OG0009985	El003G189920	g16871
OG0009986	El003G190710	g16850
OG0009987	El003G190740, El003G190730	g4318
OG0009988	El006G291140	g37301
OG0009989	El003G192620	g16787
OG0009990	El003G193140	g50169
OG0009991	El003G193460	g16765
OG0009992	El001G009710	g40274
OG0009993	El006G279770	g37771
OG0009994	El006G280180	g37745
OG0009995	El006G280480	g50824
OG0009996	El006G280510	g50822
OG0009997	El006G281140	g37695
OG0009999	El006G281250	g50792
OG0010000	El006G281850	g37651
OG0010001	El006G281880	g37650
OG0010002	El006G282530	g52278
OG0010003	El006G282920	g52254
OG0010004	El006G283060	g37606
OG0010005	El006G283150	g52224
OG0010006	El006G283160	g52225
OG0010007	El006G283570	g52208, g38239, g976
OG0010008	El006G283610	g52198
OG0010009	El005G279550	g13838
OG0010010	El006G284840, El004G217630	g52146
OG0010011	El006G285060	g52130
OG0010012	El006G285070	g52129
OG0010013	El006G285160	g52126
OG0010015	El006G285750	g52106
OG0010016	El006G285790	g38203
OG0010017	El006G285820	g52095
OG0010018	El006G285840	g52093
OG0010019	El006G287120	g52027
OG0010020	El006G287040	g52031, g37435
OG0010021	El001G029100	g18979
OG0010022	El006G287410	g37411
OG0010023	El006G287650	g38168
OG0010024	El006G287820	g37394
OG0010025	El006G287870	g51996
OG0010026	El001G080980	g5798
OG0010027	El001G080970	g5797
OG0010028	El001G080740	g5790
OG0010029	El001G080450	g45329
OG0010030	El001G080220	g45337
OG0010031	El001G080020	g5766
OG0010033	El001G079560	g29836
OG0010034	El001G079440	g5738
OG0010035	El001G079370	g5734
OG0010036	El001G079250	g5725
OG0010038	El001G078780	g29811
OG0010039	El001G078690	g45376
OG0010040	El001G060970	g29110
OG0010041	El001G060600	g657
OG0010042	El001G060710	g29123
OG0010043	El001G060050	g703
OG0010045	El001G059890	g711
OG0010046	El001G059930	g28946
OG0010047	El001G059570	g28932
OG0010048	El001G059560	g28931, g41402
OG0010049	El001G065350	g5072, g29206
OG0010050	El001G059320	g734
OG0010051	El001G059190	g41386
OG0010052	El001G058960	g748, g28906
OG0010053	El001G058910	g755
OG0010054	El003G192050	g16809
OG0010055	El001G057800	g41353
OG0010056	El007G330160	g28849
OG0010057	El007G330370	g843, g28828
OG0010058	El007G330490	g41327
OG0010059	El007G330890	g861
OG0010060	El007G331460	g1276
OG0010061	El002G113620	g27644
OG0010062	El007G332460, El004G208030, El004G208170	g28710
OG0010062	El004G208020	g1228
OG0010063	El007G327360	g312
OG0010064	El007G327270	g9819
OG0010065	El007G327260	g305
OG0010066	El007G327190	g302
OG0010067	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420	g1028
OG0010068	El002G130400	g13707
OG0010068	El007G326580	g260
OG0010069	El007G326310	g9781
OG0010070	El007G326180	g9774
OG0010071	El007G326090	g236
OG0010072	El007G325350, El004G223900	g200
OG0010073	El007G325170	g178, g9725
OG0010074	El007G325140	g176
OG0010075	El007G324440	g9700
OG0010076	El007G324400	g140, g9698
OG0010077	El007G323470	g72
OG0010078	El007G323270	g61
OG0010079	El007G323200	g59
OG0010080	El007G323180	g54
OG0010081	El007G323170	g9661
OG0010082	El007G322910	g41, g19652
OG0010083	El001G017360	g26
OG0010084	El007G322430	g19642
OG0010085	El001G021650	g2476, g19313
OG0010087	El001G000110	g25339
OG0010089	El001G000700	g45271
OG0010090	El002G102460	g31767
OG0010091	El001G001010	g39482
OG0010092	El001G001670	g45221
OG0010093	El001G002100	g25433
OG0010094	El001G002670	g39547
OG0010095	El001G002720	g39549
OG0010096	El001G002860	g45233
OG0010097	El001G003100	g25471
OG0010098	El001G003290	g25479
OG0010099	El001G003800	g25501
OG0010100	El001G003870	g39636
OG0010101	El001G003910	g25511
OG0010102	El001G003960	g39639
OG0010103	El001G004000	g39643, g45192
OG0010104	El001G004320	g39668
OG0010105	El007G359250	g11102
OG0010106	El006G298550	g51351
OG0010107	El006G298640	g51342
OG0010109	El006G299560, El003G154010	g51305, g35972
OG0010110	El006G300350	g51278
OG0010111	El006G300540	g37915
OG0010112	El006G301260	g39858
OG0010113	El006G301470	g51233, g39873
OG0010114	El006G301910	g39895
OG0010115	El006G302310	g39916
OG0010116	El006G302880	g39957
OG0010118	El006G304320	g40013
OG0010119	El006G304950	g39976
OG0010120	El006G305120	g51077
OG0010121	El006G305600	g40059
OG0010122	El006G305650	g40063
OG0010123	El006G305760	g40067
OG0010124	El006G306190	g40084
OG0010125	El006G306210	g40085
OG0010126	El006G306220	g40086
OG0010127	El006G307240	g40116
OG0010128	El006G309440	g40158
OG0010129	El002G086950	g40178
OG0010130	El006G310310	g40185
OG0010131	El006G312510	g38288
OG0010132	El003G156780	g23634
OG0010133	El005G235060	g12721
OG0010134	El005G243670	g7546
OG0010135	El001G082210	g3249
OG0010136	El006G287960	g37389
OG0010137	El006G288000	g37387
OG0010138	El003G158080	g23703
OG0010139	El003G158020	g17131
OG0010140	El005G235900	g12703
OG0010141	El005G237060	g7856
OG0010142	El005G237490	g12655
OG0010143	El005G237510	g12653
OG0010144	El005G238000	g7818
OG0010145	El005G238070	g12781
OG0010146	El005G238180	g7812
OG0010147	El005G238280	g12620
OG0010148	El005G238950	g7778, g7769
OG0010149	El005G239050	g7762
OG0010150	El005G239550	g12822
OG0010151	El005G240700	g12533
OG0010152	El005G241960	g12938
OG0010153	El005G241970	g7630
OG0010154	El005G242200	g7620
OG0010155	El005G242260	g7615, g7324
OG0010156	El005G242350	g12456
OG0010157	El005G243230	g12982
OG0010158	El005G243420	g12425
OG0010159	El007G328660	g9874, g382
OG0010160	El005G243850	g13000
OG0010161	El006G289790	g51841
OG0010162	El006G289980	g51820
OG0010163	El006G290010	g51813, g37335
OG0010164	El006G290460	g51778
OG0010166	El006G291040	g51748
OG0010167	El006G291360	g37293
OG0010169	El006G294070, El006G294080	g38045
OG0010170	El003G170880, El006G293690	g51608
OG0010171	El006G293400	g38062
OG0010172	El006G293380	g37197
OG0010173	El006G293210	g38069
OG0010174	El006G292480	g51670, g51669
OG0010175	El006G292100	g51703
OG0010176	El006G292180	g51693
OG0010178	El002G088960	g26986
OG0010179	El006G291490	g38103
OG0010180	El002G099500	g49940
OG0010181	El002G099550	g27305
OG0010182	El002G100780	g31666
OG0010183	El002G101670	g50007, g31715
OG0010184	El002G101830	g50014
OG0010185	El001G060090	g41411
OG0010186	El002G102250	g31751
OG0010187	El002G102860	g31798
OG0010189	El002G103510	g31829
OG0010190	El002G103720	g50086
OG0010191	El002G103810	g31859
OG0010192	El002G104260	g50112
OG0010193	El002G104300	g31891
OG0010194	El002G104310	g27447
OG0010195	El002G104350	g31892
OG0010196	El002G104410	g50116
OG0010197	El002G104790	g50141
OG0010198	El002G105110	g27468
OG0010199	El002G105120	g27469
OG0010200	El002G105210	g27474
OG0010201	El002G105460	g31964
OG0010203	El002G106180	g27492
OG0010204	El004G230830, El008G368320	g14076
OG0010205	El002G107770	g27526
OG0010206	El002G108010	g27535
OG0010207	El002G108080	g50264
OG0010209	El002G108540	g50281
OG0010210	El004G222130	g45860
OG0010211	El002G109290	g50307
OG0010212	El002G111640, El002G110200	g32128
OG0010213	El002G111270	g50361, g32152
OG0010214	El004G220270	g44772
OG0010215	El002G110990, El002G111020, El002G110960, El002G111510	g32165
OG0010216	El002G111770	g32188
OG0010217	El002G111920	g32192
OG0010218	El004G218850	g41569
OG0010219	El002G112350	g32222, g50391
OG0010220	El002G112540	g32244
OG0010222	El002G113010	g27626
OG0010223	El003G160060	g17203
OG0010224	El003G159550	g23800
OG0010225	El003G159530	g17182
OG0010226	El003G159430	g23787
OG0010227	El003G159420	g23786
OG0010228	El003G158770	g17156
OG0010229	El006G314880	g38333
OG0010230	El006G316780	g38369
OG0010231	El006G316870	g38371, g38375, g38379
OG0010232	El006G317260	g50976
OG0010233	El006G317540	g50973
OG0010234	El002G126820	g42712
OG0010235	El006G318140	g50960
OG0010236	El006G318180	g5010, g38422
OG0010239	El006G319250	g50905
OG0010240	El006G320660	g38523, g50878
OG0010241	El006G321530	g50854
OG0010242	El002G099200	g31576, g49931
OG0010243	El002G099110	g27288
OG0010244	El002G098780	g49919
OG0010245	El002G098370	g49905, g31528
OG0010246	El002G098170	g31513
OG0010247	El002G097770	g49900, g27251, g31485
OG0010248	El002G096990	g31451
OG0010249	El002G097000	g27221
OG0010250	El002G096790	g31436
OG0010251	El002G095810	g31377
OG0010252	El002G094560, El002G094590	g27151
OG0010253	El002G094220	g49768
OG0010254	El002G094070	g31295
OG0010255	El002G093970	g31284
OG0010256	El002G093700	g49735
OG0010257	El002G093450	g49730, g31251
OG0010258	El002G092370	g49623
OG0010259	El002G092270	g31182
OG0010260	El002G091860	g31161
OG0010261	El002G091730	g27059
OG0010262	El002G091560	g31139
OG0010263	El002G090230	g49574
OG0010264	El002G089190	g31025
OG0010265	El002G088830	g31001
OG0010266	El006G279640	g43231
OG0010267	El002G088010	g30952
OG0010268	El002G087660	g49499
OG0010269	El002G087630	g30930, g49496
OG0010270	El002G087360	g49488
OG0010271	El002G087350	g30915
OG0010272	El002G086930	g30900
OG0010273	El002G086860	g30902
OG0010274	El002G086510	g30873
OG0010275	El002G086300	g30867
OG0010276	El002G085870	g49440
OG0010277	El002G085830	g49437
OG0010278	El002G085440	g26918
OG0010279	El002G085600	g30840
OG0010280	El002G085650	g49432
OG0010281	El002G085140	g30815
OG0010282	El002G084790	g30803
OG0010283	El002G084330	g30780
OG0010284	El002G084130	g49368
OG0010285	El002G084170	g49376
OG0010286	El002G083360	g49322
OG0010287	El001G067650	g29328
OG0010288	El001G067280	g29315
OG0010289	El001G066750	g5169
OG0010290	El001G065780	g29239
OG0010291	El001G066000	g29245
OG0010292	El001G064510	g5043, g45734
OG0010293	El001G064290	g45738
OG0010294	El001G064300	g5028
OG0010295	El001G064210	g5021
OG0010296	El001G063770	g4999
OG0010297	El001G063680	g29143
OG0010298	El001G063210	g4985
OG0010299	El005G238520	g12616
OG0010300	El001G062360	g41475
OG0010301	El001G061480	g4896, g29081
OG0010302	El001G061140	g29101
OG0010303	El003G149290	g23187
OG0010304	El001G048810	g4715
OG0010305	El001G048240	g10165
OG0010306	El001G047910	g4729, g10168
OG0010307	El001G047660	g10175
OG0010308	El001G047620	g10177
OG0010309	El007G345450	g10191
OG0010310	El007G345470	g10193
OG0010311	El007G346260	g10213
OG0010312	El007G345560, El007G345730, El007G345840, El007G345600	g4639
OG0010313	El007G348360	g10256
OG0010314	El005G242660	g7595, g12444
OG0010315	El001G067990	g5256
OG0010316	El001G074810	g45468
OG0010317	El003G151450	g53940, g53981
OG0010318	El001G075460	g29678
OG0010319	El001G075540	g29681, g5597
OG0010320	El001G075870	g29687
OG0010322	El001G076550	g29719
OG0010325	El001G076950	g5643
OG0010326	El001G076990	g5644
OG0010327	El001G077090	g29738
OG0010328	El001G077100	g29739
OG0010329	El001G077360	g5652
OG0010330	El001G077350	g45409, g5650
OG0010331	El001G052250	g622
OG0010332	El001G053570	g583
OG0010334	El001G055310	g10017
OG0010335	El001G055250	g18568
OG0010337	El001G055910	g514
OG0010338	El001G056150	g508
OG0010339	El001G056480	g9973
OG0010340	El001G057130	g458
OG0010341	El007G329970	g9940
OG0010342	El007G329380	g421
OG0010343	El007G329240	g415
OG0010344	El007G328440	g9867
OG0010345	El007G328210	g358, g9857
OG0010346	El007G328170	g355
OG0010347	El007G327930	g338
OG0010348	El007G333270	g28696
OG0010349	El001G021640	g2477
OG0010350	El001G021200	g2513
OG0010351	El001G020980	g2541
OG0010352	El001G020930	g19343, g2543
OG0010353	El001G020480	g19362
OG0010354	El001G019560	g2618
OG0010355	El001G018990	g11385
OG0010356	El001G018780	g2647
OG0010357	El001G018280	g19426
OG0010358	El001G018200	g19422
OG0010359	El001G018130	g2708
OG0010360	El001G017820	g19470, g2727
OG0010361	El001G017490	g2758
OG0010362	El001G017300	g2746
OG0010363	El001G014790	g11437
OG0010364	El001G013820	g11447
OG0010365	El001G013090	g3118, g19603
OG0010366	El001G012810	g3131
OG0010367	El008G369500, El008G369440, El001G012290	g3435
OG0010368	El001G012170	g19613
OG0010370	El004G218170	g41628
OG0010371	El004G217780	g41685
OG0010372	El004G218880	g13637
OG0010373	El004G218520	g44870
OG0010374	El004G219400	g44826
OG0010375	El004G219460	g13636
OG0010376	El004G219660	g44803
OG0010377	El004G219570	g13635
OG0010378	El004G220050	g44783, g45768, g36533
OG0010380	El004G220260	g44773
OG0010382	El004G221760	g45836
OG0010383	El004G222900	g45896
OG0010384	El004G223110	g45911
OG0010385	El004G223560	g44638, g45944
OG0010386	El004G224130	g44617
OG0010387	El004G231640	g46437
OG0010388	El004G231290	g46406
OG0010389	El004G230930	g17959
OG0010390	El004G230690	g46376
OG0010391	El004G230470	g46352
OG0010392	El001G021760	g19307
OG0010393	El004G230180	g46327
OG0010394	El004G230090	g46322
OG0010395	El002G104440	g50119, g27450
OG0010396	El004G227720	g46186
OG0010398	El004G226620	g44547
OG0010399	El004G226260	g46101
OG0010400	El004G226200	g46096
OG0010401	El004G226010	g46081
OG0010402	El004G225810	g46068, g44564
OG0010404	El004G225160	g44580
OG0010405	El004G225080	g46025
OG0010407	El004G225070	g46024
OG0010408	El004G224390	g44610
OG0010409	El004G232540	g46500, g44337
OG0010410	El004G232900	g13605
OG0010411	El004G233330	g13602
OG0010413	El004G233750, El004G233760	g46564
OG0010414	El004G233980	g44290
OG0010415	El004G234310	g44277
OG0010417	El007G336950	g39377
OG0010419	El005G249230	g12243
OG0010420	El005G249550	g12235
OG0010421	El005G250550	g12191
OG0010423	El005G250750	g12178
OG0010425	El005G251160	g12162, g7143
OG0010426	El001G060080	g701
OG0010427	El005G251720	g7105
OG0010428	El005G251890	g7093
OG0010429	El005G252130	g12134
OG0010430	El005G252310	g12115
OG0010431	El005G253110	g7015
OG0010434	El005G254510	g6931
OG0010435	El005G254850	g12029
OG0010436	El005G255430	g13305
OG0010437	El005G255530	g6882
OG0010438	El005G255690	g6880, g12008
OG0010439	El005G255810	g12005
OG0010440	El005G255940	g6861
OG0010441	El005G256110	g13324
OG0010442	El005G256320	g6847
OG0010443	El005G256380	g11980, g6845
OG0010444	El005G256470	g6834
OG0010446	El005G257180	g6781
OG0010447	El005G257210	g6780
OG0010448	El005G257380	g6774
OG0010449	El005G257390	g6773, g11947
OG0010450	El002G134640	g36444
OG0010451	El005G257920	g11933
OG0010452	El005G257940	g11925
