Orthogroup	Erysimum_linariifolium	Cardamine_hirsuta
OG0007509	El001G046260	CARHR153430
OG0007510	El004G217290	CARHR059690
OG0007511	El004G217070	CARHR059440
OG0007512	El004G216310	CARHR058950
OG0007513	El004G215300	CARHR292300
OG0007514	El004G215210	CARHR058110
OG0007515	El004G214250	CARHR057580, CARHR119180
OG0007516	El004G212700	CARHR056980
OG0007517	El001G063040, El001G064650	CARHR195380
OG0007518	El004G193960	CARHR046330
OG0007519	El002G140000	CARHR044680
OG0007520	El004G194740	CARHR046800
OG0007521	El004G195110	CARHR047000
OG0007522	El004G195780	CARHR047690
OG0007523	El004G196260, El008G369300	CARHR048160
OG0007524	El004G196350, El008G369180	CARHR048180
OG0007525	El004G196720	CARHR048410
OG0007526	El004G196980	CARHR048630
OG0007527	El004G198050	CARHR049430
OG0007528	El004G198130	CARHR049530
OG0007529	El004G198270	CARHR049790
OG0007530	El005G248440	CARHR087150
OG0007531	El005G248420	CARHR087130
OG0007532	El005G248410	CARHR087120
OG0007533	El005G248270	CARHR087000, CARHR151150
OG0007534	El003G155950	CARHR235720
OG0007535	El003G158660	CARHR233270
OG0007536	El003G158520	CARHR233460
OG0007537	El003G158430	CARHR233550
OG0007538	El006G288650	CARHR135940
OG0007539	El006G288740	CARHR135850
OG0007540	El006G288780	CARHR135820
OG0007541	El005G244340	CARHR083510
OG0007542	El005G244350	CARHR083520
OG0007543	El005G244400	CARHR083570
OG0007544	El005G244680	CARHR083910
OG0007545	El005G244720	CARHR083970
OG0007546	El005G244940	CARHR084170
OG0007547	El005G245040	CARHR084280
OG0007548	El001G078930	CARHR209570
OG0007549	El005G245300	CARHR084520
OG0007550	El005G245420	CARHR084600
OG0007551	El005G245690	CARHR084830
OG0007552	El005G245890	CARHR085030
OG0007553	El001G077950	CARHR208690
OG0007554	El005G246170	CARHR085340
OG0007555	El005G246680	CARHR085770
OG0007556	El005G246740	CARHR085840
OG0007557	El005G246950	CARHR085960
OG0007558	El005G247080	CARHR086080
OG0007559	El005G247280	CARHR086170
OG0007560	El005G247380	CARHR086240
OG0007561	El005G247420	CARHR086280
OG0007562	El005G247540	CARHR086350
OG0007563	El003G155890	CARHR235780
OG0007564	El005G247720	CARHR086490
OG0007565	El005G247730	CARHR086500
OG0007566	El005G247770	CARHR086540
OG0007567	El005G248110	CARHR086840
OG0007568	El005G248130	CARHR086860
OG0007569	El001G028690	CARHR167420
OG0007570	El007G344830	CARHR258840
OG0007571	El007G365840	CARHR174600
OG0007572	El002G130140	CARHR037030
OG0007573	El007G343530	CARHR257660
OG0007574	El007G343470	CARHR257570
OG0007575	El007G343370	CARHR232420, CARHR257460
OG0007576	El007G343330	CARHR257410
OG0007577	El003G149320	CARHR241420
OG0007578	El007G341140	CARHR265430
OG0007579	El007G339830	CARHR266390
OG0007580	El007G339910	CARHR266300
OG0007581	El007G340040	CARHR266160
OG0007582	El007G340160	CARHR266080
OG0007583	El007G340190	CARHR287010, CARHR266050
OG0007584	El007G339780, El006G299870	CARHR266480
OG0007585	El007G339700	CARHR266540
OG0007586	El007G338550	CARHR267320
OG0007587	El007G338760	CARHR267090
OG0007588	El007G338010	CARHR267670
OG0007589	El007G337830	CARHR267870
OG0007590	El007G337390	CARHR268270
OG0007591	El007G336520	CARHR268900
OG0007592	El007G336260	CARHR269240
OG0007593	El007G336060	CARHR269470
OG0007594	El007G335960	CARHR269590
OG0007595	El002G094840	CARHR011860
OG0007596	El007G335040	CARHR270640
OG0007597	El007G334860	CARHR270750
OG0007598	El007G334830	CARHR270780
OG0007599	El007G334750	CARHR270830
OG0007600	El007G334330	CARHR271170
OG0007601	El007G334260	CARHR271220
OG0007602	El007G333930	CARHR271420
OG0007603	El007G333780	CARHR271550
OG0007604	El007G333370	CARHR271970
OG0007605	El001G049450	CARHR186070
OG0007606	El001G068320	CARHR200040
OG0007607	El001G068580	CARHR200320
OG0007608	El001G068660	CARHR200390
OG0007609	El001G068720	CARHR200430
OG0007610	El001G068850	CARHR200540
OG0007611	El001G069110	CARHR200720
OG0007612	El001G069240	CARHR200830
OG0007613	El001G069400	CARHR201000
OG0007614	El001G069490	CARHR201090
OG0007615	El001G069580	CARHR201220
OG0007616	El001G069760	CARHR201400
OG0007617	El001G070180	CARHR201740
OG0007618	El001G070210	CARHR201770
OG0007619	El001G070440	CARHR202090, CARHR202030, CARHR202020
OG0007620	El001G070880	CARHR202280
OG0007621	El001G071290	CARHR202690
OG0007622	El001G072810	CARHR204140
OG0007623	El001G073040	CARHR204350
OG0007624	El001G073160	CARHR204440
OG0007625	El001G073250	CARHR204510
OG0007626	El001G073630	CARHR205010
OG0007627	El001G073670	CARHR205050
OG0007628	El001G073900	CARHR205290
OG0007629	El001G074510	CARHR205850
OG0007630	El001G074570	CARHR205900
OG0007631	El003G169700, El003G169640	CARHR224030
OG0007632	El003G168990	CARHR224560
OG0007633	El003G168830	CARHR224690
OG0007634	El003G168710	CARHR224790
OG0007635	El003G168650	CARHR224840
OG0007636	El003G168150	CARHR225240
OG0007637	El001G005710	CARHR253330
OG0007638	El003G167420	CARHR225770
OG0007639	El003G167300	CARHR225880
OG0007640	El003G166970	CARHR226030
OG0007641	El003G166590	CARHR226220
OG0007642	El003G165890	CARHR226750
OG0007643	El003G165730	CARHR226890
OG0007644	El007G328570	CARHR275930
OG0007645	El003G165360	CARHR227280
OG0007646	El003G165090	CARHR227500
OG0007647	El001G004770	CARHR252390
OG0007648	El003G164630	CARHR228100
OG0007649	El003G164250	CARHR228400
OG0007650	El003G163590	CARHR228890
OG0007651	El003G163550	CARHR228960
OG0007652	El003G163400	CARHR229140
OG0007653	El003G163250	CARHR229230
OG0007654	El003G162970	CARHR229430
OG0007655	El003G162890	CARHR229500
OG0007656	El003G162790	CARHR229660
OG0007657	El003G162600	CARHR229920, CARHR229910
OG0007658	El003G162390	CARHR230090
OG0007659	El003G162320	CARHR230120
OG0007660	El003G161450	CARHR230980
OG0007661	El003G161250	CARHR231120
OG0007662	El003G160960	CARHR231360
OG0007663	El002G120950	CARHR032600
OG0007664	El002G120990	CARHR032640, CARHR054090, CARHR054100
OG0007665	El002G121160	CARHR032830
OG0007666	El002G122180	CARHR033380
OG0007667	El002G123270	CARHR033930
OG0007668	El002G125120	CARHR034970
OG0007669	El002G128190	CARHR036060
OG0007670	El002G130580	CARHR037300
OG0007671	El002G129400	CARHR036810
OG0007672	El002G130680	CARHR037350
OG0007673	El005G242990	CARHR082330
OG0007674	El002G113720	CARHR027570
OG0007675	El002G113940	CARHR027790
OG0007676	El006G315920	CARHR116740
OG0007677	El002G114230	CARHR027930
OG0007678	El002G114330	CARHR028000
OG0007679	El002G115080	CARHR028530
OG0007680	El002G116360	CARHR029250
OG0007681	El002G116650	CARHR029750
OG0007682	El002G117360	CARHR030160
OG0007684	El002G117450	CARHR030240
OG0007685	El003G146740	CARHR243860
OG0007686	El001G079630	CARHR040510
OG0007687	El003G146410	CARHR244170
OG0007688	El003G146240	CARHR244340
OG0007689	El003G146180	CARHR244370
OG0007690	El003G145900	CARHR244660
OG0007691	El003G145680	CARHR289500
OG0007692	El003G145660	CARHR244870
OG0007693	El003G145430	CARHR245120
OG0007694	El003G145180	CARHR245380
OG0007695	El006G318450	CARHR293090
OG0007696	El003G145030	CARHR245510
OG0007697	El003G144520	CARHR245930
OG0007698	El003G144650	CARHR246060
OG0007699	El003G144360	CARHR246120
OG0007700	El003G172940, El003G144350	CARHR246130
OG0007701	El003G144200	CARHR246260
OG0007702	El003G143910	CARHR246470
OG0007703	El003G143770	CARHR246540
OG0007704	El003G143510	CARHR246820
OG0007705	El003G143270	CARHR247000
OG0007706	El003G143010	CARHR247210
OG0007707	El003G141970	CARHR294250
OG0007708	El003G182840	CARHR217470
OG0007709	El003G185500	CARHR215480
OG0007710	El003G188450	CARHR263720
OG0007711	El006G296120	CARHR129140
OG0007712	El006G296030	CARHR129220
OG0007713	El006G295940	CARHR129300
OG0007714	El002G093140	CARHR010270
OG0007715	El002G118270	CARHR030700
OG0007716	El001G062590	CARHR195050
OG0007717	El006G295820	CARHR129420
OG0007718	El006G295860	CARHR129380
OG0007719	El001G009880	CARHR260570
OG0007720	El001G010480	CARHR259970
OG0007721	El001G011150	CARHR259500
OG0007722	El002G116010	CARHR029470
OG0007723	El006G297180	CARHR128270
OG0007724	El006G297760	CARHR128130
OG0007725	El006G297880	CARHR128010
OG0007726	El006G297940	CARHR127950
OG0007727	El006G297950	CARHR127940
OG0007728	El006G298370	CARHR127560
OG0007729	El006G298450	CARHR127500
OG0007730	El007G357970	CARHR181270
OG0007731	El001G009020	CARHR256290
OG0007732	El001G008000	CARHR255570
OG0007733	El001G007720	CARHR255340
OG0007734	El001G007330	CARHR254710
OG0007735	El001G006190	CARHR253790
OG0007736	El001G005900	CARHR253540
OG0007737	El001G005590	CARHR253060
OG0007738	El001G005040	CARHR252590
OG0007739	El001G060200	CARHR192910
OG0007740	El001G004940	CARHR252520
OG0007741	El007G361490	CARHR178240
OG0007742	El007G363080, El007G363020, El007G362450	CARHR177470
OG0007743	El007G363320	CARHR176710
OG0007744	El007G363730	CARHR176440
OG0007745	El007G364150	CARHR176070
OG0007746	El007G364290	CARHR175960
OG0007747	El007G364700	CARHR175850
OG0007748	El007G364520	CARHR175570
OG0007749	El007G364480	CARHR175520
OG0007750	El007G365380	CARHR175050
OG0007751	El001G078020	CARHR208770
OG0007752	El007G365440	CARHR174990
OG0007753	El007G365580	CARHR174850
OG0007754	El007G365890	CARHR174540
OG0007755	El003G172020, El004G204700	CARHR290530
OG0007756	El003G183340	CARHR217790
OG0007757	El003G183430	CARHR216980
OG0007758	El003G181540, El005G277500	CARHR220550
OG0007759	El005G268560	CARHR101410
OG0007760	El005G268040	CARHR100920
OG0007761	El003G177740	CARHR218940
OG0007762	El003G176620	CARHR219740
OG0007763	El003G175180	CARHR220530
OG0007764	El003G173040	CARHR222140
OG0007765	El003G192140	CARHR213330
OG0007766	El003G193310	CARHR212770
OG0007767	El003G193590	CARHR212530
OG0007768	El004G199380	CARHR050820
OG0007769	El006G279960	CARHR143250
OG0007770	El006G280080	CARHR143110
OG0007771	El006G280130	CARHR143060
OG0007772	El006G280490	CARHR142740
OG0007773	El006G280590	CARHR142660
OG0007774	El006G280690	CARHR142600
OG0007775	El006G280710	CARHR142580
OG0007776	El006G281360	CARHR141890
OG0007777	El006G281480	CARHR141820
OG0007778	El006G281900	CARHR141490
OG0007779	El006G282030	CARHR141350
OG0007780	El006G282050	CARHR141330
OG0007781	El006G282060	CARHR141310
OG0007782	El006G282090	CARHR141290
OG0007783	El006G282100	CARHR141280
OG0007784	El006G282360	CARHR141190
OG0007785	El006G282670	CARHR140900
OG0007786	El006G283030	CARHR140590
OG0007787	El006G283700	CARHR140090
OG0007788	El006G284280	CARHR139600
OG0007789	El006G284690	CARHR139310
OG0007790	El006G284770	CARHR139210
OG0007792	El006G286010	CARHR137960
OG0007793	El006G286450	CARHR137710
OG0007794	El006G287220	CARHR137050
OG0007795	El006G286950	CARHR137240
OG0007796	El001G081820	CARHR211950
OG0007797	El001G081550	CARHR211740
OG0007798	El001G081360	CARHR211570
OG0007799	El001G081210	CARHR211410
OG0007800	El001G081110	CARHR211340
OG0007801	El001G080760	CARHR211020
OG0007802	El001G080650	CARHR210900
OG0007803	El001G080570	CARHR210830
OG0007804	El001G080560	CARHR210820
OG0007805	El001G080150	CARHR210610
OG0007806	El001G078820	CARHR209420
OG0007807	El001G079860	CARHR210250
OG0007808	El001G078860	CARHR209470
OG0007809	El001G078680	CARHR209320
OG0007810	El001G078490	CARHR209150
OG0007811	El001G078430	CARHR209080
OG0007812	El001G078310	CARHR209030
OG0007813	El001G078240	CARHR208980
OG0007814	El001G060940	CARHR193550
OG0007815	El001G060480	CARHR193220
OG0007816	El001G060470	CARHR193210, CARHR193200
OG0007817	El001G059430	CARHR192190
OG0007818	El001G059280	CARHR192070
OG0007819	El001G059040	CARHR191860
OG0007820	El001G058980	CARHR191820
OG0007821	El001G058900	CARHR191760
OG0007822	El001G058870	CARHR191730
OG0007823	El001G058590	CARHR191540
OG0007824	El001G058050	CARHR191080
OG0007825	El001G057560	CARHR190810
OG0007826	El007G330130	CARHR274470
OG0007827	El007G330210	CARHR274390
OG0007828	El007G330420	CARHR274190
OG0007829	El007G330740	CARHR273870
OG0007830	El007G330970	CARHR273630
OG0007831	El007G331290	CARHR273280
OG0007833	El007G332240	CARHR285230
OG0007834	El007G332500	CARHR272790
OG0007835	El007G327470	CARHR276960
OG0007836	El007G327400	CARHR277020
OG0007837	El007G327390	CARHR277030
OG0007838	El007G327100, El003G151980	CARHR277330
OG0007839	El007G334940	CARHR270680
OG0007840	El007G326560	CARHR277900
OG0007841	El007G326510	CARHR277940
OG0007842	El007G325870	CARHR278510
OG0007843	El007G325740	CARHR278650
OG0007844	El007G325510	CARHR278810
OG0007845	El007G325490	CARHR278830
OG0007846	El007G325020	CARHR279150
OG0007847	El007G324960	CARHR279200
OG0007848	El007G324880	CARHR279250
OG0007849	El007G324430	CARHR279640
OG0007850	El007G324410	CARHR279650
OG0007851	El007G324290, El007G326480	CARHR279770
OG0007852	El007G323950	CARHR280000
OG0007853	El007G323700	CARHR280240
OG0007854	El001G020120	CARHR280310
OG0007855	El007G323500	CARHR280410
OG0007856	El007G323080	CARHR280830
OG0007857	El007G322520	CARHR281280
OG0007858	El001G021400	CARHR160740
OG0007859	El007G322340	CARHR281420
OG0007860	El001G000810	CARHR248890
OG0007861	El001G000680	CARHR248740
OG0007862	El001G000950	CARHR249000
OG0007863	El001G001210	CARHR249260
OG0007864	El001G001280	CARHR249360
OG0007865	El004G228500, El001G001620	CARHR250230
OG0007866	El001G001860	CARHR250000
OG0007867	El001G002400	CARHR249540
OG0007868	El001G002780	CARHR250470
OG0007869	El001G002810	CARHR250500
OG0007870	El001G002850	CARHR250530
OG0007871	El001G003310	CARHR251020
OG0007872	El001G003410	CARHR251130, CARHR251120
OG0007873	El001G003700	CARHR251410
OG0007874	El001G003900	CARHR251660
OG0007875	El007G360270	CARHR179070
OG0007876	El007G359830	CARHR179520, CARHR179510
OG0007877	El007G358740	CARHR180420
OG0007878	El006G298510	CARHR127440
OG0007879	El006G298540	CARHR127400
OG0007880	El006G299940	CARHR126130
OG0007881	El006G299960	CARHR126090
OG0007882	El006G299990	CARHR126050
OG0007883	El006G299070	CARHR126920
OG0007884	El003G162200, El006G299860	CARHR126180
OG0007885	El006G300520	CARHR125510
OG0007886	El006G301230	CARHR124840, CARHR163730
OG0007887	El006G301380	CARHR124710
OG0007888	El006G301540	CARHR124530
OG0007889	El006G301580	CARHR124490
OG0007890	El002G088910	CARHR006150
OG0007891	El006G301770	CARHR124340
OG0007892	El006G302140	CARHR123970
OG0007893	El006G302320	CARHR123720
OG0007894	El006G302350	CARHR123660
OG0007895	El006G302500	CARHR123530
OG0007896	El002G089580	CARHR006820
OG0007897	El006G302810	CARHR123370
OG0007898	El006G304620	CARHR121930
OG0007899	El006G304640	CARHR121900
OG0007900	El006G305090	CARHR121420
OG0007901	El006G305260	CARHR121360
OG0007902	El006G305430	CARHR121240
OG0007903	El006G306110	CARHR120590
OG0007904	El006G308240	CARHR119340
OG0007905	El006G309640	CARHR118880
OG0007906	El001G075470, El001G074970	CARHR206180
OG0007907	El006G311870	CARHR118390
OG0007908	El006G312560	CARHR115080
OG0007909	El003G156850	CARHR235080
OG0007910	El003G157190	CARHR234770
OG0007911	El001G066720	CARHR198560
OG0007912	El005G235490	CARHR075400
OG0007913	El001G067450	CARHR199230
OG0007914	El003G168760, El003G185170	CARHR215800
OG0007915	El003G157990	CARHR234050
OG0007916	El005G235950	CARHR075840
OG0007917	El005G236000	CARHR075890
OG0007918	El001G066180	CARHR198040
OG0007919	El005G236290	CARHR076110
OG0007920	El005G236520	CARHR076340
OG0007921	El005G236890, El004G219040, El004G219030, El004G219020, El004G221610	CARHR076670
OG0007922	El005G237050	CARHR104140, CARHR076810
OG0007923	El005G237150	CARHR076900
OG0007924	El005G237380	CARHR077120
OG0007925	El005G237770	CARHR077460
OG0007926	El005G238220	CARHR077830
OG0007927	El005G238690	CARHR078220
OG0007928	El005G239430	CARHR078930
OG0007929	El005G239480	CARHR078980
OG0007930	El007G362480, El005G239680	CARHR079190
OG0007931	El005G239950	CARHR079410
OG0007932	El005G239800	CARHR079290
OG0007933	El005G240040	CARHR079500, CARHR079490
OG0007934	El005G240080	CARHR079540
OG0007935	El005G240210	CARHR079670
OG0007936	El005G240430	CARHR079910
OG0007937	El005G240380	CARHR079850
OG0007938	El005G240650	CARHR080140
OG0007939	El005G241000	CARHR080420
OG0007940	El005G241120	CARHR080520
OG0007941	El005G241290	CARHR080640
OG0007942	El005G241730	CARHR081010
OG0007943	El005G241790	CARHR081090
OG0007944	El005G241810	CARHR081100
OG0007945	El005G241830	CARHR081120
OG0007946	El005G241860	CARHR081140
OG0007947	El005G241870	CARHR081150
OG0007948	El007G347000	CARHR182860, CARHR182850
OG0007949	El005G242390	CARHR081720
OG0007950	El005G242600	CARHR081970
OG0007951	El005G242850	CARHR082210
OG0007952	El005G243070	CARHR082360
OG0007953	El005G243160	CARHR082460
OG0007954	El005G243170	CARHR082470
OG0007955	El005G243410	CARHR082690
OG0007956	El005G243540	CARHR082800
OG0007958	El006G289440	CARHR135210
OG0007959	El006G289510, El006G289490	CARHR135170
OG0007960	El006G289530	CARHR135140
OG0007961	El006G289780	CARHR134930
OG0007962	El006G289940	CARHR134790
OG0007963	El006G290400, El006G290440	CARHR134360
OG0007964	El006G291310	CARHR133530
OG0007966	El006G294770	CARHR130340
OG0007967	El006G294630	CARHR130460
OG0007968	El006G294280	CARHR130750
OG0007969	El006G294240	CARHR130780
OG0007970	El006G294020	CARHR130980
OG0007971	El006G293600	CARHR131400
OG0007972	El006G293570	CARHR131430, CARHR131440
OG0007973	El006G293450	CARHR131590
OG0007974	El006G293300	CARHR132390
OG0007976	El006G292620	CARHR131870
OG0007977	El006G292530	CARHR131790
OG0007978	El006G292400	CARHR132430
OG0007979	El006G292150	CARHR132690
OG0007980	El006G291990	CARHR132840
OG0007981	El006G291840	CARHR132980
OG0007982	El006G295190	CARHR130040
OG0007983	El002G099470	CARHR015940
OG0007984	El002G100260	CARHR016740
OG0007985	El002G100720	CARHR017200
OG0007986	El002G101960	CARHR018430
OG0007987	El002G102450	CARHR018890
OG0007988	El002G102350	CARHR018790
OG0007989	El002G102510	CARHR162310, CARHR018970
OG0007990	El002G102530	CARHR018990
OG0007991	El002G102640	CARHR019100
OG0007992	El002G102800	CARHR019240
OG0007993	El002G102850	CARHR019290
OG0007994	El002G103030	CARHR019490
OG0007995	El002G103550	CARHR019870
OG0007996	El002G103570	CARHR019890
OG0007997	El002G103740	CARHR020020
OG0007998	El002G103770	CARHR020050
OG0007999	El002G104180	CARHR020360
OG0008000	El002G104190	CARHR020370
OG0008001	El002G104270	CARHR020440
OG0008002	El002G104520	CARHR020680
OG0008003	El002G104610	CARHR020790
OG0008004	El002G105200	CARHR021270
OG0008005	El004G229360	CARHR070000
OG0008006	El002G105370	CARHR021450
OG0008007	El002G105770	CARHR021730
OG0008008	El002G105900	CARHR021830
OG0008009	El002G105920	CARHR021850
OG0008011	El002G105930	CARHR021860
OG0008012	El002G106040	CARHR021950
OG0008013	El002G106130	CARHR022010
OG0008014	El002G107200	CARHR022610
OG0008015	El002G107380	CARHR022700
OG0008016	El002G107590, El002G107580	CARHR022870
OG0008017	El002G107730	CARHR022990
OG0008018	El002G108300	CARHR023420
OG0008019	El002G108770	CARHR023870
OG0008020	El002G109200	CARHR024210
OG0008021	El002G109690	CARHR024640
OG0008022	El002G111820	CARHR025850
OG0008023	El002G111860	CARHR025860
OG0008024	El002G111940	CARHR025950
OG0008025	El006G319480, El004G230290, El004G218790	CARHR060840
OG0008026	El002G112610	CARHR026620
OG0008027	El002G112910	CARHR026870
OG0008028	El002G112900	CARHR026860
OG0008029	El002G113070	CARHR027030
OG0008030	El003G160580	CARHR231620
OG0008031	El003G160530	CARHR231670
OG0008032	El003G160470	CARHR033650, CARHR231720
OG0008033	El003G160230	CARHR231880
OG0008034	El003G160150	CARHR231960
OG0008035	El003G159570	CARHR232450
OG0008036	El003G159500	CARHR232520
OG0008037	El003G159350	CARHR232660
OG0008038	El003G159190	CARHR232740
OG0008039	El003G159210	CARHR232750
OG0008040	El003G156230	CARHR235540
OG0008041	El003G156110	CARHR235630
OG0008042	El006G316080, El006G316060	CARHR294570
OG0008043	El006G316710	CARHR117310
OG0008044	El006G317100, El006G317110	CARHR117780
OG0008045	El006G318570	CARHR292990
OG0008046	El004G226810	CARHR067520
OG0008047	El006G319410	CARHR114050
OG0008048	El006G319430	CARHR114040
OG0008049	El006G319500	CARHR114000
OG0008050	El006G319610	CARHR113820
OG0008051	El006G319660	CARHR113740
OG0008052	El006G320340	CARHR113080
OG0008053	El006G320460	CARHR112910
OG0008054	El006G320550	CARHR112830
OG0008055	El006G321140	CARHR112390
OG0008056	El006G321310	CARHR112170
OG0008057	El006G321400	CARHR112130
OG0008058	El006G321550	CARHR112000
OG0008059	El002G099170	CARHR015630
OG0008060	El002G099090	CARHR015560
OG0008061	El002G099070	CARHR015540
OG0008062	El002G098950	CARHR015430
OG0008063	El002G098840	CARHR015320
OG0008064	El002G098610	CARHR015100
OG0008065	El002G098360	CARHR014870
OG0008066	El002G097930	CARHR014450
OG0008067	El002G097860	CARHR014370
OG0008068	El002G097390	CARHR014110
OG0008069	El002G126700, El002G096740	CARHR013500
OG0008070	El002G096610	CARHR013380
OG0008071	El002G096600	CARHR013370
OG0008072	El002G096120	CARHR012920
OG0008073	El002G095970	CARHR012790
OG0008074	El002G095890	CARHR012710
OG0008075	El002G095440	CARHR012380
OG0008076	El002G095230	CARHR012170
OG0008077	El002G095210	CARHR012160
OG0008078	El002G094910	CARHR011910
OG0008079	El002G094770	CARHR011780
OG0008080	El002G094720	CARHR011720
OG0008081	El002G093650	CARHR010780
OG0008082	El002G093370	CARHR010550
OG0008083	El002G093170	CARHR010300
OG0008084	El002G093100	CARHR010230
OG0008085	El002G092590	CARHR009760
OG0008086	El001G025240	CARHR164370
OG0008087	El002G091540	CARHR008710
OG0008088	El002G091270	CARHR008440
OG0008089	El002G091290	CARHR008460
OG0008090	El002G090110	CARHR007310
OG0008091	El002G089690	CARHR006940
OG0008092	El002G089500	CARHR006740
OG0008093	El002G088950	CARHR006180
OG0008094	El002G089170	CARHR006470
OG0008095	El007G345360, El002G089030	CARHR006330
OG0008096	El002G088940	CARHR006170
OG0008098	El002G088860	CARHR006100
OG0008099	El002G088720	CARHR005960, CARHR005900
OG0008100	El002G088480	CARHR005620
OG0008101	El002G088200	CARHR005390
OG0008102	El002G087850	CARHR005120
OG0008103	El002G087150	CARHR004450
OG0008104	El001G067930	CARHR199720
OG0008105	El002G086580	CARHR003910
OG0008106	El002G086470	CARHR003800
OG0008107	El002G086430	CARHR003770
OG0008108	El002G086110	CARHR003540
OG0008109	El002G085390	CARHR002910
OG0008110	El002G085410	CARHR002930
OG0008111	El002G085420	CARHR002940
OG0008112	El002G085450	CARHR002970
OG0008113	El002G085630	CARHR003150
OG0008114	El002G085100	CARHR002570
OG0008115	El002G085010	CARHR002510
OG0008116	El002G084920	CARHR002460
OG0008117	El002G084580	CARHR002200
OG0008118	El002G084090	CARHR001720
OG0008119	El002G084140	CARHR001760
OG0008120	El002G084150	CARHR001770
OG0008121	El002G084030	CARHR001660
OG0008122	El002G083750	CARHR001330
OG0008123	El002G083130	CARHR000700
OG0008124	El001G000030	CARHR248020
OG0008125	El002G082470	CARHR000190
OG0008126	El001G067050	CARHR198870
OG0008127	El001G067300	CARHR103230, CARHR199100
OG0008128	El001G066770	CARHR198600
OG0008129	El001G066760	CARHR198590
OG0008130	El001G066680	CARHR198520
OG0008131	El001G065790	CARHR197730
OG0008132	El001G065840	CARHR197770
OG0008133	El001G065900	CARHR197780
OG0008134	El001G065220	CARHR197180
OG0008135	El001G064560	CARHR196790
OG0008136	El001G064530	CARHR196740
OG0008137	El001G064470	CARHR196700
OG0008138	El001G064340	CARHR196580
OG0008139	El001G064020	CARHR196220
OG0008140	El001G063510	CARHR195760
OG0008141	El001G063150	CARHR195470
OG0008142	El001G062950	CARHR195320
OG0008143	El001G062930	CARHR195310
OG0008144	El001G062830	CARHR195210
OG0008145	El001G062430	CARHR194830
OG0008146	El001G062250	CARHR194580
OG0008147	El001G062220	CARHR194560
OG0008148	El001G062090	CARHR194470
OG0008149	El001G061890	CARHR194300
OG0008150	El001G061670	CARHR194170
OG0008151	El001G061440	CARHR193950
OG0008152	El001G061420	CARHR193940, CARHR122530
OG0008153	El001G061370	CARHR193900
OG0008154	El001G061250	CARHR193800
OG0008155	El001G061000	CARHR193620
OG0008156	El001G051530	CARHR187140
OG0008157	El001G051470	CARHR187070
OG0008158	El001G051450	CARHR187060
OG0008159	El001G051350	CARHR186990
OG0008160	El001G050810	CARHR186680
OG0008161	El001G050280	CARHR186320
OG0008162	El001G049990	CARHR186260
OG0008163	El001G049650	CARHR186140
OG0008164	El001G049360	CARHR185970
OG0008165	El001G047510, El004G199240	CARHR185550
OG0008166	El007G346230	CARHR182620
OG0008167	El007G346040	CARHR182420
OG0008168	El007G347030	CARHR182910
OG0008169	El007G347850, El007G347860, El007G348830	CARHR183320
OG0008170	El001G067900	CARHR199680
OG0008171	El007G348330	CARHR183470
OG0008172	El001G068010, El003G185960	CARHR199790
OG0008173	El001G068090	CARHR199870
OG0008174	El001G068150	CARHR199930
OG0008175	El001G074800	CARHR206120
OG0008176	El001G075150	CARHR206440
OG0008177	El001G075380	CARHR206670
OG0008178	El001G075430	CARHR206720
OG0008179	El001G075850	CARHR207040
OG0008180	El001G077120	CARHR208080
OG0008181	El001G077970	CARHR208720
OG0008182	El001G077990	CARHR208740
OG0008183	El001G060990	CARHR193610
OG0008184	El001G052950	CARHR188090
OG0008185	El001G054070	CARHR188420
OG0008186	El001G054770	CARHR188780
OG0008187	El001G055040	CARHR188820
OG0008188	El001G055070, El001G055100	CARHR188850
OG0008189	El001G055530	CARHR189120
OG0008190	El001G055750	CARHR189350
OG0008191	El001G056270	CARHR189780
OG0008192	El001G056340	CARHR189840
OG0008193	El001G056580	CARHR190060
OG0008194	El004G218580	CARHR060650
OG0008195	El001G056920	CARHR190350
OG0008196	El001G057030	CARHR190430
OG0008197	El001G057060	CARHR190450
OG0008198	El007G329950	CARHR274630
OG0008199	El007G329450	CARHR275140
OG0008200	El007G329100	CARHR275460
OG0008201	El007G328870	CARHR275620
OG0008202	El007G328420	CARHR276050
OG0008203	El007G328400	CARHR276070
OG0008204	El007G328300	CARHR276170
OG0008205	El007G328140	CARHR276300
OG0008206	El007G328100	CARHR276340
OG0008207	El005G278300, El007G327870	CARHR276530
OG0008208	El007G327680	CARHR276750
OG0008209	El007G327500	CARHR276920
OG0008210	El007G332970	CARHR272340
OG0008211	El007G332980	CARHR272330
OG0008212	El006G304220, El007G333030	CARHR272280
OG0008213	El001G021420	CARHR160750
OG0008214	El001G021380	CARHR160720
OG0008215	El001G021360	CARHR160670
OG0008216	El001G021020	CARHR160370
OG0008217	El001G020640	CARHR160070
OG0008218	El001G020100	CARHR159110
OG0008219	El001G019450	CARHR158550
OG0008220	El001G019440	CARHR158540
OG0008221	El001G053790, El001G019130	CARHR158100
OG0008223	El001G016050	CARHR154920
OG0008224	El001G012830, El002G133100	CARHR151530
OG0008227	El004G218130	CARHR060300
OG0008228	El004G218110	CARHR060280
OG0008229	El004G218090, El004G218080	CARHR060260
OG0008230	El004G217980	CARHR060170
OG0008231	El004G217820, El004G217810	CARHR060130
OG0008232	El006G296310	CARHR129020
OG0008233	El004G217560	CARHR059930
