Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_NCBI
OG0008432	El001G034230	XP_002878423.1
OG0008433	El008G369950, El001G034360, El001G033760	XP_002878438.1, XP_020881996.1, XP_002877692.2
OG0008434	El001G034460	XP_002878441.2
OG0008435	El001G034420	XP_002878434.1
OG0008436	El001G035190	XP_020882439.1
OG0008437	El001G035200	XP_002878486.1
OG0008438	El001G035230	XP_020879773.1
OG0008440	El001G035620	XP_020879987.1
OG0008441	El002G139810	XP_020869246.1
OG0008443	El003G153690, El006G315310	XP_020875634.1
OG0008445	El007G364120	XP_020877794.1, XP_002863448.1
OG0008446	El001G006260	XP_020877741.1
OG0008447	El006G292000	XP_020883765.1, XP_002862263.1
OG0008449	El007G357790	XP_002889111.1
OG0008450	El004G224410	XP_020890571.1
OG0008451	El002G124250	XP_020868819.1
OG0008451	El002G124230	XP_002893864.2, XP_002891171.1
OG0008452	El003G155520	XP_002869507.1
OG0008453	El003G150930	XP_002869304.1, XP_002869302.1
OG0008454	El003G149050	XP_020874337.1
OG0008455	El003G150560	XP_002869285.1
OG0008456	El002G089220	XP_002889620.1
OG0008457	El002G090850	XP_002892440.1
OG0008458	El002G092150	XP_002889746.2
OG0008459	El002G094140	XP_020868472.1
OG0008460	El001G010800	XP_020877478.1, XP_020877475.1
OG0008461	El001G036360	XP_020880920.1
OG0008462	El004G224060	XP_002887417.1
OG0008463	El004G222630	XP_002888803.1
OG0008464	El004G219130	XP_020889609.1
OG0008465	El004G219100	XP_002888657.1
OG0008466	El004G216360, El005G237710	XP_020865921.1
OG0008468	El005G246650	XP_020888267.1
OG0008469	El001G079770	XP_020877439.1
OG0008470	El007G359060	XP_002863650.1
OG0008471	El006G305020	XP_002879163.1
OG0008473	El007G331760, El007G347880	XP_020867487.1
OG0008474	El001G038990	XP_020881651.1
OG0008475	El007G340570, El007G340630	XP_002865937.1
OG0008476	El007G333710	XP_020889695.1
OG0008477	El001G057580	XP_002872016.1
OG0008478	El001G053590	XP_002872142.1
OG0008479	El007G328240	XP_002866490.1
OG0008480	El007G324170	XP_002864983.1, XP_002862566.1
OG0008481	El001G000290	XP_020881960.1, XP_002877300.2
OG0008482	El002G111240	XP_002893394.1
OG0008485	El002G120660, El006G296210	XP_002872376.1, XP_002865676.1, XP_002879048.1, XP_002893900.1
OG0008485	El002G120670, El006G296220, El002G120690, El006G296250	XP_020876039.1, XP_020885790.1, XP_002872831.1
OG0008485	El002G120680, El004G212440	XP_002868370.1, XP_002892813.1
OG0008486	El007G343770	XP_002865810.1
OG0008486	El007G343720	XP_002865812.1, XP_002865814.1
OG0008487	El006G295480	XP_020885630.1
OG0008489	El003G163140, El003G163170, El003G183170	XP_020883259.1, XP_002867771.1, XP_002862356.1
OG0008491	El007G349500	XP_020871395.1, XP_002865623.1
OG0008492	El006G317760	XP_020882979.1
OG0008504	El003G155680	XP_020874474.1
OG0008505	El003G155230	XP_020873170.1
OG0008506	El003G154980	XP_002869471.1
OG0008507	El003G154810	XP_020874783.1
OG0008508	El003G154670	XP_020875095.1
OG0008509	El003G153280	XP_020872501.1
OG0008510	El001G013720, El001G027240, El003G153260	XP_002867380.1
OG0008511	El003G153250	XP_020875440.1
OG0008512	El003G153220	XP_002867379.1
OG0008513	El003G153090	XP_020875195.1
OG0008514	El003G152870	XP_002869385.1
OG0008515	El003G152750	XP_002869382.2
OG0008516	El003G152650	XP_020872141.1
OG0008517	El003G152620	XP_002867348.1
OG0008518	El001G060300	XP_002873968.1
OG0008519	El003G152200	XP_020872117.1
OG0008520	El003G152170	XP_020872120.1
OG0008521	El003G151560	XP_002869328.1
OG0008522	El003G151400	XP_020871143.1
OG0008523	El003G151180	XP_020872059.1
OG0008524	El003G151080	XP_002867277.1
OG0008525	El003G151020	XP_020873921.1
OG0008526	El003G150680	XP_020874315.1
OG0008527	El003G150600	XP_020872421.1
OG0008528	El003G150570	XP_002867248.1
OG0008529	El003G150100	XP_020872745.1
OG0008530	El003G149720	XP_002867218.1
OG0008531	El003G149750	XP_002867220.1
OG0008532	El003G149740	XP_002869232.1
OG0008533	El003G149490	XP_020875432.1
OG0008534	El003G150050	XP_002869254.1
OG0008535	El003G149360	XP_002867186.2
OG0008536	El003G149350	XP_020875466.1
OG0008537	El003G149340	XP_002869218.1
OG0008538	El003G149280	XP_002869214.1
OG0008540	El003G148240	XP_020875583.1
OG0008541	El003G148450	XP_002869176.1
OG0008542	El003G148620	XP_002869183.1
OG0008543	El003G148030	XP_020875244.1
OG0008544	El003G148010	XP_020873110.1
OG0008545	El003G147910	XP_002869141.1
OG0008546	El003G147690	XP_020872645.1
OG0008547	El003G147510	XP_002869116.1
OG0008548	El002G118410	XP_020868808.1
OG0008549	El002G118940	XP_020868760.1
OG0008550	El002G119020	XP_002893690.1, XP_002877336.1
OG0008551	El002G124560, El002G119190	XP_002890959.1
OG0008552	El002G119550	XP_020870518.1
OG0008553	El002G119790	XP_020869390.1
OG0008554	El003G170020	XP_002868086.1
OG0008555	El003G170080	XP_002868088.1
OG0008556	El003G170700	XP_020872071.1
OG0008557	El002G095630	XP_002892677.1
OG0008558	El006G299130	XP_020885801.1
OG0008559	El004G210060	XP_002870786.2, XP_002891907.1
OG0008560	El004G207570, El004G207590	XP_020868287.1
OG0008561	El003G149650	XP_020874519.1
OG0008562	El004G204600	XP_020890872.1
OG0008563	El002G092840	XP_002892532.2
OG0008564	El004G203060	XP_002888216.2
OG0008565	El004G201490	XP_002886640.1
OG0008566	El004G201450	XP_020890497.1
OG0008567	El004G200510	XP_002886593.1
OG0008568	El004G200600	XP_002888126.1
OG0008569	El005G266920	XP_020887633.1
OG0008570	El004G199840	XP_020890116.1
OG0008571	El004G199710	XP_002886553.1
OG0008572	El004G199610	XP_020890122.1
OG0008573	El004G199320	XP_020890108.1
OG0008574	El004G199280	XP_002888077.1
OG0008575	El004G199250	XP_020890088.1
OG0008576	El004G198990	XP_020891306.1
OG0008577	El002G095180	XP_020869317.1
OG0008578	El002G099250	XP_020867017.1
OG0008579	El001G036550	XP_002876765.1
OG0008580	El001G036770	XP_002875094.1
OG0008581	El001G036890	XP_020880019.1
OG0008582	El001G037540	XP_020881088.1
OG0008583	El001G037940	XP_002876842.1
OG0008584	El001G038570	XP_002875207.1
OG0008585	El001G038870	XP_002876893.1
OG0008586	El001G039420	XP_002875265.1
OG0008587	El001G039970	XP_002876935.1
OG0008588	El001G040070	XP_020880390.1
OG0008589	El001G040340	XP_020880634.1
OG0008590	El001G040880	XP_020880967.1
OG0008591	El001G041130	XP_020880230.1
OG0008592	El001G041450	XP_020880413.1
OG0008593	El001G041470	XP_020881618.1
OG0008594	El001G041840	XP_002875359.1
OG0008595	El001G042060	XP_020880279.1
OG0008596	El001G042180	XP_020881033.1
OG0008597	El001G042740	XP_002875402.1
OG0008598	El001G042750	XP_002875403.1
OG0008599	El001G043590	XP_020879744.1
OG0008600	El001G043640	XP_020880258.1
OG0008601	El001G044140	XP_020881954.1
OG0008602	El001G044250	XP_002875475.1
OG0008603	El001G044300	XP_002877137.1
OG0008604	El001G045440, El001G045400	XP_002877174.2
OG0008604	El001G045430	XP_020882324.1
OG0008605	El001G045470	XP_002875515.1
OG0008606	El004G215520	XP_020891676.1
OG0008607	El001G038980	XP_002876899.1
OG0008608	El004G214210	XP_020889692.1
OG0008609	El004G212840	XP_020891211.1
OG0008610	El004G193830	XP_002887868.1
OG0008611	El004G193870	XP_020890379.1
OG0008612	El004G194220	XP_002887890.1
OG0008613	El004G194290	XP_002887892.1
OG0008614	El004G194770	XP_002887921.1
OG0008615	El004G195090	XP_020891548.1
OG0008616	El004G195280, El004G195410	XP_020891384.1
OG0008617	El004G196270, El004G196300	XP_002886416.1, XP_002886413.2, XP_002886406.2
OG0008618	El004G196280, El004G196290, El001G051770	XP_002886415.1, XP_002886405.1, XP_020890362.1
OG0008619	El004G196970	XP_002886441.1
OG0008620	El004G197760	XP_020891587.1
OG0008621	El005G248450	XP_002884916.1
OG0008622	El007G334220	XP_020883257.1
OG0008623	El006G288150	XP_002881762.1
OG0008624	El006G288430	XP_020884298.1
OG0008625	El006G288340	XP_020884137.1
OG0008626	El005G244490	XP_020886599.1
OG0008627	El001G079070	XP_020879580.1
OG0008628	El005G245590	XP_020886431.1
OG0008629	El005G246070	XP_002882690.1
OG0008630	El005G246270	XP_002884817.1
OG0008631	El005G246380	XP_020887368.1
OG0008632	El005G247040	XP_002884847.1
OG0008633	El005G247110	XP_020888213.1
OG0008634	El005G247640	XP_020888254.1, XP_020888252.1
OG0008635	El005G247740	XP_020888201.1
OG0008636	El005G247750	XP_020888199.1
OG0008637	El005G248000	XP_020888278.1
OG0008638	El005G248170	XP_020888234.1
OG0008639	El007G344780	XP_002865764.1
OG0008640	El007G344140	XP_020871330.1, XP_020882581.1
OG0008641	El007G343900	XP_002865797.1
OG0008642	El007G343560	XP_002865818.1
OG0008643	El007G343310	XP_002865826.1
OG0008644	El007G343280	XP_002865829.1
OG0008645	El007G343100	XP_002864092.1
OG0008646	El007G342130	XP_020884727.1
OG0008647	El007G341990	XP_002864133.1
OG0008648	El007G340850	XP_002865926.1
OG0008649	El007G340500	XP_002864200.1
OG0008650	El007G340000	XP_002865955.1
OG0008651	El007G340150	XP_002864216.1
OG0008652	El007G340200	XP_020877901.1
OG0008653	El007G339620	XP_020872011.1
OG0008654	El007G339600	XP_020866586.1
OG0008655	El007G339470	XP_020885204.1
OG0008656	El007G339450	XP_020871302.1
OG0008657	El007G338560	XP_020890010.1, XP_020871255.1
OG0008658	El007G338950	XP_002864273.1
OG0008659	El007G338370	XP_002866029.2
OG0008660	El007G338110	XP_020870600.1
OG0008661	El007G338020	XP_002866040.1
OG0008662	El007G337340	XP_002864367.1
OG0008663	El007G337130, El007G337150	XP_002866077.1
OG0008664	El007G337020	XP_002866082.1
OG0008665	El007G336610	XP_002864397.1
OG0008666	El007G336500	XP_020871114.1
OG0008667	El007G336490	XP_002864403.1
OG0008668	El007G336040	XP_002864434.1
OG0008669	El007G335770	XP_020871324.1
OG0008670	El007G335750	XP_002866138.1
OG0008671	El007G335390	XP_002866155.1
OG0008672	El007G335200	XP_020885454.1
OG0008673	El007G335180	XP_020888738.1
OG0008674	El007G334910	XP_002866175.1
OG0008675	El007G334710	XP_020885786.1
OG0008676	El007G334600	XP_020866733.1
OG0008677	El007G334400	XP_020871616.1
OG0008678	El007G333980	XP_002864522.1
OG0008679	El007G333690	XP_020870801.1
OG0008680	El007G333520	XP_002866245.1
OG0008681	El007G333510	XP_002864546.1
OG0008682	El007G351680	XP_020882963.1
OG0008683	El007G351280	XP_002863831.1
OG0008684	El007G351260	XP_020871317.1
OG0008685	El001G068400	XP_020878060.1
OG0008686	El001G068420	XP_002871558.1
OG0008687	El001G068630	XP_002871546.1
OG0008688	El001G068670	XP_020878896.1
OG0008689	El001G068690	XP_002871544.2
OG0008690	El001G068750	XP_020876649.1
OG0008691	El001G069160	XP_002873565.1
OG0008692	El001G069180	XP_020875810.1
OG0008693	El001G069330	XP_002873554.1
OG0008694	El001G069560	XP_002873540.1
OG0008695	El001G069700	XP_002873534.1
OG0008696	El002G131760, El001G069730	XP_020878856.1
OG0008697	El001G069840	XP_002871498.1
OG0008698	El001G070360	XP_020876789.1
OG0008699	El001G071190	XP_002873472.1
OG0008700	El001G071470	XP_002873461.1
OG0008701	El001G071620	XP_020876706.1
OG0008702	El001G071870	XP_020879428.1, XP_002873442.1
OG0008703	El001G072160	XP_002873428.1
OG0008704	El001G072360	XP_020877966.1
OG0008705	El001G072440	XP_020879534.1
OG0008706	El001G072740	XP_020877302.1
OG0008707	El001G073050	XP_002871352.1
OG0008708	El001G073100	XP_002873373.1
OG0008709	El001G073330	XP_020878144.1
OG0008710	El001G073560	XP_002873348.1
OG0008711	El001G073850	XP_002873333.1
OG0008712	El001G073890	XP_020876613.1
OG0008713	El001G074000	XP_020878020.1
OG0008714	El001G074180	XP_002871278.1
OG0008715	El003G169880	XP_002868078.1
OG0008716	El003G169260	XP_002870092.1
OG0008717	El003G169210	XP_020872104.1
OG0008718	El003G169090	XP_020872424.1
OG0008719	El003G169020	XP_002868035.1
OG0008720	El003G169010	XP_002870083.1
OG0008721	El003G168840	XP_020874070.1
OG0008722	El003G168580	XP_002870069.1
OG0008723	El003G167600	XP_002867978.1
OG0008724	El007G363380	XP_020867529.1
OG0008725	El003G167010	XP_020874534.1
OG0008726	El003G166960	XP_002869997.1
OG0008727	El003G166610	XP_002867938.2
OG0008728	El003G166500	XP_020874296.1
OG0008729	El003G166390	XP_002867932.1
OG0008730	El003G165850	XP_002867898.1
OG0008731	El003G165800	XP_020872857.1
OG0008732	El003G165620	XP_020872465.1
OG0008733	El003G165350	XP_002869928.1
OG0008734	El003G165040	XP_002869913.2
OG0008735	El003G164870	XP_020886920.1, XP_020875595.1
OG0008736	El003G164600	XP_002869886.1
OG0008737	El003G164090	XP_020873558.1
OG0008738	El003G162900	XP_002867758.1
OG0008739	El001G006360	XP_020877685.1
OG0008740	El003G162770	XP_020873637.1
OG0008741	El003G162610	XP_020873428.1
OG0008742	El003G162470	XP_002867739.1
OG0008743	El003G162440	XP_020873599.1
OG0008744	El003G162240	XP_020873421.1
OG0008745	El003G161710	XP_020873419.1
OG0008746	El004G222110	XP_002887304.2
OG0008747	El003G161070	XP_002869758.1
OG0008748	El001G009010	XP_002872510.1
OG0008749	El002G121400	XP_002893773.1
OG0008750	El002G122290	XP_020868478.1
OG0008751	El002G122620, El002G122630	XP_020868483.1
OG0008752	El002G122930	XP_020870382.1
OG0008753	El002G123410	XP_020870139.1
OG0008754	El002G123860	XP_020869395.1
OG0008755	El002G128110	XP_002893992.1
OG0008756	El002G128070	XP_002891292.1
OG0008757	El002G113240	XP_020869260.1
OG0008758	El002G128750	XP_020868860.1
OG0008759	El002G113560	XP_002893494.1
OG0008760	El002G113920	XP_002893517.1
OG0008761	El004G225630	XP_002888926.1
OG0008762	El002G115130	XP_020869318.1
OG0008763	El002G115170	XP_002890801.1
OG0008764	El002G115780	XP_020867531.1
OG0008765	El002G117310	XP_002890885.1
OG0008766	El002G117580	XP_020869701.1
OG0008767	El002G117630	XP_002893652.1
OG0008768	El002G118000	XP_020867863.1
OG0008769	El003G146510	XP_020875052.1
OG0008770	El003G146460	XP_020874956.1
OG0008771	El003G146170	XP_002869047.1
OG0008772	El003G145710	XP_020874307.1
OG0008773	El003G145440	XP_002869025.1
OG0008774	El003G145140	XP_020872293.1
OG0008775	El003G145010	XP_002869002.1
OG0008776	El003G144950	XP_020874971.1
OG0008777	El003G144900	XP_020875640.1
OG0008778	El003G144280	XP_002868962.1
OG0008779	El003G144240	XP_002866930.1
OG0008780	El003G143960	XP_020872846.1
OG0008781	El003G143780	XP_002868943.1
OG0008782	El003G143760	XP_020872367.1, XP_002866909.1
OG0008783	El003G143470	XP_020874393.1
OG0008784	El003G142740	XP_020872550.1
OG0008785	El003G156510	XP_002867489.1
OG0008786	El003G184150	XP_020874640.1
OG0008787	El003G184610, El003G180800	XP_020875059.1
OG0008788	El003G186850	XP_002870862.1
OG0008790	El003G188960	XP_002870798.1
OG0008791	El002G117990	XP_002893669.1
OG0008792	El001G076600	XP_002871174.1
OG0008793	El002G119480	XP_002893702.1
OG0008794	El006G295370	XP_020883711.1
OG0008795	El001G009980	XP_002874578.1, XP_020876310.1
OG0008796	El006G297860	XP_020882856.1
OG0008797	El007G355240	XP_002863668.1, XP_002862895.2, XP_002862894.1, XP_002863670.1
OG0008798	El007G358070	XP_002863705.1
OG0008799	El007G358000	XP_020871843.1
OG0008800	El006G282610	XP_020883901.1
OG0008801	El007G355410, El007G355490	XP_002865562.1
OG0008802	El001G008990	XP_002874623.1
OG0008803	El001G007860	XP_020878308.1
OG0008804	El001G006880, El001G006820	XP_002874741.1
OG0008805	El001G006460	XP_020877697.1
OG0008806	El001G006220	XP_020877728.1
OG0008807	El001G006180	XP_002874771.1
OG0008808	El001G006010	XP_020877750.1
OG0008809	El001G005150	XP_020878411.1
OG0008810	El001G004780	XP_020876407.1
OG0008811	El001G004720	XP_020876448.1
OG0008811	El003G164820	XP_002867858.1
OG0008812	El007G360990	XP_002865365.1
OG0008813	El007G361080	XP_002863566.1
OG0008814	El007G361560	XP_020891092.1
OG0008815	El007G362050	XP_002863535.1, XP_002865286.1
OG0008816	El007G363290	XP_002863489.1
OG0008817	El007G364100	XP_020871630.1
OG0008818	El007G364160	XP_002865219.1
OG0008819	El007G365670	XP_020868342.1
OG0008820	El007G365730	XP_002865162.1
OG0008821	El007G366000	XP_020887097.1
OG0008822	El007G366870	XP_002863326.1
OG0008823	El007G366880	XP_020884195.1
OG0008824	El003G183350	XP_020873163.1
OG0008825	El003G179660	XP_002863290.1
OG0008826	El003G178340	XP_020876124.1
OG0008827	El003G178180	XP_002863159.2
OG0008828	El008G368830, El003G177530	XP_002863127.1
OG0008829	El005G267320	XP_002885629.1
OG0008830	El003G175670	XP_002868304.1
OG0008831	El003G175260	XP_002868296.1
OG0008832	El003G175170	XP_002868291.1
OG0008833	El003G174390	XP_020874697.1
OG0008834	El003G173800, El003G173470	XP_002868223.2
OG0008835	El003G173620	XP_020875428.1
OG0008836	El003G172870	XP_020872794.1
OG0008837	El003G172790	XP_002868198.1
OG0008838	El003G190790	XP_020874900.1
OG0008839	El003G192120, El001G011300	XP_002868619.1
OG0008840	El003G191600	XP_002868644.2
OG0008841	El003G192210	XP_002870652.1
OG0008842	El003G192180	XP_020875424.1
OG0008843	El003G193040	XP_002868585.1
OG0008844	El003G193390	XP_020875603.1
OG0008845	El003G193470	XP_002870604.2
OG0008846	El006G279800	XP_020883158.1
OG0008847	El006G279850	XP_020874861.1, XP_020884407.1
OG0008848	El006G279900	XP_002882136.1, XP_020874885.1
OG0008849	El006G281190	XP_002880260.1
OG0008850	El006G281270	XP_002880255.1
OG0008851	El006G281460	XP_020884075.1
OG0008852	El006G281950	XP_002880221.1
OG0008853	El006G282040	XP_002882050.1
OG0008854	El006G282590	XP_020885574.1
OG0008855	El006G283000	XP_020882833.1
OG0008856	El006G283200	XP_002882001.1
OG0008857	El006G283350	XP_002880158.1
OG0008858	El006G283420	XP_002880154.1
OG0008859	El001G031920	XP_020882474.1
OG0008860	El006G284590	XP_002880093.1
OG0008861	El006G284760	XP_002880080.1
OG0008862	El006G284800	XP_020885056.1
OG0008863	El006G284810	XP_020882654.1
OG0008864	El006G285010	XP_020884221.1
OG0008865	El006G285570	XP_020883301.1
OG0008866	El006G285830	XP_020885826.1
OG0008867	El001G030680	XP_020880567.1
OG0008868	El001G045560, El006G286320	XP_020884015.1
OG0008869	El006G286680	XP_002862495.1, XP_002879984.1
OG0008870	El006G286720	XP_002881841.1, XP_002862496.1
OG0008871	El006G286750	XP_002879982.1
OG0008872	El001G069880	XP_002871491.1
OG0008873	El006G287370	XP_020884034.1
OG0008874	El006G287660	XP_020884199.1
OG0008875	El006G287890	XP_020883889.1
OG0008876	El006G287910	XP_020883886.1
OG0008877	El001G081520	XP_002870929.1
OG0008878	El001G081420	XP_020876846.1
OG0008879	El001G081340	XP_002870938.1
OG0008880	El001G081220	XP_020876700.1
OG0008881	El001G080710	XP_002870972.1
OG0008882	El001G080180	XP_002870987.1
OG0008883	El001G079780	XP_020877442.1
OG0008884	El001G079020	XP_020879145.1
OG0008885	El001G078910	XP_020878220.1
OG0008886	El001G078740	XP_020876684.1
OG0008887	El001G078400	XP_020878499.1
OG0008888	El001G060950	XP_020877967.1
OG0008889	El001G060580	XP_002873955.1
OG0008890	El001G060520	XP_002873958.2
OG0008891	El001G060450	XP_002871903.1
OG0008892	El001G060020	XP_002871924.1
OG0008893	El001G059990	XP_002871925.1
OG0008894	El001G060410	XP_002871905.1
OG0008895	El001G059530	XP_002874000.1
OG0008896	El007G330060	XP_002866399.2
OG0008897	El001G059100	XP_002871962.2
OG0008898	El001G059080	XP_020877927.1
OG0008899	El001G058840	XP_020877224.1
OG0008900	El001G058770	XP_002871976.1
OG0008901	El001G058710	XP_002874035.2
OG0008902	El001G058550	XP_020877824.1
OG0008903	El001G058170	XP_002874065.1
OG0008904	El001G058120	XP_020875807.1
OG0008905	El001G057460	XP_002874096.1
OG0008906	El001G057160	XP_002872028.1
OG0008907	El007G330220	XP_002866391.2
OG0008908	El007G330720	XP_020887607.1
OG0008909	El007G326670	XP_002866581.1
OG0008910	El007G331000	XP_020884068.1
OG0008911	El007G331010	XP_020884083.1
OG0008912	El007G331090	XP_020884140.1, XP_002862718.1
OG0008913	El007G331170	XP_020871499.1
OG0008914	El007G331210	XP_002866346.1
OG0008915	El007G332030	XP_002864612.1, XP_002863037.1
OG0008916	El007G332130	XP_020874688.1, XP_020871089.1
OG0008917	El007G331550	XP_002866338.1
OG0008919	El007G332230	XP_020885125.1
OG0008920	El007G332340	XP_020871705.1
OG0008921	El007G332390	XP_020871288.1, XP_020872986.1
OG0008922	El007G326780	XP_020869831.1
OG0008923	El007G326720	XP_002864871.1
OG0008924	El002G090940	XP_020870699.1
OG0008925	El007G326600	XP_002864878.1
OG0008926	El007G326280	XP_020870016.1, XP_020883691.1
OG0008927	El007G326130	XP_020879555.1
OG0008928	El007G325780	XP_002864912.1
OG0008929	El007G325610	XP_020871889.1
OG0008930	El007G325260	XP_020884850.1
OG0008931	El007G325150	XP_002864940.1
OG0008932	El007G325130	XP_002866651.1
OG0008933	El007G324070	XP_002864987.2
OG0008934	El007G323910	XP_002864994.1
OG0008935	El007G323720	XP_002866705.1
OG0008936	El007G323560	XP_020882263.1
OG0008937	El007G323160	XP_020871940.1
OG0008938	El007G322960	XP_020866132.1
OG0008939	El007G322940	XP_020883213.1
OG0008940	El007G322810	XP_002865052.1
OG0008941	El007G322590	XP_020889340.1
OG0008942	El007G322510	XP_002865067.1
OG0008943	El007G322490	XP_002865069.1
OG0008944	El007G322360	XP_020868073.1
OG0008945	El007G322180	XP_020883935.1
OG0008946	El007G321950	XP_002866780.1
OG0008947	El001G000750	XP_020878086.1
OG0008948	El002G082950	XP_002892043.1
OG0008949	El001G000500	XP_002872956.2
OG0008950	El001G000400	XP_020878834.1
OG0008951	El001G000360	XP_020876519.1
OG0008952	El001G000960	XP_002872896.1
OG0008953	El001G001300	XP_020879449.1
OG0008954	El001G001570	XP_020878933.1
OG0008955	El001G002340	XP_002874943.1
OG0008956	El006G313510	XP_002880726.1
OG0008957	El001G002790	XP_020879162.1
OG0008958	El001G003330	XP_020878174.1
OG0008959	El001G003430	XP_020879176.1
OG0008960	El001G003770	XP_020876356.1
OG0008961	El001G003790	XP_020876403.1
OG0008962	El006G298600	XP_020882947.1
OG0008963	El007G359760	XP_002863628.1
OG0008964	El007G359740	XP_020871619.1
OG0008966	El007G359190	XP_002865417.1
OG0008967	El006G298670	XP_020884400.1
OG0008968	El006G298880, El006G297470, El006G297280	XP_020885627.1, XP_020886883.1
OG0008969	El006G298760	XP_002879442.1
OG0008970	El006G299210	XP_020884312.1
OG0008971	El006G299150	XP_020884464.1
OG0008972	El006G299550	XP_020882868.1
OG0008973	El006G299590	XP_002879396.1
OG0008974	El006G299620	XP_002881230.1
OG0008975	El002G121760, El002G141570	XP_002894568.1
OG0008976	El006G300320	XP_002879355.2
OG0008976	El006G300340	XP_002865329.1, XP_002862935.1, XP_002879354.1
OG0008977	El006G301010	XP_002881174.1
OG0008978	El006G301160	XP_020883393.1
OG0008979	El006G301390	XP_002881157.1
OG0008980	El006G301700	XP_020884623.1
OG0008981	El006G301940	XP_002879276.1
OG0008982	El006G302410, El002G090440	XP_002881097.1
OG0008983	El006G302480	XP_002881092.1, XP_002862558.2
OG0008984	El006G303650	XP_020883963.1
OG0008985	El006G304170	XP_020882830.1
OG0008986	El006G304190	XP_002881026.2, XP_002862801.2
OG0008987	El006G304370	XP_020885601.1
OG0008988	El006G304400	XP_020885054.1
OG0008989	El006G304900	XP_002880999.1
OG0008990	El006G304940	XP_002879170.1
OG0008991	El006G305300	XP_020884453.1
OG0008992	El006G305450	XP_020884515.1
OG0008993	El006G305720	XP_002880951.1
OG0008994	El006G306280	XP_002880971.1
OG0008995	El006G306300	XP_002879140.1
OG0008996	El006G307450	XP_020884278.1
OG0008997	El006G307090, El006G307290	XP_002880904.2
OG0008998	El006G307210	XP_002880911.1
OG0008999	El006G306680	XP_002880921.1
OG0009000	El006G307520	XP_020877676.1, XP_002880886.1
OG0009001	El006G311510	XP_020882815.1
OG0009002	El006G313790	XP_020883367.1
OG0009003	El006G313820	XP_020885042.1
OG0009004	El003G156710	XP_020874347.1
OG0009005	El003G156760	XP_002867503.1
OG0009006	El003G157270	XP_002869580.1
OG0009007	El005G235610	XP_020887381.1
OG0009008	El005G235590	XP_002884279.1
OG0009009	El005G235580	XP_020886095.1
OG0009010	El005G235330	XP_020887863.1
OG0009011	El005G235340	XP_020886882.1
OG0009012	El005G235170	XP_020887817.1
OG0009013	El003G158100	XP_002867567.1
OG0009014	El003G157380	XP_020873765.1
OG0009015	El003G157510	XP_020873835.1
OG0009016	El005G236060, El001G066110	XP_020886317.1
OG0009017	El005G236340	XP_002884306.1
OG0009018	El005G236720	XP_020887334.1
OG0009019	El005G236840	XP_020886871.1
OG0009020	El005G237100	XP_002882254.1
OG0009021	El005G237200	XP_020887905.1
OG0009022	El005G237350	XP_002884353.1
OG0009023	El005G237420	XP_020887187.1
OG0009024	El005G237430	XP_002884361.1
OG0009025	El005G237750	XP_020888670.1
OG0009026	El005G238050	XP_020888931.1
OG0009027	El005G238560	XP_020887037.1
OG0009028	El005G238660	XP_002884425.1
OG0009029	El005G238670	XP_020887019.1
OG0009030	El005G238900	XP_020888614.1
OG0009031	El005G239040	XP_020886790.1
OG0009032	El005G239240	XP_020888471.1
OG0009033	El005G239350	XP_020888964.1
OG0009034	El005G239440	XP_020888960.1
OG0009036	El005G240010	XP_020886887.1
OG0009037	El005G240060	XP_002884494.1
OG0009038	El005G240620	XP_020887072.1
OG0009039	El005G240640	XP_020887063.1
OG0009040	El005G241230	XP_020887652.1
OG0009041	El005G241460	XP_020886810.1
OG0009042	El005G241760	XP_020886774.1
OG0009043	El005G241920	XP_020887671.1
OG0009044	El005G242180	XP_020885978.1
OG0009045	El005G242360	XP_002884625.1
OG0009046	El007G347060	XP_002865681.1
OG0009047	El005G242570	XP_020886553.1
OG0009048	El005G242610	XP_020887489.1
OG0009049	El005G242640	XP_020889414.1
OG0009050	El005G243390	XP_002882558.2
OG0009051	El006G312150	XP_020884429.1
OG0009052	El005G265950, El005G266070	XP_002883470.1
OG0009053	El005G243490	XP_020887426.1
OG0009054	El005G243550	XP_020889252.1
OG0009055	El002G129290	XP_020869974.1
OG0009056	El006G288990	XP_020883495.1
OG0009057	El006G289060	XP_020885047.1
OG0009058	El006G289110	XP_020882684.1
OG0009059	El006G289210	XP_002881718.1
OG0009060	El006G289250	XP_002879865.1
OG0009061	El006G289380	XP_020884759.1
OG0009062	El006G290120	XP_020885493.1
OG0009063	El006G290130	XP_002879812.2
OG0009064	El006G290380	XP_002881660.1
OG0009065	El006G290800	XP_002881637.1
OG0009066	El006G290500	XP_020883756.1
OG0009067	El006G290900	XP_002881631.1
OG0009068	El006G291400	XP_020885243.1
OG0009069	El004G218740	XP_002888638.1
OG0009070	El006G291420	XP_020883841.1
OG0009071	El006G294720	XP_002879594.1
OG0009072	El006G294650	XP_020883028.1
OG0009073	El006G294620	XP_002881432.1
OG0009074	El001G023180	XP_002877880.1
OG0009075	El006G294250	XP_020885071.1
OG0009076	El006G294090	XP_002881457.1
OG0009077	El006G293610	XP_002879630.2
OG0009078	El006G293480	XP_020884272.1
OG0009079	El006G293110	XP_020882859.1
OG0009080	El006G292420	XP_002879711.1
OG0009081	El006G292410	XP_002879712.1
